dict,L,k1,kind,target
mw,46130,kalpalatA,cf,kavik˚
mw,46162,kalpAnta,cf,pralaya
mw,46173,kalpaka,cf,kalpanI
mw,46221,kalmaza,cf,jala-k˚
mw,46245,kalmAzakaRWa,cf,nIla-kaRWa
mw,46256,kalya,cf,a-k˚
mw,46263,kalya,cf,kala
mw,46268,kalya,cf,kadambarI
mw,46275,kalyapAla,cf,SaRqika
mw,46409,kav,cf,kab
mw,46418,kava,cf,kavatnu/
mw,46427,kavaca,cf,bIja
mw,46432,kavacapattra,cf,BUrja-pattra
mw,46443,kavaqa,cf,kavala
mw,46453,kavayI,cf,kavikA
mw,46468,kavarakI,cf,vandi
mw,46469,kavarga,cf,varga
mw,46488,kavaz,cf,kavi/
mw,46496,kavasa,cf,ka/vaca
mw,46499,kavAwa,cf,kavawI
mw,46506,kavAra,cf,kavela
mw,46518,kavi,cf,a/Ngiras
mw,46532,kavi,cf,kava/z
mw,46539,kavi,cf,kavikA
mw,46540,kavi,cf,kambi
mw,46542,kavikamalasadman,cf,kamala
mw,46550,kavicCad,cf,Cad
mw,46600,kavikA,cf,kavayI
mw,46605,kavIya,cf,kaviya
mw,46624,kavyavAhana,cf,kravya-v˚
mw,46627,kavUla,cf,kaMvUla
mw,46629,kavela,cf,kavAra
mw,46632,kaSa,cf,kaSIkA/
mw,46633,kaSa,cf,prakaSa/
mw,46636,kaSaplaka,cf,plaka
mw,46650,kaSya,cf,kASya
mw,46654,kaSas,cf,kaSo-jU/
mw,46667,kaSIkA,cf,ka/Sa
mw,46675,kaSeruyajYa,cf,kASeruyajYika
mw,46683.1,kaSojU,cf,kaz
mw,46694,kaSmIra,cf,kASmIra
mw,46704,kaSyapa,cf,kASyapa
mw,46708,kaSyapa,cf,kASyapeya
mw,46779,kazAya,cf,kAzAya
mw,46789,kazAyavasana,cf,kazAya
mw,46861,kas,cf,kaS
mw,46877,kasun,cf,vi-sf/pas
mw,46882,kastIra,cf,kAstIra
mw,46896,kasmAt,cf,a-kasmAt
mw,46905,kahlAra,cf,kalhAra
mw,46909,kA,cf,anu-
mw,46910,kAMSi,cf,kAMsya
mw,46945,kAka,cf,kE
mw,46946,kAka,cf,tIrTa-kAka
mw,47011,kAkadanta,cf,SaSa-vizARa
mw,47017,kAkaDvaja,cf,Orva
mw,47162,kAkaruka,cf,kAka-rava
mw,47177,kAkalIrava,cf,kala-rava
mw,47183,kAkAla,cf,kAka
mw,47207,kAku,cf,sevA-kAku
mw,47218,kAkud,cf,kakud
mw,47225,kAkuBa,cf,pragATa
mw,47233,kAkola,cf,kAka
mw,47236,kAkola,cf,kulAla
mw,47266,kAga,cf,kAka
mw,47284,kANkzI,cf,kAkzI
mw,47288,kANguka,cf,kaNgu
mw,47322,kAcana,cf,kacela
mw,47336,kAcCa,cf,kAkzI
mw,47345,kAYc,cf,kac
mw,47355,kAYcana,cf,kAYcana-praBa
mw,47422,kAYcI,cf,kAYci
mw,47427,kAYcIguRasTAna,cf,kAYcIpada
mw,47452,kAwAkza,cf,kAwa/
mw,47477,kARaBUti,cf,a/-kARa
mw,47489,kARUka,cf,kARa/
mw,47500,kARqa,cf,KaRqa
mw,47500,kARqa,cf,tri-k˚
mw,47500,kARqa,cf,tri-k˚
mw,47500.35,kARqa,cf,kARqa-Bagna
mw,47500.60,kARqa,cf,a-kARqa
mw,47526,kARqapfzWa,cf,kARqa-spfzwa
mw,47547,kARqavIRA,cf,kARqola-vIRA
mw,47550,kARqaspfzwa,cf,-pfzWa
mw,47565,kARqAla,cf,kARqola
mw,47567,kARqikA,cf,laNkA
mw,47575,kARqerI,cf,kIqera
mw,47595,kARvya,cf,kARva
mw,47613,kAtala,cf,kAtara
mw,47615,kAtalAyana,cf,kAtarAyaRa
mw,47616,kAti,cf,fRa-ci/t
mw,47623,kAtu,cf,kAwa/
mw,47624,kAtfRa,cf,kattfRa
mw,47689.1,kAna,cf,kvARa
mw,47714,kAnIna,cf,kanInaka
mw,47723,kAnta,cf,sUrya-k˚
mw,47746,kAntalOha,cf,loha-kAnta
mw,47748,kAntAyasa,cf,-pAzARa
mw,47771,kAntidAyaka,cf,kAlIyaka
mw,47783,kAntInagarI,cf,kAnti-pura
mw,47811,kAMdama,cf,gAM-dama
mw,47857,kApAlin,cf,kapAlin
mw,47945,kAma,cf,kAma-deva
mw,47948,kAma,cf,kAma-pAla
mw,47965,kAma,cf,go-k˚
mw,47965,kAma,cf,tyaktu-k˚
mw,47994,kAmaKaqgadalA,cf,svarRa-ketakI
mw,48045,kAmataru,cf,-vfkza
mw,48047.1,kAmatas,cf,a-kAma-tas
mw,48162,kAmareKA,cf,-leKA
mw,48165,kAmaleKA,cf,-reKA
mw,48267,kAmAvasAyitA,cf,yatra-kAm˚
mw,48267.1,kAmAvasAyitva,cf,yatra-kAm˚
mw,48416,kAmpilya,cf,kampila
mw,48515,kAraka,cf,siMha-k˚
mw,48551,kAraRatas,cf,kArya-k˚
mw,48608,kAraRqa,cf,karaRqa
mw,48611,kAraRqavyUha,cf,karaRqa-vy˚
mw,48622,kAramBA,cf,kar˚
mw,48625,kAravallI,cf,kAravella
mw,48971,kArzApaRa,cf,karz
mw,48980,kArzi,cf,karzi/
mw,48985,kArzika,cf,tila-k˚
mw,49129,kAlapAlaka,cf,-kuzWa
mw,49131,kAlapucCa,cf,asita-pucCaka
mw,49133,kAlapucCaka,cf,asita-pucCaka
mw,49181,kAlavAla,cf,-pAlaka
mw,49185,kAlavfkza,cf,kulatTa
mw,49231,kAlAmuKa,cf,kAlI-m˚
mw,49286,kAlakavfkzIya,cf,kAla-v˚
mw,49326,kAlItanaya,cf,haMsakAlI-t˚
mw,49331,kAlImuKa,cf,kAlA-m˚
mw,49382,kAle,cf,a-kAle
mw,49391,kAlakArita,cf,kAla-kfta
mw,49415,kAlacakra,cf,ava-sarpiRI
mw,49486,kAlaBft,cf,-kft
mw,49612,kAlya,cf,kalya
mw,49617,kAlakIla,cf,kalakala
mw,49676,kAliYjara,cf,kAlaYj˚
mw,49736,kAvawa,cf,karvawa
mw,49904,kASya,cf,kASa
mw,50117,kAsara,cf,kA-sfti
mw,50123,kAsU,cf,kASU
mw,50137,kAhakA,cf,kAhalA
mw,50238.1,kiwa,cf,kIluza
mw,50242,kiwi,cf,kira
mw,50254,kiwwa,cf,tila-k˚
mw,50267,kiRva,cf,taRqula-k˚
mw,50268,kiRvin,cf,kinDin
mw,50277,kitava,cf,DUrta
mw,50294.1,kim,cf,uta/
mw,50323,kiMSuka,cf,palASa/
mw,50352,kiMkartavyatA,cf,iti-kart˚
mw,50366,kiMcanya,cf,a-kiMcana
mw,50382,kiMjapya,cf,kiM-dAna
mw,50389,kiMtuGna,cf,kiM-s-tu-Gna
mw,50400,kiMnara,cf,vA-nara
mw,50489,kira,cf,mft-kirA
mw,50490,kira,cf,kiwi
mw,50517,kirika,cf,gir˚
mw,50520,kirAwa,cf,kirIwa
mw,50524,kirAta,cf,kubja-k˚
mw,50568,kirmira,cf,karbara
mw,50591,kilakila,cf,kilikila
mw,50625,kilima,cf,deva-dAru
mw,50671,kis,cf,na/kis
mw,50692,kIkasa,cf,kEkasa
mw,50711,kIwa,cf,SUra-k˚
mw,50739,kIdfkza,cf,Idfkza
mw,50749,kIna,cf,kIra
mw,50773.1,kIri,cf,karuRa
mw,50824,kIrtiSeza,cf,AleKya-S˚
mw,50895.1,kIlinI,cf,adri-kIlA
mw,50896,kIvat,cf,ki/yat
mw,50898,kISa,cf,ambu-k˚
mw,50902,kISaparRI,cf,keSa-p˚
mw,51083,kupuruza,cf,kA-pur˚
mw,51085,kupUya,cf,ka-p˚
mw,51091,kubanDa,cf,aNka-banDa
mw,51134,kumodaka,cf,kOmodakI
mw,51311,kukUvAc,cf,ku-ku-vAc
mw,51313,kukola,cf,koli
mw,51320,kukkuwa,cf,kukkura
mw,51326,kukkuwI,cf,kOkkuwika
mw,51334,kukkuwamaRqapa,cf,mukti-maRqapa
mw,51361,kukkuwImarkawIvrata,cf,kukkuwa-vrata
mw,51375,kukkuvAc,cf,kukU-vAc
mw,51417,kuc,cf,kuYc
mw,51445,kujamBala,cf,kumBila
mw,51446,kujjiSa,cf,kuqiSa
mw,51462,kuYcikA,cf,keli-k˚
mw,51513,kuYjala,cf,kAYjika
mw,51515,kuw,cf,kuww
mw,51516,kuwa,cf,kuwi
mw,51525,kuwaja,cf,indra-yava
mw,51608,kuwIra,cf,kuYja-k˚
mw,51644,kuwuNgaka,cf,kuwaNka
mw,51677,kuwwa,cf,aSma-k˚
mw,51684,kuwwaka,cf,aSma-k˚
mw,51692,kuwwana,cf,SilA-k˚
mw,51712,kuwwAra,cf,kuwIra
mw,51716,kuWa,cf,kuwa
mw,51762,kuqmala,cf,stana-k˚
mw,51796,kuRapI,cf,viw-sArikA
mw,51803,kuRAru,cf,kuRi
mw,51824,kuRW,cf,guRW
mw,51824,kuRW,cf,avakuRWana
mw,51840,kuRWita,cf,vi-
mw,51845,kuRqa,cf,agni-kuRqa
mw,51875,kuRqapAyin,cf,kORqapAyina
mw,51892,kuRqAvfza,cf,kuRqIviza
mw,51952,kuRqalikA,cf,vAta-k˚
mw,51976,kuRqIviza,cf,kuRqI-vfza
mw,51983.40,kutas,cf,a-kutoBaya
mw,51983.45,kutas,cf,akutaScid-Baya
mw,51990,kutasta,cf,kOtasta
mw,51994,kutuka,cf,kOtuka
mw,52007,kutUhala,cf,kOtUhala
mw,52031,kutsa,cf,kO/tsa
mw,52035,kutsAyana,cf,kOtsAyana
mw,52049,kuTumin,cf,kuWumi
mw,52053,kudAla,cf,kuddAla
mw,52087,kunAla,cf,kuRAla
mw,52133,kuntI,cf,karRa
mw,52133,kuntI,cf,mAdrI
mw,52180,kundr,cf,kud
mw,52241,kubja,cf,nyubja
mw,52289,kumAra,cf,kumAraka
mw,52290,kumAra,cf,kumAlaka
mw,52446.1,kumudaSyenI,cf,SyenI
mw,52518,kumBakAmalA,cf,kumBa-pAda
mw,52548,kumBamaRqUka,cf,kUpa-maRqUka
mw,52568,kumBARqa,cf,kumBa/-muzka
mw,52715,kuru,cf,kOrava
mw,52760,kuruwa,cf,kuraRwa
mw,52783,kuruvinda,cf,kuru-bilvaka
mw,52816,kula,cf,kula-giri
mw,52820,kula,cf,kOla
mw,52929,kulaBftyA,cf,kumAra-BftyA
mw,52990,kulAkula,cf,kula-vAra
mw,53008,kulADAraka,cf,kula-DAr˚
mw,53086,kulya,cf,rAja-k˚
mw,53102,kulawA,cf,kumAra-k˚
mw,53106,kulatTa,cf,aSvatTa
mw,53111,kulatTikA,cf,araRyak˚
mw,53234,kulva,cf,a/ti-k˚
mw,53238,kuva,cf,kuvala
mw,53258,kuvalaya,cf,kuvala
mw,53302,kuSa,cf,kASa
mw,53304,kuSa,cf,kuSIlava
mw,53308,kuSA,cf,ka/SA
mw,53309,kuSA,cf,ka/SA
mw,53343,kuSavatI,cf,kuSA-vatI
mw,53441,kuSAmba,cf,kUS˚
mw,53470,kuSIlava,cf,kuSin
mw,53496,kuzumBa,cf,kusumBa
mw,53548,kuzmARqa,cf,kUzm˚
mw,53574,kusIda,cf,kuzIda
mw,53694,kustumbarI,cf,tumburI
mw,53790,kUcikA,cf,kUrcikA
mw,53827,kUwa,cf,kuwaja
mw,53832,kUwa,cf,kuwa
mw,53922,kURakucCa,cf,kORakutsya
mw,53937,kUpa,cf,anUpa/
mw,54031,kUrcikA,cf,kUcikA
mw,54100,kUla,cf,aja-kUlA
mw,54122,kUlikA,cf,kURikA
mw,54135,kUSAmba,cf,kuS˚
mw,54148,kf,cf,kftakzaRa
mw,54172,kfta,cf,kfta-jYa
mw,54251,kftadAra,cf,dAra-kriyA
mw,54362.1,kftavIrya,cf,kArtavIrya
mw,54559,kfti,cf,kftyA
mw,54569,kftikara,cf,kftyA-rAvaRa
mw,54675.1,kftvas,cf,kft
mw,54683,kf,cf,kAru/
mw,54688,kfka,cf,kf/kAwa
mw,54691,kfkaRa,cf,kfkara
mw,54787,kftti,cf,kuwI
mw,54807,kfntana,cf,tantu-
mw,54858,kfp,cf,kfpAya
mw,54874,kfpaRa,cf,kArpaRya
mw,54902,kfpAya,cf,kfpaRyu/
mw,54914,kfpARI,cf,ajAkfpARIya
mw,55007,kfmuka,cf,kArmuka
mw,55009,kfvi,cf,kri/vi
mw,55052,kfSikA,cf,kArSakeya
mw,55065,kfSana,cf,UrDva/-k˚
mw,55130,kfzwi,cf,carzaRi/
mw,55202,kfzRa,cf,kA/rzRa
mw,55215,kfzRakApotI,cf,Sveta-k˚
mw,55497,kfzRAYjanagiri,cf,aYj˚
mw,55594,kekayI,cf,kEkeya
mw,55595,kekara,cf,kedara
mw,55613,kecuka,cf,kacu
mw,55745,kenipa,cf,Ake-nipa/
mw,55758,kendra,cf,dvitIya-k˚
mw,55760,kep,cf,gep
mw,55794,kelaka,cf,kekala
mw,55817,kelikuYcikA,cf,kal˚
mw,55854,kev,cf,sev
mw,55855,kevawa,cf,avawa/
mw,56073,keSin,cf,kapardin
mw,56106,keSawa,cf,mAtf-
mw,56185,kEcCikila,cf,kElik˚
mw,56241,kEralI,cf,kErAla
mw,56266,kErAlI,cf,kEralI
mw,56285,kEvarta,cf,kev˚
mw,56371,kokaTu,cf,˚ka-deva
mw,56411,koNka,cf,kONka
mw,56430,kowa,cf,kowwa
mw,56431,kowa,cf,kuwI
mw,56436,kowa,cf,a-
mw,56449,kowarapuzpa,cf,koWara-puzpI
mw,56508,kowIvarza,cf,kORqI-vfza
mw,56514,kowwapAla,cf,kowa-p˚
mw,56528,koWara,cf,kowara
mw,56531,koqya,cf,kotya
mw,56541,koRakuRa,cf,kola-k˚
mw,56577,konva,cf,kola-giri
mw,56578,konvaSira,cf,kolvagireya
mw,56666,kola,cf,kroqa
mw,56668,kola,cf,kroqa
mw,56682,kola,cf,kuvala
mw,56690,kolakuRa,cf,koRa-k˚
mw,56728,kolUka,cf,ulUka
mw,56730,kollaka,cf,konva
mw,56738,kovidAra,cf,kuddala
mw,56753,koSa,cf,bIja-
mw,56800,koSaDAnya,cf,koSI-D˚
mw,56856,koSya,cf,ni-koSya/
mw,56858.1,koSAtakI,cf,mahA-k˚
mw,56909,kozWila,cf,kOzW˚
mw,56968,kONkaRodBUta,cf,koNkARa
mw,57048,kOWuma,cf,kOTuma
mw,57053,kORakutsya,cf,kURakucCa
mw,57077,kORqinya,cf,vidarBI-k˚
mw,57087,kORqIvfsya,cf,kowI-varza
mw,57209,kOmAra,cf,-parvata
mw,57237,kOmudI,cf,candrikA
mw,57318.1,kOla,cf,kola
mw,57542,kOzWavitka,cf,kOzwacitka
mw,57583,kOstuBa,cf,kust˚
mw,57601,knaMs,cf,kuMS
mw,57602,knaT,cf,kraT
mw,57603,knas,cf,knaMs
mw,57604,knasa,cf,caknasa
mw,57613,kmar,cf,hvf
mw,57618,kraMS,cf,knaMs
mw,57635,krakaRa,cf,kfkaRa
mw,57662,kratu,cf,a-
mw,57669,kratujit,cf,-vi/d
mw,57699,kratuvid,cf,-ji/t
mw,57705,kratusTalA,cf,ftu-sT˚
mw,57713,kraT,cf,knaT
mw,57747,krandya,cf,parja/nya-k˚
mw,57748,krap,cf,kfp
mw,57749,kram,cf,˚mita/
mw,57751,krama,cf,kAla-k˚
mw,57860,kramya,cf,saha-k˚
mw,57871,krAnta,cf,vizRu-krama
mw,57903,kramuka,cf,kfm˚
mw,58087,krivi,cf,krE/vya
mw,58087.1,krivirdatI,cf,kfvI
mw,58208,krIqin,cf,Sva-k˚
mw,58221,kruYc,cf,krOYca/
mw,58229,kruq,cf,kraqana
mw,58297,krumuka,cf,kfmuka/
mw,58306,kroSa,cf,klo/Sa
mw,58306,kroSa,cf,karRa-k˚
mw,58346,krUra,cf,sTUra/
mw,58353,krUra,cf,kUra
mw,58386,krUraDUrta,cf,kfzRa-dattUraka
mw,58433,kroqa,cf,krOqa
mw,58445,kroqapattra,cf,kroqa
mw,58463,kroTa,cf,krunT
mw,58541,kladIvat,cf,klid
mw,58542,kland,cf,krand
mw,58587,kledana,cf,kaPa
mw,58598,klind,cf,kland
mw,58610,klizwa,cf,kleS
mw,58613,klizwavartman,cf,klinna-v˚
mw,58673,kleS,cf,klizwa
mw,58719,kvATi,cf,kumBa-janman
mw,58741,kzaRa,cf,kfta-kzaRa
mw,58742,kzaRa,cf,datta-kzaRa
mw,58749,kzaRa,cf,tat-kzaRam
mw,58773,kzaRadyuti,cf,-praBA
mw,58794,kzaRavfzwi,cf,sadyo-v˚
mw,58803,kzaRikatA,cf,kzaRa-BaNga
mw,58832,kzatrapa,cf,mahA-kz˚
mw,58900,kzattf,cf,anukz˚
mw,58916,kzan,cf,a-kzaRvat
mw,58959,kzati,cf,kzata-vftti
mw,58981,kzap,cf,kzip
mw,58984,kzapaRa,cf,akza-kz˚
mw,59030,kzam,cf,kzamApaya
mw,59035,kzam,cf,dyA/va-kzA/mA
mw,59036,kzam,cf,kzmA
mw,59109,kzAnta,cf,kzama
mw,59141,kzar,cf,kzAra
mw,59141,kzar,cf,kzArita
mw,59198,kzAralavaRavarjana,cf,a-kz˚
mw,59221,kzAraka,cf,-jAta
mw,59228,kzAraRA,cf,A-kzArRA
mw,59274,kzaya,cf,uru-
mw,59275,kzaya,cf,yama-kz˚
mw,59290,kziti,cf,uru-
mw,59293,kziti,cf,kfzwi/
mw,59295,kziti,cf,uru-
mw,59445,kziti,cf,a/-
mw,59485,kzIyamARa,cf,a/
mw,59502,kzip,cf,kAlakzepa
mw,59577,kziprasaMDi,cf,kzEpra
mw,59588,kzepa,cf,apawI-kz˚
mw,59649,kziv,cf,zWiv
mw,59654,kzIb,cf,kziv
mw,59665,kzIra,cf,-svAmin
mw,59687,kzIraGfta,cf,-sarpis
mw,59793,kzIrAbDijA,cf,˚ra-sAgara-sutA
mw,59886,kzuRRa,cf,akz˚
mw,60045,kzudrikA,cf,kzudra-GaRwikA
mw,60142,kzoBa,cf,bala-kz˚
mw,60154,kzumA,cf,kzOma
mw,60157,kzur,cf,Cur
mw,60159,kzura,cf,-pra
mw,60167,kzurI,cf,CurI
mw,60204,kzurikA,cf,CurikA
mw,60233,kzullakavESvadeva,cf,mahA-v˚
mw,60241,kzetra,cf,sasya-kz˚
mw,60259,kzetra,cf,a/-kz˚
mw,60317,kzetravid,cf,a/-kz˚
mw,60346,kzetrin,cf,a-kz˚
mw,60368,kzema,cf,kzema-yoga
mw,60385,kzemakarI,cf,kzemaM-k˚
mw,60410,kzemaDanvan,cf,-Dftvan
mw,60516,kzow,cf,Kow
mw,60517,kzoqa,cf,a-kzoBa
mw,60548,kzomaka,cf,kzema
mw,60574,kzOma,cf,kzoma
mw,60580,kzOmaka,cf,kzom˚
mw,60629,kzmIl,cf,mIl
mw,60638,kzveqa,cf,karRa-kz˚
mw,60641,kzveqa,cf,viza
mw,60699,Kaga,cf,-ga-pati
mw,60787,KaBrAnti,cf,-kAminI
mw,60799,KaSaya,cf,-sama
mw,60801,KaSarIrin,cf,-mUrti-mat
mw,60803,Kasama,cf,-Saya
mw,60809,KasinDu,cf,-camasa
mw,60812,KasPawika,cf,AkASa-sP˚
mw,60818,Kolka,cf,Ka-K˚
mw,60848,KeSaya,cf,Ka-S˚
mw,60852,KakKara,cf,hikkala
mw,60869,Kaja,cf,-kf/t
mw,60914,Kawa,cf,kaPa
mw,60919,Kawa,cf,kawa
mw,60928,Kawaka,cf,Gawaka
mw,60982,Kaq,cf,KaRq
mw,61004,Kaqga,cf,eka-cara
mw,61020,Kaqgapattra,cf,asi-p˚
mw,61065,Kaqgin,cf,Kadga
mw,61074,KaRqa,cf,zaRqa
mw,61077,KaRqa,cf,kedAra-K˚
mw,61089,KaRqa,cf,uttara-
mw,61141,KaRqaSAKA,cf,kARqa-S˚
mw,61189,KaRqava,cf,KARq˚
mw,61213,KaRqin,cf,KaRqana-kAra
mw,61220,KaRqu,cf,KARqava
mw,61224,KaRvaKA,cf,KEmaKA
mw,61231,KadikA,cf,KAjika
mw,61266,Kana,cf,mft-K˚
mw,61284,Kaninetra,cf,KanI-n˚
mw,61306,KAtA,cf,deva-K˚
mw,61311,KAtaka,cf,KAdaka
mw,61323,KAnaka,cf,kUpa-
mw,61480,KariMDama,cf,KAriM-D˚
mw,61481,KariMDaya,cf,KAriM-D˚
mw,61487,KarIvfza,cf,˚ra-vfzaBa
mw,61508,KargalA,cf,Kf/g˚
mw,61539,KarjUrikA,cf,piRqa-
mw,61552,Karpara,cf,karpara
mw,61566,Karva,cf,a/-
mw,61581,Kal,cf,Kall
mw,61642,Kalati,cf,kulva
mw,61650,KaliSa,cf,KaSewa
mw,61659,KalUrikA,cf,KuralI
mw,61698,Kaz,cf,kaz
mw,61777,KARqika,cf,KaRq˚
mw,61794,KAdaka,cf,KAtaka
mw,61817,KAdya,cf,KaRqa-K˚
mw,61821,KAdi,cf,vf/za-
mw,61854,KAriMDama,cf,KariM-D˚
mw,61855,KAriMDaya,cf,KariM-D˚
mw,61886,KASi,cf,Kasa
mw,61901.1,Kewana,cf,AKewa
mw,61912,Kidra,cf,a/-Kidra-yAman
mw,61932,Kedin,cf,a-Keditva
mw,61972,Kuqaka,cf,Kulaka
mw,61976,KuRq,cf,kzodayati
mw,62005,KuralI,cf,KalUrikA
mw,62013,Kulla,cf,kzulla
mw,62027,Kewa,cf,A-Kewa
mw,62045,Keqa,cf,ganDa-K˚
mw,62079,KEmaKA,cf,KaRvaKA
mw,62090,Koqa,cf,Kora
mw,62101,Kola,cf,mUrDa-K˚
mw,62148,ga,cf,antarikza-
mw,62149,ga,cf,anya-strI-
mw,62150,ga,cf,kaRWa-
mw,62152,ga,cf,a-
mw,62153,ga,cf,Cando-
mw,62174,gaganapuzpa,cf,Ka-p˚
mw,62218,gaNgadAsa,cf,gaNgA-a˚
mw,62262,gaNgAmaha,cf,gANgAmahika
mw,62288,gaNgAhrada,cf,gANga
mw,62336,gajaturaMgavilasita,cf,fzaBa-gaja-v˚
mw,62418,gajAKya,cf,gaja-skanDa
mw,62473,gaYjA,cf,gagana-
mw,62484,gaqA,cf,tfRa-g˚
mw,62489,gaqaka,cf,paNka-g˚
mw,62490,gaqayanta,cf,gaRq˚
mw,62491,gaqayitnu,cf,garday˚
mw,62502,gaqu,cf,dor-g˚
mw,62510,gaqula,cf,gaRqula
mw,62522,gaQAdeSa,cf,gaqa
mw,62525,gaRa,cf,-devatA
mw,62534,gaRa,cf,-cCandas
mw,62540,gaRA,cf,ahar-
mw,62547,gaRakAri,cf,gARagAri
mw,62583.20,gaRapati,cf,mahA-g˚
mw,62644,gaReSatApinI,cf,gaRapati-pUrva-t˚
mw,62689,gaRanIya,cf,gaReya
mw,62737,gaReru,cf,kaR˚
mw,62749,gaRq,cf,gaRqA
mw,62750,gaRqa,cf,galla
mw,62750,gaRqa,cf,-karawa
mw,62758,gaRqa,cf,gaRqaka
mw,62759,gaRqa,cf,gaRqIra
mw,62760,gaRqa,cf,-grAma
mw,62766,gaRqA,cf,gaqu
mw,62782,gaRqaPalaka,cf,-Bitti
mw,62828,gaRqayanta,cf,gaq˚
mw,62840,gaRqIrI,cf,gARq˚
mw,62844,gaRqut,cf,garmut
mw,62862,gaRqolapAda,cf,kaRq˚
mw,62879,gadA,cf,a-gada/
mw,62903,gadADara,cf,kOmodakI
mw,62959,gaDita,cf,A/-
mw,62961,gaDya,cf,vA/ja-ganDya
mw,62972,ganDa,cf,-jala
mw,63146,ganDarasa,cf,rasa-ganDa
mw,63278,ganDarva,cf,-gfhIta
mw,63331,ganDAri,cf,gAnD˚
mw,63345,gaBasti,cf,syU/ma-g˚
mw,63357,gaBizak,cf,Anuza/k
mw,63549,gati,cf,karmapravacanIya
mw,63682,gaya,cf,SaMgaya/
mw,63695,gayA,cf,budDa-g˚
mw,63772,garizWa,cf,gavizWa
mw,63915,garda,cf,galda
mw,63925.1,gardaBakzIra,cf,mfga-kz˚
mw,63944,gardaBikA,cf,kIwa-
mw,63946,gardaBi,cf,haya-g˚
mw,63976,garBa,cf,amfta-
mw,64156,garBya,cf,sa-g˚
mw,64161,garmut,cf,gaRqut
mw,64162,garmut,cf,gArmUta/
mw,64281,galestanI,cf,ajAgala-stana
mw,64285,galaqA,cf,jal˚
mw,64299,galoqya,cf,gAl˚
mw,64300,galda,cf,ga/rda
mw,64303.1,galB,cf,garv
mw,64308,galla,cf,ajagallikA
mw,64339,gavyUti,cf,a-
mw,64340,gava,cf,guru-gavI/
mw,64340,gava,cf,zaq-gava/
mw,64349,gavAkzajAla,cf,jAla-g˚
mw,64374,gavASva,cf,go-aSva/
mw,64388,gavaya,cf,go-mfga/
mw,64416,gavya,cf,paYcag˚
mw,64417,gavyadfQa,cf,go-rocanA
mw,64430,gavalgaRa,cf,gAvalgaRi
mw,64460,gah,cf,gaBa/
mw,64460,gah,cf,jaMh
mw,64494,gA,cf,a-gA
mw,64499,gAtu,cf,a/rizwa-g˚
mw,64521,gAtraruha,cf,aNga-r˚
mw,64532,gAtrasamplava,cf,plava
mw,64566,gATA,cf,fg-gATA
mw,64575,gATAnArASaMsI,cf,nArASaMsI/
mw,64599,gAna,cf,araRya-
mw,64629,gAyatravepas,cf,gATa/-Sravas
mw,64663,gANga,cf,gANgAyani
mw,64759,gAD,cf,gAh
mw,64759,gAD,cf,garD
mw,64788,gAnDarva,cf,ganDarva-vivAha
mw,64789,gAnDarva,cf,-kalA
mw,64812,gAnDAra,cf,ganD˚
mw,64842,gAmin,cf,mAtf-g˚
mw,64847,gAmin,cf,agra-
mw,64866,gAra,cf,madra-g˚
mw,64892,gArgI,cf,gargI
mw,64920,gArgya,cf,daSa-
mw,64931,gArgyAyaRaka,cf,gArgaka
mw,64948,gArdaBin,cf,gardaBila
mw,64971,gArhapata,cf,kuru-g˚
mw,64986,gAlaqi,cf,jAl˚
mw,65011,gAloqya,cf,gal˚
mw,65011,gAloqya,cf,aNka-loqya
mw,65024,gAh,cf,gAD
mw,65089,gIrvat,cf,gi/rvan
mw,65105,giri,cf,guru/
mw,65105,giri,cf,pa/rvan
mw,65112,giri,cf,gErika
mw,65134,girikzit,cf,gErikzita/
mw,65199,giribAnDava,cf,-tra
mw,65260,girISA,cf,giri-SA
mw,65269,girikA,cf,caRqa-g˚
mw,65280,gilagila,cf,timiM-
mw,65287,giloqya,cf,gal˚
mw,65320,gItakA,cf,daSa-gItikA
mw,65333,gIrRa,cf,gara-gIrRa/
mw,65340,gu,cf,priya/Mgu
mw,65340.1,gu,cf,agre-gU/
mw,65341,gu,cf,prati-
mw,65342,gu,cf,vi-gUna
mw,65351,guggulu,cf,kaRa-
mw,65356.1,guNguma,cf,GuNG˚
mw,65359,gucCa,cf,arDa-
mw,65361,gucCakaRiSa,cf,bahutara-kaR˚
mw,65392,guYj,cf,sam-ud-√ guYj
mw,65406,guYjana,cf,maDu-
mw,65416,guwikA,cf,guqa
mw,65422,guq,cf,guRq
mw,65423,guqa,cf,guwikA
mw,65424,guqa,cf,giri-
mw,65435,guqI,cf,gOqa
mw,65479,guqaka,cf,nABi-g˚
mw,65496,guqUcI,cf,kanda-
mw,65519,guRa,cf,-mAtra
mw,65522,guRa,cf,-kAra
mw,65523,guRa,cf,-kAra
mw,65526,guRA,cf,nir-
mw,65527,guRakaraRqavyUha,cf,kar˚
mw,65528,guRakarI,cf,-kirI
mw,65787,guRaya,cf,saM-
mw,65799,guRita,cf,aRu-
mw,65822,guRW,cf,guRq
mw,65822,guRW,cf,ava-
mw,65826,guRWita,cf,ava-
mw,65827,guRq,cf,guRW
mw,65859,gud,cf,gUrd
mw,65883,guD,cf,guRW
mw,65883,guD,cf,gUrd
mw,65892,gundrA,cf,guRqra
mw,65905,gupta,cf,gUQa-d˚
mw,65910,gupta,cf,candra-
