dict,L,k1,kind,target
mw,65933,guptaSIla,cf,SIla-g˚
mw,65939,guptArma,cf,a/rman-
mw,65957,guptikA,cf,svara-gupti
mw,65978,gur,cf,ati-
mw,65978,gur,cf,gUr
mw,65980,gUrta,cf,aBi/-
mw,65987,guru,cf,giri/
mw,66014,gurukaRWa,cf,guruRwaka
mw,66052,gurutalpABigamana,cf,gOrutalpika
mw,66114,gurumuzwi,cf,gru-m˚
mw,66178,guruRwaka,cf,guru-kaRWa
mw,66181,gurjara,cf,gUrj˚
mw,66191,gulI,cf,gola
mw,66222,gulPita,cf,vi-gulPa
mw,66269,guhA,cf,prati-g˚
mw,66316,guhyaguru,cf,gfhya-g˚
mw,66348,gUQadaRqa,cf,gupta/
mw,66412,gf,cf,Gf
mw,66427,gftsa,cf,raTa-gftsa/
mw,66434.1,gfD,cf,anu-
mw,66492,gfBAya,cf,anu-
mw,66493,gfBi,cf,ga/rBa
mw,66493,gfBi,cf,pa/q-
mw,66496,gfBIta,cf,gf/Bi
mw,66503,gfha,cf,caRqikA-
mw,66513,gfha,cf,anti-
mw,66515,gfhakanyA,cf,kanyakA
mw,66587,gfhabaBru,cf,geha-nakula
mw,66706,gfhaya,cf,gfBa/yat
mw,66821,gez,cf,gav-ez
mw,66856,geya,cf,ASIr-
mw,66863,gezRa,cf,aBi-
mw,66884,go,cf,gavAm
mw,66884.12,go,cf,-putra
mw,66957.2,goKapiNgali,cf,gocCA
mw,66970,gogozWa,cf,gavAM g˚
mw,67016,gocArin,cf,mfga-c˚
mw,67038.10,gotama,cf,gOtama/
mw,67038.30,gotama,cf,-dama
mw,67067,gotra,cf,-Bi/d
mw,67082,gotraBid,cf,adri-Bi/d
mw,67113,godA,cf,anu-godam
mw,67124,godari,cf,gotra-Bi/d
mw,67128,godAnIya,cf,apara-godAna
mw,67141,godoha,cf,gAM-doha-saMne/jana
mw,67170,goDenu,cf,gODenuka
mw,67173,gonanda,cf,-narda
mw,67176,gonandI,cf,-narda
mw,67178,gonarda,cf,-nandI
mw,67179,gonarda,cf,-nanda
mw,67190,gonasI,cf,-nAsa
mw,67204,gonAsa,cf,-nasa
mw,67215.50,gopati,cf,go-pa/
mw,67219,gopada,cf,gozp˚
mw,67226,gopA,cf,gopa/
mw,67303,goputra,cf,gopA-p˚
mw,67383,gomAtf,cf,pf/Sni-m˚
mw,67439,gomeDa,cf,gavAM-m˚
mw,67566,govinata,cf,-vitata
mw,67568,govinda,cf,gotra-Bi/d
mw,67608,govizARika,cf,muKa
mw,67665,gozaKi,cf,-saKi
mw,67667,gozaRi,cf,-sa/ni
mw,67679,gozAdI,cf,-sAda
mw,67725,gosaKi,cf,-zaKi
mw,67744,gosAda,cf,-zAdI/
mw,67745,gosAdi,cf,-zAdI/
mw,67747,gosAvitrI,cf,gAyatrI
mw,67760,gosTAna,cf,-zWA/na
mw,67782.5,gozpadamAtra,cf,go-pada
mw,67787,gocCA,cf,go-Ka
mw,67804,goRI,cf,gORika
mw,67814,goRqakirI,cf,gORqa-k˚
mw,67833,goDA,cf,go/
mw,67864,gopa,cf,go-pati
mw,67867,gopA,cf,gOpeya
mw,67874,gopI,cf,ahi-
mw,67940,gopaya,cf,gup
mw,67940,gopaya,cf,aBi-
mw,67943,gopAya,cf,gup
mw,67943,gopAya,cf,aBi-
mw,67999,gola,cf,golla
mw,68008,golA,cf,gala-golin
mw,68044,golla,cf,gola
mw,68105,gOqaBftyapura,cf,anDra-Bftya
mw,68115,gOqakamfga,cf,gOra-Kara
mw,68139,gORqakirI,cf,goRq˚
mw,68147,gOtama,cf,BAradvAja
mw,68188,gODeraka,cf,goD˚
mw,68208,gOpAli,cf,gop˚
mw,68242,gOra,cf,-candra
mw,68247,gOra,cf,kanaka-
mw,68251,gOrA,cf,gOlA
mw,68270,gOraKara,cf,gOqaka-mfga
mw,68282,gOramantra,cf,˚rI-m˚
mw,68350,gOrIpUjA,cf,-caturTI
mw,68352,gOrImantra,cf,˚ra-m˚
mw,68455,graTila,cf,grahila
mw,68465,granTa,cf,uttara-
mw,68487,granTi,cf,udara-
mw,68518,granTika,cf,kAla-granTi
mw,68531,granTinikA,cf,Cinna-g˚
mw,68591,grah,cf,gfhaya
mw,68591,grah,cf,gfhaya
mw,68596,graha,cf,aNkuSa-
mw,68596.24,graha,cf,a-
mw,68596.62,grahAya,cf,guda-
mw,68722.1,grahaRa,cf,kara-
mw,68746,grahi,cf,Pala-
mw,68759,grahItf,cf,pARi-
mw,68762,grABa,cf,uda-
mw,68763.05,grAha,cf,karRa-
mw,68779.2,grAham,cf,nAma-grA/h˚
mw,68802,grAhya,cf,a-
mw,68812,grAhyA,cf,dur-
mw,68823,grAma,cf,indriya-
mw,68828,grAma,cf,arizwa-
mw,68989,grAmiRI,cf,˚ma-RI
mw,69005,grAmegeya,cf,˚ma-g˚
mw,69087,grIva,cf,a/sita-
mw,69153,glahA,cf,akza-
mw,69159,gluc,cf,gluYc
mw,69162,glucukAyani,cf,glOcukAyana
mw,69163,gluYc,cf,gluc
mw,69168,glev,cf,gev
mw,69169,glez,cf,gez
mw,69210,Ga,cf,jIva-
mw,69210,Ga,cf,pariGa
mw,69217,GagG,cf,kaK
mw,69231,Gawa,cf,-karpara
mw,69240,GawI,cf,˚wI-Gawa
mw,69242,GawI,cf,dur-
mw,69290,Gawaka,cf,Gawa-dAsI
mw,69309,GawAla,cf,GAw˚
mw,69315,GawiGawa,cf,Gawin
mw,69341,GawIyantra,cf,ara-Gawwa
mw,69346,Gaww,cf,Gaw
mw,69349,GawwI,cf,ara-
mw,69364,GaRwa,cf,Gawin
mw,69365,GaRwa,cf,matsya-
mw,69368,GaRwA,cf,GawI
mw,69409,GaRwikA,cf,kzudra-
mw,69420,GaRwu,cf,ni-G˚
mw,69421,GaRqa,cf,GuRqa
mw,69429,Gana,cf,-SyAma
mw,69436,Gana,cf,ambu-
mw,69524,GanavAhana,cf,meGa-v˚
mw,69591,Gamb,cf,Garb
mw,69628,Garb,cf,Gamb
mw,69642,Garmaga,cf,uzRa-ga
mw,69692,Gas,cf,jakz
mw,69695,Gasa,cf,ud-
mw,69697,Gasi,cf,GAsi/
mw,69704,Gasra,cf,GraMsa/
mw,69721,GAwA,cf,kara-
mw,69721.1,GAwA,cf,Gawa
mw,69725,GAwarI,cf,apaGAwilA
mw,69728,GAwAla,cf,Gaw˚
mw,69755,GAtanI,cf,˚tinI
mw,69755,GAtanI,cf,kravya-
mw,69767,GAtinI,cf,anDaka-
mw,69778,GiRR,cf,GuRR
mw,69785,Guw,cf,ava-Gowita
mw,69797,GuR,cf,GUrR
mw,69818,GumaGumAya,cf,gumagumAyita
mw,69819,Gur,cf,Gora/
mw,69847,GuzwAnna,cf,ava-
mw,69849,Guzya,cf,Gora-
mw,69859,Goza,cf,a-G˚
mw,69877,GozA,cf,Atma-
mw,69910,GoziRI,cf,grAma-Gozi/n
mw,69953,GftacyutA,cf,-Scu/t
mw,70025,GftasTalA,cf,ftu-sT˚
mw,70064,GftelI,cf,tEla-pAyikA
mw,70076,GfRA,cf,nir-
mw,70091,GfRi,cf,hfRI/yamAna
mw,70092,GfRi,cf,A/-
mw,70115,Garza,cf,danta-
mw,70120,GarzaRI,cf,kara-
mw,70128,Gfzwi,cf,gfzwi
mw,70140,Gowa,cf,Guw
mw,70156,Gonasa,cf,go-n˚
mw,70170,Gora,cf,Gur
mw,70173,Gora,cf,-Goratara
mw,70184,Gora,cf,DIra
mw,70188,Goratara,cf,-Goratara
mw,70219,GolI,cf,araRya-
mw,70239,Gna,cf,arTa-
mw,70295,cak,cf,kan
mw,70296,caka,cf,kuwI-
mw,70301,cakitA,cf,uc-
mw,70306,cakAs,cf,kAS
mw,70326,cakkalaka,cf,cakra-banDa
mw,70329,cakra,cf,-Brama
mw,70351,cakra,cf,cakrikA
mw,70355,cakra,cf,-vAka/
mw,70365,cakra,cf,a-
mw,70373,cakragoptf,cf,-rakza
mw,70387,cakratIrTa,cf,cakra
mw,70452,cakraBedinI,cf,-bAnDava
mw,70524,cakravAlaDi,cf,vakr˚
mw,70526.1,cakravftta,cf,˚kru-v˚
mw,70541,cakrasvAmin,cf,-Bft
mw,70553,cakrANga,cf,˚kra-pAda
mw,70588,cakraka,cf,cakra-maRqalin
mw,70597,cakrala,cf,cakkala
mw,70621,cakrin,cf,sa-
mw,70637,cakri,cf,uru-ca/kri
mw,70644,cakzaRa,cf,viSva/-
mw,70652,cakzas,cf,a/pAka-
mw,70663,cakzuHSruti,cf,dfk-S˚
mw,70725,cakzus,cf,a-
mw,70733,caKvas,cf,Ka/
mw,70761,caccapuwa,cf,cAca-p˚
mw,70797,caYcu,cf,-tEla
mw,70830,caw,cf,uc-
mw,70868.4,cawu,cf,cAwu
mw,70883,caR,cf,can
mw,70885,caRa,cf,akzara-
mw,70929,caRqI,cf,uc-
mw,70933,caRqakApAlika,cf,zaRq˚
mw,70941,caRqaGaRwA,cf,caRqikaGaRwa
mw,70964,caRqamuRqA,cf,carma-m˚
mw,71007,caRqikaGaRwa,cf,caRqa-GaRwA
mw,71046,caRqAta,cf,caRqI-kusuma
mw,71064,cat,cf,niS-
mw,71064,cat,cf,cAtaka
mw,71120,catuHsama,cf,-SAKa
mw,71178,caturaha,cf,atri-c˚
mw,71186,caturiqaspadastoBa,cf,iqas-pade/
mw,71193,caturUzaRa,cf,-jAta
mw,71263,caturmahArAjika,cf,cAt˚
mw,71267.25,caturmuKa,cf,-tva
mw,71334.1,caturhotf,cf,-hotra
mw,71335,caturhotra,cf,˚tf
mw,71340,catura,cf,upa-
mw,71341,caturam,cf,A-
mw,71412,catuzpaTa,cf,catur-ASramin
mw,71422,catuzparRI,cf,-pattrI
mw,71474,catvaravAsinI,cf,catuzpaTa-niketA
mw,71489,catura,cf,cAt˚
mw,71500,caturaka,cf,mahA-
mw,71509,cad,cf,cat
mw,71515,can,cf,kan
mw,71516,canas,cf,sa/-
mw,71545.01,candana,cf,ku-
mw,71576,candalA,cf,˚dralA
mw,71611,candrI,cf,arDa-
mw,71713,candrapura,cf,cAndr˚
mw,71748,candraBAgA,cf,cAndr˚
mw,71762.1,candramasA,cf,-vaSA
mw,71764,candramA,cf,-masA
mw,71807,candravaMSa,cf,candra-ja
mw,71807,candravaMSa,cf,sUrya-v˚
mw,71810.6,candravatI,cf,˚drA-v˚
mw,71825,candravasA,cf,-masA
mw,71848,candraSeKara,cf,-parvata
mw,71993,candrimA,cf,pUrRimA
mw,72023,capalA,cf,mahA-
mw,72049,cam,cf,A
mw,72055,camakasUkta,cf,nam˚
mw,72080,camara,cf,cAm˚
mw,72119,camUru,cf,sam˚
mw,72122,camp,cf,kamp
mw,72164,campU,cf,gaNgA-
mw,72173,car,cf,vi-
mw,72190,carI,cf,carawi
mw,72240,caraRa,cf,tapaS-
mw,72243,caraRa,cf,dvi-
mw,72289,caraRya,cf,A-
mw,72307,carita,cf,uttara-rAma-
mw,72324,caritrA,cf,cAr˚
mw,72354,caryA,cf,brahma-
mw,72413,carcikA,cf,Garma-
mw,72422,carci,cf,hEmac˚
mw,72440,carpawI,cf,parp˚
mw,72502,carmamuRqA,cf,caRqa-
mw,72511,carmavat,cf,loha-c˚
mw,72546,carman,cf,gala-
mw,72562,carv,cf,cUrR
mw,72581,carzaRi,cf,pra/-
mw,72587,cal,cf,car
mw,72587,cal,cf,caYcala
mw,72587,cal,cf,a/-vicAcala
mw,72600.1,cala,cf,a-
mw,72751,cAcali,cf,a/-vi-
mw,72761,cAwu,cf,cawu
mw,72820,cAturjAtaka,cf,kawu-
mw,72886,cAtura,cf,galla-cAturI
mw,72910,cAndra,cf,gORa
mw,72942,cAndrAyaRa,cf,pipIlikAmaDya
mw,72949,cAnDanAyana,cf,OpacanDani
mw,72953,cApa,cf,indraSakra-
mw,72965,cApavawa,cf,upa-v˚
mw,73019,cAmuRqA,cf,carma-muRqA
mw,73035,cAy,cf,ce/ru
mw,73074,cAraka,cf,go-
mw,73114,cAritra,cf,SAmitra
mw,73302,caya,cf,saM-
mw,73303,caya,cf,agni-
mw,73310,cit,cf,kaNka-
mw,73335,citi,cf,iDma-
mw,73366,ci,cf,a/paciti
mw,73379,cikina,cf,cikka
mw,73390,cikIrzu,cf,upahArI-
mw,73401,cikura,cf,cikka
mw,73433,cikkira,cf,cikura
mw,73445,ciNgaqa,cf,uc-ciNgawa
mw,73459,ciYcA,cf,kAka-
mw,73480,cikitAyana,cf,cEk˚
mw,73490,cikitvas,cf,a/-
mw,73518,cit,cf,apa-cit
mw,73520,cit,cf,sa-
mw,73546,citta,cf,iha-
mw,73591,cittaviBrama,cf,-Brama
mw,73630,citti,cf,a/-
mw,73685,citra,cf,a-
mw,73764,citrapakza,cf,-kaRWa
mw,73765.1,citrapakzmatA,cf,-keSatA
mw,73807,citrabarha,cf,˚hin
mw,73842.80,citraraTI,cf,cEtraraTa
mw,73865,citravana,cf,citraka
mw,73879,citravAhana,cf,cEtra-vAhanI
mw,73906.60,citrasenA,cf,cEtraseni
mw,73939.1,citrANgulitA,cf,-keSatA
mw,73983,citraka,cf,˚tra-hasta
mw,73992,citrita,cf,vi-
mw,74004,citrIya,cf,ati-
mw,74048,cetanA,cf,a-
mw,74069,cetas,cf,a-ceta/s
mw,74109,cintaka,cf,kArya-
mw,74174,cipiwa,cf,piccita
mw,74192,cipya,cf,kipya
mw,74193,cipya,cf,CippikA
mw,74340,ciri,cf,jiri
mw,74348,cirBawa,cf,carB˚
mw,74349,cirBawI,cf,gaja-cirBawA
mw,74351,cirBiwa,cf,indracirBiwI
mw,74354,cil,cf,cela
mw,74357,cilamIlikA,cf,cilim˚
mw,74369,cilla,cf,culla
mw,74383,cilli,cf,cilla
mw,74456,cIra,cf,cIvara
mw,74466,cIrI,cf,kuSa-
mw,74490,cIriRI,cf,kuSa-cIrA
mw,74494,cIrIvAka,cf,cIrukA
mw,74495.1,cIralli,cf,cirilla
mw,74548,cuYcu,cf,akzara-
mw,74550,cuYcu,cf,cucundarI
mw,74558,cuw,cf,cuww
mw,74559,cuww,cf,puww
mw,74566,cuRwI,cf,cORwya
mw,74575,coda,cf,raDracoda/
mw,74582,codana,cf,fzi-
mw,74612,cunda,cf,mahA-
mw,74614,cup,cf,gale-copaka
mw,74725,cUqa,cf,kU/wa
mw,74740,cUqa,cf,cUla
mw,74790,cUta,cf,kapi-
mw,74821,cUrRayoga,cf,vAsa-
mw,74834,cUrRI,cf,eka-
mw,74859,cUlA,cf,uc-
mw,74873,cUlin,cf,vi-
mw,74874,cUz,cf,saM-
mw,74876,cUzaRa,cf,A-
mw,74922,ced,cf,ned
mw,74940,cerapAda,cf,Ira-p˚
mw,74948,cela,cf,ku-
mw,74961,celaka,cf,cE/laki
mw,74979,cezwA,cf,a-
mw,75032,cEtika,cf,cEtya-sEla
mw,75051,cEtyaSEla,cf,cEtika
mw,75086,cEtrAyaRa,cf,jEt˚
mw,75104,cEla,cf,ce/laka
mw,75110,cElaka,cf,celuka
mw,75115,cokza,cf,cukzA
mw,75175,cOqi,cf,cOli
mw,75185,cOdrAyaRa,cf,Odr˚
mw,75196,cOra,cf,cora
mw,75276,cyavana,cf,duS-cyavana/
mw,75281,cyavanaprASa,cf,cyAvana
mw,75317,cyuta,cf,a/-
mw,75337,cyuti,cf,sa/-
mw,75356,CA,cf,Cad
mw,75358,CA,cf,CA
mw,75377.1,CagaRa,cf,CAg˚
mw,75403,CattrA,cf,ati-
mw,75437,Cattraka,cf,CAttr˚
mw,75458,Cad,cf,A-
mw,75461,Cada,cf,alpa-
mw,75464,Cada,cf,a-yuk-
mw,75472,Cadana,cf,mallikA-
mw,75482,Cadis,cf,CAdizeya
mw,75506,Cadman,cf,kUwa-
mw,75561,Canda,cf,maDu-cC˚
mw,75563,Canda,cf,prati
mw,75573,Canda,cf,sva-
mw,75746,Cavi,cf,kfzRa-cC˚
mw,75794,CAgavya,cf,˚va
mw,75911,Cittvara,cf,Catt˚
mw,75912,Cid,cf,uKa-cCi/d
mw,75913,Cid,cf,darpa-
mw,75940,Cidra,cf,a/-
mw,75979,CinnA,cf,a/-
mw,76027,Ceda,cf,fRa-
mw,76035,Cedaka,cf,granTi-
mw,76053,Cedya,cf,kuqya-
mw,76058,CippikA,cf,cipya
mw,76071,Cowita,cf,A-cC˚
mw,76073,Cuq,cf,pra-
mw,76078,Cup,cf,a-cCuptA
mw,76098,CUrikA,cf,sTUrikA
mw,76102,Cfd,cf,A-
mw,76137,CemuRqA,cf,CA
mw,76143,Co,cf,anu-
mw,76164,jA,cf,jA
mw,76177.1,jaMh,cf,aBi-vi-
mw,76179,jaMhas,cf,kfzRa/-
mw,76187,jakz,cf,pra-
mw,76194,jagDa,cf,apa-
mw,76199,jagDi,cf,kalya-
mw,76472,jaNgala,cf,dIrGa-
mw,76502,jaja,cf,jAjin
mw,76527,jawI,cf,tri-
mw,76538,jawAtaNka,cf,kawaNkawa
mw,76618,jawula,cf,jatu-maRi
mw,76643,jaWarAgni,cf,jAWara
mw,76649,jaqa,cf,ja/|u
mw,76712,jatuputraka,cf,jaya-p˚
mw,76750,janaMgama,cf,jalaM-g˚
mw,76803,janaloka,cf,janas
mw,76813,janaSruta,cf,jAnaSruti
mw,76905,janana,cf,indra-
mw,76929,jani,cf,gnA/
mw,76981,janI,cf,jAmi/
mw,76986,janu,cf,sa-
mw,76994,januzA,cf,aNga-
mw,77008,jantu,cf,kziti-
mw,77183,jaB,cf,aBi-
mw,77208,jamBa,cf,ku-
mw,77221,jamBaka,cf,jfmB˚
mw,77234,jamBana,cf,kaRva-
mw,77267.5,jambu,cf,AQaka-
mw,77324,jaya,cf,Atma-
mw,77596,jara,cf,go-jara
mw,77602,jarA,cf,˚rA-saMDa
mw,77603,jarA,cf,vi-jara/
mw,77666.1,jarasa,cf,vItajanma-
mw,77694,jarAyu,cf,jyo/tir-
mw,77698,jaritA,cf,jaritf/
mw,77703,jarUTa,cf,˚ra-dvi/z
mw,77737,jaritf,cf,˚ta
mw,77761,jala,cf,jal
mw,78266,jalUkA,cf,jAlUka
mw,78286,jalAladInAhakavarasAha,cf,jallAladIndra
mw,78298,jalpa,cf,citra-
mw,78315,ja|u,cf,jaqa
mw,78334,javana,cf,DI-ja/v˚
mw,78341,javas,cf,makzU/-
mw,78361,jaza,cf,Jaza/
mw,78362,jas,cf,uj-
mw,78380.1,jahatsvArTA,cf,a-
mw,78386,jahita,cf,pra-
mw,78433,jAgarA,cf,ko-
mw,78473,jAGanI,cf,pfTu-jaGana
mw,78482,jANgala,cf,kuru-
mw,78488,jANgala,cf,fzi-jANgalikI
mw,78540,jARqaka,cf,SARqika
mw,78676,jAti,cf,antya-
mw,78740,jAtIya,cf,vi
mw,78760,jAtu,cf,janu/zA
mw,78821.1,jAni,cf,arunDatI
mw,78846,jAnuka,cf,UrDva-
mw,78875,jAbAla,cf,mahA-
mw,78900,jAmAtf,cf,yAm˚
mw,78906,jAmi,cf,sapta/-
mw,78907,jAmi,cf,jAM-Dita/
mw,78911,jAmi,cf,˚mI
mw,78915,jAmi,cf,a/-
mw,78977,jAyampatI,cf,˚yAm-patika
mw,78987,jAyAmpatika,cf,˚yam-patI
mw,79064,jAla,cf,a/yo-
mw,79109,jAlikA,cf,mfga-jAlikA
mw,79169,jAha,cf,akzi-
mw,79195,jit,cf,go-
mw,79196,jit,cf,aBimAti-ji/t
mw,79197,jit,cf,kAsa-
mw,79246,jiti,cf,puro/-
mw,79251,jitvan,cf,sa-ji/tvan
mw,79252,jitvara,cf,sa-ji/tvarI
mw,79264,jiGatsA,cf,vi-jiGatsa/
mw,79399,jinv,cf,A-
mw,79408,jiri,cf,ciri
mw,79428,jizRu,cf,parA-
mw,79456,jihma,cf,A
mw,79460,jihmaga,cf,a-
mw,79491,jihvA,cf,sapta/-jihva
mw,79495,jihvA,cf,dvi/-
mw,79559,jIra,cf,go/-
mw,79562.1,jIradAnu,cf,jIva-a˚
mw,79622,jIv,cf,˚pita
mw,79622,jIv,cf,jijyUzita
mw,79640,jIvA,cf,tri-
mw,79644,jIva,cf,ati-
mw,79785,jIvaka,cf,akzara-
mw,79845,jIvanI,cf,a/-
mw,79920,jIvita,cf,a-
mw,79988,juNg,cf,yuNg
mw,80002,jumara,cf,jOm˚
mw,80005,jur,cf,a-jurya/
mw,80014,jUrya,cf,a-jurya/
mw,80018,juz,cf,nikftiM-
mw,80023,juz,cf,sa-
mw,80037,juzwa,cf,a/-
mw,80068,jU,cf,jinv
mw,80068,jU,cf,pra-
mw,80078,jU,cf,apI-
mw,80083,jUta,cf,a/dri-
mw,80089,jUti,cf,ra/Ta-
mw,80098,jUr,cf,jvar
mw,80115,jUrv,cf,ni-
mw,80118,jUza,cf,juzkaka
mw,80122,jfmB,cf,jaB
mw,80153,jF,cf,jur
mw,80167,jetf,cf,˚ta-vana
mw,80175,jeza,cf,uj-
mw,80186,jeh,cf,jaB
mw,80188,jE,cf,kzE
mw,80218,jEnendra,cf,jin˚
mw,80248,jEvAtfka,cf,jIvA/tu
mw,80270,joNga,cf,juNga
mw,80272,joNgaka,cf,˚gala
mw,80290,jozam,cf,a/-
mw,80302,jozya,cf,a/-
mw,80318,jYA,cf,˚psyamAna
mw,80359,jYAti,cf,sam-banDin
mw,80398,jYAnacakzus,cf,dIrGa
mw,80435.1,jYAnamArga,cf,karma-
mw,80508,jYAs,cf,a/-
mw,80519,jman,cf,jmA/
mw,80519.1,jman,cf,u/pa-
mw,80523,jyA,cf,ji
mw,80523,jyA,cf,pari-
mw,80526,jIta,cf,a/-
mw,80536,jyAni,cf,a/-
mw,80550,jyeya,cf,a-jyeya/ta/
mw,80569,jyezWA,cf,˚zWa-lakzmI/
mw,80630,jyezWinI,cf,jyEzWineya/
mw,80633,jyEzWI,cf,mahA-jyEzWI
mw,80641,jyA,cf,aDi-
mw,80662,jyut,cf,ava-
mw,80666.1,jyoti,cf,daSa-
mw,80668,jyotirata,cf,˚tI-raTa
mw,80711,jyotirmilin,cf,nIlamIlika
mw,80766,jyotizka,cf,˚tika
mw,80797,jyotis,cf,da/kziRA-
mw,80851,jri,cf,upa-
mw,80857,jvar,cf,jval
mw,80857,jvar,cf,anu-saM-
mw,80979,Jaw,cf,uj-Jawita
mw,81012,JarI,cf,nir-
mw,81015,Jarat,cf,kzar
mw,81024,JarJarA,cf,fcCarA
mw,81047,JallarI,cf,JalarI
mw,81055,JallikA,cf,JalA
mw,81078,JAMkfta,cf,JaM-k˚
mw,81089,JAwkArin,cf,JaN-k˚Arin
mw,81147,JF,cf,JarJarita
mw,81170,wakka,cf,wAka
mw,81184,waNkawIka,cf,jatA-waNka
mw,81195,waNkaRa,cf,taNg˚
mw,81199,waMkAra,cf,wAM-k˚
mw,81238,wik,cf,wIk
mw,81239.1,wikka,cf,bfhaw-
mw,81264,wIk,cf,wik
mw,81264,wIk,cf,A-wIkana
mw,81342,qamara,cf,qAm˚
mw,81348,qamb,cf,vi-
mw,81354,qambara,cf,A-
mw,81366,qavitTa,cf,qAmBiwwa
mw,81367.1,qahAla,cf,qAh˚
mw,81370,qAkinI,cf,SAk˚
mw,81388,qAmBiwwa,cf,qavitTa
mw,81394,qAhAla,cf,qah˚
mw,81415,qitTa,cf,qavitTa
mw,81422.70,qimba,cf,ujjUwa-
mw,81429,qimBa,cf,mba
mw,81435,qimBa,cf,toya-
mw,81442,qI,cf,uq-
mw,81447,qIna,cf,ati-
mw,81455,qumba,cf,go-
mw,81488,Qakka,cf,wakka
mw,81489,QakkA,cf,gaja-
mw,81523,QOk,cf,upa
mw,81525,QOkana,cf,upa-
mw,81566,taMs,cf,vi-√ taMs
mw,81566.1,taMs,cf,ta/sara
mw,81570.1,tak,cf,niz-wak
mw,81599,takrAwa,cf,daDi-cAra
mw,81602,takz,cf,tvakz
mw,81604,takza,cf,kOwa-
mw,81605,takza,cf,˚kzaka
mw,81620,takzaka,cf,˚kza
mw,81650.3,taNka,cf,A-
mw,81653,taNgaRa,cf,waNk˚
mw,81660,taYc,cf,A
mw,81664,tawa,cf,SroRi-
mw,81666,tawa,cf,a-
mw,81707.1,taqataqiti,cf,tawatawa
mw,81730,taRqaka,cf,tARq˚
mw,81732,taRqA,cf,tARqa
mw,81738,taRqi,cf,sudivA-
mw,81742,taRqu,cf,tARqava
mw,81781,tata,cf,tAta
mw,81785,tatAmaha,cf,pra-
mw,81806,tatoBavat,cf,tatra-B˚
mw,81813,tatkartavya,cf,iti-k˚
mw,81822,tatkAlam,cf,tAtkAlika
mw,81956.1,tatsamanantaram,cf,tadanant˚
mw,81966.2,tacCIla,cf,tAcCIlika
mw,81985,tatraBavatI,cf,atra-B˚
mw,81996.1,taTA,cf,yaTA-taTam
mw,82025,taTArAja,cf,-gata
mw,82046.05,tad,cf,idam
mw,82121,tadDarman,cf,tAdDarmya
mw,82126.1,tadDita,cf,mOdakika
mw,82148,tadvan,cf,yad-van
mw,82180,tadAnIm,cf,id˚
mw,82229,tat,cf,purI-ta/t
mw,82246,tati,cf,tanti/
mw,82246,tati,cf,tamas-
mw,82248,tati,cf,punas-
mw,82277,tanu,cf,duz-wanu
mw,82369,tanU,cf,Atma/n
mw,82390.1,tanUnaptf,cf,tAnUnaptra/
mw,82404,tanUSuBra,cf,˚nU/zu SuBra/
mw,82423,tantu,cf,kula-
mw,82429,tantu,cf,kAzWa-
mw,82457,tantuvAya,cf,rajaka-
mw,82479,tantra,cf,Atma-
mw,82480,tantra,cf,zazwi-
mw,82485,tantra,cf,˚trin
mw,82505,tantrI,cf,ku-tantrI
mw,82538,tantrikA,cf,apa-
mw,82581,tand,cf,a/-tandra
mw,82597.1,tandrI,cf,sambADa-tandrI/
mw,82608,tap,cf,a/-
mw,82613,tapa,cf,A-
mw,82616,tapa,cf,mahA-
mw,82621,tapa,cf,a-
mw,82646,tapat,cf,tApatya
mw,82653,tapana,cf,mahA-
mw,82655,tapana,cf,Agneya
mw,82670,tapana,cf,gopAla-
mw,82867,tam,cf,a/-tameru
mw,82887,tamaka,cf,pra-
mw,82892,tamana,cf,nAga-tamanI
mw,82899,tamas,cf,timira
mw,82904.1,tamasvan,cf,a/m˚
mw,82913.3,tamaska,cf,nis-
mw,82943,tamisra,cf,su-
mw,83013,tampA,cf,˚mbA
mw,83020,taya,cf,tAya
mw,83021,tara,cf,vftra-ta/ra
mw,83022.1,taratamatas,cf,tAratamya
mw,83025,tara,cf,raTaMtara/
mw,83028,tara,cf,dus-
mw,83036,tarI,cf,˚ri
mw,83036,tarI,cf,nis-tarIka
mw,83045.1,taravAri,cf,tala-vAraRa
mw,83055,taraMga,cf,ut-
mw,83061,taraMga,cf,ut-
mw,83064,taraMgaka,cf,nArI-
mw,83087,taraRa,cf,UrDva-
mw,83096,taraRi,cf,go-
mw,83113,taratsama,cf,taratsala
mw,83157,taritA,cf,tvar˚
mw,83208.1,tarawI,cf,tAr˚
mw,83213,tarambuja,cf,KarbUja
mw,83214,tarala,cf,taraMga
mw,83257,taru,cf,naBas-
mw,83289,taruzaRqa,cf,-KaRqa
mw,83295,tarukza,cf,talukza
mw,83299,taruRa,cf,tarRa
mw,83325,taruRaka,cf,tarR˚
mw,83353,tarka,cf,a-
mw,83355,tarkakarman,cf,-sADya
mw,83389,tarkasADya,cf,˚rku-karman
mw,83406,tarku,cf,niz-warkya/
mw,83415,tarkuka,cf,para-
mw,83459,tarpaRa,cf,GrARa-
mw,83462,tarpaRa,cf,fzi-
mw,83478,tarPitf,cf,turPa/ri
mw,83493,tarzita,cf,wriz˚
mw,83500,tarhaRa,cf,dasyu-ta/rh˚
mw,83501.1,tarhi,cf,eta/r˚
mw,83503,tala,cf,naBas-
mw,83503.04,tala,cf,aDas-
mw,83503.80,talA,cf,a-
mw,83560,talina,cf,˚luna
