dict,word_class,exception,key,iast,L,page
AP,derivatives,minority side of the nesting verdict,ekapiRqatA,ekapiṇḍatā,10632.344<pc>0497-1<k1>ekapiRqatA<k2>ekapiRqatA<e>2,0497-1
AP,derivatives,minority side of the nesting verdict,ekaviMSaka,ekaviṃśaka,10632.462<pc>0497-2<k1>ekaviMSaka<k2>ekaviMSaka<e>2,0497-2
AP,derivatives,minority side of the nesting verdict,karRalatA,karṇalatā,11615.132<pc>0539-2<k1>karRalatA<k2>karRalatA<e>2,0539-2
AP,derivatives,minority side of the nesting verdict,kAmalatA,kāmalatā,11989.204<pc>0558-2<k1>kAmalatA<k2>kAmalatA<e>2,0558-2
AP,derivatives,minority side of the nesting verdict,kftavidya,kṛtavidya,12759.176<pc>0596-2<k1>kftavidya<k2>kftavidya<e>2,0596-2
AP,derivatives,minority side of the nesting verdict,kftahastatA,kṛtahastatā,12759.224<pc>0597-1<k1>kftahastatA<k2>kftahastatA<e>2,0597-1
AP,derivatives,minority side of the nesting verdict,godAya,godāya,14268.125<pc>0672-2<k1>godAya<k2>godAya<e>2,0672-2
AP,derivatives,minority side of the nesting verdict,caturviMSatika,caturviṃśatika,14641.150<pc>0694-2<k1>caturviMSatika<k2>caturviMSatika<e>2,0694-2
AP,derivatives,minority side of the nesting verdict,tadvidya,tadvidya,16090.114<pc>0756-2<k1>tadvidya<k2>tadvidya<e>2,0756-2
AP,derivatives,minority side of the nesting verdict,tanulatA,tanulatā,16113.066<pc>0758-1<k1>tanulatA<k2>tanulatA<e>2,0758-1
AP,derivatives,minority side of the nesting verdict,trayodaSaka,trayodaśaka,16835.032<pc>0788-1<k1>trayodaSaka<k2>trayodaSaka<e>2,0788-1
AP,derivatives,minority side of the nesting verdict,divASayatA,divāśayatā,17301.058<pc>0814-1<k1>divASayatA<k2>divASayatA<e>2,0814-1
AP,dcs_band_1,DCS lemma absent from the headword list,ABAsIBU,ābhāsībhū,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABAsatva,ābhāsatva,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABIru,ābhīru,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABUmigata,ābhūmigata,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABaNgura,ābhaṅgura,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABara,ābhara,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABaraRAy,ābharaṇāy,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABaraRin,ābharaṇin,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABiGAtika,ābhighātika,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABigAmika,ābhigāmika,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABijYAnika,ābhijñānika,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABikAmika,ābhikāmika,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABilAzika,ābhilāṣika,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABipratAriRa,ābhipratāriṇa,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABizeka,ābhiṣeka,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABoja,ābhoja,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABrAja,ābhrāja,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABrAmay,ābhrāmay,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABraMSay,ābhraṃśay,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABraka,ābhraka,,
AP,dcs_band_1,DCS lemma absent from the headword list,ABrama,ābhrama,,
AP,dcs_band_1,DCS lemma absent from the headword list,AByAntara,ābhyāntara,,
AP,dcs_band_1,DCS lemma absent from the headword list,ACuraRa,āchuraṇa,,
AP,dcs_band_1,DCS lemma absent from the headword list,ADApay,ādhāpay,,
AP,dcs_band_1,DCS lemma absent from the headword list,ADArIkf,ādhārīkṛ,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABAsaka,ābhāsaka,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABAsay,ābhāsay,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABAzaRa,ābhāṣaṇa,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABAzin,ābhāṣin,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABISava,ābhīśava,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABIka,ābhīka,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABIkzRya,ābhīkṣṇya,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABIraka,ābhīraka,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABUz,ābhūṣ,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABaraRavat,ābharaṇavat,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABijAtya,ābhijātya,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABimAnika,ābhimānika,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABimuKya,ābhimukhya,,
AP,dcs_band_2,DCS lemma absent from the headword list,ABogin,ābhogin,,
AP,dcs_band_2,DCS lemma absent from the headword list,AButi,ābhuti,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADAraRa,ādhāraṇa,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADAray,ādhāray,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADUrtarajasa,ādhūrtarajasa,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADamana,ādhamana,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADamarRya,ādhamarṇya,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADarya,ādharya,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADarzay,ādharṣay,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADatta,ādhatta,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADikAraka,ādhikāraka,,
AP,dcs_band_2,DCS lemma absent from the headword list,ADipateya,ādhipateya,,
AP,dcs_band_3,DCS lemma absent from the headword list,ABAsana,ābhāsana,,
AP,dcs_band_3,DCS lemma absent from the headword list,ABAsvara,ābhāsvara,,
AP,dcs_band_3,DCS lemma absent from the headword list,ABUtasaMplavam,ābhūtasaṃplavam,,
AP,dcs_band_3,DCS lemma absent from the headword list,ABaj,ābhaj,,
AP,dcs_band_3,DCS lemma absent from the headword list,ABicArika,ābhicārika,,
AP,dcs_band_3,DCS lemma absent from the headword list,ABuj,ābhuj,,
AP,dcs_band_3,DCS lemma absent from the headword list,ADAna,ādhāna,,
AP,dcs_band_3,DCS lemma absent from the headword list,ADAv,ādhāv,,
AP,dcs_band_3,DCS lemma absent from the headword list,ADU,ādhū,,
AP,dcs_band_3,DCS lemma absent from the headword list,ADam,ādham,,
AP,dcs_band_3,DCS lemma absent from the headword list,ADmApay,ādhmāpay,,
AP,dcs_band_3,DCS lemma absent from the headword list,ADyAyay,ādhyāyay,,
AP,dcs_band_3,DCS lemma absent from the headword list,AKukarRI,ākhukarṇī,,
AP,dcs_band_3,DCS lemma absent from the headword list,AKyAnaka,ākhyānaka,,
AP,dcs_band_3,DCS lemma absent from the headword list,AM,āṃ,,
AP,dcs_band_3,DCS lemma absent from the headword list,AN,āṅ,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASIrvAda,āśīrvāda,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASOca,āśOca,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASay,āśay,,
AP,dcs_band_3,DCS lemma absent from the headword list,AScyotana,āścyotana,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASrAvay,āśrāvay,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASramin,āśramin,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASvAsana,āśvāsana,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASvAsayitf,āśvāsayitṛ,,
AP,dcs_band_3,DCS lemma absent from the headword list,ASyA,āśyā,,
AP,dcs_band_4,DCS lemma absent from the headword list,ABa,ābha,,
AP,dcs_band_4,DCS lemma absent from the headword list,ABaraRa,ābharaṇa,,
AP,dcs_band_4,DCS lemma absent from the headword list,ADikya,ādhikya,,
AP,dcs_band_4,DCS lemma absent from the headword list,ADipatya,ādhipatya,,
AP,dcs_band_4,DCS lemma absent from the headword list,ADmAna,ādhmāna,,
AP,dcs_band_4,DCS lemma absent from the headword list,AKyAna,ākhyāna,,
AP,dcs_band_4,DCS lemma absent from the headword list,ASvAsay,āśvāsay,,
AP,dcs_band_4,DCS lemma absent from the headword list,AcCAday,ācchāday,,
AP,dcs_band_4,DCS lemma absent from the headword list,AdAna,ādāna,,
AP,dcs_band_4,DCS lemma absent from the headword list,AdO,ādO,,
AP,dcs_band_4,DCS lemma absent from the headword list,Aditas,āditas,,
AP,dcs_band_4,DCS lemma absent from the headword list,AgA,āgā,,
AP,dcs_band_4,DCS lemma absent from the headword list,AgAra,āgāra,,
AP,dcs_band_4,DCS lemma absent from the headword list,Agamana,āgamana,,
AP,dcs_band_4,DCS lemma absent from the headword list,AjYApay,ājñāpay,,
AP,dcs_band_4,DCS lemma absent from the headword list,Ajya,ājya,,
AP,dcs_band_4,DCS lemma absent from the headword list,AkarRay,ākarṇay,,
AP,dcs_band_4,DCS lemma absent from the headword list,AliNgay,āliṅgay,,
AP,dcs_band_4,DCS lemma absent from the headword list,Alokay,ālokay,,
AP,dcs_band_4,DCS lemma absent from the headword list,Amantray,āmantray,,
AP,dcs_band_4,DCS lemma absent from the headword list,Amiza,āmiṣa,,
AP,dcs_band_4,DCS lemma absent from the headword list,Anana,ānana,,
AP,dcs_band_4,DCS lemma absent from the headword list,Anantya,ānantya,,
AP,dcs_band_4,DCS lemma absent from the headword list,AnfSaMsya,ānṛśaṃsya,,
AP,dcs_band_4,DCS lemma absent from the headword list,ApUray,āpūray,,
AP,dcs_band_5,DCS lemma absent from the headword list,AsAday,āsāday,,
AP,dcs_band_5,DCS lemma absent from the headword list,Asana,āsana,,
AP,dcs_band_5,DCS lemma absent from the headword list,BAvay,bhāvay,,
AP,dcs_band_5,DCS lemma absent from the headword list,Bagavant,bhagavant,,
AP,dcs_band_5,DCS lemma absent from the headword list,Bakzay,bhakṣay,,
AP,dcs_band_5,DCS lemma absent from the headword list,DAray,dhāray,,
AP,dcs_band_5,DCS lemma absent from the headword list,Dana,dhana,,
AP,dcs_band_5,DCS lemma absent from the headword list,Pala,phala,,
AP,dcs_band_5,DCS lemma absent from the headword list,SAstra,śāstra,,
AP,dcs_band_5,DCS lemma absent from the headword list,SarIra,śarīra,,
AP,dcs_band_5,DCS lemma absent from the headword list,Sastra,śastra,,
AP,dcs_band_5,DCS lemma absent from the headword list,Sata,śata,,
AP,dcs_band_5,DCS lemma absent from the headword list,aBra,abhra,,
AP,dcs_band_5,DCS lemma absent from the headword list,ahar,ahar,,
AP,dcs_band_5,DCS lemma absent from the headword list,astra,astra,,
AP,dcs_band_5,DCS lemma absent from the headword list,cintay,cintay,,
AP,dcs_band_5,DCS lemma absent from the headword list,darSay,darśay,,
AP,dcs_band_5,DCS lemma absent from the headword list,dravya,dravya,,
AP,dcs_band_5,DCS lemma absent from the headword list,dvAdaSan,dvādaśan,,
AP,dcs_band_5,DCS lemma absent from the headword list,dvAra,dvāra,,
AP,dcs_band_5,DCS lemma absent from the headword list,enad,enad,,
AP,dcs_band_5,DCS lemma absent from the headword list,hfdaya,hṛdaya,,
AP,dcs_band_5,DCS lemma absent from the headword list,jYAna,jñāna,,
AP,dcs_band_5,DCS lemma absent from the headword list,jagant,jagant,,
AP,dcs_band_5,DCS lemma absent from the headword list,janay,janay,,
WIL,nominal_stems,off-policy key shape,atiSayanaM,atiśayanaṃ,794<pc>018<k1>atiSayanaM<k2>atiSayanaM,018
WIL,nominal_stems,off-policy key shape,utkanDaraM,utkandharaṃ,6700<pc>140<k1>utkanDaraM<k2>utkanDaraM,140
WIL,nominal_stems,off-policy key shape,oM,oṃ,8329<pc>174<k1>oM<k2>oM,174
WIL,nominal_stems,off-policy key shape,kalpitArDaM,kalpitārdhaṃ,9606<pc>203<k1>kalpitArDaM<k2>kalpitArDaM,203
WIL,nominal_stems,off-policy key shape,kiM,kiṃ,10376<pc>220<k1>kiM<k2>kiM,220
WIL,nominal_stems,off-policy key shape,catuH,catuḥ,14688<pc>315<k1>catuH<k2>catuH,315
WIL,nominal_stems,off-policy key shape,ciradivasaM,ciradivasaṃ,15263<pc>328<k1>ciradivasaM<k2>ciradivasaM,328
WIL,nominal_stems,off-policy key shape,pratidiSaM,pratidiśaṃ,26034<pc>564<k1>pratidiSaM<k2>pratidiSaM,564
WIL,nominal_stems,off-policy key shape,baDraM,badhraṃ,27596<pc>598<k1>baDraM<k2>baDraM,598
WIL,nominal_stems,off-policy key shape,vyasanArttaM,vyasanārttaṃ,37164<pc>817<k1>vyasanArttaM<k2>vyasanArttaM,817
WIL,nominal_stems,off-policy key shape,saM,saṃ,39626<pc>873<k1>saM<k2>saM,873
WIL,verbs,Whitney root with no headword of any shape,aRW,aṇṭh,,
WIL,verbs,Whitney root with no headword of any shape,AYC,āñch,,
WIL,verbs,Whitney root with no headword of any shape,iC,ich,,
WIL,verbs,Whitney root with no headword of any shape,inakz,inakṣ,,
WIL,verbs,Whitney root with no headword of any shape,iyakz,iyakṣ,,
WIL,verbs,Whitney root with no headword of any shape,irajy,irajy,,
WIL,verbs,Whitney root with no headword of any shape,iraD,iradh,,
WIL,verbs,Whitney root with no headword of any shape,INK,īṅkh,,
WIL,verbs,Whitney root with no headword of any shape,uC,uch,,
WIL,verbs,Whitney root with no headword of any shape,uJ,ujh,,
WIL,verbs,Whitney root with no headword of any shape,krakz,krakṣ,,
WIL,verbs,Whitney root with no headword of any shape,krUq,krūḍ,,
WIL,verbs,Whitney root with no headword of any shape,kland,kland,,
WIL,verbs,Whitney root with no headword of any shape,kzviq,kṣviḍ,,
WIL,verbs,Whitney root with no headword of any shape,Kud,khud,,
WIL,verbs,Whitney root with no headword of any shape,gaC,gach,,
WIL,verbs,Whitney root with no headword of any shape,gaD,gadh,,
WIL,verbs,Whitney root with no headword of any shape,gUrD,gūrdh,,
WIL,verbs,Whitney root with no headword of any shape,gai,gai,,
WIL,verbs,Whitney root with no headword of any shape,graB,grabh,,
WIL,verbs,Whitney root with no headword of any shape,JaR,jhaṇ,,
WIL,verbs,Whitney root with no headword of any shape,wup,ṭup,,
WIL,verbs,Whitney root with no headword of any shape,qamb,ḍamb,,
WIL,verbs,Whitney root with no headword of any shape,qval,ḍval,,
WIL,verbs,Whitney root with no headword of any shape,Qauk,ḍhauk,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABARaka,ābhāṇaka,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABAsIBU,ābhāsībhū,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABAsatva,ābhāsatva,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABAsura,ābhāsura,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABIru,ābhīru,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABUka,ābhūka,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABUmigata,ābhūmigata,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABUzeRya,ābhūṣeṇya,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABaNgura,ābhaṅgura,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABara,ābhara,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABaraRAy,ābharaṇāy,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABaraRin,ābharaṇin,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABiGAtika,ābhighātika,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABigAmika,ābhigāmika,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABijYAnika,ābhijñānika,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABikAmika,ābhikāmika,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABilAzika,ābhilāṣika,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABimanyava,ābhimanyava,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABipratAriRa,ābhipratāriṇa,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABizeka,ābhiṣeka,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABogaya,ābhogaya,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABogi,ābhogi,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABoja,ābhoja,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABrAja,ābhrāja,,
WIL,dcs_band_1,DCS lemma absent from the headword list,ABrAmay,ābhrāmay,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABAsaka,ābhāsaka,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABAsay,ābhāsay,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABAzin,ābhāṣin,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABISava,ābhīśava,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABIka,ābhīka,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABIkzRya,ābhīkṣṇya,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABIrI,ābhīrī,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABIraka,ābhīraka,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABUti,ābhūti,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABUz,ābhūṣ,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABaga,ābhaga,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABaraRavat,ābharaṇavat,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABimAnika,ābhimānika,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABiprAyika,ābhiprāyika,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABiyogika,ābhiyogika,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABogin,ābhogin,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ABu,ābhu,,
WIL,dcs_band_2,DCS lemma absent from the headword list,AButi,ābhuti,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADAraRa,ādhāraṇa,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADAraka,ādhāraka,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADAray,ādhāray,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADAtf,ādhātṛ,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADIkf,ādhīkṛ,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADIta,ādhīta,,
WIL,dcs_band_2,DCS lemma absent from the headword list,ADUrtarajasa,ādhūrtarajasa,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABAs,ābhās,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABAsana,ābhāsana,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABAz,ābhāṣ,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABU,ābhū,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABUtasaMplavam,ābhūtasaṃplavam,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABaj,ābhaj,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABf,ābhṛ,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABicArika,ābhicārika,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABizecanika,ābhiṣecanika,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ABuj,ābhuj,,
WIL,dcs_band_3,DCS lemma absent from the headword list,AByantara,ābhyantara,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADAv,ādhāv,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADAva,ādhāva,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADI,ādhī,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADU,ādhū,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADam,ādham,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADfz,ādhṛṣ,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADiraTi,ādhirathi,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADmApay,ādhmāpay,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADvaryava,ādhvaryava,,
WIL,dcs_band_3,DCS lemma absent from the headword list,ADyAyay,ādhyāyay,,
WIL,dcs_band_3,DCS lemma absent from the headword list,AGUrR,āghūrṇ,,
WIL,dcs_band_3,DCS lemma absent from the headword list,AGfRi,āghṛṇi,,
WIL,dcs_band_3,DCS lemma absent from the headword list,AKyAnaka,ākhyānaka,,
WIL,dcs_band_3,DCS lemma absent from the headword list,AKyAyikA,ākhyāyikā,,
WIL,dcs_band_4,DCS lemma absent from the headword list,ABa,ābha,,
WIL,dcs_band_4,DCS lemma absent from the headword list,ADA,ādhā,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AGrA,āghrā,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AKya,ākhya,,
WIL,dcs_band_4,DCS lemma absent from the headword list,ASaMs,āśaṃs,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AScarya,āścarya,,
WIL,dcs_band_4,DCS lemma absent from the headword list,ASin,āśin,,
WIL,dcs_band_4,DCS lemma absent from the headword list,ASvAsay,āśvāsay,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AcArya,ācārya,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AcCAday,ācchāday,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Acakz,ācakṣ,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Acam,ācam,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Acar,ācar,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Aci,āci,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AdO,ādO,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Ada,āda,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Adf,ādṛ,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AdiS,ādiś,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Adika,ādika,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AgA,āgā,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Ahan,āhan,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Ahf,āhṛ,,
WIL,dcs_band_4,DCS lemma absent from the headword list,Ahu,āhu,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AhvA,āhvā,,
WIL,dcs_band_4,DCS lemma absent from the headword list,AjYApay,ājñāpay,,
WIL,dcs_band_5,DCS lemma absent from the headword list,AdA,ādā,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Agam,āgam,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Ap,āp,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Arta,ārta,,
WIL,dcs_band_5,DCS lemma absent from the headword list,AsAday,āsāday,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Atmaka,ātmaka,,
WIL,dcs_band_5,DCS lemma absent from the headword list,AyA,āyā,,
WIL,dcs_band_5,DCS lemma absent from the headword list,BAryA,bhāryā,,
WIL,dcs_band_5,DCS lemma absent from the headword list,BAvay,bhāvay,,
WIL,dcs_band_5,DCS lemma absent from the headword list,BAz,bhāṣ,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Bagavant,bhagavant,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Baj,bhaj,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Bakzay,bhakṣay,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Bartf,bhartṛ,,
WIL,dcs_band_5,DCS lemma absent from the headword list,BfSam,bhṛśam,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Buj,bhuj,,
WIL,dcs_band_5,DCS lemma absent from the headword list,DAray,dhāray,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Dam,dham,,
WIL,dcs_band_5,DCS lemma absent from the headword list,DanaMjaya,dhanaṃjaya,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Darma,dharma,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Gna,ghna,,
WIL,dcs_band_5,DCS lemma absent from the headword list,SaMs,śaṃs,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Sak,śak,,
WIL,dcs_band_5,DCS lemma absent from the headword list,Sam,śam,,
WIL,dcs_band_5,DCS lemma absent from the headword list,SilA,śilā,,
SKD,nominal_stems,off-policy key shape,a,a,1<pc>1-001-a<k1>a<k2>a,1-001-a
SKD,nominal_stems,off-policy key shape,a,a,2<pc>1-001-a<k1>a<k2>a,1-001-a
SKD,nominal_stems,off-policy key shape,afRI,aṛṇī,4<pc>1-001-b<k1>afRI<k2>afRI,1-001-b
SKD,nominal_stems,off-policy key shape,aMSa,aṃśa,5<pc>1-001-b<k1>aMSa<k2>aMSa,1-001-b
SKD,nominal_stems,off-policy key shape,aMSaBAk,aṃśabhāk,9<pc>1-001-b<k1>aMSaBAk<k2>aMSaBAk,1-001-b
SKD,nominal_stems,off-policy key shape,aMSI,aṃśī,11<pc>1-001-c<k1>aMSI<k2>aMSI,1-001-c
SKD,nominal_stems,off-policy key shape,aMSumatPalA,aṃśumatphalā,15<pc>1-001-c<k1>aMSumatPalA<k2>aMSumatPalA,1-001-c
SKD,nominal_stems,off-policy key shape,aMSumatI,aṃśumatī,16<pc>1-001-c<k1>aMSumatI<k2>aMSumatI,1-001-c
SKD,nominal_stems,off-policy key shape,aMSumAn,aṃśumān,17<pc>1-001-c<k1>aMSumAn<k2>aMSumAn,1-001-c
SKD,nominal_stems,off-policy key shape,aMSumAlI,aṃśumālī,18<pc>1-002-a<k1>aMSumAlI<k2>aMSumAlI,1-002-a
SKD,nominal_stems,off-policy key shape,aMsa,aṃsa,21<pc>1-002-a<k1>aMsa<k2>aMsa,1-002-a
SKD,nominal_stems,off-policy key shape,aMhatI,aṃhatī,27<pc>1-002-a<k1>aMhatI<k2>aMhatI,1-002-a
SKD,nominal_stems,off-policy key shape,aka,aka,32<pc>1-002-b<k1>aka<k2>aka,1-002-b
SKD,nominal_stems,off-policy key shape,aka,aka,33<pc>1-002-b<k1>aka<k2>aka,1-002-b
SKD,nominal_stems,off-policy key shape,aka,aka,34<pc>1-002-b<k1>aka<k2>aka,1-002-b
SKD,nominal_stems,off-policy key shape,akarA,akarā,42<pc>1-002-b<k1>akarA<k2>akarA,1-002-b
SKD,nominal_stems,off-policy key shape,akarttA,akarttā,48<pc>1-002-c<k1>akarttA<k2>akarttA,1-002-c
SKD,nominal_stems,off-policy key shape,akarmma,akarmma,49<pc>1-002-c<k1>akarmma<k2>akarmma,1-002-c
SKD,nominal_stems,off-policy key shape,akarmmA,akarmmā,51<pc>1-002-c<k1>akarmmA<k2>akarmmA,1-002-c
SKD,nominal_stems,off-policy key shape,akalkA,akalkā,54<pc>1-003-a<k1>akalkA<k2>akalkA,1-003-a
SKD,nominal_stems,off-policy key shape,akasmAt,akasmāt,58<pc>1-003-a<k1>akasmAt<k2>akasmAt,1-003-a
SKD,nominal_stems,off-policy key shape,akiYcanatA,akiñcanatā,68<pc>1-003-b<k1>akiYcanatA<k2>akiYcanatA,1-003-b
SKD,nominal_stems,off-policy key shape,akUpAra,akūpāra,74<pc>1-003-c<k1>akUpAra<k2>akUpAra,1-003-c
SKD,nominal_stems,off-policy key shape,akftI,akṛtī,79<pc>1-003-c<k1>akftI<k2>akftI,1-003-c
SKD,nominal_stems,off-policy key shape,akfzRakarmmA,akṛṣṇakarmmā,83<pc>1-004-a<k1>akfzRakarmmA<k2>akfzRakarmmA,1-004-a
