dict,view,rule,units,segments,descents_raw,descent_rate_raw,descents,descent_rate,displaced,displaced_rate
ap,all,M-nasal_m/Hi-s/Hf-slot/G-degem,90167,3,13061,0.144855,13059,0.144836,28858,0.320051
ap,all,M-nasal_m/Hi-s/Hf-s/G-keep,90167,3,17210,0.19087,17208,0.190852,33109,0.367196
ap,all,M-nasal_m/Hi-s/Hf-s/G-degem,90167,3,17209,0.190859,17207,0.190841,33112,0.36723
ap,all,M-nasal_m/Hi-s/Hf-drop/G-keep,90167,3,12998,0.144156,12996,0.144137,28786,0.319252
ap,all,M-nasal_m/Hi-s/Hf-drop/G-degem,90167,3,12997,0.144145,12995,0.144126,28789,0.319285
ap,all,M-m/Hi-pos/Hf-slot/G-keep,90167,3,13156,0.145909,13154,0.14589,29419,0.326272
ap,all,M-m/Hi-pos/Hf-slot/G-degem,90167,3,13155,0.145898,13153,0.145879,29422,0.326306
ap,all,M-m/Hi-pos/Hf-s/G-keep,90167,3,17307,0.191946,17305,0.191928,33636,0.373041
ap,all,M-m/Hi-pos/Hf-s/G-degem,90167,3,17306,0.191935,17304,0.191917,33639,0.373074
ap,all,M-m/Hi-pos/Hf-drop/G-keep,90167,3,13092,0.145199,13090,0.14518,29350,0.325507
ap,all,M-m/Hi-pos/Hf-drop/G-degem,90167,3,13091,0.145188,13089,0.145169,29353,0.32554
ap,all,M-m/Hi-sib/Hf-slot/G-keep,90167,3,13170,0.146064,13168,0.146045,29436,0.326461
ap,all,M-m/Hi-sib/Hf-slot/G-degem,90167,3,13169,0.146053,13167,0.146034,29439,0.326494
ap,all,M-m/Hi-sib/Hf-s/G-keep,90167,3,17320,0.19209,17318,0.192072,33648,0.373174
ap,all,M-m/Hi-sib/Hf-s/G-degem,90167,3,17319,0.192079,17317,0.192061,33651,0.373207
ap,all,M-m/Hi-sib/Hf-drop/G-keep,90167,3,13106,0.145354,13104,0.145335,29367,0.325696
ap,all,M-m/Hi-sib/Hf-drop/G-degem,90167,3,13105,0.145343,13103,0.145324,29370,0.325729
ap,all,M-m/Hi-s/Hf-slot/G-keep,90167,3,13152,0.145864,13150,0.145845,29380,0.32584
ap,all,M-m/Hi-s/Hf-slot/G-degem,90167,3,13151,0.145853,13149,0.145834,29383,0.325873
ap,all,M-m/Hi-s/Hf-s/G-keep,90167,3,17299,0.191857,17297,0.191839,33595,0.372586
ap,all,M-m/Hi-s/Hf-s/G-degem,90167,3,17298,0.191846,17296,0.191828,33598,0.37262
ap,all,M-m/Hi-s/Hf-drop/G-keep,90167,3,13088,0.145154,13086,0.145136,29311,0.325075
ap,all,M-m/Hi-s/Hf-drop/G-degem,90167,3,13087,0.145143,13085,0.145124,29314,0.325108
ap,all,ascii,90167,22,35203,0.390424,35182,0.390282,80169,0.889117
ap,all,roman,90167,1791,31997,0.354868,30207,0.341801,49956,0.554039
ap,print,M-pos/Hi-pos/Hf-slot/G-keep,80555,2,9669,0.120031,9668,0.12002,23561,0.292483
ap,print,M-pos/Hi-pos/Hf-slot/G-degem,80555,2,9671,0.120056,9670,0.120045,23565,0.292533
ap,print,M-pos/Hi-pos/Hf-s/G-keep,80555,2,13018,0.161606,13017,0.161595,27038,0.335646
ap,print,M-pos/Hi-pos/Hf-s/G-degem,80555,2,13020,0.161631,13019,0.16162,27042,0.335696
ap,print,M-pos/Hi-pos/Hf-drop/G-keep,80555,2,9602,0.1192,9601,0.119189,23468,0.291329
ap,print,M-pos/Hi-pos/Hf-drop/G-degem,80555,2,9604,0.119224,9603,0.119213,23472,0.291379
ap,print,M-pos/Hi-sib/Hf-slot/G-keep,80555,2,9683,0.120205,9682,0.120194,23572,0.29262
ap,print,M-pos/Hi-sib/Hf-slot/G-degem,80555,2,9685,0.12023,9684,0.120219,23576,0.29267
ap,print,M-pos/Hi-sib/Hf-s/G-keep,80555,2,13031,0.161767,13030,0.161757,27044,0.335721
ap,print,M-pos/Hi-sib/Hf-s/G-degem,80555,2,13033,0.161792,13032,0.161782,27048,0.335771
ap,print,M-pos/Hi-sib/Hf-drop/G-keep,80555,2,9616,0.119373,9615,0.119362,23479,0.291465
ap,print,M-pos/Hi-sib/Hf-drop/G-degem,80555,2,9618,0.119398,9617,0.119387,23483,0.291515
ap,print,M-pos/Hi-s/Hf-slot/G-keep,80555,2,9666,0.119994,9665,0.119983,23519,0.291962
ap,print,M-pos/Hi-s/Hf-slot/G-degem,80555,2,9668,0.120019,9667,0.120008,23523,0.292012
ap,print,M-pos/Hi-s/Hf-s/G-keep,80555,2,13010,0.161507,13009,0.161496,26989,0.335038
ap,print,M-pos/Hi-s/Hf-s/G-degem,80555,2,13012,0.161531,13011,0.161521,26993,0.335088
ap,print,M-pos/Hi-s/Hf-drop/G-keep,80555,2,9599,0.119162,9598,0.119151,23426,0.290808
ap,print,M-pos/Hi-s/Hf-drop/G-degem,80555,2,9601,0.119187,9600,0.119176,23430,0.290857
ap,print,M-nasal/Hi-pos/Hf-slot/G-keep,80555,2,9513,0.118095,9512,0.118084,22683,0.281584
ap,print,M-nasal/Hi-pos/Hf-slot/G-degem,80555,2,9515,0.11812,9514,0.118109,22687,0.281634
ap,print,M-nasal/Hi-pos/Hf-s/G-keep,80555,2,12872,0.159793,12871,0.159783,26220,0.325492
ap,print,M-nasal/Hi-pos/Hf-s/G-degem,80555,2,12874,0.159818,12873,0.159808,26224,0.325542
ap,print,M-nasal/Hi-pos/Hf-drop/G-keep,80555,2,9454,0.117362,9453,0.117351,22601,0.280566
ap,print,M-nasal/Hi-pos/Hf-drop/G-degem,80555,2,9456,0.117387,9455,0.117376,22605,0.280616
ap,print,M-nasal/Hi-sib/Hf-slot/G-keep,80555,2,9527,0.118268,9526,0.118258,22687,0.281634
ap,print,M-nasal/Hi-sib/Hf-slot/G-degem,80555,2,9529,0.118293,9528,0.118282,22691,0.281683
ap,print,M-nasal/Hi-sib/Hf-s/G-keep,80555,2,12885,0.159955,12884,0.159944,26219,0.325479
ap,print,M-nasal/Hi-sib/Hf-s/G-degem,80555,2,12887,0.15998,12886,0.159969,26223,0.325529
ap,print,M-nasal/Hi-sib/Hf-drop/G-keep,80555,2,9468,0.117536,9467,0.117525,22605,0.280616
ap,print,M-nasal/Hi-sib/Hf-drop/G-degem,80555,2,9470,0.117561,9469,0.11755,22609,0.280665
ap,print,M-nasal/Hi-s/Hf-slot/G-keep,80555,2,9510,0.118057,9509,0.118047,22634,0.280976
ap,print,M-nasal/Hi-s/Hf-slot/G-degem,80555,2,9512,0.118082,9511,0.118071,22638,0.281025
ap,print,M-nasal/Hi-s/Hf-s/G-keep,80555,2,12864,0.159694,12863,0.159684,26164,0.324797
ap,print,M-nasal/Hi-s/Hf-s/G-degem,80555,2,12866,0.159719,12865,0.159709,26168,0.324846
ap,print,M-nasal/Hi-s/Hf-drop/G-keep,80555,2,9451,0.117325,9450,0.117314,22552,0.279958
ap,print,M-nasal/Hi-s/Hf-drop/G-degem,80555,2,9453,0.11735,9452,0.117339,22556,0.280007
ap,print,M-nasal_m/Hi-pos/Hf-slot/G-keep,80555,2,9682,0.120193,9681,0.120182,23572,0.29262
ap,print,M-nasal_m/Hi-pos/Hf-slot/G-degem,80555,2,9684,0.120217,9683,0.120207,23576,0.29267
ap,print,M-nasal_m/Hi-pos/Hf-s/G-keep,80555,2,13052,0.162028,13051,0.162018,27076,0.336118
ap,print,M-nasal_m/Hi-pos/Hf-s/G-degem,80555,2,13054,0.162053,13053,0.162042,27080,0.336168
ap,print,M-nasal_m/Hi-pos/Hf-drop/G-keep,80555,2,9634,0.119597,9633,0.119586,23517,0.291937
ap,print,M-nasal_m/Hi-pos/Hf-drop/G-degem,80555,2,9636,0.119622,9635,0.119611,23521,0.291987
ap,print,M-nasal_m/Hi-sib/Hf-slot/G-keep,80555,2,9696,0.120366,9695,0.120356,23581,0.292732
ap,print,M-nasal_m/Hi-sib/Hf-slot/G-degem,80555,2,9698,0.120391,9697,0.12038,23585,0.292781
ap,print,M-nasal_m/Hi-sib/Hf-s/G-keep,80555,2,13065,0.162189,13064,0.162179,27080,0.336168
ap,print,M-nasal_m/Hi-sib/Hf-s/G-degem,80555,2,13067,0.162214,13066,0.162204,27084,0.336217
ap,print,M-nasal_m/Hi-sib/Hf-drop/G-keep,80555,2,9648,0.119771,9647,0.11976,23526,0.292049
ap,print,M-nasal_m/Hi-sib/Hf-drop/G-degem,80555,2,9650,0.119795,9649,0.119784,23530,0.292099
ap,print,M-nasal_m/Hi-s/Hf-slot/G-keep,80555,2,9678,0.120143,9677,0.120132,23530,0.292099
ap,print,M-nasal_m/Hi-s/Hf-slot/G-degem,80555,2,9680,0.120168,9679,0.120157,23534,0.292148
ap,print,M-nasal_m/Hi-s/Hf-s/G-keep,80555,2,13043,0.161916,13042,0.161906,27026,0.335497
ap,print,M-nasal_m/Hi-s/Hf-s/G-degem,80555,2,13045,0.161941,13044,0.161931,27030,0.335547
ap,print,M-nasal_m/Hi-s/Hf-drop/G-keep,80555,2,9630,0.119547,9629,0.119536,23475,0.291416
ap,print,M-nasal_m/Hi-s/Hf-drop/G-degem,80555,2,9632,0.119572,9631,0.119561,23479,0.291465
ap,print,M-m/Hi-pos/Hf-slot/G-keep,80555,2,9770,0.121285,9769,0.121274,24067,0.298765
ap,print,M-m/Hi-pos/Hf-slot/G-degem,80555,2,9772,0.12131,9771,0.121299,24071,0.298814
ap,print,M-m/Hi-pos/Hf-s/G-keep,80555,2,13138,0.163096,13137,0.163085,27537,0.341841
ap,print,M-m/Hi-pos/Hf-s/G-degem,80555,2,13140,0.16312,13139,0.16311,27541,0.341891
ap,print,M-m/Hi-pos/Hf-drop/G-keep,80555,2,9722,0.120689,9721,0.120678,24012,0.298082
ap,print,M-m/Hi-pos/Hf-drop/G-degem,80555,2,9724,0.120714,9723,0.120703,24016,0.298132
ap,print,M-m/Hi-sib/Hf-slot/G-keep,80555,2,9784,0.121459,9783,0.121448,24079,0.298914
ap,print,M-m/Hi-sib/Hf-slot/G-degem,80555,2,9786,0.121484,9785,0.121473,24083,0.298963
ap,print,M-m/Hi-sib/Hf-s/G-keep,80555,2,13151,0.163257,13150,0.163247,27544,0.341928
ap,print,M-m/Hi-sib/Hf-s/G-degem,80555,2,13153,0.163282,13152,0.163271,27548,0.341978
ap,print,M-m/Hi-sib/Hf-drop/G-keep,80555,2,9736,0.120863,9735,0.120852,24024,0.298231
ap,print,M-m/Hi-sib/Hf-drop/G-degem,80555,2,9738,0.120888,9737,0.120877,24028,0.298281
ap,print,M-m/Hi-s/Hf-slot/G-keep,80555,2,9766,0.121235,9765,0.121225,24029,0.298293
ap,print,M-m/Hi-s/Hf-slot/G-degem,80555,2,9768,0.12126,9767,0.121249,24033,0.298343
ap,print,M-m/Hi-s/Hf-s/G-keep,80555,2,13129,0.162984,13128,0.162973,27491,0.34127
ap,print,M-m/Hi-s/Hf-s/G-degem,80555,2,13131,0.163009,13130,0.162998,27495,0.34132
ap,print,M-m/Hi-s/Hf-drop/G-keep,80555,2,9718,0.12064,9717,0.120629,23974,0.29761
ap,print,M-m/Hi-s/Hf-drop/G-degem,80555,2,9720,0.120664,9719,0.120653,23978,0.29766
ap,print,ascii,80555,22,30918,0.383817,30897,0.383656,71073,0.882292
ap,print,roman,80555,1672,28108,0.348934,26437,0.335142,43857,0.544435
ap,main,M-pos/Hi-pos/Hf-slot/G-keep,44403,1,4898,0.11031,4898,0.11031,8565,0.192892
ap,main,M-pos/Hi-pos/Hf-slot/G-degem,44403,1,4900,0.110355,4900,0.110355,8569,0.192982
ap,main,M-pos/Hi-pos/Hf-s/G-keep,44403,1,7659,0.172492,7659,0.172492,11157,0.251267
ap,main,M-pos/Hi-pos/Hf-s/G-degem,44403,1,7661,0.172537,7661,0.172537,11161,0.251357
ap,main,M-pos/Hi-pos/Hf-drop/G-keep,44403,1,4811,0.108351,4811,0.108351,8443,0.190145
ap,main,M-pos/Hi-pos/Hf-drop/G-degem,44403,1,4813,0.108396,4813,0.108396,8447,0.190235
ap,main,M-pos/Hi-sib/Hf-slot/G-keep,44403,1,4904,0.110445,4904,0.110445,8602,0.193726
ap,main,M-pos/Hi-sib/Hf-slot/G-degem,44403,1,4906,0.110491,4906,0.110491,8606,0.193816
ap,main,M-pos/Hi-sib/Hf-s/G-keep,44403,1,7665,0.172627,7665,0.172627,11193,0.252078
ap,main,M-pos/Hi-sib/Hf-s/G-degem,44403,1,7667,0.172672,7667,0.172672,11197,0.252168
ap,main,M-pos/Hi-sib/Hf-drop/G-keep,44403,1,4817,0.108486,4817,0.108486,8480,0.190978
ap,main,M-pos/Hi-sib/Hf-drop/G-degem,44403,1,4819,0.108531,4819,0.108531,8484,0.191068
ap,main,M-pos/Hi-s/Hf-slot/G-keep,44403,1,4909,0.110558,4909,0.110558,8620,0.194131
ap,main,M-pos/Hi-s/Hf-slot/G-degem,44403,1,4911,0.110603,4911,0.110603,8624,0.194221
ap,main,M-pos/Hi-s/Hf-s/G-keep,44403,1,7668,0.172695,7668,0.172695,11209,0.252438
ap,main,M-pos/Hi-s/Hf-s/G-degem,44403,1,7670,0.17274,7670,0.17274,11213,0.252528
ap,main,M-pos/Hi-s/Hf-drop/G-keep,44403,1,4822,0.108599,4822,0.108599,8498,0.191383
ap,main,M-pos/Hi-s/Hf-drop/G-degem,44403,1,4824,0.108644,4824,0.108644,8502,0.191474
ap,main,M-nasal/Hi-pos/Hf-slot/G-keep,44403,1,4779,0.10763,4779,0.10763,7778,0.175168
ap,main,M-nasal/Hi-pos/Hf-slot/G-degem,44403,1,4781,0.107675,4781,0.107675,7782,0.175258
ap,main,M-nasal/Hi-pos/Hf-s/G-keep,44403,1,7569,0.170465,7569,0.170465,10444,0.235209
ap,main,M-nasal/Hi-pos/Hf-s/G-degem,44403,1,7571,0.17051,7571,0.17051,10448,0.235299
ap,main,M-nasal/Hi-pos/Hf-drop/G-keep,44403,1,4718,0.106256,4718,0.106256,7691,0.173209
ap,main,M-nasal/Hi-pos/Hf-drop/G-degem,44403,1,4720,0.106302,4720,0.106302,7695,0.173299
ap,main,M-nasal/Hi-sib/Hf-slot/G-keep,44403,1,4785,0.107765,4785,0.107765,7817,0.176047
ap,main,M-nasal/Hi-sib/Hf-slot/G-degem,44403,1,4787,0.10781,4787,0.10781,7821,0.176137
ap,main,M-nasal/Hi-sib/Hf-s/G-keep,44403,1,7575,0.1706,7575,0.1706,10482,0.236065
ap,main,M-nasal/Hi-sib/Hf-s/G-degem,44403,1,7577,0.170645,7577,0.170645,10486,0.236155
ap,main,M-nasal/Hi-sib/Hf-drop/G-keep,44403,1,4724,0.106392,4724,0.106392,7730,0.174087
ap,main,M-nasal/Hi-sib/Hf-drop/G-degem,44403,1,4726,0.106437,4726,0.106437,7734,0.174177
ap,main,M-nasal/Hi-s/Hf-slot/G-keep,44403,1,4790,0.107878,4790,0.107878,7835,0.176452
ap,main,M-nasal/Hi-s/Hf-slot/G-degem,44403,1,4792,0.107923,4792,0.107923,7839,0.176542
ap,main,M-nasal/Hi-s/Hf-s/G-keep,44403,1,7578,0.170668,7578,0.170668,10498,0.236425
ap,main,M-nasal/Hi-s/Hf-s/G-degem,44403,1,7580,0.170713,7580,0.170713,10502,0.236516
ap,main,M-nasal/Hi-s/Hf-drop/G-keep,44403,1,4729,0.106504,4729,0.106504,7748,0.174493
ap,main,M-nasal/Hi-s/Hf-drop/G-degem,44403,1,4731,0.106549,4731,0.106549,7752,0.174583
ap,main,M-nasal_m/Hi-pos/Hf-slot/G-keep,44403,1,4824,0.108644,4824,0.108644,8382,0.188771
ap,main,M-nasal_m/Hi-pos/Hf-slot/G-degem,44403,1,4826,0.108689,4826,0.108689,8386,0.188861
ap,main,M-nasal_m/Hi-pos/Hf-s/G-keep,44403,1,7628,0.171794,7628,0.171794,11032,0.248452
ap,main,M-nasal_m/Hi-pos/Hf-s/G-degem,44403,1,7630,0.171839,7630,0.171839,11036,0.248542
ap,main,M-nasal_m/Hi-pos/Hf-drop/G-keep,44403,1,4777,0.107585,4777,0.107585,8327,0.187532
ap,main,M-nasal_m/Hi-pos/Hf-drop/G-degem,44403,1,4779,0.10763,4779,0.10763,8331,0.187622
ap,main,M-nasal_m/Hi-sib/Hf-slot/G-keep,44403,1,4830,0.108779,4830,0.108779,8420,0.189627
ap,main,M-nasal_m/Hi-sib/Hf-slot/G-degem,44403,1,4832,0.108824,4832,0.108824,8424,0.189717
ap,main,M-nasal_m/Hi-sib/Hf-s/G-keep,44403,1,7634,0.171929,7634,0.171929,11069,0.249285
ap,main,M-nasal_m/Hi-sib/Hf-s/G-degem,44403,1,7636,0.171974,7636,0.171974,11073,0.249375
ap,main,M-nasal_m/Hi-sib/Hf-drop/G-keep,44403,1,4783,0.10772,4783,0.10772,8365,0.188388
ap,main,M-nasal_m/Hi-sib/Hf-drop/G-degem,44403,1,4785,0.107765,4785,0.107765,8369,0.188478
ap,main,M-nasal_m/Hi-s/Hf-slot/G-keep,44403,1,4834,0.108869,4834,0.108869,8438,0.190032
ap,main,M-nasal_m/Hi-s/Hf-slot/G-degem,44403,1,4836,0.108914,4836,0.108914,8442,0.190122
ap,main,M-nasal_m/Hi-s/Hf-s/G-keep,44403,1,7636,0.171974,7636,0.171974,11085,0.249645
ap,main,M-nasal_m/Hi-s/Hf-s/G-degem,44403,1,7638,0.172019,7638,0.172019,11089,0.249735
ap,main,M-nasal_m/Hi-s/Hf-drop/G-keep,44403,1,4787,0.10781,4787,0.10781,8383,0.188794
ap,main,M-nasal_m/Hi-s/Hf-drop/G-degem,44403,1,4789,0.107856,4789,0.107856,8387,0.188884
ap,main,M-m/Hi-pos/Hf-slot/G-keep,44403,1,4870,0.10968,4870,0.10968,8808,0.198365
ap,main,M-m/Hi-pos/Hf-slot/G-degem,44403,1,4872,0.109725,4872,0.109725,8812,0.198455
ap,main,M-m/Hi-pos/Hf-s/G-keep,44403,1,7672,0.172785,7672,0.172785,11430,0.257415
ap,main,M-m/Hi-pos/Hf-s/G-degem,44403,1,7674,0.17283,7674,0.17283,11434,0.257505
ap,main,M-m/Hi-pos/Hf-drop/G-keep,44403,1,4823,0.108621,4823,0.108621,8753,0.197126
ap,main,M-m/Hi-pos/Hf-drop/G-degem,44403,1,4825,0.108666,4825,0.108666,8757,0.197216
ap,main,M-m/Hi-sib/Hf-slot/G-keep,44403,1,4876,0.109815,4876,0.109815,8845,0.199198
ap,main,M-m/Hi-sib/Hf-slot/G-degem,44403,1,4878,0.10986,4878,0.10986,8849,0.199288
ap,main,M-m/Hi-sib/Hf-s/G-keep,44403,1,7678,0.17292,7678,0.17292,11466,0.258226
ap,main,M-m/Hi-sib/Hf-s/G-degem,44403,1,7680,0.172965,7680,0.172965,11470,0.258316
ap,main,M-m/Hi-sib/Hf-drop/G-keep,44403,1,4829,0.108756,4829,0.108756,8790,0.19796
ap,main,M-m/Hi-sib/Hf-drop/G-degem,44403,1,4831,0.108801,4831,0.108801,8794,0.19805
ap,main,M-m/Hi-s/Hf-slot/G-keep,44403,1,4880,0.109905,4880,0.109905,8863,0.199604
ap,main,M-m/Hi-s/Hf-slot/G-degem,44403,1,4882,0.10995,4882,0.10995,8867,0.199694
ap,main,M-m/Hi-s/Hf-s/G-keep,44403,1,7680,0.172965,7680,0.172965,11482,0.258586
ap,main,M-m/Hi-s/Hf-s/G-degem,44403,1,7682,0.17301,7682,0.17301,11486,0.258676
ap,main,M-m/Hi-s/Hf-drop/G-keep,44403,1,4833,0.108846,4833,0.108846,8808,0.198365
ap,main,M-m/Hi-s/Hf-drop/G-degem,44403,1,4835,0.108891,4835,0.108891,8812,0.198455
ap,main,ascii,44403,21,15154,0.341291,15134,0.340994,38090,0.857825
ap,main,roman,44403,994,13597,0.306225,12604,0.290355,22101,0.497737
ap,heads,M-pos/Hi-pos/Hf-slot/G-keep,29128,1,2847,0.097744,2847,0.097744,5221,0.179243
ap,heads,M-pos/Hi-pos/Hf-slot/G-degem,29128,1,2849,0.097813,2849,0.097813,5225,0.179381
ap,heads,M-pos/Hi-pos/Hf-s/G-keep,29128,1,4211,0.144574,4211,0.144574,6317,0.21687
ap,heads,M-pos/Hi-pos/Hf-s/G-degem,29128,1,4213,0.144642,4213,0.144642,6321,0.217008
ap,heads,M-pos/Hi-pos/Hf-drop/G-keep,29128,1,2806,0.096337,2806,0.096337,5174,0.17763
ap,heads,M-pos/Hi-pos/Hf-drop/G-degem,29128,1,2808,0.096405,2808,0.096405,5178,0.177767
ap,heads,M-pos/Hi-sib/Hf-slot/G-keep,29128,1,2852,0.097916,2852,0.097916,5251,0.180273
ap,heads,M-pos/Hi-sib/Hf-slot/G-degem,29128,1,2854,0.097985,2854,0.097985,5255,0.180411
ap,heads,M-pos/Hi-sib/Hf-s/G-keep,29128,1,4216,0.144745,4216,0.144745,6346,0.217866
ap,heads,M-pos/Hi-sib/Hf-s/G-degem,29128,1,4218,0.144814,4218,0.144814,6350,0.218003
ap,heads,M-pos/Hi-sib/Hf-drop/G-keep,29128,1,2811,0.096508,2811,0.096508,5204,0.17866
ap,heads,M-pos/Hi-sib/Hf-drop/G-degem,29128,1,2813,0.096577,2813,0.096577,5208,0.178797
ap,heads,M-pos/Hi-s/Hf-slot/G-keep,29128,1,2857,0.098088,2857,0.098088,5261,0.180617
ap,heads,M-pos/Hi-s/Hf-slot/G-degem,29128,1,2859,0.098156,2859,0.098156,5265,0.180754
ap,heads,M-pos/Hi-s/Hf-s/G-keep,29128,1,4221,0.144917,4221,0.144917,6356,0.218209
ap,heads,M-pos/Hi-s/Hf-s/G-degem,29128,1,4223,0.144986,4223,0.144986,6360,0.218347
ap,heads,M-pos/Hi-s/Hf-drop/G-keep,29128,1,2816,0.09668,2816,0.09668,5214,0.179003
ap,heads,M-pos/Hi-s/Hf-drop/G-degem,29128,1,2818,0.096749,2818,0.096749,5218,0.17914
ap,heads,M-nasal/Hi-pos/Hf-slot/G-keep,29128,1,2748,0.094345,2748,0.094345,4638,0.159228
ap,heads,M-nasal/Hi-pos/Hf-slot/G-degem,29128,1,2750,0.094414,2750,0.094414,4642,0.159366
ap,heads,M-nasal/Hi-pos/Hf-s/G-keep,29128,1,4132,0.141862,4132,0.141862,5777,0.198332
ap,heads,M-nasal/Hi-pos/Hf-s/G-degem,29128,1,4134,0.14193,4134,0.14193,5781,0.198469
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,29128,1,2725,0.093556,2725,0.093556,4609,0.158233
ap,heads,M-nasal/Hi-pos/Hf-drop/G-degem,29128,1,2727,0.093624,2727,0.093624,4613,0.15837
ap,heads,M-nasal/Hi-sib/Hf-slot/G-keep,29128,1,2753,0.094517,2753,0.094517,4670,0.160327
ap,heads,M-nasal/Hi-sib/Hf-slot/G-degem,29128,1,2755,0.094586,2755,0.094586,4674,0.160464
ap,heads,M-nasal/Hi-sib/Hf-s/G-keep,29128,1,4137,0.142033,4137,0.142033,5808,0.199396
ap,heads,M-nasal/Hi-sib/Hf-s/G-degem,29128,1,4139,0.142102,4139,0.142102,5812,0.199533
ap,heads,M-nasal/Hi-sib/Hf-drop/G-keep,29128,1,2730,0.093727,2730,0.093727,4641,0.159331
ap,heads,M-nasal/Hi-sib/Hf-drop/G-degem,29128,1,2732,0.093796,2732,0.093796,4645,0.159469
ap,heads,M-nasal/Hi-s/Hf-slot/G-keep,29128,1,2758,0.094689,2758,0.094689,4680,0.16067
ap,heads,M-nasal/Hi-s/Hf-slot/G-degem,29128,1,2760,0.094757,2760,0.094757,4684,0.160807
ap,heads,M-nasal/Hi-s/Hf-s/G-keep,29128,1,4142,0.142205,4142,0.142205,5818,0.199739
ap,heads,M-nasal/Hi-s/Hf-s/G-degem,29128,1,4144,0.142273,4144,0.142273,5822,0.199876
ap,heads,M-nasal/Hi-s/Hf-drop/G-keep,29128,1,2735,0.093899,2735,0.093899,4651,0.159675
ap,heads,M-nasal/Hi-s/Hf-drop/G-degem,29128,1,2737,0.093968,2737,0.093968,4655,0.159812
ap,heads,M-nasal_m/Hi-pos/Hf-slot/G-keep,29128,1,2796,0.095993,2796,0.095993,5052,0.173441
ap,heads,M-nasal_m/Hi-pos/Hf-slot/G-degem,29128,1,2798,0.096062,2798,0.096062,5056,0.173579
ap,heads,M-nasal_m/Hi-pos/Hf-s/G-keep,29128,1,4193,0.143956,4193,0.143956,6188,0.212442
ap,heads,M-nasal_m/Hi-pos/Hf-s/G-degem,29128,1,4195,0.144024,4195,0.144024,6192,0.212579
ap,heads,M-nasal_m/Hi-pos/Hf-drop/G-keep,29128,1,2786,0.09565,2786,0.09565,5041,0.173064
ap,heads,M-nasal_m/Hi-pos/Hf-drop/G-degem,29128,1,2788,0.095719,2788,0.095719,5045,0.173201
ap,heads,M-nasal_m/Hi-sib/Hf-slot/G-keep,29128,1,2801,0.096165,2801,0.096165,5083,0.174506
ap,heads,M-nasal_m/Hi-sib/Hf-slot/G-degem,29128,1,2803,0.096234,2803,0.096234,5087,0.174643
ap,heads,M-nasal_m/Hi-sib/Hf-s/G-keep,29128,1,4198,0.144127,4198,0.144127,6218,0.213472
ap,heads,M-nasal_m/Hi-sib/Hf-s/G-degem,29128,1,4200,0.144196,4200,0.144196,6222,0.213609
ap,heads,M-nasal_m/Hi-sib/Hf-drop/G-keep,29128,1,2791,0.095822,2791,0.095822,5072,0.174128
ap,heads,M-nasal_m/Hi-sib/Hf-drop/G-degem,29128,1,2793,0.09589,2793,0.09589,5076,0.174265
ap,heads,M-nasal_m/Hi-s/Hf-slot/G-keep,29128,1,2805,0.096302,2805,0.096302,5093,0.174849
ap,heads,M-nasal_m/Hi-s/Hf-slot/G-degem,29128,1,2807,0.096371,2807,0.096371,5097,0.174986
ap,heads,M-nasal_m/Hi-s/Hf-s/G-keep,29128,1,4202,0.144265,4202,0.144265,6228,0.213815
ap,heads,M-nasal_m/Hi-s/Hf-s/G-degem,29128,1,4204,0.144333,4204,0.144333,6232,0.213952
ap,heads,M-nasal_m/Hi-s/Hf-drop/G-keep,29128,1,2795,0.095959,2795,0.095959,5082,0.174471
ap,heads,M-nasal_m/Hi-s/Hf-drop/G-degem,29128,1,2797,0.096028,2797,0.096028,5086,0.174609
ap,heads,M-m/Hi-pos/Hf-slot/G-keep,29128,1,2850,0.097847,2850,0.097847,5386,0.184908
ap,heads,M-m/Hi-pos/Hf-slot/G-degem,29128,1,2852,0.097916,2852,0.097916,5390,0.185045
ap,heads,M-m/Hi-pos/Hf-s/G-keep,29128,1,4246,0.145775,4246,0.145775,6503,0.223256
ap,heads,M-m/Hi-pos/Hf-s/G-degem,29128,1,4248,0.145844,4248,0.145844,6507,0.223393
ap,heads,M-m/Hi-pos/Hf-drop/G-keep,29128,1,2840,0.097504,2840,0.097504,5375,0.18453
ap,heads,M-m/Hi-pos/Hf-drop/G-degem,29128,1,2842,0.097573,2842,0.097573,5379,0.184668
ap,heads,M-m/Hi-sib/Hf-slot/G-keep,29128,1,2855,0.098019,2855,0.098019,5416,0.185938
ap,heads,M-m/Hi-sib/Hf-slot/G-degem,29128,1,2857,0.098088,2857,0.098088,5420,0.186075
ap,heads,M-m/Hi-sib/Hf-s/G-keep,29128,1,4251,0.145947,4251,0.145947,6532,0.224252
ap,heads,M-m/Hi-sib/Hf-s/G-degem,29128,1,4253,0.146016,4253,0.146016,6536,0.224389
ap,heads,M-m/Hi-sib/Hf-drop/G-keep,29128,1,2845,0.097676,2845,0.097676,5405,0.18556
ap,heads,M-m/Hi-sib/Hf-drop/G-degem,29128,1,2847,0.097744,2847,0.097744,5409,0.185698
ap,heads,M-m/Hi-s/Hf-slot/G-keep,29128,1,2859,0.098156,2859,0.098156,5426,0.186281
ap,heads,M-m/Hi-s/Hf-slot/G-degem,29128,1,2861,0.098225,2861,0.098225,5430,0.186419
