dict,L,k1,is_verbal,n_subentries,subentry_categories,n_caus,n_pass,n_desid,n_intens,n_den,n_periphr,n_comp,n_dash_segments,max_depth,total_chars_subentries
ap90,21787,bIjin,0,1,comp,0,0,0,0,0,0,1,0,1,269
ap90,21803,buD,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,870
ap90,21832,bfMh,1,1,caus,1,0,0,0,0,0,0,0,1,176
ap90,21886,bruva,0,1,comp,0,0,0,0,0,0,1,0,1,64
ap90,21890,Bakta,0,1,comp,0,0,0,0,0,0,1,0,1,1586
ap90,21901,BakzikA,0,1,comp,0,0,0,0,0,0,1,0,1,17
ap90,21928,BaMgurayati,0,1,den,0,0,0,0,1,0,0,0,1,78
ap90,21930,Baj,1,2,caus,2,0,0,0,0,0,0,0,1,265
ap90,21934,BaMj,1,1,desid,0,0,1,0,0,0,0,0,1,1097
ap90,21975,Bara,0,1,comp,0,0,0,0,0,0,1,0,1,902
ap90,21985,Bari,0,1,comp,0,0,0,0,0,0,1,0,1,41
ap90,22013,Bava,0,1,comp,0,0,0,0,0,0,1,0,1,2788
ap90,22053,BA,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,483
ap90,22073,BAj,1,1,caus,1,0,0,0,0,0,0,0,1,17
ap90,22074,BAj,0,1,comp,0,0,0,0,0,0,1,0,1,572
ap90,22109,BAraka,0,1,comp,0,0,0,0,0,0,1,0,1,63
ap90,22110,BArAyate,0,1,den,0,0,0,0,1,0,0,0,1,92
ap90,22132,BAvana,0,1,comp,0,0,0,0,0,0,1,0,1,233
ap90,22140,BAvin,0,1,comp,0,0,0,0,0,0,1,0,1,225
ap90,22146,BAzaka,0,1,comp,0,0,0,0,0,0,1,0,1,41
ap90,22152,BAzin,0,1,comp,0,0,0,0,0,0,1,0,1,86
ap90,22154,BAs,1,1,caus,1,0,0,0,0,0,0,0,1,315
ap90,22174,Bid,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,1007
ap90,22178,Bid,0,1,comp,0,0,0,0,0,0,1,0,1,167
ap90,22197,BI,1,1,caus,1,0,0,0,0,0,0,0,1,267
ap90,22209,BIru,0,1,comp,0,0,0,0,0,0,1,0,1,496
ap90,22220,Buj,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,266
ap90,22224,Buj,0,1,comp,0,0,0,0,0,0,1,0,1,234
ap90,22244,BU,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,1503
ap90,22245,BU,0,1,comp,0,0,0,0,0,0,1,0,1,227
ap90,22256,BUmayati,0,1,den,0,0,0,0,1,0,0,0,1,72
ap90,22264,BUyizWa,0,1,comp,0,0,0,0,0,0,1,0,1,805
ap90,22275,Bf,1,2,"pass,desid",0,1,1,0,0,0,0,0,1,2109
ap90,22276,Bft,0,1,comp,0,0,0,0,0,0,1,0,1,188
ap90,22282,BftyAyate,0,1,den,0,0,0,0,1,0,0,0,1,52
ap90,22290,BfMgakaH,0,1,comp,0,0,0,0,0,0,1,0,1,55
ap90,22304,BfSAyate,0,1,den,0,0,0,0,1,0,0,0,1,80
ap90,22343,Bogin,0,1,comp,0,0,0,0,0,0,1,0,1,936
ap90,22350,Bojin,0,1,comp,0,0,0,0,0,0,1,0,1,112
ap90,22371,Byas,1,1,caus,1,0,0,0,0,0,0,0,1,30
ap90,22372,BraMS,1,1,caus,1,0,0,0,0,0,0,0,1,190
ap90,22385,Bram,1,1,caus,1,0,0,0,0,0,0,0,1,532
ap90,22392,BramarAyate,0,1,den,0,0,0,0,1,0,0,0,1,184
ap90,22397,Brasj,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,278
ap90,22398,BrAj,1,1,caus,1,0,0,0,0,0,0,0,1,218
ap90,22468,magaDyati,0,1,den,0,0,0,0,1,0,0,0,1,112
ap90,22544,maMqalayati,0,1,den,0,0,0,0,1,0,0,0,1,172
ap90,22545,maMqalAyate,0,1,den,0,0,0,0,1,0,0,0,1,74
ap90,22581,mad,1,1,caus,1,0,0,0,0,0,0,0,1,619
ap90,22599,madrAyate,0,1,den,0,0,0,0,1,0,0,0,1,51
ap90,22609,maDurayati,0,1,den,0,0,0,0,1,0,0,0,1,74
ap90,22614,maDusyati,0,1,den,0,0,0,0,1,0,0,0,1,53
ap90,22629,man,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,384
ap90,22633,maMtUyati,0,1,den,0,0,0,0,1,0,0,0,1,107
ap90,22635,manas,0,1,comp,0,0,0,0,0,0,1,0,1,7630
ap90,22640,manasyati,0,1,den,0,0,0,0,1,0,0,0,1,100
ap90,22665,maMT,1,1,pass,0,1,0,0,0,0,0,0,1,971
ap90,22677,maMdayati,0,1,den,0,0,0,0,1,0,0,0,1,81
ap90,22678,maMdAyate,0,1,den,0,0,0,0,1,0,0,0,1,272
ap90,22700,manya,0,1,comp,0,0,0,0,0,0,1,0,1,93
ap90,22760,marda,0,1,comp,0,0,0,0,0,0,1,0,1,80
ap90,22769,marmarAyate,0,1,den,0,0,0,0,1,0,0,0,1,67
ap90,22778,marv,1,1,caus,1,0,0,0,0,0,0,0,1,27
ap90,22794,malinayati,0,1,den,0,0,0,0,1,0,0,0,1,334
ap90,22841,masj,1,3,"caus,desid",2,0,1,0,0,0,0,0,1,761
ap90,22852,mahat,0,1,comp,0,0,0,0,0,0,1,0,1,711
ap90,22879,mahIyate,0,1,den,0,0,0,0,1,0,0,0,1,255
ap90,22884,mA,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,233
ap90,22929,mAtaMgaH,0,1,comp,0,0,0,0,0,0,1,0,1,210
ap90,22943,mAtra,0,2,comp,0,0,0,0,0,0,2,0,1,1742
ap90,22982,mAn,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,137
ap90,22989,mAnin,0,2,comp,0,0,0,0,0,0,2,0,1,987
ap90,23017,mAyA,0,1,comp,0,0,0,0,0,0,1,0,1,1999
ap90,23028,mAraka,0,1,comp,0,0,0,0,0,0,1,0,1,212
ap90,23087,mAlin,0,1,comp,0,0,0,0,0,0,1,0,1,813
ap90,23107,mAsya,0,1,comp,0,0,0,0,0,0,1,0,1,67
ap90,23139,mita,0,1,comp,0,0,0,0,0,0,1,0,1,1004
ap90,23145,mitrati,0,1,den,0,0,0,0,1,0,0,0,1,96
ap90,23147,mitrAyate,0,1,den,0,0,0,0,1,0,0,0,1,59
ap90,23150,mitrIyati,0,1,den,0,0,0,0,1,0,0,0,1,54
ap90,23154,miTas,0,1,comp,0,0,0,0,0,0,1,0,1,353
ap90,23158,miTunAyate,0,1,den,0,0,0,0,1,0,0,0,1,59
ap90,23163,miTyA,0,1,comp,0,0,0,0,0,0,1,0,1,2200
ap90,23172,mil,1,1,caus,1,0,0,0,0,0,0,0,1,97
ap90,23180,miSr,0,1,den,0,0,0,0,1,0,0,0,1,211
ap90,23181,miSra,0,1,comp,0,0,0,0,0,0,1,0,1,868
ap90,23204,mIl,1,1,caus,1,0,0,0,0,0,0,0,1,263
ap90,23219,mukulayati,0,1,den,0,0,0,0,1,0,0,0,1,128
ap90,23227,muKaM,0,1,comp,0,0,0,0,0,0,1,0,1,4422
ap90,23229,muKara,0,1,comp,0,0,0,0,0,0,1,0,1,577
ap90,23230,muKarayati,0,1,den,0,0,0,0,1,0,0,0,1,258
ap90,23241,muc,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,1041
ap90,23242,muc,0,1,comp,0,0,0,0,0,0,1,0,1,141
ap90,23261,muMqayati,0,1,den,0,0,0,0,1,0,0,0,1,72
ap90,23265,mud,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,355
ap90,23277,mudrayati,0,1,den,0,0,0,0,1,0,0,0,1,303
ap90,23299,murC,1,1,caus,1,0,0,0,0,0,0,0,1,295
ap90,23306,muz,1,1,desid,0,0,1,0,0,0,0,0,1,1312
ap90,23332,muh,1,1,caus,1,0,0,0,0,0,0,0,1,391
ap90,23347,mUtrayati,0,1,den,0,0,0,0,1,0,0,0,1,75
ap90,23367,mUlaM,0,1,comp,0,0,0,0,0,0,1,0,1,2750
ap90,23368,mUlaka,0,1,comp,0,0,0,0,0,0,1,0,1,389
ap90,23385,mf,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,164
ap90,23397,mfj,1,1,desid,0,0,1,0,0,0,0,0,1,570
ap90,23422,mfd,1,1,caus,1,0,0,0,0,0,0,0,1,65
ap90,23444,mfzAyate,0,1,den,0,0,0,0,1,0,0,0,1,50
ap90,23450,me,1,1,desid,0,0,1,0,0,0,0,0,1,121
ap90,23458,meGayati,0,1,den,0,0,0,0,1,0,0,0,1,50
ap90,23476,medura,0,1,comp,0,0,0,0,0,0,1,0,1,123
ap90,23481,meDA,0,1,comp,0,0,0,0,0,0,1,0,1,550
ap90,23503,mezAyate,0,1,den,0,0,0,0,1,0,0,0,1,46
ap90,23606,mrad,1,1,caus,1,0,0,0,0,0,0,0,1,73
ap90,23621,mlE,1,1,caus,1,0,0,0,0,0,0,0,1,174
ap90,23637,yaj,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,915
ap90,23658,yat,1,1,caus,1,0,0,0,0,0,0,0,1,367
ap90,23674,yaTA,0,1,comp,0,0,0,0,0,0,1,0,1,14110
ap90,23694,yam,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,517
ap90,23728,yaSasyati,0,1,den,0,0,0,0,1,0,0,0,1,44
ap90,23730,yazwiH,0,1,comp,0,0,0,0,0,0,1,0,1,697
ap90,23735,yas,1,1,caus,1,0,0,0,0,0,0,0,1,54
ap90,23738,yA,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,787
ap90,23757,yAjin,0,1,comp,0,0,0,0,0,0,1,0,1,101
ap90,23796,yAminayati,0,1,den,0,0,0,0,1,0,0,0,1,48
ap90,23807,yAyin,0,1,comp,0,0,0,0,0,0,1,0,1,121
ap90,23811,yAvan,0,1,comp,0,0,0,0,0,0,1,0,1,17
ap90,23819,yu,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,691
ap90,23820,yukta,0,1,comp,0,0,0,0,0,0,1,0,1,1330
ap90,23826,yugapad,0,1,comp,0,0,0,0,0,0,1,0,1,62
ap90,23832,yuj,1,5,"caus,pass,desid",1,3,1,0,0,0,0,0,1,3155
ap90,23833,yuj,0,1,comp,0,0,0,0,0,0,1,0,1,484
ap90,23840,yuD,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,309
ap90,23850,yup,1,1,caus,1,0,0,0,0,0,0,0,1,66
ap90,23860,yUTya,0,1,comp,0,0,0,0,0,0,1,0,1,105
ap90,23870,yogaH,0,1,comp,0,0,0,0,0,0,1,0,1,9241
ap90,23875,yogya,0,1,comp,0,0,0,0,0,0,1,0,1,646
ap90,23889,yoniH,0,1,comp,0,0,0,0,0,0,1,0,1,839
ap90,23914,raMh,1,1,caus,1,0,0,0,0,0,0,0,1,174
ap90,23963,rajasyati,0,1,den,0,0,0,0,1,0,0,0,1,51
ap90,23967,raMj,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,1469
ap90,23986,ratnaM,0,1,comp,0,0,0,0,0,0,1,0,1,1714
ap90,24001,raD,1,3,"caus,desid",2,0,1,0,0,0,0,0,1,461
ap90,24013,raB,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,193
ap90,24016,ram,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,168
ap90,24054,rasika,0,1,comp,0,0,0,0,0,0,1,0,1,737
ap90,24063,rahas,0,1,comp,0,0,0,0,0,0,1,0,1,83
ap90,24065,rahita,0,1,comp,0,0,0,0,0,0,1,0,1,154
ap90,24075,rAgin,0,1,comp,0,0,0,0,0,0,1,0,1,479
ap90,24081,rAj,1,1,caus,1,0,0,0,0,0,0,0,1,76
ap90,24086,rAjan,1,2,"caus,comp",1,0,0,0,0,0,1,0,1,9973
ap90,24091,rAjAyate,0,1,den,0,0,0,0,1,0,0,0,1,71
ap90,24108,rAtrika,0,1,comp,0,0,0,0,0,0,1,0,1,115
ap90,24112,rAD,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,946
ap90,24165,ric,1,1,caus,1,0,0,0,0,0,0,0,1,115
ap90,24185,rizaRyati,0,1,den,0,0,0,0,1,0,0,0,1,131
ap90,24191,rI,1,1,caus,1,0,0,0,0,0,0,0,1,126
ap90,24208,ruc,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,258
ap90,24209,ruc,0,1,comp,0,0,0,0,0,0,1,0,1,298
ap90,24212,ruciH,0,2,comp,0,0,0,0,0,0,2,0,1,1015
ap90,24219,rujAyate,0,1,den,0,0,0,0,1,0,0,0,1,79
ap90,24227,rud,1,1,desid,0,0,1,0,0,0,0,0,1,283
ap90,24234,ruD,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,1525
ap90,24244,ruz,1,1,caus,1,0,0,0,0,0,0,0,1,75
ap90,24248,ruh,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,401
ap90,24249,ruh,0,1,comp,0,0,0,0,0,0,1,0,1,97
ap90,24260,rUpaM,0,1,comp,0,0,0,0,0,0,1,0,1,1663
ap90,24261,rUpaka,0,1,comp,0,0,0,0,0,0,1,0,1,1098
ap90,24276,reKAyate,0,1,den,0,0,0,0,1,0,0,0,1,110
ap90,24389,lakzaRaM,0,1,comp,0,0,0,0,0,0,1,0,1,1579
ap90,24398,lakzya,0,1,comp,0,0,0,0,0,0,1,0,1,2260
ap90,24409,laGayati,0,1,den,0,0,0,0,1,0,0,0,1,509
ap90,24425,laMG,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,1781
ap90,24462,lap,1,1,caus,1,0,0,0,0,0,0,0,1,91
ap90,24467,laB,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,504
ap90,24478,laMb,1,1,caus,1,0,0,0,0,0,0,0,1,506
ap90,24493,lal,1,1,caus,1,0,0,0,0,0,0,0,1,419
ap90,24511,lavaH,0,1,comp,0,0,0,0,0,0,1,0,1,1126
ap90,24515,lavaRayati,0,1,den,0,0,0,0,1,0,0,0,1,53
ap90,24516,lavaRasyati,0,1,den,0,0,0,0,1,0,0,0,1,44
ap90,24530,las,1,1,caus,1,0,0,0,0,0,0,0,1,129
ap90,24537,lasj,1,1,caus,1,0,0,0,0,0,0,0,1,73
ap90,24564,lAMCanaM,0,1,comp,0,0,0,0,0,0,1,0,1,566
ap90,24588,lAlAyate,0,1,den,0,0,0,0,1,0,0,0,1,62
ap90,24630,liMgin,0,1,comp,0,0,0,0,0,0,1,0,1,1041
ap90,24652,lih,1,1,desid,0,0,1,0,0,0,0,0,1,291
ap90,24654,lI,1,1,caus,1,0,0,0,0,0,0,0,1,314
ap90,24658,lIlA,0,1,comp,0,0,0,0,0,0,1,0,1,2552
ap90,24659,lIlAyati,0,1,den,0,0,0,0,1,0,0,0,1,58
ap90,24673,luq,1,1,caus,1,0,0,0,0,0,0,0,1,217
ap90,24687,lup,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,550
ap90,24689,luB,1,1,caus,1,0,0,0,0,0,0,0,1,392
ap90,24695,lul,1,1,caus,1,0,0,0,0,0,0,0,1,101
ap90,24701,lU,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,724
ap90,24715,leKAyati,0,1,den,0,0,0,0,1,0,0,0,1,86
ap90,24719,lewyati,0,1,den,0,0,0,0,1,0,0,0,1,108
ap90,24744,lok,1,1,caus,1,0,0,0,0,0,0,0,1,150
ap90,24750,loc,1,1,caus,1,0,0,0,0,0,0,0,1,132
ap90,24772,loBaH,0,1,comp,0,0,0,0,0,0,1,0,1,381
ap90,24776,loBin,0,1,comp,0,0,0,0,0,0,1,0,1,111
ap90,24784,lola,0,1,comp,0,0,0,0,0,0,1,0,1,943
ap90,24797,lohitati,0,1,den,0,0,0,0,1,0,0,0,1,68
ap90,24857,vac,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,374
ap90,24878,vaMc,1,1,caus,1,0,0,0,0,0,0,0,1,688
ap90,24886,vaw,1,1,caus,1,0,0,0,0,0,0,0,1,42
ap90,24935,vatsalayati,0,1,den,0,0,0,0,1,0,0,0,1,176
ap90,24938,vad,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,1691
ap90,24968,vanaM,0,1,comp,0,0,0,0,0,0,1,0,1,6679
ap90,24986,vanIyati,0,1,den,0,0,0,0,1,0,0,0,1,85
ap90,25005,vap,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,576
ap90,25021,vam,1,1,caus,1,0,0,0,0,0,0,0,1,629
ap90,25041,var,1,1,caus,1,0,0,0,0,0,0,0,1,100
ap90,25042,vara,0,1,comp,0,0,0,0,0,0,1,0,1,4716
ap90,25097,vargayati,0,1,den,0,0,0,0,1,0,0,0,1,39
ap90,25109,varjaka,0,1,comp,0,0,0,0,0,0,1,0,1,86
ap90,25111,varjaM,0,1,comp,0,0,0,0,0,0,1,0,1,107
ap90,25123,varRin,0,1,comp,0,0,0,0,0,0,1,0,1,718
ap90,25127,vartaH,0,1,comp,0,0,0,0,0,0,1,0,1,163
ap90,25131,vartana,0,1,comp,0,0,0,0,0,0,1,0,1,376
ap90,25139,vartin,0,1,comp,0,0,0,0,0,0,1,0,1,205
ap90,25166,varya,0,1,comp,0,0,0,0,0,0,1,0,1,209
ap90,25199,valayaH,0,1,comp,0,0,0,0,0,0,1,0,1,400
ap90,25228,valgUyati,0,1,den,0,0,0,0,1,0,0,0,1,161
ap90,25250,vaSa,0,1,comp,0,0,0,0,0,0,1,0,1,1648
ap90,25262,vaSya,0,1,comp,0,0,0,0,0,0,1,0,1,350
ap90,25269,vas,1,3,"caus,desid",2,0,1,0,0,0,0,0,1,855
ap90,25298,vastrayati,0,1,den,0,0,0,0,1,0,0,0,1,54
ap90,25305,vah,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,3001
ap90,25325,vA,1,1,caus,1,0,0,0,0,0,0,0,1,625
ap90,25355,vAcin,0,1,comp,0,0,0,0,0,0,1,0,1,52
ap90,25393,vAtayati,0,1,den,0,0,0,0,1,0,0,0,1,109
ap90,25579,vAha,0,1,comp,0,0,0,0,0,0,1,0,1,604
ap90,25594,vi,0,1,comp,0,0,0,0,0,0,1,0,1,312
ap90,25610,vikaMp,1,1,caus,1,0,0,0,0,0,0,0,1,67
ap90,25621,vikala,0,1,comp,0,0,0,0,0,0,1,0,1,1197
ap90,25622,vikalayati,0,1,den,0,0,0,0,1,0,0,0,1,121
ap90,25628,vikas,1,1,caus,1,0,0,0,0,0,0,0,1,172
ap90,25636,vikAS,1,1,caus,1,0,0,0,0,0,0,0,1,68
ap90,25662,vikxp,1,1,caus,1,0,0,0,0,0,0,0,1,271
ap90,25697,vikzuB,1,1,caus,1,0,0,0,0,0,0,0,1,50
ap90,25709,viKyA,1,1,caus,1,0,0,0,0,0,0,0,1,49
ap90,25716,vigam,1,1,caus,1,0,0,0,0,0,0,0,1,84
ap90,25717,vigata,0,1,comp,0,0,0,0,0,0,1,0,1,518
ap90,25739,viGaw,1,1,caus,1,0,0,0,0,0,0,0,1,185
ap90,25752,viGnayati,0,1,den,0,0,0,0,1,0,0,0,1,63
ap90,25760,vicar,1,1,caus,1,0,0,0,0,0,0,0,1,403
ap90,25770,vical,1,1,caus,1,0,0,0,0,0,0,0,1,184
ap90,25803,vicyu,1,1,caus,1,0,0,0,0,0,0,0,1,43
ap90,25806,vij,1,1,caus,1,0,0,0,0,0,0,0,1,57
ap90,25838,vijYA,1,1,caus,1,0,0,0,0,0,0,0,1,416
ap90,25882,vitaTayati,0,1,den,0,0,0,0,1,0,0,0,1,60
ap90,25902,vitAnAyate,0,1,den,0,0,0,0,1,0,0,0,1,77
ap90,25908,vitF,1,1,caus,1,0,0,0,0,0,0,0,1,94
ap90,25915,vitras,1,1,caus,1,0,0,0,0,0,0,0,1,39
ap90,25920,vid,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,2939
ap90,25921,vid,0,1,comp,0,0,0,0,0,0,1,0,1,229
ap90,25946,vidF,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,179
ap90,25949,vidAraRaH,0,1,comp,0,0,0,0,0,0,1,0,1,332
ap90,25958,vidyut,1,1,caus,1,0,0,0,0,0,0,0,1,33
ap90,25965,vidru,1,1,caus,1,0,0,0,0,0,0,0,1,376
ap90,25979,viDaH,0,1,comp,0,0,0,0,0,0,1,0,1,169
ap90,25995,viDeya,0,1,comp,0,0,0,0,0,0,1,0,1,1363
ap90,26011,viDvaMs,1,1,caus,1,0,0,0,0,0,0,0,1,79
ap90,26015,vinad,1,1,caus,1,0,0,0,0,0,0,0,1,127
ap90,26024,vinaS,1,1,caus,1,0,0,0,0,0,0,0,1,41
ap90,26046,vinipat,1,1,caus,1,0,0,0,0,0,0,0,1,202
ap90,26053,viniyuj,1,1,caus,1,0,0,0,0,0,0,0,1,147
ap90,26069,viniviS,1,1,caus,1,0,0,0,0,0,0,0,1,239
ap90,26071,vinivf,1,1,caus,1,0,0,0,0,0,0,0,1,131
ap90,26072,vinivft,1,1,caus,1,0,0,0,0,0,0,0,1,131
ap90,26088,vinud,1,1,caus,1,0,0,0,0,0,0,0,1,648
ap90,26102,vipac,1,1,caus,1,0,0,0,0,0,0,0,1,69
ap90,26113,vipad,1,1,caus,1,0,0,0,0,0,0,0,1,35
ap90,26118,vipariRam,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,136
ap90,26164,vipramukta,0,1,comp,0,0,0,0,0,0,1,0,1,17
ap90,26165,viprayuj,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,145
ap90,26166,viprayukta,0,2,comp,0,0,0,0,0,0,2,0,1,227
ap90,26177,vipravas,1,1,caus,1,0,0,0,0,0,0,0,1,71
ap90,26185,viplu,1,1,caus,1,0,0,0,0,0,0,0,1,344
ap90,26199,vibuD,1,1,caus,1,0,0,0,0,0,0,0,1,180
ap90,26224,viBid,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,191
ap90,26230,viBU,1,1,caus,1,0,0,0,0,0,0,0,1,507
ap90,26242,viBraMS,1,1,caus,1,0,0,0,0,0,0,0,1,149
ap90,26246,viBram,1,1,caus,1,0,0,0,0,0,0,0,1,167
ap90,26256,vimad,1,1,caus,1,0,0,0,0,0,0,0,1,76
ap90,26259,viman,1,1,caus,1,0,0,0,0,0,0,0,1,199
ap90,26275,vimiSra,0,1,comp,0,0,0,0,0,0,1,0,1,162
ap90,26276,vimuKa,0,1,comp,0,0,0,0,0,0,1,0,1,131
ap90,26277,vimuc,1,1,pass,0,1,0,0,0,0,0,0,1,51
ap90,26281,vimuh,1,1,caus,1,0,0,0,0,0,0,0,1,81
ap90,26311,viyuj,1,1,caus,1,0,0,0,0,0,0,0,1,167
ap90,26312,viyukta,0,1,comp,0,0,0,0,0,0,1,0,1,68
ap90,26327,viraMj,1,1,caus,1,0,0,0,0,0,0,0,1,33
ap90,26341,virahita,0,1,comp,0,0,0,0,0,0,1,0,1,17
ap90,26344,virAj,1,1,caus,1,0,0,0,0,0,0,0,1,53
ap90,26364,viruc,1,1,caus,1,0,0,0,0,0,0,0,1,95
ap90,26368,viruD,1,1,pass,0,1,0,0,0,0,0,0,1,213
ap90,26373,viruh,1,1,caus,1,0,0,0,0,0,0,0,1,63
ap90,26404,vilaMb,1,1,caus,1,0,0,0,0,0,0,0,1,118
ap90,26436,viluq,1,1,caus,1,0,0,0,0,0,0,0,1,137
ap90,26440,vilup,1,1,pass,0,1,0,0,0,0,0,0,1,134
ap90,26445,viluB,1,1,caus,1,0,0,0,0,0,0,0,1,394
ap90,26448,vilul,1,1,caus,1,0,0,0,0,0,0,0,1,44
ap90,26475,vivas,1,1,caus,1,0,0,0,0,0,0,0,1,143
ap90,26480,vivah,1,1,caus,1,0,0,0,0,0,0,0,1,38
ap90,26496,vivfj,1,1,caus,1,0,0,0,0,0,0,0,1,179
ap90,26506,vivfD,1,1,caus,1,0,0,0,0,0,0,0,1,206
ap90,26517,viS,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,110
ap90,26538,viSArada,0,1,comp,0,0,0,0,0,0,1,0,1,263
ap90,26545,viSiz,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,677
ap90,26548,viSeza,0,3,comp,0,0,0,0,0,0,3,0,1,3323
ap90,26555,viSuD,1,1,caus,1,0,0,0,0,0,0,0,1,28
ap90,26562,viSF,1,1,pass,0,1,0,0,0,0,0,0,1,212
ap90,26575,viSraMB,1,1,caus,1,0,0,0,0,0,0,0,1,74
ap90,26586,viSliz,1,1,caus,1,0,0,0,0,0,0,0,1,173
ap90,26598,viSvas,1,1,caus,1,0,0,0,0,0,0,0,1,216
ap90,26614,vizad,1,1,caus,1,0,0,0,0,0,0,0,1,100
ap90,26622,vizayaka,0,1,comp,0,0,0,0,0,0,1,0,1,97
ap90,26637,vizuvat,0,1,comp,0,0,0,0,0,0,1,0,1,40
ap90,26650,vizwaMB,1,1,caus,1,0,0,0,0,0,0,0,1,89
ap90,26674,visaMvad,1,1,caus,1,0,0,0,0,0,0,0,1,197
ap90,26688,visf,1,1,caus,1,0,0,0,0,0,0,0,1,82
ap90,26695,visfj,1,1,caus,1,0,0,0,0,0,0,0,1,155
ap90,26706,vistf,1,1,caus,1,0,0,0,0,0,0,0,1,195
ap90,26714,visPur,1,1,caus,1,0,0,0,0,0,0,0,1,181
ap90,26723,vismi,1,1,caus,1,0,0,0,0,0,0,0,1,245
ap90,26730,vismf,1,1,caus,1,0,0,0,0,0,0,0,1,37
ap90,26735,visraMs,1,1,caus,1,0,0,0,0,0,0,0,1,178
ap90,26759,vihA,1,1,caus,1,0,0,0,0,0,0,0,1,66
ap90,26761,vihIna,0,1,comp,0,0,0,0,0,0,1,0,1,185
ap90,26803,vIta,0,1,comp,0,0,0,0,0,0,1,0,1,989
ap90,26820,vIrAyate,0,1,den,0,0,0,0,1,0,0,0,1,60
ap90,26835,vf,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,1867
ap90,26851,vft,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,1142
ap90,26854,vfttiH,0,2,comp,0,0,0,0,0,0,2,0,1,1968
ap90,26856,vfTA,0,1,comp,0,0,0,0,0,0,1,0,1,563
ap90,26857,vfD,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,1341
ap90,26858,vfdDa,0,1,comp,0,0,0,0,0,0,1,0,1,1111
ap90,26870,vfMdAraka,0,1,comp,0,0,0,0,0,0,1,0,1,32
ap90,26877,vfzaH,0,1,comp,0,0,0,0,0,0,1,0,1,2083
ap90,26881,vfzaBaH,0,1,comp,0,0,0,0,0,0,1,0,1,392
ap90,26883,vfzasyati,0,1,den,0,0,0,0,1,0,0,0,1,119
ap90,26888,vfzAyate,0,1,den,0,0,0,0,1,0,0,0,1,138
ap90,26905,vF,1,2,"pass,desid",0,1,1,0,0,0,0,0,1,163
ap90,26906,ve,1,1,caus,1,0,0,0,0,0,0,0,1,245
ap90,26941,vedApayati,0,1,den,0,0,0,0,1,0,0,0,1,79
ap90,26991,vezw,1,1,caus,1,0,0,0,0,0,0,0,1,158
ap90,27113,vErAyate,0,1,den,0,0,0,0,1,0,0,0,1,83
ap90,27181,vyagra,0,1,comp,0,0,0,0,0,0,1,0,1,310
ap90,27183,vyaMgayati,0,1,den,0,0,0,0,1,0,0,0,1,54
ap90,27187,vyac,1,1,pass,0,1,0,0,0,0,0,0,1,104
ap90,27201,vyatikF,1,1,pass,0,1,0,0,0,0,0,0,1,19
ap90,27209,vyatiric,1,1,pass,0,1,0,0,0,0,0,0,1,189
ap90,27224,vyaT,1,1,caus,1,0,0,0,0,0,0,0,1,269
ap90,27248,vyaparuh,1,1,caus,1,0,0,0,0,0,0,0,1,113
