dict,view,rule,kind,sensitive_to_anusvara_visarga_policy,unit_index,prev_L,prev_pc,prev_k1,prev_iast,next_L,next_pc,next_k1,next_iast
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28025,220896,"1089,1",SezI,śeṣī,220897,"1089,1",Seza,śeṣa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28047,221021,"1089,3",SEbI,śaibī,221028,"1089,3",SEbala,śaibala
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28059,221053,"1089,3",SElI,śailī,221054,"1089,3",SEla,śaila
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28071,221233,"1090,2",SEvI,śaivī,221234,"1090,2",SEva,śaiva
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28177,222053,"1094,2",SyAmA,śyāmā,222065,"1094,3",SyAma,śyāma
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28199,222632,"1097,2",SravaRA,śravaṇā,222633,"1097,2",SravaRa,śravaṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28201,222679,"1097,2",SravaRA,śravaṇā,222680,"1097,2",SravaRa,śravaṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28203,222681,"1097,2",SravaRI,śravaṇī,222682,"1097,2",SravaRa,śravaṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28247,223730,"1102,2",SreyasI,śreyasī,223732,"1102,2",Sreyas,śreyas
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28260,223968,"1103,3",SlakzRam,ślakṣṇam,223969,"1103,3",SlakzRa,ślakṣṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28286,224195,"1105,1",Svan,śvan,224195.1,"1105,1",SunI,śunī
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28288,224195.55,"1105,1",Svan,śvan,224342.1,"1332,3",SvaDiti,śvadhiti
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28298,224363,"1105,3",SvaSurI,śvaśurī,224364.1,"1105,3",SvaSura,śvaśura
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28304,224468,"1106,2",SvAtram,śvātram,224469,"1106,2",SvAtra,śvātra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28327,224926,"1108,1",zaRQI,ṣaṇḍhī,224927,"1108,1",zaRQa,ṣaṇḍha
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28332,224940,"1108,1",zaz,ṣaṣ,224942,"1108,1",zaw,ṣaṭ
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28379,225591.4,"1111,2",sA,sā,225591.5,"1111,2",sa,sa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28650,227456,"1123,1",saMhitA,saṃhitā,227457,"1123,1",saMhita,saṃhita
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28691,227934,"1125,2",saMkawA,saṃkaṭā,227935,"1125,2",saMkawa,saṃkaṭa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28878,229499,"1134,2",satI,satī,229500,"1134,2",sat,sat
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,28928,231056.1,"1141,1",sanam,sanam,231105,"1141,2",sana,sana
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29036,231962,"1146,2",saMnikuYc,saṃnikuñc,231963,"1146,2",saMnikIrRa,saṃnikīrṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29119,233009,"1152,1",samA,samā,233010,"1152,1",sama,sama
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29121,233019,"1152,1",samam,samam,233022.1,"1152,1",sama,sama
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29129,233335.2,"1153,3",samakze,samakṣe,233335.3,"1153,3",samakzatas,samakṣatas
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29134,233358,"1153,3",samaNgA,samaṅgā,233362,"1153,3",samaNgala,samaṅgala
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29221,233552,"1155,1",samantA,samantā,233554,"1155,1",samanta,samanta
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29224,233555.3,"1155,1",samantAt,samantāt,233555.4,"1155,1",samantatas,samantatas
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29335,233792,"1157,1",samaryAdam,samaryādam,233793,"1157,1",samaryAda,samaryāda
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29442,234235,"1160,1",samAnam,samānam,234236,"1160,1",samAna,samāna
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29444,234237,"1160,1",samAnI,samānī,234238,"1160,1",samAna,samāna
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,29826,235936,"1171,2",sampA,sampā,235936.1,"1171,3",sampac,sampac
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30175,237298,"1181,2",samyaYc,samyañc,237304,"1181,2",samIcI,samīcī
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30183,237451,"1182,1",sarI,sarī,237452,"1182,1",sara,sara
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30201,237806,"1183,3",sarasA,sarasā,237818,"1183,3",sarasamprata,sarasamprata
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30227,237923,"1184,1",sarpI,sarpī,237925,"1184,1",sarpa,sarpa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30233,238110,"1184,3",sarvam,sarvam,238111,"1184,3",sarva,sarva
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30291,240102.4,"1193,3",sahA,sahā,240443,"1195,1",sahaMsapAta,sahaṃsapāta
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30363,240991,"1197,3",sAkUtam,sākūtam,240992,"1197,3",sAkUta,sākūta
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30410,241292,"1199,2",sANguzWA,sāṅguṣṭhā,241292.1,"1199,2",sANguzWam,sāṅguṣṭham
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30520,241889,"1202,3",sAnandA,sānandā,241890,"1202,3",sAnandam,sānandam
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30691,242526,"1206,3",sAmudrI,sāmudrī,242527,"1206,3",sAmudra,sāmudra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30737,242683,"1207,2",sAyam,sāyam,242683.1,"1207,2",sAya,sāya
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30751,242828,"1208,1",sArI,sārī,242829,"1208,1",sAra,sāra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30773,243060,"1209,1",sArasvatI,sārasvatī,243062,"1209,1",sArasvata,sārasvata
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30826,243310,"1210,2",sAlA,sālā,243316,"1210,2",sAla,sāla
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30859,243370,"1210,3",sAvikA,sāvikā,243371,"1210,3",sAvaka,sāvaka
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30894,243454,"1211,2",sAvitrI,sāvitrī,243455,"1211,2",sAvitra,sāvitra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30942,243585.1,"1333,2",sAhapadIna,sāhapadīna,243589,"1212,2",sAhakAyana,sāhakāyana
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30976,243749,"1213,1",siMhI,siṃhī,243997,"1213,3",siMhARa,siṃhāṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30993,244067,"1214,2",sitA,sitā,244075,"1214,2",sita,sita
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,30999,244757,"1217,1",siDmA,sidhmā,244759,"1217,1",siDma,sidhma
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31002,244773,"1217,1",sinI,sinī,244774,"1217,1",sina,sina
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31008,244792,"1217,1",sindUrI,sindūrī,244796,"1217,1",sindUra,sindūra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31019,244927,"1217,3",siprA,siprā,244930,"1217,3",sipra,sipra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31210,249838,"1236,2",suvarRI,suvarṇī,249839,"1236,2",suvarRa,suvarṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31251,250866,"1240,2",sUktA,sūktā,250867,"1240,2",sUkta,sūkta
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31254,250913,"1240,3",sUkzmA,sūkṣmā,250917,"1240,3",sUkzma,sūkṣma
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31265,251146,"1241,2",sUtyA,sūtyā,251147,"1241,2",sUtI,sūtī
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31266,251147,"1241,2",sUtI,sūtī,251168,"1241,3",sUtave,sūtave
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31431,252466,"1248,1",sEnDavI,saindhavī,252467,"1248,1",sEnDava,saindhava
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31543,252735,"1249,3",somI,somī,252736,"1249,3",soma,soma
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31638,253496.1,"1253,1",sOparRI,sauparṇī,253496.2,"1253,1",sOparRa,sauparṇa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31656,253524,"1253,2",sObalI,saubalī,253525,"1253,2",sObala,saubala
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31699,253769,"1254,3",sOrI,saurī,253773,"1254,3",sOra,saura
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31707,253860,"1255,1",sOraBI,saurabhī,253861,"1255,1",sOraBa,saurabha
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,31743,253984,"1255,3",sOvIrI,sauvīrī,253985,"1255,3",sOvIra,sauvīra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32037,257777,"1275,1",svA,svā,257778,"1275,1",sva,sva
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32053,258761,"1279,2",svacCA,svacchā,258762,"1279,2",svacCa,svaccha
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32169,259586,"1283,2",svAgatA,svāgatā,259587,"1283,2",svAgata,svāgata
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32210,259716,"1284,1",svAyamBuvI,svāyambhuvī,259717,"1284,1",svAyamBuva,svāyambhuva
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32279,260031.42,"1286,1",hA,hā,260031.44,"1286,1",ha,ha
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32281,260035,"1286,1",hA,hā,260036,"1286,1",haMsa,haṃsa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32283,260063,"1286,2",haMsI,haṃsī,260066.1,"1286,2",haMsa,haṃsa
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32335,260929,"1289,3",harI,harī,260929.1,"1289,3",hari,hari
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32386,262148,"1294,3",hastA,hastā,262150,"1294,3",hasta,hasta
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32405,262636,"1297,1",hAwakI,hāṭakī,262637,"1297,1",hAwaka,hāṭaka
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32425,262669,"1297,1",hAyanI,hāyanī,262670,"1297,1",hAyana,hāyana
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32466,262879,"1298,2",hitA,hitā,262881,"1298,2",hita,hita
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32482,263147,"1299,2",hirA,hirā,263151,"1299,3",hirakut,hirakut
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32509,263420,"1300,3",hIrA,hīrā,263424,"1300,3",hIra,hīra
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32512,263437,"1300,3",hIluka,hīluka,263438,"1300,3",hIlanA,hīlanā
mw,main,M-nasal/Hi-pos/Hf-slot/G-keep,isolated,0,32634,264618.2,"1306,2",holA,holā,264622,"1306,2",holaka,holaka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,142,158,1-0013,akrILant,akrīḻant,159,1-0013,akrIyamARa,akrīyamāṇa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,749,782,1-0058,aNGAri,aṅghāri,783,1-0058,aNGas,aṅghas
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,1981,2065,1-0155,aDoSuka,adhośuka,2066,1-0155,aDokzaja,adhokṣaja
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,2607,2721,1-0199,anukArin,anukārin,2722,1-0199,akArya,akārya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,2911,3031,1-0221,anuvelam,anuvelam,3032,1-0221,anurvellita,anurvellita
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,3434,3562,1-0267,anyasTAstotra,anyasthāstotra,3563,1-0267,anyad,anyad
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,3691,3827,1-0286,aparakASakftsna,aparakāśakṛtsna,3828,1-0286,apakASi,apakāśi
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,4092,4239,1-0314,apraklapta,apraklapta,4240,1-0315,apraketa,apraketa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,4635,4799,1-0352,aBisaMDaka,abhisaṃdhaka,4800,1-0352,aBisaMTA,abhisaṃthā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,5298,5485,1-0396,ayuktarUpa,ayuktarūpa,5486,1-0396,ayukCada,ayukchada
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,5435,5629,1-0409,karalu,karalu,5630,1-0409,araluka,araluka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,5647,5854,1-0430,arjunakARqa,arjunakāṇḍa,5855,1-0430,arjanaDvaja,arjanadhvaja
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,5858,6073,1-0453,azaRI,aṣaṇī,6074,1-0453,arsas,arsas
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,5989,6208,1-0463,kalpa,kalpa,6209,1-0464,alpaka,alpaka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,6035,6257,1-0469,avaklapti,avaklapti,6258,1-0469,avakeSa,avakeśa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,7315,7595,1-0566,asruta,asruta,7596,1-0566,aSreDant,aśredhant
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,7453,7740,1-0578,aheLayant,aheḻayant,7741,1-0578,aheru,aheru
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,7467,7754,1-0580,ahnIya,ahnīya,7755,1-0580,ahnaya,ahnaya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,7929,8231,1-0616,Atapana,ātapana,8232,1-0616,Atapatra,ātapatra
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,7931,8233,1-0616,Atapant,ātapant,8234,1-0616,Atapatraka,ātapatraka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,9256,9604,1-0720,ASuboDa,āśubodha,9605,1-0720,ASuPala,āśuphala
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,9353,9704,1-0728,AzAQI,āṣāḍhī,9705,1-0728,AzAQa,āṣāḍha
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,10650,11045,1-0900,utpalAvatI,utpalāvatī,11046,1-0900,utpalavarRA,utpalavarṇā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,10846,11243,1-0915,udara,udara,11244,1-0915,udagranTi,udagranthi
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,11263,11668,1-0943,upaklapta,upaklapta,11669,1-0943,upakoSA,upakośā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,11402,11808,1-0953,upadeSatA,upadeśatā,11809,1-0953,upadeSaka,upadeśaka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,12142,12557,1-1006,ulmuzImant,ulmuṣīmant,12558,1-1006,ulba,ulba
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,12346,12772,1-1024,UrRAsUtra,ūrṇāsūtra,12773,1-1024,URAstukA,ūṇāstukā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,12777,13219,1-1072,etacetas,etacetas,13220,1-1072,ekacodana,ekacodana
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,13290,13758,1-1117,okodanI,okodanī,13759,1-1117,okUlaka,okūlaka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,13721,14148.208,1-1145,anurkAya,anurkāya,14148.212,1-1145,anucara,anucara
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,13804,14148.540,1-1145,usriya,usriya,14148.544,1-1145,upavyAKyAna,upavyākhyāna
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,13821,14148.608,1-1147,aGArin,aghārin,14148.612,1-1147,aGAy,aghāy
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,13850,14148.728,1-1147,an,an,14148.732,1-1147,ac,ac
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,14613,14877,2-0064,kapitTaparRI,kapitthaparṇī,14878,2-0064,katitTAsya,katitthāsya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,14630,14894,2-0066,kapiladyuti,kapiladyuti,14895,2-0066,kapilakrAkzA,kapilakrākṣā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,14631,14895,2-0066,kapilakrAkzA,kapilakrākṣā,14896,2-0066,kadiladruma,kadiladruma
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,14791,15057,2-0080,kambojamuRqa,kambojamuṇḍa,15058,2-0080,kambavAtAyin,kambavātāyin
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,14796,15062,2-0080,kamra,kamra,15063,2-0080,kambant,kambant
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,1,15062,15337,2-0124,karRaMDAriRI,karṇaṃdhāriṇī,15338,2-0124,karRanAda,karṇanāda
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,15141,15416,2-0128,karRowiriwirA,karṇoṭiriṭirā,15417,2-0128,karRendu,karṇendu
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,15143,15418,2-0128,karRopakarRikA,karṇopakarṇikā,15419,2-0128,karRoRa,karṇoṇa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,15388,15676,2-0157,kalahu,kalahu,15677,2-0157,kalahin,kalahin
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,15955,16257,2-0211,kAtyAyanIya,kātyāyanīya,16258,2-0211,kAtfRa,kātṛṇa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,16415,16736,2-0251,kAlakaRwaka,kālakaṇṭaka,16737,2-0251,kARakaRWa,kāṇakaṇṭha
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,16718,17048,2-0274,kASyapIya,kāśyapīya,17049,2-0274,kASyapIbAlAkyAmAWarIputra,kāśyapībālākyāmāṭharīputra
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,16933,17268,2-0291,kirAtatikta,kirātatikta,17269,2-0291,kitArArjunIya,kitārārjunīya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,17457,17807,2-0335,kuveriRa,kuveriṇa,17808,2-0335,kubja,kubja
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,17843,18200,2-0362,kuvalakuRa,kuvalakuṇa,18201,2-0362,kubalaprasTa,kubalaprastha
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,18133,18496,2-0384,kUvarin,kūvarin,18497,2-0384,kUma,kūma
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,18174,18539,2-0387,kUlvaja,kūlvaja,18540,2-0387,kUlya,kūlya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,18647,19022,2-0425,ketumAla,ketumāla,19023,2-0426,ketunAlin,ketunālin
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,1,18822,19197,2-0437,kEMdAsa,kaiṃdāsa,19198,2-0437,kEnara,kainara
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,19642,20034,2-0518,klIvatA,klīvatā,20035,2-0518,klIbatva,klībatva
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20434,20849,2-0591,KaqonmattA,khaḍonmattā,20850,2-0591,KaNga,khaṅga
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20628,21043,2-0604,KarvavAsin,kharvavāsin,21044,2-0604,KarbaSAKa,kharbaśākha
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20630,21045,2-0604,KarvurA,kharvurā,21046,2-0604,KarbUja,kharbūja
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20655,21070,2-0608,Kalevusam,khalevusam,21071,2-0608,Kaleyavam,khaleyavam
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20664,21079,2-0608,KallikA,khallikā,21080,2-0608,KallAsara,khallāsara
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20905,21325,2-0628,gaganaDvaja,gaganadhvaja,21326,2-0628,gagaRapuzpa,gagaṇapuṣpa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20908,21328,2-0628,gaganamUrDan,gaganamūrdhan,21329,2-0628,gagaRavihArin,gagaṇavihārin
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,20914,21334,2-0628,gaganAmbu,gaganāmbu,21335,2-0628,gagaRecara,gagaṇecara
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,21369,21795,2-0664,gaBasti,gabhasti,21796,2-0664,gaBastala,gabhastala
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,21382,21808,2-0665,gamBIravedin,gambhīravedin,21809,2-0665,gaBIravepas,gabhīravepas
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,21385,21811,2-0666,gamBIrasvAmin,gambhīrasvāmin,21812,2-0666,gaBIrikA,gabhīrikā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,21463,21894,2-0696,margaraka,margaraka,21895,2-0696,gargaSiras,gargaśiras
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,22490,22949,2-0785,gfhASrayA,gṛhāśrayā,22950,2-0785,gfhASman,gṛhāśman
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,23321,23790,2-0860,grAmIya,grāmīya,23791,2-0860,gAmIyaka,gāmīyaka
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,23548,24021,2-0883,Garvavant,gharvavant,24022,2-0883,GarmavicarcikA,gharmavicarcikā
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,23623,24098,2-0888,GulaYca,ghulañca,24099,2-0888,GulaGulArava,ghulaghulārava
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,24850,25340,2-1008,ciKalla,cikhalla,25341,2-1008,ciklida,ciklida
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25177,25676,2-1038,cIv,cīv,25677,2-1038,cIB,cībh
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25571,26083,2-1077,Cand,chand,26084,2-1077,Cad,chad
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25801,26305.065,2-1101,anurkAya,anurkāya,26305.070,2-1101,anukUla,anukūla
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25825,26305.185,2-1101,arTay,arthay,26305.190,2-1101,arGa,argha
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25873,26305.430,2-1103,Uru,ūru,26305.435,2-1103,uzaRa,uṣaṇa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25881,26305.470,2-1103,ozaDi,oṣadhi,26305.475,2-1103,upacAyin,upacāyin
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25908,26305.620,2-1103,kArzwya,kārṣṭya,26305.625,2-1103,kARakaRWa,kāṇakaṇṭha
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,25918,26305.670,2-1103,kowacakra,koṭacakra,26305.675,2-1103,kojAgara,kojāgara
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,26020,26394,3-0008,jaNgiqa,jaṅgiḍa,26395,3-0008,jaNgala,jaṅgala
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,26458,26842,3-0055,jarhila,jarhila,26843,3-0055,jarya,jarya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,26702,27088,3-0066,jalonnAda,jalonnāda,27089,3-0066,jalodBava,jalodbhava
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,27320,27725,3-0128,jUq,jūḍ,27726,3-0128,jUwa,jūṭa
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,27548,27963,3-0159,jyEzWasAmika,jyaiṣṭhasāmika,27964,3-0159,jyezWastoma,jyeṣṭhastoma
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,28818,29257,3-0299,tAmi,tāmi,29258,3-0299,tAmAleya,tāmāleya
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,30596,31074,3-0439,trimalla,trimalla,31075,3-0440,trimantu,trimantu
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,31442,31944,3-0510,dantaPala,dantaphala,31945,3-0510,dantaprakzAlana,dantaprakṣālana
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,isolated,0,31500,32002,3-0513,danturita,danturita,32003,3-0513,danturacCada,danturacchada
