dict,L,k1,n_preverb_sub,preverbs
cae,32712,SIlay,1,pari
cae,32758,Suc,12,anu|apa|aBi|A|ud|ni|nis|pari|pra|anupra|prati|sam
cae,32819,SuD,5,pari (SuDyati|˚te|vi (SuDyati|˚te|sam
cae,32836,SuB,1,pra
cae,32838,SuB,7,ati|aBi|upa|pari|prati|vi|sam
cae,32904,Suz,1,A
cae,32996,Sf,9,api|ava|ni|nis|parA|pari|pra|vi|sam
cae,33193,SnaT,2,apa|ni
cae,33216,SyA,1,A
cae,33256,SraT,2,anu|vi
cae,33277,Sram,4,aBi|upa|pari|vi
cae,33345,Sri,20,aDi|samaDi|apa|aBi|A|apA|vyapA|upA|samA|ud|aByud|pratyud|samud|upa|pari|pra|vi|sam|aBisam|upasam
cae,33354,SrI,1,aBi
cae,33398,Sru,14,ati|anu|aBi|A|aByA|upa|samupa|pari|pra|prati|vi|sam|aBisam|pratisam
cae,33495,SlAG,1,sam
cae,33504,Sliz,8,A|upA|samA|upa|vi|sam|aBisam|upasam
cae,33523,SvaYc,1,ud
cae,33554,Svas,16,aBi|A|paryA|pratyA|ud|proda|samud|ni|nis|vinis|pra|aBipra|vi|ativi|aBivi|parivi
cae,33562,SvA,3,ud|pra|vi
cae,33576,Svit,2,ava|vi
cae,33715,zWiv,4,aBi|ni|aBini|prati
cae,34241,sac,9,anu|apa|aBi|A|upa|ni|pra|prati|sam
cae,34346,saYj,12,vyati|anu|aBi|ava|A|vyA|samA|ni|pra|saMpra|vi|sam
cae,34537,sad,30,ati|anu|ava|ava|A|aDyA|aByA|upA|nyA|pratyA|samA|upod|samud|upa|aByupa|pratyupa|samupa|ni|aDini|aBini|upani|parini|vini|saMni|pari|pra|aBipra|saMpra|vi|sam
cae,34668,san,3,A|pra|sam
cae,34928,sapary,1,vi
cae,36189,sah,10,aBi|ud|aByud|prod|samud|pra|saMpra|prati|vi|sam
cae,36414,sA,13,aBi|ava|aDyava|anvava|udava|upAva|nirava|paryava|prati|vyava|samava|ud|vi
cae,36519,sAD,4,upa|pari|pra|sam
cae,36593,sAntvay,2,aBi|upa
cae,36847,sic,14,anu|aBi|samaBi|ava|A|samA|ud|upa|ni|nis|pari|pra|vi|sam
cae,36908,siD,8,apa|vyA|ud|ni|nis|pra|prati|saMprati
cae,36909,siD,3,aBi|pra|sam
cae,36938,siv,7,vyati|ud|pari|pra|prati|vi|sam
cae,36977,su,2,aDi|A
cae,37831,sU,6,apa|aBi|A|nis|pra|saMpra
cae,37852,sUcay,4,aBi|A|upa|pra
cae,37882,sUtray,2,A|vi
cae,37886,sUd,3,aBi|ni|vini
cae,37962,sf,22,anu|apa|vyapa|api|aBi|samava|A|ud|prod|samud|upa|nis|aBinis|pari|pra|vipra|saMpra|prati|vi|pravi|sam|aBisam
cae,37977,sfj,21,ati|anu|api|aBi|ava|aByava|upAva|vyava|samava|A|samA|ud|samud|upa|nis|pra|prati|vi|anuvi|aBivi|sam
cae,37987,sfp,27,ati|aDi|anu|samanu|apa|aBi|ava|anvava|upAva|paryAva|vyava|A|upodA|ud|upod|samud|upa|samupa|nis|vinis|pari|pra|prati|vi|sam|anusam|upasam
cae,38024,sev,6,anu|A|upa|ni|pari|sam
cae,38251,skand,9,ati|aBi|ava|aByava|samava|A|pari|pra|sam
cae,38267,skamB,4,A|upa|prati|vi
cae,38277,stan,2,aBi|nis
cae,38313,stamB,11,ava|paryava|samava|ud|upa|prati|vi|sam|aBisam|parisam|pratisam
cae,38334,stiG,2,ati|pra
cae,38341,stu,6,anu|aBi|upa|vi|sam|aBisam
cae,38348,stuB,6,anu|aBi|vyava|pari|pra|prati
cae,38352,stf,10,aBi|ava|A|samA|upa|ni|pari|pra|vi|sam
cae,38460,sTA,48,ati|aDi|anu|antar|apa|api|aBi|ava|paryava|pratyava|vyava|samava|A|anvA|upA|samupA|samA|ud|anUd|aByud|upod|prod|pratyud|vyud|samud|upa|anUpa|aByupa|paryupa|pratyupa|samupa|ni|parini|nis|pari|pra|atipra|anupra|aBipra|vipra|saMpra|prati|saMprati|vi|anuvi|sam|anusam|aBisam
cae,38558,snA,4,ud|ni|pra|sam
cae,38596,snu,1,pra
cae,38618,spand,5,A|pari|pra|vi|sam
cae,38647,spf,5,apa|ava|A|nis|vi
cae,38648,spfD,4,aDi|pra|prati|vi
cae,38651,spfS,9,aDi|anu|aBi|A|ud|upa|samupa|pari|sam
cae,38659,spfh,1,sam
cae,38674,sPAy,2,A|vi
cae,38683,sPuw,3,A|pra|vi
cae,38691,sPur,4,apa|ava|pari|pra
cae,38698,sPUrj,2,aBi|vi
cae,38736,smi,5,ava|ud|aByud|pra|vi
cae,38740,smf,7,anu|apa|upa|pra|prati|vi|sam
cae,38753,syad,10,acCa|anu|aBi|ava|A|ni|pra|pari|vi|sam
cae,38770,sraMs,3,ava|vyava|vi
cae,38800,sru,13,ati|aDi|aBi|ava|A|ni|nis|pari|pra|aBipra|saMpra|vi|sam
cae,38851,svaj,6,aBi|pari|aBipari|saMpari|sam|aBisam
cae,38872,svad,1,A
cae,38893,svan,6,ava|A|pari|pra|prati|vi
cae,38903,svap,2,ni|pra
cae,38992,svar,4,ati|aBi|ava|sam
cae,39224,svid,2,pra|sam
cae,39303,han,25,apa|aBi|ava|A|aByA|pratyA|vyA|samA|ud|upa|ni|aBini|praRi|pratini|vini|saMni|nis|parA|pari|pra|aBipra|vipra|prati|vi|sam
cae,39409,hary,3,aBi|A|prati
cae,39503,has,8,apa|ava|upa|pari|pra|saMpra|vi|saMvi
cae,39570,hA,13,ati|anu|apa|aBi|ud|aByud|prod|pratyud|samud|ni|pra|vi|sam
cae,39571,hA,10,apa|ava|ni|pari|pra|vipra|prati|vi|pravi|sam
cae,39630,hiMs,1,upa
cae,39794,hu,8,aDi|aBi|ava|A|upa|pra|prati|sam
cae,39838,hUrC,2,anu|vi
cae,39840,hf,42,ati|vyati|aDi|anu|apa|aBi|ava|aByava|vyava|A|anvA|aByA|udA|samudA|upA|samupA|upanyA|paryA|pratyA|vyA|anuvyA|aBivyA|pravyA|samA|anusamA|ud|aByud|samaByud|prod|samud|nis|vinis|pari|vipari|pra|anupra|saMpra|prati|vi|sam|upasam|pratisam
cae,39893,hfz,8,anu|aBi|ud|pari|pra|saMpra|prati|sam
cae,39952,hez,1,aBi
cae,40010,hnu,3,apa|ni|apani
cae,40026,hrAd,2,ni|sam
cae,40048,hlAd,2,A|pra
cae,40058,hval,1,vi
cae,40067,hvf,3,A|upa|vi
pw,249,akz,2,nis|sam
pw,843,aGAy,1,aBi
pw,919,aNKay,1,pari
pw,1095,ac,14,anu|apa|ava|A|ud|vyud|samud|upa|ni|upani|pari|prati|vi|sam
pw,1208,aj,12,ati|apa|aBi|ava|A|aByA|ud|upa|nis|pra|vi|sam
pw,1430,aYj,13,anu|antar|aBi|A|samA|ud|upa|ni|prati|vi|anuvi|aBivi|sam
pw,1476,aw,1,pari
pw,1581,at,3,aBi|ava|sam
pw,2386,ad,7,api|ava|A|pra|prati|vi|sam
pw,3171,an,15,apa|aByapa|ava|vyava|udA|ud|aByud|parA|pra|anupra|aBipra|vi|aBivi|sam|anusam
pw,8059,am,4,aBi|pari|vi|sam
pw,8901,ar,13,anu|apa|aBi|A|ud|upa|ni|nis|pra|prati|vi|sam|aBisam
pw,9324,arc,7,anu|aBi|samaBi|pra|aBipra|prati|sam
pw,9345,arC,12,apa|aBi|ava|A|ud|upa|ni|nis|saMnis|pra|vi|sam
pw,9346,arj,13,ati|apyati|aByati|anu|api|ava|anvava|samava|samA|ud|upa|samupa|pra
pw,9475,arTay,6,aBi|pra|aBipra|saMpra|prati|sam
pw,9574,ard,9,ati|aBi|ud|ni|nis|pra|prati|vi|sam
pw,9580,arD,6,aDi|anu|A|upa|vi|sam
pw,9858,arz,6,anu|aBi|pari|pra|vi|sam
pw,9859,arz,7,aDi|ud|upa|ni|pari|pra|vi
pw,9863,arh,4,ati|aBi|pra|sam
pw,10171,av,7,anu|aBi|ud|upa|pra|saMpra|sam
pw,10406,avaDIray,1,sam
pw,11445,aS,14,anu|aBi|A|ud|upa|samupa|pari|pra|prati|vi|anuvi|sam|anusam|upasam
pw,11446,aS,8,ati|upa|samupa|nis|pari|pra|aBipra|vi
pw,11524,aSAy,1,vi
pw,12183,as,14,ati|vyati|anu|vyatyanu|apa|api|aBi|upa|ni|pari|pra|prati|vi|sam
pw,12184,as,45,ati|vyati|aDi|anu|apa|udapa|api|aBi|samaBi|ava|anvava|aByava|A|ud|anUd|paryud|vyud|aBivyud|udvyud|upa|vyupa|ni|aBini|upani|parini|pratini|vini|saMni|upasaMni|nis|aBinis|parA|pari|vipari|saMpari|pra|anupra|aBipra|pratipra|prati|vi|pravi|sam|anusam|upasam
pw,13080,ah,9,aDi|anu|aBi|nis|parA|pari|pra|prati|vi
pw,13120,aham,1,kar
pw,13359,AkarRay,2,upa|sam
pw,14843,Ap,28,anu|aBi|ava|pratyava|samava|A|ud|upa|samupa|pari|saMpari|pra|anupra|samanupra|aBipra|upapra|paripra|saMparipra|saMpra|anusaMpra|aBisaMpra|upasaMpra|prati|vi|aBivi|sam|anusam|parisam
pw,15671,ArdrI,1,prati
pw,15847,AliNg,2,prati|sam
pw,16311,As,12,aDi|samaDi|anu|antar|ud|upa|paryupa|samupa|pari|prati|sam|pratisam
pw,16624,i,131,punar|punar|acCa|ati|anvati|apAti|aByati|upAti|antarupAti|prAti|vyati|samati|aDi|upADi|prADi|pratyaDi|samaDi|anu|samanu|antar|apa|vyapa|vyapeta|api|aBi|udaBi|samaBi|ava|anvava|aByava|samaByava|Ava|upAva|nita/rAm|paryava|pratyava|aBipratyava|vyava|anuvyava|samava|A|punar|acCA|atyA|anvA|aByA|samaByA|avA|udA|anUdA|aByudA|upodA|upA|aByupA|nyA|nirA|parA|paryA|anuparyA|aBiparyA|pratyA|prA|samA|aBisamA|upasamA|parisamA|ud|anUd|apod|aByud|upod|prod|pratyud|samud|upa|aDyupa|aByupa|samaByupa|samopa|pratyupa|vyupa|samupa|dus|ni|aBini|upani|nis|parA|anuparA|apaparA|aBiparA|upaparA|pratiparA|viparA|saMparA|pari|anupari|aBipari|pratipari|vipari|prativipari|saMpari|palA|prapalA|vipalA|saMpalA|pali|upapali|vipali|pra|anupra|apapra|aBipra|upapra|paripra|vipra|saMpra|prati|Aprati|saMprati|pla|upapla|vi|anuvi|aBivi|parivi|sam|atisam|anusam|aBisam|upasam
pw,16680,iNk,1,vi
pw,16683,iNg,3,ud|vi|sam
pw,16848,iD,10,anu|aBi|A|pari|pra|saMpra|prati|sam|aBisam|upasam
pw,16861,inakz,2,ud|sam
pw,17174,inv,7,ava|A|upa|pra|prati|vi|sam
pw,17198,iyakz,2,aBi|pra
pw,17212,irajy,1,pra
pw,17219,irasya,1,aBi
pw,17247,il,1,ava
pw,17277,iz,13,prADi|anu|samanu|api|pari|pra|anupra|aBipra|upapra|nipra|paripra|saMpra|sam
pw,17279,iz,9,aDi|anu|paryanu|samanu|antar|aBi|pari|prati|vi
pw,17286,izaRy,1,sam
pw,17429,Ikz,55,aDi|anu|apa|vyapa|aBi|ava|anvava|aByava|upAva|nyava|nirava|paryava|pratyava|samava|A|ud|aByud|pratyud|samud|upa|aByupa|samupa|nis|saMnis|parA|pari|upapari|pra|anupra|aBipra|samaBipra|Apra|utpra|upapra|vipra|saMpra|aBisaMpra|prati|saMprati|vi|anuvi|samanuvi|aBivi|samaBivi|udvi|samudvi|upavi|prativi|saMvi|aBisaMvi|sam|anusam|aBisam|prasam|pratisam
pw,17444,INK,3,samA|pari|pra
pw,17448,Ij,2,apa|sam
pw,17452,Iq,1,pra
pw,17476,Ir,17,aBi|vyava|A|nyA|samA|ud|aByud|pratyud|samud|ni|pra|aBipra|saMpra|prati|vi|sam|aBisam
pw,17511,IS,1,pari
pw,17563,Iz,11,ati|apa|A|upA|pratyA|ud|samud|upa|prati|vi|sam
pw,17603,Ih,2,prati|sam
pw,17610,u,2,A|vi
pw,17654,ukz,13,anu|aBi|ud|upa|nis|pari|anupari|aBipari|pra|saMpra|vi|aBivi|sam
pw,17656,ukz,1,sam
pw,17728,uc,3,aBi|ni|sam
pw,17894,ujJ,2,pra|sam
pw,17902,uYC,1,pra
pw,17969,utkaRW,2,pra|sam
pw,18556,ud,6,anu|ava|upa|ni|vi|sam
pw,20456,ubj,7,ud|ni|aBini|nis|vi|sam|aBisam
pw,20459,uB,4,apa|ni|pra|sam
pw,20775,ullAGay,1,pra
pw,20826,uz,7,aBi|ud|upa|samupa|ni|prati|sam
pw,21065,UrRu,8,apa|pratyapa|aBi|A|pari|pra|saMpra|vi
pw,21249,Uh,30,ati|vyati|aDi|apa|avApa|vyapa|samapa|aBi|ava|ud|apod|aByud|pratyud|vyud|upa|samupa|ni|nis|pari|vipari|pra|prati|vi|anuvi|nirvi|prativi|sam|aBisam|upasam|parisam
pw,21250,Uh,9,ati|anu|api|aBi|vyA|ni|nis|vi|sam
pw,22174,ej,3,ud|pra|sam
pw,22184,eqakIy,1,upa
pw,22253,eD,3,aDi|upa|sam
pw,22355,ez,2,ati|upa
pw,22613,oK,1,parA
pw,23285,kac,3,A|ud|vi
pw,23520,kaww,1,A
pw,23587,kaR,1,ni
pw,23804,katT,1,vi
pw,23827,kaTay,6,anu|ni|pari|pra|vi|sam
pw,23929,kan,1,A
pw,24394,kam,4,anu|aBi|ni|pra
pw,24467,kamp,14,anu|samanu|aBi|A|ud|pari|saMpari|pra|anupra|aBipra|saMpra|prati|vi|sam
pw,24518,kaya,1,cid
pw,24527,kar,52,ati|vyati|aDi|anu|apa|pratyapa|api|aBi|aram|alam|ava|anvava|A|atyA|anvA|apA|vyapA|avA|udA|upA|aByupA|pratyupA|samupA|nyA|nirA|paryA|prA|samA|upasamA|is|ud|upa|pratyupa|ni|prani|vini|nis|aBinis|upanis|vinis|parA|pari|pra|vipra|saMpra|prati|vi|anuvi|sam|aBisam|upasam|pratisam
pw,24529,kar,33,vyati|anu|apa|aBi|ava|anvava|aByava|paryava|vyava|samava|A|apA|avA|ayA|samA|ud|samud|upa|ni|vini|saMni|nis|parA|pari|anupari|pra|vipra|sampra|prati|vi|anuvi|pravi|sam
pw,25074,kart,16,samaDi|anu|apa|api|ava|ud|samud|upa|ni|vini|nis|pari|pra|vi|aDivi|sam
pw,25075,kart,2,ud|pari
pw,25327,karS,5,anu|ava|pari|pra|vi
pw,25332,karz,34,ati|anu|apa|vyapa|aBi|ava|aByava|vyava|A|apA|vyapA|aByA|aByupA|paryA|pratyA|vyA|samA|ud|apod|pratyud|samud|upa|samupa|ni|saMni|nis|parA|pari|pra|vipra|saMpra|prati|vi|sam
pw,25333,karz,5,A|pari|pra|prati|vi
pw,25348,kal,9,ava|vyava|A|pratyA|ud|pari|sam|pratyAsam|utsam
pw,25349,kal,7,ud|upa|nis|pari|pra|sam|anusam
pw,25585,kalp,15,anu|samanu|aBi|ava|A|ud|upa|samupa|pari|pra|saMpra|prati|vi|sam|upasam
pw,25876,kaz,5,apa|A|ud|ni|nis
pw,25906,kas,7,ud|nis|pra|vi|anuvi|pravi|sam
pw,25947,kA,3,anu|A|sam
pw,26137,kANkz,11,anu|aBi|ava|A|aByA|pratyA|samA|pari|pra|prati|vi
pw,27513,kAS,18,ati|anu|aBi|ava|A|ud|ni|saMni|nis|pra|aBipra|saMpra|prati|vi|anuvi|pravi|sam|pratisam
pw,27667,kAs,1,ud
pw,28059,kIrtay,9,anu|samanu|samaBi|ud|pari|saMpari|pra|saMpra|sam
pw,28209,kuc,8,anu|ava|A|samA|ud|saMni|vi|sam
pw,28272,kuw,1,pra
pw,28273,kuw,3,ud|vi|sam
pw,28344,kuww,1,vi
pw,28430,kuRW,1,vi
pw,28431,kuRW,1,ava
pw,28543,kutsay,1,aBi
pw,28555,kuT,2,ni|pra
pw,28645,kunT,1,prani
pw,28666,kup,5,ati|pari|pra|prati|sam
pw,29491,kuz,7,anu|aBi|ava|nis|aBinis|vi|sam
pw,29624,kuha,1,cid
pw,29663,kU,1,A
pw,29664,kU,1,cid
pw,29676,kUj,14,anu|aBi|ava|A|ud|prod|upa|ni|nis|pari|pra|prati|vi|sam
pw,29736,kUq,1,upa
pw,29738,kUR,2,ni|vi
pw,29794,kUrd,3,ati|ud|pra
pw,29824,kUl,1,ava
pw,30179,kfpAy,1,anu
pw,30312,kfzRa,1,pakza
pw,30600,ketay,1,sam
pw,31622,knUy,1,aBi
pw,31643,krakz,1,ava
pw,31683,kraT,1,ud
pw,31691,krand,11,anu|aBi|ava|aByava|A|samA|ni|pari|pra|vi|sam
pw,31700,krap,1,anu
pw,31701,kram,67,ati|atyati|aByati|samaByati|vyati|samati|aDi|anu|samanu|apa|anvapa|aByapa|vyapa|aBi|samaBi|ava|anvava|A|atyA|aDyA|anvA|apA|aByA|upA|samupA|nirA|pratyA|samA|ud|a/Di|atyud|anUd|aByud|upod|pratyud|vyud|samud|upa|pratyupa|samupa|ni|anuni|aBini|nis|anunis|aBinis|upanis|vinis|parA|pari|anupari|vipari|saMpari|pra|aBipra|saMpra|prati|anuprati|vi|aDivi|anuvi|nirvi|sam|anusam|aBisam|upasam|pratisam
pw,31877,krI,11,anu|apa|aBi|ava|A|upa|nis|pari|pra|vi|sam
pw,31879,krIq,12,aDi|anu|ava|A|samA|upa|ni|pari|pra|vi|sam|parisam
pw,31941,kruD,6,aBi|samaBi|pari|prati|sam|aBisam
pw,31948,kruS,20,ati|anu|apa|aBi|ava|A|aByA|pratyA|vyA|samA|ud|aByud|prod|samud|upa|pari|pra|vi|sam|aBisam
pw,32105,klam,2,pari|vi
pw,32109,klav,1,vi
pw,32111,klid,9,ava|A|samA|ud|upa|pari|pra|vi|sam
pw,32121,kliS,7,ud|samud|pari|pra|saMpra|vi|sam
pw,32163,kvaR,4,upa|ni|pari|pra
pw,32169,kvaT,4,ud|ni|nis|pari
pw,32285,kzad,1,aBi
pw,32288,kzan,5,up|pari|vi|aBivi|parivi
pw,32293,kzap,1,sam
pw,32328,kzam,2,aBi|sam
pw,32389,kzar,13,ati|aByati|anu|aBi|ava|A|upa|pari|pra|aBipra|pla|vi|sam
pw,32400,kzal,5,ava|pari|pra|aBipra|vi
pw,32406,kzA,8,apa|api|ava|pari|pra|sampra|vi|sam
pw,32479,kzi,6,aDi|A|upa|pari|prati|sam
pw,32480,kzi,1,aDi
pw,32481,kzi,9,nu|apa|ava|upa|nis|pari|pra|vi|sam
pw,32538,kzip,30,ati|aDi|apa|aBi|ava|samava|A|paryA|vyA|samA|ud|prod|samud|upa|ni|upani|pratini|vini|saMni|nis|parA|pari|pra|saMpra|prati|vi|sam|aBisam|upasam|parisam
pw,32588,kzIb,1,pra
pw,32716,kzu,2,ava|pari
pw,32728,kzud,4,ava|pra|vi|sam
pw,32846,kzuD,1,vi
pw,32869,kzuB,6,ni|pra|saMpra|vi|parivi|sam
pw,33131,kzRu,4,ava|A|pra|sam
pw,33144,kzmAy,1,vi
pw,33153,kzviq,1,A
pw,33155,kzvid,3,ud|ni|pra
pw,33207,Kac,2,ud|pari
pw,33375,KaRqay,5,ava|A|ud|pari|vi
pw,33413,Kad,1,prani
pw,33442,Kan,10,aBi|A|ud|prod|samud|ni|nis|pari|pra|vi
pw,33683,KA,1,prod
pw,33733,KAd,6,ava|A|prani|pra|vi|sam
pw,33814,Kid,8,A|ud|ni|nis|pari|pra|vi|sam
pw,33845,Kud,1,pra
pw,33947,KyA,32,ati|anu|antar|aBi|ava|A|anvA|aByA|udA|upA|pratyA|vyA|anuvyA|upavyA|samA|upa|parA|pari|saMpari|pra|prati|vi|aBivi|pravi|˚KyAta|sam|anusam|aBisam|upasam|parisam|prasam|pratisam
pw,34238,gaRay,9,bahu|aDi|anu|ava|A|pari|pra|vi|sam
pw,34408,gad,12,anu|praRyA|ni|aBini|pariRi|praRi|pratini|vini|pari|pra|prati|vi
pw,34409,gad,1,pra
pw,34456,gaD,2,A|pari
pw,34676,gam,69,acCa|ati|upAti|vyati|aDi|samaDi|anu|samanu|antar|apa|vyapa|api|aBi|samaBi|aram|ava|aDyava|pratyava|vyava|samava|A|aDyA|anvA|samanvA|aByA|samaByA|punar|avA|samudA|upA|aByupA|paryupA|samupA|nyA|pratinyA|paryA|pratyA|saMpratyA|samA|aBisamA|ud|apod|aByud|prod|pratyud|samud|upa|aByupa|samupa|ni|upani|saMni|vini|nis|aBinis|vinis|saMnis|parA|anuparA|pari|pra|vipra|prati|vi|pravi|sam|anusam|aBisam|upasam
pw,34731,gar,14,anu|apa|api|aBi|A|pratyA|upa|pra|saMpra|prati|aBiprati|vi|sam|aBisam
pw,34732,gar,9,apa|ava|ud|pratyud|samud|upa|ni|nis|sam
pw,34733,gar,4,anu|ud|pra|prati
pw,34807,garj,11,ati|anu|aBi|samaBi|ud|pari|pra|saMpra|prati|vi|sam
pw,34859,garD,4,anu|aBi|pra|prati
pw,35007,garh,4,ava|ni|pari|vi
pw,35015,gal,11,ava|A|paryA|samA|ud|ni|nis|pari|pra|vi|pravi
pw,35016,gal,1,ni
pw,35130,gavez,1,pari
pw,35160,gA,38,acCa|ati|vyati|aDi|anu|samanu|antar|apa|api|aBi|ava|anvava|samaByava|anuvyava|A|anvA|aByA|samaByA|udA|upA|paryA|anuparyA|ud|aByud|pratyud|upa|ni|nis|parA|pari|anupari|vipari|pra|apapra|upapra|prati|vi|sam
pw,35162,gA,19,acCa|anu|samanu|apa|aBi|ava|A|ud|prod|pratyud|upa|ni|pari|pra|aBipra|vipra|saMpra|vi|sam
pw,35409,gAh,15,ati|aBi|ava|aByava|vyava|samA|ud|upa|pra|aBipra|saMpra|prati|vi|pravi|sam
pw,35586,gu,1,prati
pw,35588,gu,1,vi
pw,35617,guYj,1,samud
pw,35732,guRay,4,anu|pari|pra|sam
pw,35816,guRW,4,ava|samava|A|pari
pw,35860,gup,10,aDi|anu|aBi|upa|nis|pari|prati|vi|sam|aBisam
pw,35894,gur,7,ati|apa|aBi|ava|A|ud|pra
pw,36016,gulPay,1,upavi
pw,36035,guh,12,apa|samaBi|ava|samava|ud|upa|samupa|ni|vini|pari|vi|sam
pw,36188,gfBAy,6,anu|samA|ud|prati|sam|Asam
pw,36659,gopay,3,aBi|pra|sam
pw,36679,gopAy,2,aBi|pari
pw,37263,graT,9,anu|A|ud|samud|upa|ni|pra|vi|sam
pw,37314,graB,43,ati|anu|samanu|apa|api|aBi|ava|pratyava|vyava|A|upA|samA|ud|upod|pratyud|samud|upa|ni|upani|pratini|vini|saMni|nis|pratinis|pari|saMpari|pra|paripra|pratipra|saMpra|prati|upaprati|saMprati|vi|saha|sArDam|sam|anusam|apisam|aBisam|upasam|pratisam|saha
pw,37319,gras,6,aBi|A|upa|pari|pra|sam
pw,37625,glA,4,ava|pari|aBipari|pra
pw,37654,Gaw,8,apa|A|ud|samud|pari|pra|vi|sam
pw,37713,Gaww,9,anu|ava|A|ud|upa|pari|vi|parivi|sam
pw,37829,Gar,6,aBi|pratyaBi|A|prA|vyA|vi
pw,37879,Garz,12,ava|A|ud|samud|ni|saMni|nis|pari|pra|saMpra|vi|sam
pw,37886,Gas,5,api|ud|ni|pra|vi
pw,37904,GAtay,8,aBi|ava|vyA|upod|ni|nis|prati|vi
pw,37929,Guw,2,ava|vyA
pw,37964,Guz,14,anu|ava|A|vyA|ud|prod|upa|nis|pari|pra|vi|udvi|sam|parisam
pw,37965,Guz,1,ni
pw,37976,GUrR,4,ava|A|vyA|vi
pw,38163,GrA,14,anu|aBi|ava|A|upA|samupA|vyA|samA|ud|upa|samupa|pari|vi|sam
pw,38182,cak,2,ud|pra
pw,38187,cakAs,1,sam
pw,38350,cakz,24,anu|aBi|ava|A|anvA|aByA|udA|nirA|pratyA|vyA|samA|pari|pra|aBipra|saMpra|prati|vi|aBivi|udvi|pravi|sam|avasam|parisam|prasam
pw,38432,caw,2,ud|vi
pw,38569,cat,3,nis|pra|vi
pw,39162,cam,5,A|anvA|paryA|samA|vi
pw,39232,car,57,acCa|ati|vyati|aDi|anu|antar|apa|aBi|pratyaBi|vyaBi|ava|anvava|aByava|A|aDyA|aByA|udA|aByudA|samudA|upA|samupA|upanyA|paryA|samA|anusamA|ud|aByud|prod|pratyud|vyud|anuvyud|samud|upa|dus|ni|nis|vinis|parA|pari|saMpari|pra|saMpra|prati|vi|anuvi|aBivi|parivi|pravi|saMpravi|anusaMvi|sam|anusam|aBisam|upasam|parisam|pratisam|visam
pw,39266,caraRy,2,A|ud
pw,39316,carc,1,vi
pw,39330,cart,10,ati|ava|A|upa|ni|nis|pari|pra|vi|sam
pw,39426,cal,12,A|ud|prod|samud|ni|pari|pra|saMpra|vi|anuvi|pravi|sam
pw,39657,cAy,2,apa|ni
pw,39789,ci,24,aDi|anu|apa|ava|A|anvA|avA|samA|ud|aByud|samud|upa|samupa|ni|pariRi|saMni|pari|pra|saMpra|vi|saMvi|sam|aBisam|parisam
pw,39790,ci,13,anu|apa|ava|upa|ni|nis|aBinis|parinis|vinis|pari|vi|pravi|sam
pw,39876,cit,8,anu|apa|A|pra|atipra|vi|pravi|sam
pw,40058,citray,1,ud
pw,40147,citrIy,1,ati
pw,40181,cint,17,anu|samanu|aBi|vyA|nis|pari|saMpari|pra|vipra|prati|vi|anuvi|pravi|saMvi|sam|anusam|aBisam
pw,40326,cihnay,1,aBi
pw,40439,cud,8,aBi|ni|pari|pra|aBipra|saMpra|prati|sam
pw,40443,cup,2,ni|pra
pw,40453,cumb,4,vyati|ud|pari|vi
pw,40545,cUrRay,3,ava|vini|pra
pw,40564,cUz,2,A|sam
pw,40638,cezw,7,ati|A|samA|pari|vi|pravi|sam
pw,40817,cyu,14,apa|A|ud|upa|nis|pari|pra|atipra|anupra|aBipra|saMpra|prati|vi|sam
pw,40881,Cad,19,anu|apa|aBi|samaBi|ava|samava|A|samA|ud|apod|samud|upa|samupa|pari|pra|vipra|prati|vi|sam
pw,40883,Cad,4,ava|upa|vi|sam
pw,40981,Card,2,A|pra
pw,40999,Calay,1,upa
pw,41015,CA,4,anu|ava|A|pra
pw,41118,Cid,21,ati|antar|apa|samapa|ava|paryava|vyava|A|avA|upA|samA|ud|vyud|samud|pari|vipari|pra|saMpra|prati|vi|sam
pw,41166,Cuw,1,A
pw,41167,Cuq,1,pra
pw,41173,Cur,3,ava|A|vi
pw,41215,jakz,5,apa|pari|pra|prati|vi
pw,41349,jaNgah,1,aBivi
pw,41470,jan,30,vyati|aDi|anu|samanu|apa|api|aBi|samaBi|ava|A|udA|pratyA|ud|upa|samupa|nis|pari|pra|anupra|apapra|aBipra|upapra|prapra|saMpra|prati|vi|sam|aBisam|upasam|pratisam
pw,41675,jap,8,anu|aBi|A|upa|pari|pra|prati|sam
pw,41697,jaB,1,aBi
pw,41878,jar,5,anu|nis|pari|pra|sam
pw,41880,jar,2,prati|sam
pw,42294,jalp,9,vyati|anu|aBi|upa|pari|pra|prati|vi|sam
pw,42331,jas,3,ud|prod|ni
pw,42736,ji,24,ati|vyati|aDi|anu|apa|aBi|pratyaBi|ava|A|ud|anUd|aByud|upa|nis|aBinis|parinis|pratinis|vinis|parA|pari|pra|prati|vi|sam
pw,42804,jin,1,nis
pw,42844,jinv,3,A|pra|upapra
pw,42868,jihma,1,i
pw,42965,jIv,13,punar|ati|anu|A|ud|aByud|pratyud|upa|pra|prati|vi|sam|pratisam
pw,43157,juz,9,anu|aBi|ava|samA|upa|nis|pra|prati|sam
pw,43178,jU,2,api|pra
pw,43200,jUrv,2,ni|sam
pw,43230,jeh,1,vi
