dict,field_key,field_order,kanda,varga,upavarga,amar_lemmas,covered_lemmas,coverage_pct,covered_examples,missing_examples
stc,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,197,0.4975,siMha|hari|kaRWIrava|puRqarIka|SArdUla|vyAGra|tarakzu|varAha,mfgendra|paYcAsya|haryakza|kesarin|mfgAri|mfgadfzwi|mfgASana|paYcanaKa
vcp,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,327,0.8258,siMha|mfgendra|paYcAsya|kesarin|hari|kaRWIrava|mfgAri|puRqarIka,haryakza|mfgadfzwi|mfgASana|mfgadviz|dvipin|valImuKa|fkzAcCa|Kaqgin
vei,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,89,0.2247,siMha|puRqarIka|SArdUla|vyAGra|tarakzu|varAha|sUkara|kola,mfgendra|paYcAsya|haryakza|kesarin|hari|kaRWIrava|mfgAri|mfgadfzwi
wil,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,343,0.8662,siMha|mfgendra|paYcAsya|kesarin|hari|kaRWIrava|mfgAri|puRqarIka,haryakza|mfgadfzwi|mfgASana|mfgadviz|dvipin|valImuKa|Balluka|fkzAcCa
yat,dvitIyaM kARqam|siMhAdivargaH|,15,dvitIyaM kARqam,siMhAdivargaH,,396,343,0.8662,siMha|mfgendra|paYcAsya|kesarin|hari|kaRWIrava|mfgAri|puRqarIka,haryakza|mfgadfzwi|mfgASana|mfgadviz|dvipin|valImuKa|fkzAcCa|BAlUka
abch,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,0,0.0000,,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
acc,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,40,0.0368,manuja|janaka|sahaja|banDu|keSava|vAmana|kuRi|tilaka,manuzya|mAnuza|martya|mAnava|nara|puMs|paYcajana|puruza
acph,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,0,0.0000,,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
acsj,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,0,0.0000,,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
ae,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,2,0.0018,pad|gala,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
ap,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,548,0.5046,manuzya|mAnuza|martya|mAnava|puMs|nf|strI|yozit,manuja|nara|paYcajana|puruza|pUruza|vaDU|sahaDarmiRI|puranDrI
ap90,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,359,0.3306,manuzya|mAnuza|martya|mAnava|puMs|nf|strI|yozit,manuja|nara|paYcajana|puruza|pUruza|abalA|sImantinI|vaDU
armh,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,591,0.5442,manuzya|mAnuza|martya|manuja|mAnava|puMs|paYcajana|puruza,nara|vAmalocanA|mAninI|kopanA|uttamA|varavarRinI|BoginI|pARigfhItI
ben,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,571,0.5258,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|puruza,paYcajana|pUruza|abalA|pratIpadarSinI|vAmA|vanitA|kAminI|vAmalocanA
bhs,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,144,0.1326,mAnuza|mAnava|strI|BIru|kAminI|pramadA|lalanA|sundarI,manuzya|martya|manuja|nara|puMs|paYcajana|puruza|pUruza
bop,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,494,0.4549,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|puruza,paYcajana|pratIpadarSinI|vAmA|mahilA|vAmalocanA|mAninI|kAntA|lalanA
bor,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,1,0.0009,pad,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
bur,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,538,0.4954,mAnuza|mAnava|nara|puMs|puruza|nf|strI|nArI,manuzya|martya|manuja|paYcajana|pUruza|yozit|abalA|yozA
cae,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,693,0.6381,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana,abalA|sImantinI|pratIpadarSinI|vAmA|kAminI|pramadA|mAninI|kAntA
ccs,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,632,0.5820,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana,pUruza|yozit|abalA|yozA|sImantinI|vaDU|pratIpadarSinI|vAmA
fri,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,303,0.2790,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|puruza,paYcajana|pUruza|yozit|yozA|sImantinI|pratIpadarSinI|vAmA|mahilA
gra,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,217,0.1998,manuzya|mAnuza|martya|mAnava|nara|puMs|puruza|pUruza,manuja|paYcajana|abalA|sImantinI|pratIpadarSinI|vAmA|vanitA|mahilA
gst,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,44,0.0405,aDivinnA|anAgatArtavA|aBisArikA|apatya|agriya|agraja|anuja|aMsala,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
ieg,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,116,0.1068,manuzya|puruza|vaDU|mahizI|BoginI|kuwumbinI|satI|sADvI,mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana|pUruza
inm,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,142,0.1308,mAnuza|mAnava|nara|puMs|paYcajana|puruza|pUruza|strI,manuzya|martya|manuja|nf|yozit|abalA|yozA|nArI
krm,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,31,0.0285,janI|puzpa|devf|BrURa|Karva|gada|vraRa|jvara,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
lan,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,225,0.2072,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|puruza,paYcajana|pUruza|abalA|yozA|nArI|sImantinI|pratIpadarSinI|vAmA
lrv,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,855,0.7873,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|puruza,paYcajana|sImantinI|aNganA|kAntA|nitambinI|sundarI|dArAH|kuwumbinI
mci,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,45,0.0414,mAnuza|martya|mAnava|ramaRI|kanyA|kumArI|gOrI|asiknI,manuzya|manuja|nara|puMs|paYcajana|puruza|pUruza|nf
md,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,546,0.5028,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|puruza,paYcajana|abalA|sImantinI|pratIpadarSinI|kAminI|vAmalocanA|pramadA|mAninI
mw,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,1013,0.9328,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana,varavarRinI|pARigfhItI|dArAH|puranDrI|svayaMvarA|icCAvatI|aSiSvI|DImatI
mw72,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,687,0.6326,manuzya|mAnuza|martya|mAnava|nara|puMs|puruza|pUruza,manuja|paYcajana|abalA|pratIpadarSinI|vAmA|vanitA|aNganA|kAminI
mwe,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,2,0.0018,pad|gala,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
pe,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,116,0.1068,manuzya|mAnava|nara|paYcajana|puruza|strI|nArI|sImantinI,mAnuza|martya|manuja|puMs|pUruza|nf|yozit|abalA
pgn,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,7,0.0064,kAlaka|pArSva|gaRqa|cUqAmaRi|kawaka|kAYcI|bAhlIka,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
pui,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,169,0.1556,manuzya|mAnuza|manuja|mAnava|nara|paYcajana|puruza|pUruza,martya|puMs|nf|yozit|yozA|sImantinI|pratIpadarSinI|vanitA
pw,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,855,0.7873,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana,nf|abalA|nArI|sImantinI|vAmA|vanitA|aNganA|kAminI
pwg,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,837,0.7707,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana,nf|abalA|sImantinI|vAmA|vanitA|kAminI|vAmalocanA|pramadA
pwkvn,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,116,0.1068,nara|puruza|mahilA|BIru|patiMvarA|gOrI|prasUtikA|kowavI,manuzya|mAnuza|martya|manuja|mAnava|puMs|paYcajana|pUruza
sch,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,297,0.2735,manuzya|nara|puMs|paYcajana|puruza|sImantinI|pratIpadarSinI|mahilA,mAnuza|martya|manuja|mAnava|pUruza|nf|strI|yozit
shs,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,839,0.7726,manuzya|mAnuza|manuja|mAnava|nara|paYcajana|puruza|pUruza,martya|puMs|abalA|vAmA|vanitA|aNganA|kAminI|vAmalocanA
skd,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,302,0.2781,strI|yozit|abalA|yozA|nArI|sImantinI|pratIpadarSinI|vAmA,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
snp,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,17,0.0157,BIru|kumArI|Dava|tilaka|kuzWa|bIja|tvac|tAla,manuzya|mAnuza|martya|manuja|mAnava|nara|puMs|paYcajana
stc,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,528,0.4862,manuzya|mAnuza|martya|mAnava|nara|puMs|puruza|pUruza,manuja|paYcajana|yozit|abalA|sImantinI|pratIpadarSinI|vAmA|kAminI
vcp,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,853,0.7855,manuzya|mAnuza|manuja|mAnava|nara|paYcajana|puruza|pUruza,martya|puMs|abalA|pratIpadarSinI|vAmA|kAminI|kAntA|lalanA
vei,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,144,0.1326,mAnava|nara|puruza|pUruza|nf|strI|nArI|vaDU,manuzya|mAnuza|martya|manuja|puMs|paYcajana|yozit|abalA
wil,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,845,0.7781,manuzya|mAnuza|manuja|mAnava|nara|paYcajana|puruza|pUruza,martya|puMs|abalA|vAmA|vanitA|aNganA|kAminI|vAmalocanA
yat,dvitIyaM kARqam|manuzyavargaH|,16,dvitIyaM kARqam,manuzyavargaH,,1086,852,0.7845,manuzya|mAnuza|manuja|mAnava|nara|puMs|paYcajana|puruza,martya|vAmA|vanitA|kAminI|vAmalocanA|pramadA|mAninI|kAntA
abch,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,0,0.0000,,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
acc,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,43,0.1117,gotra|brAhmaRa|Arya|sajjana|sADu|Bikzu|BUdeva|buDa,santati|janana|kula|aBijana|anvaya|vaMSa|anvavAya|santAna
acph,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,0,0.0000,,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
acsj,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,0,0.0000,,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
ae,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,0,0.0000,,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
ap,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,196,0.5091,janana|anvaya|brAhmaRa|cAturvarRya|rAjabIjin|rAjavaMSya|bIjya|mahAkula,santati|gotra|kula|aBijana|vaMSa|anvavAya|santAna|varRa
ap90,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,138,0.3584,janana|anvaya|brAhmaRa|cAturvarRya|bIjya|kulIna|Arya|saBya,santati|gotra|kula|aBijana|vaMSa|anvavAya|santAna|varRa
armh,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,195,0.5065,santati|gotra|kula|aBijana|anvaya|vaMSa|anvavAya|santAna,janana|cAturvarRya|rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula|saBya
ben,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,219,0.5688,gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya|varRa,santati|santAna|rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula|brahmacArin
bhs,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,41,0.1065,gotra|vaMSa|brAhmaRa|sADu|kftin|sOgata|guru|SEkza,santati|janana|kula|aBijana|anvaya|anvavAya|santAna|varRa
bop,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,149,0.3870,santati|gotra|kula|aBijana|anvaya|vaMSa|anvavAya|santAna,janana|rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula|saBya|sajjana
bor,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,1,0.0026,carman,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
bur,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,212,0.5506,gotra|janana|kula|aBijana|anvaya|vaMSa|santAna|varRa,santati|anvavAya|brAhmaRa|kzatriya|rAjabIjin|rAjavaMSya|bIjya|kulasamBava
cae,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,270,0.7013,gotra|janana|kula|aBijana|anvaya|vaMSa|varRa|brAhmaRa,santati|anvavAya|santAna|rAjabIjin|bIjya|kulasamBava|vidvas|saNKyAvat
ccs,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,236,0.6130,gotra|janana|kula|aBijana|anvaya|vaMSa|varRa|brAhmaRa,santati|anvavAya|santAna|rAjabIjin|bIjya|kulasamBava|agrajanman|saNKyAvat
fri,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,127,0.3299,gotra|janana|kula|aBijana|anvaya|vaMSa|varRa|brAhmaRa,santati|anvavAya|santAna|rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula
gra,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,95,0.2468,gotra|janana|kula|vaMSa|varRa|brAhmaRa|kzatriya|vESya,santati|aBijana|anvaya|anvavAya|santAna|cAturvarRya|rAjabIjin|rAjavaMSya
gst,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,27,0.0701,aBijana|anvaya|anvavAya|agrajanman|akzapAda|aDyApaka|anUcAna|antevAsin,santati|gotra|janana|kula|vaMSa|santAna|varRa|brAhmaRa
ieg,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,71,0.1844,santati|gotra|kula|anvaya|santAna|varRa|Arya|sADu,janana|aBijana|vaMSa|anvavAya|brAhmaRa|kzatriya|vESya|SUdra
inm,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,73,0.1896,janana|vaMSa|santAna|brAhmaRa|SUdra|brahmacArin|Bikzu|ASrama,santati|gotra|kula|aBijana|anvaya|anvavAya|varRa|kzatriya
krm,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,7,0.0182,kula|varRa|buDa|maKa|dAna|japa|yama,santati|gotra|janana|aBijana|anvaya|vaMSa|anvavAya|santAna
lan,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,114,0.2961,gotra|kula|vaMSa|varRa|brAhmaRa|kzatriya|vESya|SUdra,santati|janana|aBijana|anvaya|anvavAya|santAna|cAturvarRya|rAjabIjin
lrv,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,330,0.8571,gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya|varRa,santati|santAna|kulasamBava|saNKyAvat|paRqita|CAndasa|jEminIya|vedAntin
mci,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,15,0.0390,SUdra|Arya|buDa|dIrGadarSin|kApila|guru|tretA|vAlmIki,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
md,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,208,0.5403,gotra|janana|kula|aBijana|anvaya|vaMSa|varRa|brAhmaRa,santati|anvavAya|santAna|rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula
mw,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,362,0.9403,gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya|varRa,santati|santAna|saNKyAvat|Arhaka|sANKya|mantravyAKyAkft|ijyASIla|CAtra
mw72,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,273,0.7091,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya,rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula|brahmacArin|dvijAti|agrajanman
mwe,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,2,0.0052,carman|yama,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
pe,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,64,0.1662,gotra|varRa|brAhmaRa|kzatriya|vESya|SUdra|Arya|sADu,santati|janana|kula|aBijana|anvaya|vaMSa|anvavAya|santAna
pgn,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,2,0.0052,bali|vyAsa,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya
pui,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,110,0.2857,gotra|vaMSa|varRa|brAhmaRa|kzatriya|vESya|SUdra|Arya,santati|janana|kula|aBijana|anvaya|anvavAya|santAna|cAturvarRya
pw,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,330,0.8571,gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya|varRa,santati|santAna|kulasamBava|vidvas|saNKyAvat|DImat|Arhaka|sANKya
pwg,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,322,0.8364,gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya|varRa,santati|santAna|kulasamBava|vidvas|sat|saNKyAvat|DImat|syAdvAdin
pwkvn,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,44,0.1143,aBijana|kzatriya|kavi|nEyAyika|guru|AcArya|yajamAna|anUcAna,santati|gotra|janana|kula|anvaya|vaMSa|anvavAya|santAna
sch,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,87,0.2260,gotra|aBijana|vaMSa|varRa|kzatriya|cAturvarRya|brahmacArin|dvijAti,santati|janana|kula|anvaya|anvavAya|santAna|brAhmaRa|vESya
shs,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,322,0.8364,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya,kzatriya|rAjabIjin|bIjya|Arya|vAqava|zawkarman|jEminIya|syAdvAdin
skd,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,48,0.1247,kula|varRa|vipaScit|sat|buDa|agnicit|itiha|upajYA,santati|gotra|janana|aBijana|anvaya|vaMSa|anvavAya|santAna
snp,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,1,0.0026,vaMSa,santati|gotra|janana|kula|aBijana|anvaya|anvavAya|santAna
stc,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,213,0.5532,gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya|varRa,santati|santAna|rAjabIjin|rAjavaMSya|bIjya|kulasamBava|mahAkula|brahmacArin
vcp,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,324,0.8416,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya,kzatriya|rAjabIjin|bIjya|kulasamBava|Arya|vAqava|zawkarman|saNKyAvat
vei,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,67,0.1740,gotra|kula|vaMSa|varRa|brAhmaRa|kzatriya|vESya|SUdra,santati|janana|aBijana|anvaya|anvavAya|santAna|cAturvarRya|rAjabIjin
wil,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,324,0.8416,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya,kzatriya|rAjabIjin|bIjya|Arya|vAqava|zawkarman|jEminIya|syAdvAdin
yat,dvitIyaM kARqam|brahmavargaH|,17,dvitIyaM kARqam,brahmavargaH,,385,328,0.8519,santati|gotra|janana|kula|aBijana|anvaya|vaMSa|anvavAya,kzatriya|rAjabIjin|bIjya|Arya|vAqava|zawkarman|saNKyAvat|jEminIya
abch,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,0,0.0000,,mUrDABizikta|rAjanya|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva
acc,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,34,0.0394,cakravartin|sArvaBOma|mitra|svAmin|durga|prakfti|rahasya|prakIrRaka,mUrDABizikta|rAjanya|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva
acph,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,0,0.0000,,mUrDABizikta|rAjanya|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva
acsj,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,0,0.0000,,mUrDABizikta|rAjanya|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva
ae,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,0,0.0000,,mUrDABizikta|rAjanya|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva
ap,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,372,0.4306,mUrDABizikta|rAjanya|virAj|rAjan|rAj|pArTiva|kzmABft|nfpa,bAhuja|kzatriya|BUpa|aDISvara|maRqaleSvara|samrAw|rAjaka|rAjanyaka
ap90,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,271,0.3137,rAjanya|virAj|rAjan|rAj|pArTiva|nfpa|sArvaBOma|praDAna,mUrDABizikta|bAhuja|kzatriya|kzmABft|BUpa|mahIkzit|aDISvara|cakravartin
armh,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,477,0.5521,mUrDABizikta|rAjanya|kzatriya|rAjan|rAj|pArTiva|nfpa|cakravartin,bAhuja|virAj|kzmABft|BUpa|mahIkzit|aDISvara|samrAw|rAjaka
ben,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,506,0.5856,rAjanya|kzatriya|virAj|rAjan|rAj|pArTiva|kzmABft|nfpa,mUrDABizikta|bAhuja|aDISvara|cakravartin|maRqaleSvara|samrAw|DIsaciva|karmasaciva
bhs,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,119,0.1377,rAjanya|cakravartin|rAjaka|praDAna|gopa|sevaka|mitra|vipakza,mUrDABizikta|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva|kzmABft
bop,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,419,0.4850,kzatriya|rAjan|rAj|pArTiva|nfpa|mahIkzit|cakravartin|mantrin,mUrDABizikta|rAjanya|bAhuja|virAj|kzmABft|BUpa|aDISvara|sArvaBOma
bor,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,1,0.0012,carman,mUrDABizikta|rAjanya|bAhuja|kzatriya|virAj|rAjan|rAj|pArTiva
bur,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,494,0.5718,virAj|rAj|pArTiva|DIsaciva|amAtya|praDAna|puroDas|purohita,mUrDABizikta|rAjanya|bAhuja|kzatriya|rAjan|kzmABft|nfpa|BUpa
cae,dvitIyaM kARqam|kzatriyavargaH|,18,dvitIyaM kARqam,kzatriyavargaH,,864,577,0.6678,rAjanya|kzatriya|virAj|rAjan|rAj|pArTiva|kzmABft|BUpa,mUrDABizikta|bAhuja|nfpa|aDISvara|samrAw|DIsaciva|karmasaciva|akzadarSaka
