lemma,raw_forms,genders,field_key,kanda,varga,upavarga,first_amar_L,first_eid,occurrences
SmaSru,SmaSru,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2034,4372,1
nizWAna,nizWAna,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2034,4373,1
avayava,avayava,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2034,4374,1
kOlIna,kOlIna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2035,4375,4
lokavAda,lokavAda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2035,4375,1
paSuyudDa,paSuyudDa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2035,4376,1
ahiyudDa,ahiyudDa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2035,4377,1
pakziyudDa,pakziyudDa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2035,4378,1
udyAna,udyAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2036,4379,3
niHsaraRa,niHsaraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2036,4379,1
vanaBeda,vanaBeda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2036,4380,1
avakASa,avakASa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2037,4382,2
devana,devana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2037,4384,1
krIqAdi,krIqAdi,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2037,4384,1
utTAna,utTAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2038,4385,3
pOruza,pOruza,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2038,4385,3
tantra,tantra,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2038,4386,5
sannivizwodgama,sannivizwodgama,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2038,4387,1
vyutTAna,vyutTAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2039,4388,2
pratiroDa,pratiroDa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2039,4388,1
viroDAcaraRa,viroDAcaraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2039,4389,1
sADana,sADana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4390,9
mAraRa,mAraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4390,1
mftasaMskAra,mftasaMskAra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4391,1
dravya,dravya,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4393,4
arTadApana,arTadApana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4394,1
nirvartana,nirvartana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4395,1
upakaraRa,upakaraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4396,1
anuvrajyA,anuvrajyA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2040,4397,1
niryAtana,niryAtana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2041,4398,3
vEraSudDi,vEraSudDi,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2041,4398,1
nyAsArpaRa,nyAsArpaRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2041,4400,1
vipad,vipad,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2042,4401,2
BraMSa,BraMSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2042,4402,1
doza,doza,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2042,4403,3
pakzman,pakzman,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2043,4404,4
akziloman,akziloman,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2043,4404,1
tantvAdyaMSa,tantvAdyaMSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2043,4406,1
aRIyas,aRIyas,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2043,4407,1
parvan,parvan,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2044,4408,2
tiTiBeda,tiTiBeda,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2044,4408,1
vartman,vartman,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2044,4410,2
netracCada,netracCada,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2044,4410,1
kOpIna,kOpIna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2045,4412,2
mETuna,mETuna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2045,4414,2
rata,rata,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2045,4415,1
praDAna,praDAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2046,4416,5
paramAtman,paramAtman,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2046,4416,1
DI,DI,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2046,4417,1
prajYAna,prajYAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2046,4418,2
prasUna,prasUna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2047,4420,2
puzpa,puzpa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2047,4420,3
niDana,niDana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2047,4422,2
krandana,krandana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2048,4424,2
rodana,rodana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2048,4424,1
AhvAna,AhvAna,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2048,4425,2
DAman,DAman,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2049,4428,4
saMsTAna,saMsTAna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2049,4432,2
sanniveSa,sanniveSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2049,4433,2
AcCAdana,AcCAdana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2050,4436,4
saMpiDAna,saMpiDAna,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2050,4436,1
apavAraRa,apavAraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2050,4437,1
ArADana,ArADana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2051,4438,3
avApti,avApti,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2051,4439,1
tozaRa,tozaRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2051,4440,1
pura,pura,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2052,4442,5
aDyAsana,aDyAsana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2052,4444,1
ratna,ratna,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2053,4445,2
svajAtiSrezWa,svajAtiSrezWa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2053,4445,1
vana,vana,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2053,4446,5
salila,salila,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2053,4446,1
kAnana,kAnana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2053,4447,1
talina,talina,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2054,4448,2
virala,virala,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2054,4448,1
stoka,stoka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2054,4449,1
samAna,samAna,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2055,4450,3
piSuna,piSuna,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2055,4453,2
Kala,Kala,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2055,4453,1
sUcaka,sUcaka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2055,4454,2
hIna,hIna,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4455,2
Una,Una,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4455,2
garhya,garhya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4456,3
nyUna,nyUna,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4457,3
tarasvin,tarasvin,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4459,2
vegin,vegin,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4459,1
SUra,SUra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2056,4460,1
aBipanna,aBipanna,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2057,4461,3
aparAdDa,aparAdDa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2057,4461,1
aBigrasta,aBigrasta,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2057,4462,1
vyApadgata,vyApadgata,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2057,4463,1
kalApa,kalApa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2058,4464,4
BUzaRa,BUzaRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2058,4464,2
barha,barha,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2058,4465,2
tURIra,tURIra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2058,4466,1
saMhati,saMhati,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2058,4467,1
parIvApa,parIvApa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2059,4468,3
paricCada,paricCada,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2059,4468,5
paryupti,paryupti,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2059,4469,1
salilasTiti,salilasTiti,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2059,4470,1
gopa,gopa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2060,4471,2
goduh,goduh,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2060,4471,1
gozWapati,gozWapati,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2060,4472,1
vfzAkapi,vfzAkapi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2060,4473,2
bAzpa,bAzpa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2061,4475,2
Uzman,Uzman,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2061,4475,1
aSru,aSru,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2061,4476,1
kaSipu,kaSipu,puMklI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2061,4477,2
anna,anna,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2061,4477,1
talpa,talpa,puMklI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2062,4479,3
SayyA,SayyA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2062,4479,1
awwa,awwa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2062,4480,1
dArA,dArA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2062,4481,2
viwapa,viwapa,puMklI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2062,4482,1
stamba,stamba,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2062,4482,2
prAptarUpa,prAptarUpa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2063,4483,2
manojYa,manojYa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2063,4484,3
svarUpa,svarUpa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2063,4485,3
aBirUpa,aBirUpa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2063,4487,2
kacCapI,kacCapI,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2064,4489,2
kUrmI,kUrmI,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2064,4489,1
kutapa,kutapa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2065,4491,2
mfgaromotTapawa,mfgaromotTapawa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2065,4491,1
ahnAzwamAMSa,ahnAzwamAMSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2065,4492,1
rePa,rePa,puM|tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2066,4493,2
ravarRa,ravarRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2066,4493,1
kutsita,kutsita,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2066,4494,2
ganDarva,ganDarva,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2067,4495,2
antarABavasattva,antarABavasattva,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2067,4495,1
divyagAyana,divyagAyana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2067,4496,1
dvijihva,dvijihva,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2068,4499,2
pUrva,pUrva,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2069,4501,2
prAYc,prAYc,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2069,4501,1
puMbahutva,puMbahutva,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2069,4502,1
kumBa,kumBa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2070,4503,2
Gawa,Gawa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2070,4503,1
iBamUrDAMSa,iBamUrDAMSa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2070,4504,1
qimBa,qimBa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2070,4505,2
bAliSa,bAliSa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2070,4506,3
stamBa,stamBa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2071,4507,2
jaqIBAva,jaqIBAva,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2071,4508,1
SamBu,SamBu,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2071,4509,2
trilocana,trilocana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2071,4510,1
garBa,garBa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2072,4511,3
kukzi,kukzi,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2072,4511,1
visramBa,visramBa,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2072,4514,2
dunduBi,dunduBi,puM|strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2073,4515,2
akza,akza,klI|puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2073,4516,8
kusumBa,kusumBa,klI|puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2074,4517,2
mahArajana,mahArajana,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2074,4517,1
nABi,nABi,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2075,4519,1
suraBi,suraBi,strI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2075,4520,1
saMsad,saMsad,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2076,4521,1
saBya,saBya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2076,4522,1
vallaBa,vallaBa,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2076,4523,1
aDyakza,aDyakza,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2076,4523,3
kiraRa,kiraRa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2077,4524,1
pragraha,pragraha,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2077,4525,4
plavaNgama,plavaNgama,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2077,4526,2
Beka,Beka,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2077,4527,2
manoBava,manoBava,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2078,4529,1
parAkrama,parAkrama,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2078,4530,2
udyoga,udyoga,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2078,4531,1
puRya,puRya,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2079,4532,4
nyAya,nyAya,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2079,4534,1
AcAra,AcAra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2079,4536,2
somapa,somapa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2079,4537,1
upakrama,upakrama,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2080,4538,2
upAyapUrvAramBa,upAyapUrvAramBa,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2080,4538,1
upaDA,upaDA,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2080,4539,1
nigama,nigama,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4540,3
nEgama,nEgama,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4543,2
nAgara,nAgara,klI,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4543,2
vaRij,vaRij,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4544,1
rAma,rAma,tri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4545,4
nIla,nIla,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4546,1
cAru,cAru,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2081,4547,3
vikrama,vikrama,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2082,4550,1
krAnti,krAnti,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2082,4550,1
stoma,stoma,puM,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2083,4551,3
stotra,stotra,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2083,4551,1
aDvara,aDvara,,tftIyaM sAmAnyakARqam|nAnArTavargaH|,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2083,4552,3
