ref_id,parvan,verse,headword_slp1,marker,confidence,edition_ref,evidence_tier,bori_locus,verdict,cascade_tier,retrieved_form_slp1,quote
PWG-L88549-MBH4.1918,4,1918,varD,zu lesen,high,Bomb,quote-exact,"01,43.12",confirmed,local-GRETIL,vyavarData,"vielleicht fehlerhaft für {#udvftta#}. — {#ni#} scheinbar MBH. 4,1918, wo aber mit der ed. Bomb. {#vyavarData#} zu lesen ist. — {#pari#} 1〉 {%heranwachsen, wachsen, zunehmen%}: {#rAjaputraH paryAptaM"
PWG-L88549-MBH4.1918,4,1918,varD,st.,medium,Bomb,quote-exact,"01,43.12",confirmed,local-GRETIL,vyavarData,"ls>. {#DarmaH#} M. 9,111. {#hfcCayaH#} MBH. 3,2088. 4,1918 ({#vyavarData#} st. {#nyavarData#} ed. Bomb.). {#taTA BUmikftaM dAnaM sasye sasye vivarDate#} <"
PWG-L14598-MBH4.1969,4,1969,katara,lies,high,,quote-exact,"04,56.4",confirmed,local-GRETIL,dakziRenATa vAmena katareRa svidasyati,"oH#} MBH. 1,3645. {#dakziRenATa vAmena katareRa svidasyati#} 4,1969. {#na cEtadvidmaH kataraM no#} (lies mit MBH. 6,884: {#kataranno#}) {#garIyo yadvA jayema yadi vA no jayeyuH#} BH"
PWG-L96281-MBH4.1977,4,1977,vyaD,fehlerhaft,high,Bomb,quote-exact,"03,30.1",confirmed,local-GRETIL,iti vidDi,"rAsIddvyaNgulamantaram ..#} 4,1700. — {#anividDaM#} 1977 fehlerhaft für {#iti vidDi#}, wie die ed. Bomb. liest. — Vgl. {#nivyADa"
PWG-L18517-MBH4.2016,4,2016,kUrma,lies,high,,quote-exact,"04,57.18",confirmed,local-GRETIL,nAgakUrmAm,"UK. 44,11. Am Ende eines adj. comp. f. {#A#} MBH. 4,2016 (lies: {#nAgakUrmAm#}). {#kUrmI#} {%Schildkrötenweibchen%} AK. 3,4,19,134. {#kUrmarAja"
PWG-L116719-MBH4.2086,4,2086,hA,st.,medium,,quote-exact,"04,32.35",confirmed,local-GRETIL,saMgrAmaSiraH,"MUṆḌ. UP. 3,1,3). — (einen Ort) {%verlassen%}: {#saMgrAmaSiraH#}"
PWG-L42582-MBH4.2269,4,2269,parAyaRa,st.,medium,,quote-exact,"04,65.8",confirmed,local-GRETIL,eza budDyADiko loke tapasAM ca parAyaRaH,"%} MBH. 1,8367. {#eza budDyADiko loke tapasAM ca parAyaRaH#} 4,2269 (vgl. R. 1,23,10, wo st. dessen das n. steht). {#cetastasya parAyaRAH#} {%seinem Sinne sich anschl"
PWG-L99812-MBH5.63,5,63,Siz,fehlerhaft,high,,quote-exact,"01,197.29",confirmed,local-GRETIL,na Sizyati,"ar fehlerhaft für {#Sezye#} (von 2. {#SI#}); vgl. 5,63. {#na Sizyati#} MĀRK. P. 51,113 fehlerhaft für {#naSizyati#}. — caus. {#Seza/yati#} ({#asarvopayoge#}) DHĀTU"
PWG-L50764-MBH5.121,5,121,prADAnya,fälschlich,medium,,quote-exact,"01,31.3",confirmed,local-GRETIL,praDAnyena,"ayizye sarvezAM prADAnyena tu me SfRu ..#} 1549. 5,121 (fälschlich {#praDAnyena#} gedr.). 598. ŚAṂK._zu_BṚH. ĀR."
PWG-L19764-MBH5.267,5,267,kram,lies,high,,quote-exact,"05,173.1",confirmed,local-GRETIL,nizkrAmanti,"m#}) ŚĀNTIŚ. 1,18. {#nikftte"
PWG-L81526-MBH5.426,5,426,yam,zu lesen,high,Bomb,quote-exact,"05,13.24",confirmed,local-GRETIL,prayatA ca,"n=""M."">11,258. MBH. 3,3010. 11931. 5,426 ({#prayatA ca#} mit der ed. Bomb. zu lesen). 12,9058. 13,382 ({#prayatAH#} mit der ed. Bomb."
PWG-L93006-MBH5.813,5,813,vilopa,zu schreiben,high,,quote-exact,"05,88.101",confirmed,local-GRETIL,avilopena Darmasya,"ls> (45,28 GORR.). {#sADu˚#} (so ist zu schreiben) MBH. 5,813. {#Darma˚#} 12,3566. {#avilopena Darmasya#} <ls n="
PWG-L47920-MBH5.1226,5,1226,praC,druckfehler,high,,quote-exact,"01,117.20",confirmed,local-GRETIL,prayacCanti,"n=""p"">— caus. {#pracCayati#} WEST. {#pracCayanti#} MBH. 5,1226 Druckfehler für {#prayacCanti#}. — desid. {#pipfcCizati#} P. 1,2,8. <ls"
PWG-L47920-MBH5.1226,5,1226,praC,fälschlich,medium,,quote-exact,"01,117.20",confirmed,local-GRETIL,prayacCanti,"n=""p"">— caus. {#pracCayati#} WEST. {#pracCayanti#} MBH. 5,1226 Druckfehler für {#prayacCanti#}. — desid. {#pipfcCizati#} P. 1,2,8. 7,2,75 (beim Schol. fälschlich {#pipra˚#}). VOP. 19,6. 7. — intens. {"
PWG-L62087-MBH5.1495,5,1495,mEtra,zu schreiben,high,,quote-exact,"05,39.36",confirmed,local-GRETIL,avaliptezu mUrKezu,"s>. {#avaliptezu mUrKezu#} u. s. w. {#na mEtrImAcaredbuDaH#} 5,1495. MĀRK. P. 50,65 (wo {#mEtrI gfhe#} zu schreiben ist). {#yadi mEtrI sTitA tvayi#} {%wenn du freundschaftliche Gesinnung hegst%} R. 6,"
PWG-L95253-MBH5.1663,5,1663,veda,zu lesen,high,Bomb,quote-exact,"03,148.26",confirmed,local-GRETIL,caturDA veda eva ca,"dvedAste bahavaH kftAH#} (im Dvāpara) MBH. 3,11253. 5,1663 [Page6-1358] ({#ekasya vedasyA˚#} mit der ed. Bomb. zu lesen). {#catvAraH#} H. 253. {#caturDA veda eva ca#} (im Dvāpara) MBH. 3,"
PWG-L68789-MBH5.1692,5,1692,fta,lies,high,,quote-exact,"05,44.7",confirmed,local-GRETIL,ftaM kurvan,",1,64. — c〉 {#ftaM kurvan#} (Jmd) {%die Wahrheit lehren"
PWG-L68789-MBH5.1692,5,1692,fta,st.,medium,,quote-exact,"05,44.7",confirmed,local-GRETIL,ftaM kurvan,",1,64. — c〉 {#ftaM kurvan#} (Jmd) {%die Wahrheit lehrend%} MBH. 5,1"
PWG-L82233-MBH5.2489,5,2489,yuD,zu schreiben,high,Bomb,quote-exact,"01,75.22",confirmed,local-GRETIL,anuyAsyAmi,"beistehen%} MBH. 6,5045 ({#anuyAsyAmi#} ed. Bomb.). 5,2489 ist {#ko nu yuDyeta#} zu schreiben. — {#aBi#} {%bekämpfen, besiegen; erkämpfen%}: {#soma^ no rA\yo BA\gama\Bi yu^"
PWG-L51570-MBH5.2516,5,2516,Palgu,lies,high,,quote-exact,"05,149.54",confirmed,local-GRETIL,Palgu yacca,"s>TBR. Comm. 179,15. {#sAraPalgu svasenAyAM yAvadihAsti kiMcit#} MBH. 5,2516. {#Palguvacca#} (lies {#Palgu yacca#}) {#balaM kiMcit yacca kfSadurbalam#} 5156. {#narahas"
PWG-L99812-MBH5.2638,5,2638,Siz,zu lesen,high,,quote-exact,"03,241.14",confirmed,local-GRETIL,kiM kAryamavaSizyate,"T. BR. 14,8,1,1. {#kiM kAryamavaSizyate#} MBH. 3,15222. 5,2638. {#neha BUyo 'nyajjYAtavyamavaSizyate#} BHAG. 7,2. R. GORR. 2,116,23. RĀJA-TAR. 2,83. 3,178 (zu lesen {#yAminyA yAmaH sArDo 'va˚#}). BHĀG"
PWG-L36704-MBH5.2763,5,2763,DAv,lies,high,,quote-exact,"05,74.1",confirmed,local-GRETIL,baBAze tadanantaram,"en%}: {#sadaSvavatsamADAvat#} (lies {#˚van#}) {#baBAze tadanantaram#} MBH. 5,2763. — {#upa#} {%herzulaufe"
PWG-L106211-MBH5.2776,5,2776,saMbADa,zu lesen,high,,quote-exact,"05,74.13",confirmed,local-GRETIL,vigAQe yuDi saMbADe,">MBH. 7,1994. 3396. {#vigAQe yuDi saMbADe#} 5,2776. MĀRK. P. S. 657, Z. 5 ({#saMbADe#} zu lesen). {#harisEnyEH ˚vartiBiH#} (v. l. {#˚vartmaBiH#}) RAGH. 12,67. {#anyo'n"
PWG-L108547-MBH5.3255,5,3255,sAMprata,st.,medium,,quote-exact,"01,144.10",confirmed,local-GRETIL,asAMpratam,"{#karman#} BHĀG. P. 9,18,11. {#asAMpratam#} adv. MBH. 5,3255. HARIV. 299. Spr. (II) 3399. — b〉 {%jetzig, gegenwärtig%} HARIV. 364 ({#sAMprataM#} st. {#sAMprate#} die neuere Ausg.). 410. 441"
PWG-L51094-MBH5.3261,5,3261,prItiBojya,st.,medium,,quote-exact,"05,89.25",confirmed,local-GRETIL,saMprItiBojyAnyannAni,"MBH. 5_im_ŚKDR. Die gedr. Ausg. (5,3261) liest st. dessen: {#saMprItiBojyAnyannAni#}."
PWG-L46350-MBH5.3533,5,3533,puzkara,lies,high,,quote-exact,"01,111.10",confirmed,local-GRETIL,puzkarekzaRa,"s>. {#puzkarekzaRa#} MBH. 1,4704. 8010. 5,3533. R. 2,61,8. {#˚palASa#} CHĀND. UP. 4,14,3. {#yaTA ca parRe puskarasyAvasiktaM#} (lies: {#puzkara˚#}) {#jalaM na tizWet#} MBH. 3,255. {#˚pattra#} Spr. 21."
PWG-L110789-MBH5.3588,5,3588,subala,st.,medium,Bomb,quote-exact,"03,249.8",confirmed,local-GRETIL,ikzvAkurAjYaH subalasya,"eines mythischen Vogels ({#suparRa#}), Sohnes des Vainateya, MBH. 5,3588. — e〉 st. {#ikzvAkurAjYaH subalasya#} MBH. 3,15596 liest die ed. Bomb. {#i˚"
PWG-L61164-MBH5.3629,5,3629,muharaparRaka,fehlerhaft,high,,quote-exact,"05,101.13",confirmed,local-GRETIL,mudgaraparRaka,"{#muharaparRaka#}¦ MBH. 5,3629 fehlerhaft für {#mudgaraparRaka#}."
PWG-L94757-MBH5.3630,5,3630,vftta,fehlerhaft,high,Bomb,quote-exact,"01,31.10",confirmed,local-GRETIL,vfttasaMvartakO,",1555 ({#vfttasaMvartakO#} mit der ed. Bomb. zu lesen). 5,3630. — e〉 fehlerhaft für {#vftra#} (so ed. Bomb.) MBH. 12,3660. — 3〉 f.</lex"
PWG-L55166-MBH5.3926,5,3926,BU,lies,high,,quote-exact,"02,46.35",confirmed,local-GRETIL,saMBAvitasya cAkIrtirmaraRAdatiricyate,"et%}: {#saMBAvitasya cAkIrtirmaraRAdatiricyate#} BHAG. 2,34. MBH. 5,3926. Spr. 3139. {#prajYAsaMBAvito#} (lies {#prAjYA˚#}) {#nUnamaprajYErupasaMhitaH#} MBH. 13,5895. {#Atma˚#} {%der sich sel"
PWG-L50694-MBH5.4146,5,4146,prAtikUlya,zu lesen,high,,quote-exact,"05,122.23",confirmed,local-GRETIL,yo 'rTakAmasya vacanaM prAtikUlyAnna,"."">5,1724. {#yo 'rTakAmasya vacanaM prAtikUlyAnna#} (so ist auch 5,4146 zu lesen) {#mfzyate#} 12,3510. {#a˚#} ŚĀṆḌ. 44."
PWG-L113928-MBH5.4283,5,4283,sTA,zu lesen,high,Bomb,quote-exact,"01,66.1",confirmed,local-GRETIL,prAtizWata,"MBH."">2,32. 3,2307. 9961. 5,4283 ({#prAtizWata#} mit der ed. Bomb. zu lesen). R. 2,52,87. 75,14. 3,50,28. RAGH. 1,89<"
PWG-L37587-MBH5.4600,5,4600,nandi,zu lesen,high,,quote-exact,"05,133.18",confirmed,local-GRETIL,ato me BUyasI nandiryadevamanupaSyasi,"st {#'strI#} zu lesen wäre. {#ato me BUyasI nandiryadevamanupaSyasi#} MBH. 5,4600. {#mAtApitrornandika"
PWG-L96302-MBH5.4761,5,4761,vyapanaya,st.,medium,Calc,quote-exact,"05,139.7",confirmed,local-GRETIL,kuryAdasmadviDaH kaTam,"b> {#˚vyapayanaM#} der ed. Calc.) {#kuryAdasmadviDaH kaTam#} MBH. 5,4761</"
PWG-L103786-MBH5.5209,5,5209,sajjay,zu lesen,high,,quote-exact,"08,50.36",confirmed,local-GRETIL,sajjyantAM,"4418. {#AyuDam#} R. 7,68,18 (med.). {#nAgAn#} MBH. 5,5209. {#sEnyAni#} KATHĀS. 88,25. {#sajjayamAnA kariRI#} 13,17. PRAB. 78,13 ({#sajjyantAM#} zu lesen). med. {%sich bereit machen%}: {#sajjayaDvam#} "
PWG-L88503-MBH5.5361,5,5361,vart,fehlerhaft,high,Bomb,quote-exact,"01,39.16",confirmed,local-GRETIL,nivartizye,",12. — 5〉 {%zurückkehren%}, fehlerhaft für {#nivart#} MBH. 5,5361 ({#nivartizye#} ed. Bomb.). KATHĀS. 26,1"
PWG-L88503-MBH5.5361,5,5361,vart,fehlerhaft,high,Bomb,quote-exact,"01,39.16",confirmed,local-GRETIL,nivartizye,",12. — 5〉 {%zurückkehren%}, fehlerhaft für {#nivart#} MBH. 5,5361 ({#nivartizye#} ed. Bomb.). KATHĀS. 26,114. PAÑCAR. 1,14,68. — 6〉 {#nirvftta#} fehlerhaft für {#nirvfta#} MBH. 1,775 ({#sunirvftA#} ed"
PWG-L54756-MBH5.5411,5,5411,BAz,st.,medium,Bomb,quote-exact,"05,157.1",confirmed,local-GRETIL,saMBAzitvA ca,"ab> 1〉 {%sich mit Jmd%} (instr.) {%unterhalten%} MBH. 5,5411 ({#saMBAzitvA ca#} st. {#saMBAzayitvA#} ed. Bomb.). {%Jmd%} (acc.) {%anreden%}: {#kaTaM s"
PWG-L91581-MBH5.5971,5,5971,vid,zu lesen,high,,quote-exact,"05,171.6",confirmed,local-GRETIL,avidite pituH,schon das Metrum zeigt). {#avidite pituH#} {%ohne Wissen des Vaters%} MBH. 5
PWG-L91581-MBH5.5971,5,5971,vid,st.,medium,,quote-exact,"05,171.6",confirmed,local-GRETIL,avidite pituH,schon das Metrum zeigt). {#avidite pituH#} {%ohne Wiss
PWG-L96006-MBH5.6073,5,6073,vEvAhika,zu lesen,high,,quote-exact,"05,7.23",confirmed,local-GRETIL,yanmayoktaM virAwasya purA vEvAhike tadA,"{#yanmayoktaM virAwasya purA vEvAhike tadA#} 5,157. 6073 (wo wohl {#tattu#} zu lesen ist; nach NĪLAK. {%zur Hochzeit gerüstet, — geschmückt%}). R. 1,71,23 ("
PWG-L32377-MBH5.7016,5,7016,dah,lies,high,,quote-exact,"02,55.16",confirmed,local-GRETIL,vfkzAnaNgArakArIva mEnAnDAkzIH samUlakAn,">. {#vfkzAnaNgArakArIva mEnAnDAkzIH samUlakAn#} MBH. 2,2109. 5,7016. {#aDakzaM#} (lies {#aDakzyaM#}) {#tAnahaM krUrAMstadA sarvAn#} 7,2541. {#dahat#} (imp"
PWG-L37694-MBH5.7143,5,7143,nam,zu lesen,high,,quote-exact,"03,21.21",confirmed,local-GRETIL,SarARAM nataparvaRAm,"ingefallen, nicht hervorstehend, vertieft%}: {#SarARAM nataparvaRAm#} MBH. 5,7143. ŚĀK. 162 (wo {#aDunA nata˚#} zu lesen ist). {#natodara#} MBH. 7,2735. {#natanABi#} KUMĀRAS. 1,38. {#natonnata"
PWG-L67391-MBH5.7152,5,7152,Ir,zu lesen,high,Calc,quote-exact,"08,40.86",confirmed,local-GRETIL,preritahayaH,"— {#samud#} caus.: {#vAyunA samudIritAH (SarAH)#} MBH. 5,7152. — Vgl. {#samudIraRa, samudIrRa#}. — {#pra#} caus.: {#preritahayaH#} (so ist mit der ed. Calc. zu lesen) {%angetrieben%} RĀJA-TAR. 5,329. "
PWG-L86208-MBH5.7207,5,7207,lAGava,zu lesen,high,,quote-exact,"01,123.14",confirmed,local-GRETIL,lAGavaM ca,"""P. 5,1,"">131. 1〉 {%Schnelligkeit, Geschwindigkeit%} MBH. 5,7207. R. 4,42,4 ({#lAGavaM ca#} zu lesen). {#gati˚#} MALLIN._zu_KUMĀRAS. 1,15. — 2〉 {%Geschicklichkei"
PWG-L103877-MBH5.7278,5,7278,saMjYA,zu schreiben,high,,quote-exact,"01,176.7",confirmed,local-GRETIL,asaMjYatva,"/ls>. {#upalaBya#} R. SCHL. 2,62,3. {#Apa#} 2. {#saMprApya#} MBH. 5,7278. {#upAgamya#} R. 4,29,3. {#IzatsaMjYa#} (so zu schreiben) R. GORR. 2,16,33. {#a˚#} R. SCHL. 2,39,3. {#asaMjYatva#} MBH. 14,1"
PWG-L54581-MBH5.7283,5,7283,BArata,st.,medium,,quote-exact,"01,38.18",confirmed,local-GRETIL,BAratasattama,"3. {#BAratasattama#} (st. des gewöhnlichen {#Barata˚#}) MBH. 5,7283. 955. <div n"
PWG-L97013-MBH5.7287,5,7287,Sak,zu lesen,high,Bomb,quote-exact,"05,185.21",confirmed,local-GRETIL,SekurAkASagAstadA,"2,39,8. 3,52,19. RAGH. 3,58. {#SekuH#} MBH. 5,7287 (mit der ed. Bomb. zu lesen {#SekurAkASagAstadA#}). {#aSakat#} 1,2246. 7230. <"
PWG-L82186-MBH5.7362,5,7362,yuj,fehlerhaft,high,Bomb,quote-exact,"05,187.34",confirmed,local-GRETIL,vimokzyasi,">— 3〉 in der Stelle {#vratasTA ca SarIraM tvaM yadi nAma viyokzyasi#} MBH. 5,7362 fehlerhaft für {#vimokzyasi#}, wie die ed. Bomb. liest und wie schon BENFEY vermut"
PWG-L43511-MBH5.7384,5,7384,paryaya,zu lesen,high,,quote-exact,"03,176.19",confirmed,local-GRETIL,kasmAccitkAlaparyayAt,". {#kasmAccitkAlaparyayAt#} dass. 3,12414. 5,7384. {#kAlaparyAyeRa#} (es ist wohl {#˚paryayeRa#} zu lesen) dass. VET. in LA. 21,18. {#mA BUtkAlasya paryayaH#} so v. a."
PWG-L65126-MBH5.7462,5,7462,arTay,zu lesen,high,,quote-exact,"05,192.6",confirmed,local-GRETIL,saMbanDakaM cEva samarTya tasmin,"EvAt#} zu lesen. — 6〉 {#saMbanDakaM cEva samarTya tasmin#} MBH. 5,7462. {#yena mama v"
PWG-L12570-MBH5.7477,5,7477,ullApika,zu lesen,high,,quote-exact,"05,192.21",confirmed,local-GRETIL,lAjollApikaDUmAQya,"{#ullApika#}¦ (?): {#lAjollApikaDUmAQya#} ({#sTURaBavana#}) MBH. 5,7477. Ist etwa {#ulapika#} (von {#ulapa#}) zu lesen?"
PWG-L61647-MBH5.7477,5,7477,mfttikA,fälschlich,medium,,quote-exact,"05,192.21",confirmed,local-GRETIL,suDAmfttikalepana,"61,3. Verkürzt aus metrischen Rücksichten: {#suDAmfttikalepana#} MBH. 5,7477 (BENF. Chr. 57,3 fälschlich {#mfttikA#} gedr.). Am Ende eines adj. comp.: {#apAstamfttika#} KAT"
PWG-L45612-MBH5.7492,5,7492,puMliNga,lies,high,,quote-exact,"05,193.2",confirmed,local-GRETIL,dAsye puMliNgaM svamidaM tava,"nnlichkeit%}: {#dAsye puMliNgaM svamidaM tava#} MBH. 5,7489. 7492. {#puMliNgaM sarvamISAnaM#} (lies {#Sarva˚#}) {#strIliNgaM vidDi cApyumAm#} 13,828. in grammatischem Sinn"
PWG-L65270-MBH5.7521,5,7521,alam,lies,high,,quote-exact,"01,89.55",confirmed,local-GRETIL,svalaMkfta,"ab> 9,5,7,4. — {#alaMkfta#} CHĀND. UP. 8,8,2. {#svalaMkfta#} <"
PWG-L65270-MBH5.7521,5,7521,alam,st.,medium,,quote-exact,"01,89.55",confirmed,local-GRETIL,svalaMkfta,"ab> 9,5,7,4. — {#alaMkfta#} CHĀND. UP. 8,8,2. {#svalaMkfta#} MBH. 5,7521</l"
PWG-L109138-MBH5.7524,5,7524,sic,st.,medium,Calc,quote-exact,"01,179.17",confirmed,local-GRETIL,asya mUrDni,"#siktasaMmfzWa#} gaṇa {#rAjadantAdi#} zu P. 2,2,31. MBH. 5,7524 ({#siktaM saMmfzwaSoBitam#} ed. Calc.). BHAṬṬ. 5,90. {#asya mUrDni#} (st. {#mUrDAnaM#}) {#ratnOGaDArayA . siYcantyO#} PAÑCAR. 3,15,9. oh"
PWG-L83556-MBH6.68,6,68,ram,zu lesen,high,,quote-exact,"06,3.1",confirmed,local-GRETIL,ramante mAtfBiH sutAH,"%pflegen der Liebe mit%} Spr. 764. {#ramante mAtfBiH sutAH#} MBH. 6,68. KATHĀS. 56,292. VOP. 5,30. BRAHMA-P. in LA. (III) 55,11. {#sA ca grAmasOKyena#} (so ist zu lesen) {#daRqanAyakena tatputreRa ca "
PWG-L51306-MBH6.82,6,82,prOzWapada,fälschlich,medium,,quote-exact,"13,109.27",confirmed,local-GRETIL,prOzWapadA,">. — {#prOzWapadA#} und {#˚pada#} hier und da fälschlich für {#pro˚#} MBH. 6,82. MĀRK. P. 33,15. 58,48."
PWG-L87192-MBH6.85,6,85,vakra,zu lesen,high,,quote-exact,"05,141.8",confirmed,local-GRETIL,kftvA cANgArako vakraM jyezWAyAm,"laneten%}: {#kftvA cANgArako vakraM jyezWAyAm#} MBH. 5,4841. 6,85 (wo {#SravaRe#} zu lesen ist). HARIV. 4257. 9875. VARĀH. BṚH. S. 1,10. <ls n"
PWG-L56015-MBH6.137,6,137,BrAjizmant,zu lesen,high,Bomb,quote-exact,"06,4.20",confirmed,local-GRETIL,BrAjizmatI,"rAjizmant#}¦ (von {#BrAjis#}) adj. {%glänzend, strahlend%} MBH. 6,137 ({#BrAjizmatI#} mit der ed. Bomb. zu lesen). 12,3764."
PWG-L93809-MBH6.184,6,184,vizamIBAva,fehlerhaft,high,,quote-exact,"06,6.8",confirmed,local-GRETIL,vizamIBAvamAviSanti,"m. {%Störung des Gleichgewichts%}: {#vizamIBAvamAviSanti#} MBH. 6,184. st. dessen fehlerhaft {#vizayIBAvamAcaranti#} 3,13929."
PWG-L93809-MBH6.184,6,184,vizamIBAva,st.,medium,,quote-exact,"06,6.8",confirmed,local-GRETIL,vizamIBAvamAviSanti,"m. {%Störung des Gleichgewichts%}: {#vizamIBAvamAviSanti#} MBH. 6,184. st. dessen fehlerhaft {#vizayIBAvamAcaranti#} 3,13929."
PWG-L41452-MBH6.186,6,186,paYcaBOtika,fehlerhaft,high,,quote-exact,"03,202.10",confirmed,local-GRETIL,paYcaBOtika,"{#paYcaBOtika#}¦ MBH. 6,186 fehlerhaft für {#pAYca˚#}."
PWG-L53632-MBH6.341,6,341,brAhmaRa,fehlerhaft,high,Calc,quote-exact,"12,198.4",confirmed,local-GRETIL,brAhmaRikA,"l. {#brAhmaRikA#}. — d〉 N. pr. eines Flusses MBH. 6,341 ({#brahmARI#} ed. Calc.) 3,8036. LIA. I, 85. — e〉 fehlerhaft für {#brahmARI#} WILSON, Sel. Works I, 21. — 4〉 n. pro"
PWG-L56863-MBH6.349,6,349,madra,st.,medium,Bomb,quote-exact,"06,10.40",confirmed,local-GRETIL,madraBujiNgAH,"8,2093. {#madraBujiNgAH#} ({#madrakaliNgAH#} ed. Bomb.) 6,349 (VP. 187). {#madreSa#} (so ed. Bomb. st. {#madraja#}) 7,1602. VARĀH. BṚH. S. 14,33. {#madreSvara#}"
PWG-L82571-MBH6.374,6,374,yoniveSa,st.,medium,Bomb,quote-exact,"06,10.65",confirmed,local-GRETIL,kzatriyopaniveSASca,"{#yoniveSa#}¦ in der Stelle: {#kzatriyA yoniveSASca#} MBH. 6,374. st. dessen {#kzatriyopaniveSASca#} ed. Bomb.; noch andere Lesarten verzeichnet"
PWG-L113545-MBH6.731,6,731,stanayitnumant,fehlerhaft,high,Calc,quote-exact,"01,217.22",confirmed,local-GRETIL,stanayitnu,"¦ (von {#stanayitnu#}) adj. {%von Donner begleitet%}: Wind MBH. 6,731 (ed. Calc. fehlerhaft {#˚vant#}). 7,9029."
PWG-L27320-MBH6.785,6,785,jAmbUnada,zu lesen,high,,quote-exact,"06,22.9",confirmed,local-GRETIL,parArDyajAmbUnadahemacitra,"asya kanakasya#} MBH. 7,2388. {#parArDyajAmbUnadahemacitra#} 6,785. HARIV. 13099 (wo so zu lesen ist). {#yadidaM nirgataM tasyAstaptajAmbUnadapraBam . kAYcanaM DaraRIM prAptaM hiraRyamaB"
PWG-L53140-MBH6.1239,6,1239,bfhant,zu lesen,high,,quote-exact,"06,32.35",confirmed,local-GRETIL,taTA sAmnAM gAyatrI CandasAmaham,"14,1. 2. {#bfhatsAma#} (so ist mit MBH. 6,1239 zu lesen) {#taTA sAmnAM gAyatrI CandasAmaham#} BHAG. 10,35. MBH. 3,14162. <ls n="
PWG-L57252-MBH6.1597,6,1597,man,st.,medium,Bomb,quote-exact,"04,8.26",confirmed,local-GRETIL,anumAnaye tvAm,"iss bitten%} MBH. 6,1549. fg. 1595. fg. 1597 ({#anumAnaye tvAm#} st. {#anumAnayitvA#} ed. Bomb.). 14,2109. R. 1,1,67"
PWG-L101797-MBH6.1628,6,1628,Sru,statt,medium,,quote-exact,"03,275.25",confirmed,local-GRETIL,tato 'ntarIkze vAgAsItsarvA viSrAvayan,">R. 7,33,16. — 3〉 {%erschallen machen%}: {#dunduBim#} MBH. 6,1628. {#tato 'ntarIkze vAgAsItsarvA viSrAvayan#} (statt {#˚SrAvayantI#}) {#diSaH#} 3,16556. — {#aBivi#}, partic."
PWG-L90149-MBH6.1763,6,1763,vAraRa,st.,medium,Bomb,quote-exact,"01,1.87",confirmed,local-GRETIL,varavAraRa,". 1,"">2826. 6005. 3,2857. 6,1763 ({#varavAraRa#} ed. Bomb. st. {#raRavAraRa#}). 8,457. 14,2184. <ls n=""MBH. 14,"
PWG-L83366-MBH6.1894,6,1894,raTacakra,st.,medium,Bomb,quote-exact,"08,19.32",confirmed,local-GRETIL,raTacakrARi,"n=""KAUŚ."">15. MBH. 3,12093. 12169. 6,1894 ({#raTacakrARi#} [Page6-0256] ed. Bomb. st. {#˚cakrASca#} der ed. Calc.). R. 4,60,9. KĀM. NĪTIS. 8,2."
PWG-L89199-MBH6.1919,6,1919,vah,st.,medium,Bomb,quote-exact,"01,68.50",confirmed,local-GRETIL,lokayAtrAm,"#} R. ed. Bomb. 2,109,27. <di"
PWG-L28811-MBH6.2120,6,2120,tam,st.,medium,,quote-exact,"01,104.9",confirmed,local-GRETIL,tAmayantaH,"abe von Zahlen) auf: {#punaryudDAya saMjagmustAmayantaH parasparam#}; MBH. 6,2120 haben wir dieselben Worte, aber {#tApayAnAH#} st. {#tAmayantaH#}. — {#A#} = simpl. 1: {#tasya tvAtAmyamAnasya taM"
PWG-L103843-MBH6.2421,6,2421,saYj,fehlerhaft,high,Calc,quote-exact,"13,142.4",confirmed,local-GRETIL,vyatizikta,"atizaktaraTadvipam#} MBH. 6,1865. 2125. 2421 (an den beiden letzten Stellen ed. Calc. fehlerhaft {#vyatizikta#}). 3506. 9,531. HARIV. 5028"
PWG-L71699-MBH6.2463,6,2463,kozWaka,zu lesen,high,Bomb,quote-exact,"06,97.30",confirmed,local-GRETIL,kozWakIkftya,"{#kozWaka#}¦ 2〉 {#kozWakIkftya#} auch MBH. 6,2463, wo mit der ed. Bomb. {#raTavfndena#} st. {#raTavaMSena#} zu lesen ist. — 5〉 = {#kozWa#} 8〉 VARĀH. BṚH. S. 53,46."
PWG-L71699-MBH6.2463,6,2463,kozWaka,st.,medium,Bomb,quote-exact,"06,97.30",confirmed,local-GRETIL,kozWakIkftya,"{#kozWaka#}¦ 2〉 {#kozWakIkftya#} auch MBH. 6,2463, wo mit der ed. Bomb. {#raTavfndena#} st. {#raTavaMSena#} zu lesen ist. — 5〉 = {#kozWa#} 8〉 VARĀH. BṚH. S. 53,4"
PWG-L61706-MBH6.2591,6,2591,mfdu,zu lesen,high,Bomb,quote-exact,"06,55.63",confirmed,local-GRETIL,pArTasya mfduyudDatAm,"BH. 14,1416. {#pArTasya mfduyudDatAm#} 6,2572. 2591 (mit der ed. Bomb. {#˚yudDatAM#} zu lesen). {#˚kopa#} VARĀH. BṚH. S. 68,111. {#˚saMcaratkara#} Spr. 1709. {#˚pray"
