ref_id,parvan,verse,headword_slp1,marker,confidence,edition_ref,evidence_tier,bori_locus,verdict,cascade_tier,retrieved_form_slp1,quote
PWG-L104728-MBH12.2662,12,2662,saMDAya,st.,medium,,quote-exact,"12,69.65",confirmed,local-GRETIL,yAtrAsaMDAna,"17. fg. st. dessen {#yAtrAsaMDAna#} und {#saMDAnAsana#} MBH. 12,2662. —"
PWG-L102928-MBH12.2879,12,2879,saMviBAjya,fehlerhaft,high,,quote-exact,"01,77.3",confirmed,local-GRETIL,saMviBAjya,"{#saMviBAjya#}¦ MBH. 12,2879 fehlerhaft für {#saMviBajya#}."
PWG-L88503-MBH12.2882,12,2882,vart,st.,medium,Bomb,quote-exact,"12,77.14",confirmed,local-GRETIL,sa cenno parivarteta,""">— 2〉 {%umkehren%} so v. a. {%anders werden, sich bessern%} MBH. 12,2882. {#sa cenno parivarteta#} wohl richtiger ed. Bomb. st. {#sa cennopanivarteta#} der ed. Calc. — caus. {%wieder herbeiholen"
PWG-L102923-MBH12.2915,12,2915,saMviBajya,st.,medium,Bomb,quote-exact,"01,77.3",confirmed,local-GRETIL,saMviBAjya,"eben) adj. {%mit dem man Etwas theilen muss, zu bedenken%} MBH. 12,2915. auch 2879 hat die ed. Bomb. Ausg. so st. {#saMviBAjya#}."
PWG-L39028-MBH12.2923,12,2923,nimaya,zu lesen,high,,quote-exact,"12,79.7",confirmed,local-GRETIL,pakvenAmasya nimayaM na praSaMsanti sADavaH,"amAt#} zu lesen ist). {#pakvenAmasya nimayaM na praSaMsanti sADavaH#} MBH. 12,2923. {#Izanni˚, s"
PWG-L39028-MBH12.2923,12,2923,nimaya,st.,medium,,quote-exact,"12,79.7",confirmed,local-GRETIL,pakvenAmasya nimayaM na praSaMsanti sADavaH,amAt#} zu lesen ist). {#pakvenAmasya nimayaM na praSaMsanti sADavaH#} MBH.
PWG-L57923-MBH12.2939,12,2939,marC,fehlerhaft,high,Bomb,quote-exact,"03,71.12",confirmed,local-GRETIL,aBigacCati,"KAUṢ. UP. 2,12. 13. {#aBimarCati#} MBH. 12,2939 fehlerhaft für {#aBigacCati#}, wie die ed. Bomb. liest."
PWG-L101797-MBH12.3127,12,3127,Sru,fehlerhaft,high,Bomb,quote-exact,"01,166.24",confirmed,local-GRETIL,pratiSruta,"hmt%} MBH. 12,1799 (nach der Lesart der ed. Bomb.). 3127. BHĀG. P. 4,9,5. — 3〉 fehlerhaft für {#pratiSruta#} [Page7-0381] (so ed. Bomb.) MBH. 4,1610."
PWG-L52927-MBH12.3686,12,3686,buD,fehlerhaft,high,,quote-exact,"12,101.4",confirmed,local-GRETIL,pratibADeta,"prati\ stomE^raButsmahi#} 4,52,4. — {#pratiboDeta#} MBH. 12,3686 fehlerhaft für {#pratibADeta#}. — caus. 1〉 {%wecken%} R. 2,56,3. <ls n"
PWG-L87302-MBH12.3767,12,3767,vac,zu lesen,high,Bomb,quote-exact,"06,4.22",confirmed,local-GRETIL,pravivikzataH,"— Vgl. {#pravAcana#}. — desid. scheinbar MBH. 12,3767, wo aber mit der ed. Bomb. {#pravivikzataH#} zu lesen ist. — {#anupra#} s. {#anupravacana#}. — {#paripra#} {%Jmd"
PWG-L93196-MBH12.3767,12,3767,viS,fälschlich,medium,,quote-exact,"04,27.11",confirmed,local-GRETIL,vivakzataH,"."">7,4359. mit Ergänzung von {#senAm#} 6,139 = 12,3767 (in der Calc. Ausg. fälschlich {#vivakzataH#}). {#hutASanam#} R. GORR. 2,18,17. — Vgl. {#pr"
PWG-L27838-MBH12.3993,12,3993,jYA,zu lesen,high,,quote-exact,"12,24.17",confirmed,local-GRETIL,anaByanujYAta,"{#anaByanujYAta#} (so ist zu lesen) M. 2,229; vgl. MBH. 12,3993. — 3〉 {%Jmd entlassen,"
PWG-L78261-MBH12.4100,12,4100,parihArya,fehlerhaft,high,,quote-exact,"12,112.18",confirmed,local-GRETIL,vriyantAmIpsitA BogAH parihAryASca puzkalAH,"{#parihArya#}¦ in der Stelle MBH. 12,4100: {#vriyantAmIpsitA BogAH parihAryASca puzkalAH#} wohl fehlerhaft für {#parihAra#} in der Bed. 4〉. NĪLAK.: {#parihAryAScAnIpsitAH parihAr"
PWG-L71571-MBH12.4285,12,4285,kesara,lies,high,,quote-exact,"12,117.28",confirmed,local-GRETIL,kesarI kesarAruRaH,"4 lies 9,47 st. 9,46. — 6〉 {#kesarI kesarAruRaH#} MBH. 12,4285. = {"
PWG-L71571-MBH12.4285,12,4285,kesara,st.,medium,,quote-exact,"12,117.28",confirmed,local-GRETIL,kesarI kesarAruRaH,"4 lies 9,47 st. 9,46. — 6〉 {#kesarI kesarAruRaH#} MBH. 12,4285. = {#nAgakesara#}"
PWG-L98049-MBH12.4286,12,4286,SaraRa,statt,medium,,quote-exact,"12,117.29",confirmed,local-GRETIL,fziM SaraRamApede,"Spr. 2961. BHĀG. P. 10,16,32. {#fziM SaraRamApede#} MBH. 12,4286. {#rodanaM SaraRaM SritaH#} KATHĀS. 73,225. statt des acc. selten gen.: {#parezAM SaraRaM gataH#} Spr. 1022, <ab"
PWG-L43537-MBH12.4716,12,4716,paryApti,zu lesen,high,,quote-exact,"05,134.14",confirmed,local-GRETIL,nAmftasyeva,"och wohl {#nAmftasyeva#} zu lesen) {#paryAptirmamAsti bruvati tvayi#} MBH. 12,4716. {#nAsti vyasaninAM vatsa Buvi"
PWG-L93196-MBH12.4849,12,4849,viS,fehlerhaft,high,,quote-exact,"01,68.36",confirmed,local-GRETIL,saMpraviSya,"DarmAnvitAnsaMpraviSedbahiH kftveha duzkftIn#} MBH. 12,4545. 4849. — 4〉 {#saMpraviSya#} RĀJA-TAR. 6,361 fehlerhaft für {#saMpraveSya#}; s. Spruch 5042. — Vgl. {#saMpr"
PWG-L78717-MBH12.5091,12,5091,punarAvftti,zu lesen,high,Bomb,quote-exact,"06,27.17",confirmed,local-GRETIL,punarAvftti,"{#punarAvftti#}¦ 1〉 {%das Wiederkommen, Sichwiedereinstellen%} MBH. 12,5091 ({#dfzwA#} und im vorangehenden Verse {#pratyamitre#} mit der ed. Bomb. zu lesen). {%Wiedergeburt%} SARVADARŚANAS. 56,3. fg."
PWG-L93688-MBH12.5160,12,5160,viSvAsa,st.,medium,,quote-exact,"12,142.7",confirmed,local-GRETIL,videSagamane cAsya sEva,"ntato na viSvAsaH kAryo viSvAsaGAtakEH#} (st. loc.) MBH. 12,5160. {#videSagamane cAsya sEva#} ({#BAryA#}) {#viSv"
PWG-L71955-MBH12.5163,12,5163,klid,lies,high,,quote-exact,"12,137.26",confirmed,local-GRETIL,klinnapARi,"√{#klid#}¦, {#klinnapARi#} MBH. 12,5163. Z. 1 vom Ende lies {#raktEraci˚#}. — {#A#}, {#sOhfdAklinnacetas#} {%feucht%} so v. a. {%"
PWG-L79225-MBH12.5210,12,5210,prativAtam,lies,high,,quote-exact,"12,137.73",confirmed,local-GRETIL,prativAtam,"{#prativAtam#}¦ MBH. 12,5210. Spr. 4982. Z. 2 lies 33 st. 35."
PWG-L79225-MBH12.5210,12,5210,prativAtam,st.,medium,,quote-exact,"12,137.73",confirmed,local-GRETIL,prativAtam,"{#prativAtam#}¦ MBH. 12,5210. Spr. 4982. Z. 2 lies 33 st. 35."
PWG-L48978-MBH12.5553,12,5553,pratyAdeSa,zu lesen,high,,quote-exact,"03,2.12",confirmed,local-GRETIL,pratyAdeSaH,"tyAdeSo na saMSayaH . dattaH svamAMsaM dahatA kapotena mahAtmanA ..#} MBH. 12,5553 (hiernach ist auch PAÑCAT. III, 176 {#pratyAdeSaH#} st. {#pratyAdarSaH#} zu lesen). 3,59. 6,3776. {#tasya duhitA prat"
PWG-L48978-MBH12.5553,12,5553,pratyAdeSa,st.,medium,,quote-exact,"03,2.12",confirmed,local-GRETIL,pratyAdeSaH,"tyAdeSo na saMSayaH . dattaH svamAMsaM dahatA kapotena mahAtmanA ..#} MBH. 12,5553 (hiernach ist auch PAÑCAT. III, 176 {#pratyAdeSaH#} st. {#pratyAdarSaH#} zu lesen). 3,59. 6,3776."
PWG-L50258-MBH12.6121,12,6121,praharaRa,zu lesen,high,,quote-exact,"12,160.2",confirmed,local-GRETIL,DanuH praharaRaM SrezWam,"s>HALĀY. 2,307. P. 4,2,57. {#DanuH praharaRaM SrezWam#} MBH. 12,6121. ARJ. 7,22. {#nAnASastra˚#} adj. BHAG. 1,9. {#(yamaH) mftyupraharaRo#} (so ist zu lesen) {#raRe#} HARIV. 2694. 13183. R. 3,35,77. S"
PWG-L45905-MBH12.6447,12,6447,punarBU,lies,high,,quote-exact,"12,165.5",confirmed,local-GRETIL,SUdrA punarBUrBAryA me,"arBUH#} YĀJÑ. 1,67. {#kukzO punargvAH#} (lies {#punarBvAH#}) MBH. 12,6447. {#SUdrA punarBUrBAryA me#} 6372</l"
PWG-L93196-MBH12.6480,12,6480,viS,fehlerhaft,high,,quote-exact,"12,168.19",confirmed,local-GRETIL,snehapASErbahuviDErAvizwavizayA janAH,"1,44. {#snehapASErbahuviDErAvizwavizayA janAH#} {%behaftet mit%} MBH. 12,6480. Vgl. {#BUtAvizwa#} (auch KATHĀS. 73,293). — 6〉 {#AviSya#} KATHĀS. 45,60 fehlerhaft für {#AveSya#}. — Vgl. {#AveSa#} fg. —"
PWG-L87084-MBH12.6597,12,6597,va,st.,medium,,quote-exact,"12,171.12",confirmed,local-GRETIL,maRIvozwrasya,". Calc. 4,42 (bei STENZLER {#ca#} st. {#va#}). MBH. 12,6597 wird {#maRIvozwrasya#} in {#maRI va u˚, maRI vA u˚#},"
PWG-L85042-MBH12.6676,12,6676,ruD,st.,medium,Bomb,quote-exact,"12,172.24",confirmed,local-GRETIL,DarmyamupaBogam,"3891. {#suKapriye#} 5,950. {#DarmyamupaBogam#} 12,6676 ({#anuruDye#} st. {#anurunDye#} ed. Bomb.). {#SOcam#} 8390. {#nijaprati"
PWG-L103889-MBH12.6821,12,6821,saMjYita,zu lesen,high,Bomb,quote-exact,"01,104.11",confirmed,local-GRETIL,aBisaMjYita,"n=""p"">— {#aBisaMjYita#} {%genannt, heissend%} MBH. 12,3118. 6821 ({#˚jYitAH#} mit der ed. Bomb. zu lesen). 14,66. Vgl. auch in den Nachträgen u. d. W.</ab"
PWG-L103843-MBH12.7563,12,7563,saYj,st.,medium,Bomb,quote-exact,"12,200.43",confirmed,local-GRETIL,rAjAnaH samasajjanta samAsAdyetaretaram,"s>. {#rAjAnaH samasajjanta samAsAdyetaretaram#} {%wurden handgemein%} MBH. 12,7563. auch mit acc. so v. a. {%angreifen%}: {#(kuntiBojam) saMsasajjaturAhave#} (nach der Lesart der ed. Bomb. st. {#samas"
PWG-L49183-MBH12.7576,12,7576,pradeSa,zu lesen,high,,quote-exact,"12,201.10",confirmed,local-GRETIL,ete pradeSAH kaTitA BuvanAnAM praBAvanAH,"#} MBH. 5,3600. {#ete pradeSAH kaTitA BuvanAnAM praBAvanAH#} 12,7576. — 4〉 {%Ort, Platz, Gegend%} H. an. 3,723. MED. ś. 24. {#pradeSezu#} (so ist zu lesen) {%an verschiedenen Orten%} MBH. 3,14391. {#m"
PWG-L34632-MBH12.7663,12,7663,devarzi,st.,medium,,quote-exact,"03,160.15",confirmed,local-GRETIL,sapta devarzayaH,"oragAH ..#} 56,15. SUND. 3,1. {#˚carita#} MBH. 12,7663. {#sapta devarzayaH#} (st. dessen {#saptarzayaH#} 14,781) — {#vasizWAdayaH#} 3,1"
PWG-L87515-MBH12.7909,12,7909,vawakaRIkA,st.,medium,Bomb,quote-exact,"12,211.28",confirmed,local-GRETIL,reto vawakaRIkAyAm,"A#}¦ f. {%die kleinste Partikel vom indischen Feigenbaum%} MBH. 12,7909. wo NĪLAK. {#reto vawakaRIkAyAm#} st. {#reto vawakaRikAyAm#} des Textes in der ed. Bomb. und st. {#ratA"
PWG-L87515-MBH12.7909,12,7909,vawakaRIkA,st.,medium,Bomb,quote-exact,"12,211.28",confirmed,local-GRETIL,reto vawakaRIkAyAm,"A#}¦ f. {%die kleinste Partikel vom indischen Feigenbaum%} MBH. 12,7909. wo NĪLAK. {#reto vawakaRIkAyAm#} st. {#reto vawakaRikAyAm#} des Textes in der ed. Bomb. und st. {#ratA vawakaRIyAnAm#} der ed. "
PWG-L49930-MBH12.8088,12,8088,pravyAhAra,fehlerhaft,high,,quote-exact,"02,71.27",confirmed,local-GRETIL,pravyAhAra,"{#pravyAhAra#}¦ MBH. 12,8088 wohl fehlerhaft für {#pratyAhAra#} {%Zurückhaltung%}."
PWG-L99248-MBH12.8150,12,8150,SiKaRqin,zu lesen,high,,quote-exact,"03,155.53",confirmed,local-GRETIL,SiKaRqinIH,"MBH. 4,1195 (= {#mayUrapicCAlaMkAravatI#} NĪLAK.). 12,8150. {#SiKaRqinI apsarasO kASyapyO#} Verfasserinnen von ṚV. 9,104. auch AV. 4,37,4 ist vielleicht {#SiKaRqinIH#} voc. zu lesen. — 2〉 m. a〉 ein Na"
PWG-L54780-MBH12.8345,12,8345,BAs,zu lesen,high,Bomb,quote-exact,"01,208.17",confirmed,local-GRETIL,avaBAsayat,"vato DarmarAjo vimAnenAvaBAsayan . trI~llokAn#} MBH. 3,1674. 12,8345 ({#avaBAsayat#} mit der ed. Bomb. zu lesen). 13,4088. ŚAṂK._zu_BṚH. ĀR. UP. S. 60. BHĀG. P."
PWG-L60452-MBH12.8604,12,8604,mitrasaha,zu lesen,high,Bomb,quote-exact,"12,226.30",confirmed,local-GRETIL,madayantIM,"der auch den Namen Kalmāṣapāda fuhrt, MBH. 1,6720. 12,8604 (wo mit der ed. Bomb. {#madayantIM#} st. {#damayantIM#} zu lesen ist). 13,6262. 14,1690. HARIV. 817. VP."
PWG-L60452-MBH12.8604,12,8604,mitrasaha,st.,medium,Bomb,quote-exact,"12,226.30",confirmed,local-GRETIL,madayantIM,"der auch den Namen Kalmāṣapāda fuhrt, MBH. 1,6720. 12,8604 (wo mit der ed. Bomb. {#madayantIM#} st. {#damayantIM#} zu lesen ist). 13,6262. 14,1690."
PWG-L61143-MBH12.8831,12,8831,musala,st.,medium,,quote-exact,"12,234.8",confirmed,local-GRETIL,sannamusale,"ls>. {#sannamusale#} {%wenn der Mörserkolben ruht%} M. 6,56. MBH. 12,8831. {#ulUKalamusala#} und {#musaloluKala#} s. u. {#ulUKala#} 1. {#gfhItvA granTimuSalaM(?) mUQo BikzuravAdayat#} KATHĀS. 65,135. "
PWG-L104247-MBH12.9128,12,9128,sad,zu lesen,high,,quote-exact,"12,136.16",confirmed,local-GRETIL,na so 'rTaH,"#} (wohl {#na so 'rTaH#} zu lesen) {#parizIdati, manastatparizIdati#} MBH. 12,9128. {#na so 'rTaH parizIdati#} <ls"
PWG-L76490-MBH12.9232,12,9232,Darma,st.,medium,Bomb,quote-exact,"07,62.8",confirmed,local-GRETIL,mahadDarmam,"/ls> liest die ed. Bomb. {#sarvaM#} st. {#DarmaM#}, 9232 {#DarmyARi#} st. {#DarmARi#}; über {#mahadDarmam#} 13,3213 s. u. {#mahant#"
PWG-L27197-MBH12.9661,12,9661,jAWara,zu lesen,high,,quote-exact,"12,261.25",confirmed,local-GRETIL,taTAsya syAjjAWarI dvAraguptiH,"K. P. 2,37. {#taTAsya syAjjAWarI dvAraguptiH#} (so ist zu lesen) MBH. 12,9661. {#agni#} {%das im Leibe befindliche Feuer, die verdauende Feuerkr"
PWG-L104620-MBH12.10406,12,10406,saMtApitar,zu lesen,high,Bomb,quote-exact,"06,116.49",confirmed,local-GRETIL,mantA pitA,"{#saMtApitar#}¦ scheinbar MBH. 12,10406, da mit der ed. Bomb. {#mantA pitA#} st. {#santApitA#} zu lesen ist."
PWG-L104620-MBH12.10406,12,10406,saMtApitar,st.,medium,Bomb,quote-exact,"06,116.49",confirmed,local-GRETIL,mantA pitA,"{#saMtApitar#}¦ scheinbar MBH. 12,10406, da mit der ed. Bomb. {#mantA pitA#} st. {#santApitA#} zu lesen ist."
PWG-L40628-MBH12.10728,12,10728,nud,lies,high,,quote-exact,"12,280.6",confirmed,local-GRETIL,ajYAnAdDi kftaM pApaM tapasEvABinirnudet,"}: {#ajYAnAdDi kftaM pApaM tapasEvABinirnudet#} (lies: {#˚nirRudet#}) MBH. 12,10728. — {#parA#} {%wegstossen, — drängen, —"
PWG-L109138-MBH12.10742,12,10742,sic,zu lesen,high,,quote-exact,"01,57.58",confirmed,local-GRETIL,kaTaM nu,"lam#} MBH. 5,2999. {#yattoyaM tasminneva (toye) prasicyate#} 12,10742. {#kaTaM nu#} (wohl {#na#} zu lesen) {#Bidyeta na ca sraveta na ca prasicyediti rakzitavyam#} {%ausfliessen%} 3,"
PWG-L44730-MBH12.12100,12,12100,pAripAnTika,fehlerhaft,high,,quote-exact,"12,171.20",confirmed,local-GRETIL,pAripAnTika,"{#pAripAnTika#}¦ MBH. 12,12100 wohl nur fehlerhaft für {#pAripanTika#}."
PWG-L86899-MBH12.12308,12,12308,lolupa,zu lesen,high,Bomb,quote-exact,"12,313.48",confirmed,local-GRETIL,nAsti lolupA,"ls>. st. {#nAsti#} ({#nAsi#} ed. Bomb.) {#lolupaH#} 12,12308 ist wohl auch {#nAsti lolupA#} zu lesen. — Vgl. {#a˚, ganDa˚, pra˚, maDu˚#}."
PWG-L36186-MBH12.12529,12,12529,Dar,zu lesen,high,,quote-exact,"12,318.18",confirmed,local-GRETIL,daSa mAsAnpariDftA,"ls>. {#daSa mAsAnpariDftA#} ({%im Mutterleibe getragen%}) {#jAyante#} 12,12529. — AV. 19,24,1 ist viell. {#aDApayan#} st. {#aDArayan#} zu lesen. — {#pra#} 1〉 wohl so v. a. {#daRqaM Dar#} {%Strafe verh"
PWG-L36186-MBH12.12529,12,12529,Dar,st.,medium,,quote-exact,"12,318.18",confirmed,local-GRETIL,daSa mAsAnpariDftA,"ls>. {#daSa mAsAnpariDftA#} ({%im Mutterleibe getragen%}) {#jAyante#} 12,12529. — AV. 19,24,1 ist viell. {#aDApayan#} st. {#aDArayan#} zu lesen. — {#pra#} 1〉 wohl so v. a. {#daRqaM Dar#}"
PWG-L106817-MBH12.12864,12,12864,sarvadarSin,zu lesen,high,,quote-exact,"12,14.30",confirmed,local-GRETIL,sarvadarSin,"{#sarvadarSin#}¦ 1〉 adj. {%allsehend%} MBH. 12,12864. R. 2,106,5. VARĀH. BṚH. S. 51,1 ({#˚darSI#} zu lesen). — 2〉 m. {%ein%} Buddha TRIK. 1,1,10. ein Ar"
PWG-L106143-MBH12.13204,12,13204,saMprayARa,st.,medium,,quote-exact,"05,5.16",confirmed,local-GRETIL,saMprayARe,"bzug, Aufbruch%} MBH. 5,105. BHĀG. P. 1,15,51. auch MBH. 12,13204 wird {#saMprayARe#} st. {#saMpradAne#} gelesen werden müssen."
PWG-L104986-MBH12.13257,12,13257,saptatriMSat,zu schreiben,high,,quote-exact,"12,330.33",confirmed,local-GRETIL,saptatriMSat,"{#saptatriMSat#}¦ f. {%siebenunddreissig%} MBH. 12,13257. {#˚SataM varzAn#} RĀJA-TAR. 1,288. {#˚Sati varzezu#} (so ist zu schreiben) 2,81. PAÑCAR. 2,4,53. {#˚SadrAtra#} n. {%eine"
PWG-L31244-MBH12.13567,12,13567,trisOparRa,zu lesen,high,,quote-exact,"12,336.19",confirmed,local-GRETIL,trisOparRaM,"uparRo Darmamuttamam . yasmAttasmAdvrataM hyetattrisOparRamihocyate#} MBH. 12,13567. {#trisOvarRaM#} (wohl {#trisOparRaM#} zu lesen) {#taTA brahma yajuzAM Satarudriyam#} 10413. {#praTamatrisOparRa#}"
PWG-L81094-MBH12.13789,12,13789,yat,zu lesen,high,,quote-exact,"12,342.6",confirmed,local-GRETIL,ca sAttvikAni,"yAtyamAnAni#} (= {#nipIqyamAnAni#} NILAK.) {#ca sAttvikAni#} MBH. 12,13789. {#putro niryAtitaH kroDAt#} (so die neuere Ausg., es ist aber wohl {#kroqAt#} zu lesen) HARIV. 4857. {#niryAtayata me senAm#"
PWG-L64804-MBH13.23,13,23,amfta,lies,high,,quote-exact,"13,1.16",confirmed,local-GRETIL,hatvA cEnaM nAmftaH syAdayaM me,"{#amfta#}¦ 1〉a〉 {#hatvA cEnaM nAmftaH syAdayaM me#} MBH. 13,23. — b〉 *Z. 3 lies 8,48,3 st. 8,48,1. subst. {%ein unsterbliches Wesen, ein Gott%} Spr"
PWG-L64804-MBH13.23,13,23,amfta,st.,medium,,quote-exact,"13,1.16",confirmed,local-GRETIL,hatvA cEnaM nAmftaH syAdayaM me,"{#amfta#}¦ 1〉a〉 {#hatvA cEnaM nAmftaH syAdayaM me#} MBH. 13,23. — b〉 *Z. 3 lies 8,48,3 st. 8,48,1. subst. {%ein unsterbliches Wesen, ein Gott%} Spr. 4302. <d"
PWG-L27412-MBH13.131,13,131,ji,zu lesen,high,,quote-exact,"06,32.38",confirmed,local-GRETIL,nItirasmi jigIzatAm,"H."">4,1985. {#(kaccit) parAn jigIzase#} 2,194. 13,131. {#nItirasmi jigIzatAm#} BHAG. 10,38. BHĀG. P. 3,19,10 (wo {#jigIzAsa#} zu lesen ist). {%auf Beute ausgehen%}, med.: {#jigI^zase pa\Suri\vAva^sfzw"
PWG-L93196-MBH13.237,13,237,viS,zu lesen,high,,quote-exact,"01,39.32",confirmed,local-GRETIL,saMniveSya,"am#} M. 11,202 ({#saMniveSya#} bei LOIS. zu lesen). MBH. 13,237. SUŚR. 2,55,16. {#tezAM tvavayavAn — saMniveSyAtmamAtrAsu"
PWG-L81815-MBH13.341,13,341,yA,fehlerhaft,high,,quote-exact,"13,6.47",confirmed,local-GRETIL,saMyAti dEvam,"kftamagryaM karma#} (acc.) {#saMyAti dEvam#} (nom.) MBH. 13,341. — {#saMyayuH#} HARIV. 15892 fehlerhaft für {#KaM yayuH#}, wie die neuere Ausg. liest. — Vgl. {#saMy"
PWG-L42824-MBH13.398,13,398,parityajya,zu lesen,high,,quote-exact,"13,8.24",confirmed,local-GRETIL,uBe cEte parityajye tejaScEva tapastaTA,"183. {%aufzugeben%}: {#uBe cEte parityajye tejaScEva tapastaTA#} 13,398. Es ist wohl {#parityA˚#} zu lesen."
PWG-L95554-MBH13.764,13,764,vezw,fehlerhaft,high,,quote-exact,"01,25.22",confirmed,local-GRETIL,Avezwitakara,".#} MBH. 7,1189. {%schliessen%} (die Hand): {#Avezwitakara#} 13,764. — 4〉 {#Avezwayati#} TBR. 1,3,6,1 fehlerhaft für {#Acezwayati#}. — Vgl. {#Avezwa#} fgg. — {#sa"
PWG-L42384-MBH13.793,13,793,parama,zu lesen,high,,quote-exact,"01,147.17",confirmed,local-GRETIL,kiM nvataH,"den, {%vorzüglicher, grösser, ärger%}: {#ko 'nyo 'sti paramaH SivAt#} MBH. 13,793. {#kiM nvataH#} (so ist zu lesen) {#paramaM duHKaM yat#} 1,6196. {#yasmAnna paramaM BUtaM vAnarezviha vi"
PWG-L101849-MBH13.823,13,823,Sruti,zu lesen,high,,quote-exact,"13,14.101",confirmed,local-GRETIL,brUhi yadyasti te SrutiH,"ls>. {#brUhi yadyasti te SrutiH#} {%sprich, wenn du es gehört hast%}, MBH. 13,823. {#SrutiM vaco 'nugAM#} (so zu lesen) {#katvA#} so v. a. {%auf die Rede hinhorchend%} WEBER, PRATIJÑĀS. 111."
PWG-L90545-MBH13.882,13,882,vAsa,zu schreiben,high,,quote-exact,"13,14.152",confirmed,local-GRETIL,kfzRavAsAya,"and, Kleid%} Comm. zu AK. 2,6,3,17. {#kfzRavAsAya#} MBH. 13,882. {#cIravalkalavAsaDfk#} HARIV. 12059. nur scheinbar KATHĀS. 3,71, wo {#vAsasyalaktakam#} zu schreiben ist. Eine aus metrischen Rücksicht"
PWG-L10888-MBH13.1143,13,1143,uttara,zu lesen,high,,quote-exact,"01,2.22",confirmed,local-GRETIL,SatAni ca daSottarARi,"YĀJÑ. 3,102. {#SatAni ca daSottarARi#} MBH. 1,296. 13,1143. PAÑCAT. 157,24. KATHĀS. 13,40. BRAHMA-P. in LA. 57,15 (wo wohl {#saptottarARi#} zu lesen ist). H. 659. LIA. I, 502, N. 1. ({#paSUnAM triSatI"
PWG-L37610-MBH13.1189,13,1189,nandivarDana,fälschlich,medium,,quote-exact,"03,159.26",confirmed,local-GRETIL,nandIvArDanaH,"ls>BHĀG. P. 4,16,18. unter den Beinn. von Śiva MBH. 13,1189. TRIK. 1,1,45. H. ś. 40 (fälschlich {#nandIvArDanaH#}). MED. n. 236. — 2〉 m. a〉 {%"
PWG-L104247-MBH13.1336,13,1336,sad,st.,medium,,quote-exact,"08,24.132",confirmed,local-GRETIL,prasAdayitavAn,"n=""MBH."">8,1584 ({#prasAdayitavAn#}). 13,243. 1336. HARIV. 6007 ({#ataH prasAdayizye tvAM#} die neuere Ausg. st. {#atastvAhaM prasAdizye#} der älteren). R. 1,9,68 (67 GORR."
PWG-L116085-MBH13.1393,13,1393,har,zu lesen,high,,quote-exact,"13,19.13",confirmed,local-GRETIL,mano jahAra,"ich fortnehmen%}): {#sA tasya dfzwEva#} (so zu lesen) {#mano jahAra#} MBH. 13,1393. R. 3,38,18 (med.). 4"
PWG-L88106-MBH13.1441,13,1441,vara,statt,medium,,quote-exact,"01,94.58",confirmed,local-GRETIL,tvamevEkaH SatAdapi varaH sutaH,"1,351. {#tvamevEkaH SatAdapi varaH sutaH#} MBH. 1,4030. 13,1441. R. GORR. 2,80,10. Spr. 3397. 4201. KATHĀS. 78,127. PRAB. 52,14. statt des abl. der gen.: {#kAmo DarmArTayorvaraH#} Spr. 3049. <div n"
PWG-L113928-MBH13.1660,13,1660,sTA,zu lesen,high,,quote-exact,"13,24.86",confirmed,local-GRETIL,DarmakAryezu cotTitAH,"r Hand seiend%} KĀM. NĪTIS. 18,66. {#DarmakAryezu cotTitAH#} MBH. 13,1660. {#karmaRi#} (so ist zu lesen) R. 5,33,30. {#Ahave#} 3,32,1. {#dame satye Darme ca satatotTita"
PWG-L49605-MBH13.1723,13,1723,prayAga,zu lesen,high,,quote-exact,"13,26.36",confirmed,local-GRETIL,prayAge tu,"BH. 1,2097. 3,8212. 8218. 13,1723. fg. (wo {#prayAge tu#} zu lesen ist). 7649. HARIV. 1371. R. 2,54,5. <ls n=""R. 2,5"
PWG-L45045-MBH13.1741,13,1741,piNga,zu lesen,high,,quote-exact,"13,26.52",confirmed,local-GRETIL,piNgAyAScASrame,"is>Durgā H. an. MED. Statt {#piNgAyAYcASrame#} MBH. 13,1741 ist wohl {#piNgAyAScASrame#} zu lesen, wobei es aber doch zweifelhaft bleibt, ob Durgā oder eine best. fromme"
PWG-L33916-MBH13.1880,13,1880,duz,zu lesen,high,,quote-exact,"13,28.14",confirmed,local-GRETIL,mAtA me yena dUzitA,"#} M. 8,364. 368. {#mAtA me yena dUzitA#} MBH. 13,1880. HARIV. 9995. BHĀG. P. 1,33,22. {#adUzitA#} HARIV. 8544. TRIK. 2,6,1 (wo so st. {#aBUzitA#} zu lesen ist). {#kanyAtve dUzite#} MBH. 1,2406. {#adU"
PWG-L33916-MBH13.1880,13,1880,duz,st.,medium,,quote-exact,"13,28.14",confirmed,local-GRETIL,mAtA me yena dUzitA,"#} M. 8,364. 368. {#mAtA me yena dUzitA#} MBH. 13,1880. HARIV. 9995. BHĀG. P. 1,33,22. {#adUzitA#} HARIV. 8544. TRIK. 2,6,1 (wo so st. {#aBUzitA#} zu lesen ist). {#kanyAtve dUzite#} MBH. 1,2406. {#adU"
PWG-L29994-MBH13.1926,13,1926,tud,lies,high,,quote-exact,"13,30.8",confirmed,local-GRETIL,duHKArtaM mftaM mArayase ca mAm,"iM mAM tudasi#} (uneig.) {#duHKArtaM mftaM mArayase ca mAm#} MBH. 13,1926. {#BAvo BAvaM tudati#} (lies: {#nudati#} mit der v. l.) MĀLAV. 29. — Vgl. {#tard"
