stratum,headword,sim_mw,sim_ap,sim_random,mw_minus_ap
PHIL,Sakya,0.0758,0.0444,0.0,0.0313
VERB,hlAd,0.0312,0.0,0.0,0.0312
VERB,vyuz,0.0312,0.0,0.0,0.0312
PHIL,DArA,0.128,0.0968,0.0,0.0312
PHIL,vyavasTA,0.0752,0.044,0.0,0.0312
PHIL,Buvas,0.0312,0.0,0.0,0.0312
VERB,SrI,0.1179,0.0872,0.0128,0.0307
PHIL,upAdeya,0.0833,0.0526,0.0,0.0307
VERB,saG,0.0303,0.0,0.0,0.0303
PHIL,KAta,0.0303,0.0,0.0,0.0303
PHIL,priyAKya,0.3636,0.3333,0.0,0.0303
VERB,dAS,0.0702,0.04,0.0,0.0302
PHIL,Ardra,0.225,0.1951,0.0,0.0299
PHIL,pfzWatas,0.1333,0.1034,0.0,0.0299
VERB,kamp,0.0652,0.0357,0.0,0.0295
PHIL,kamp,0.0652,0.0357,0.0303,0.0295
VERB,rih,0.0294,0.0,0.0,0.0294
PHIL,bArhaspatya,0.0294,0.0,0.0,0.0294
PHIL,mantavya,0.0294,0.0,0.0,0.0294
PHIL,hanta,0.0294,0.0,0.0,0.0294
PHIL,Srotriya,0.0294,0.0,0.0,0.0294
PHIL,vikala,0.0656,0.0364,0.0,0.0292
PHIL,prasaNgin,0.129,0.1,0.0,0.029
PHIL,kanizWa,0.14,0.1111,0.0,0.0289
PHIL,nirAkAra,0.0545,0.0256,0.0,0.0289
VERB,cakAs,0.0286,0.0,0.0,0.0286
PHIL,vedya,0.0286,0.0,0.0,0.0286
PHIL,navaviDa,0.0909,0.0625,0.0,0.0284
PHIL,bahu,0.1023,0.0738,0.0,0.0284
PHIL,hiMsra,0.0638,0.0357,0.0,0.0281
PHIL,mAnasa,0.1471,0.119,0.0,0.028
PHIL,Bogin,0.1549,0.127,0.0,0.0279
VERB,druR,0.25,0.2222,0.0,0.0278
VERB,lul,0.0278,0.0,0.0,0.0278
VERB,Cad,0.0278,0.0,0.0,0.0278
PHIL,modaka,0.0278,0.0,0.0,0.0278
PHIL,dvezya,0.1111,0.0833,0.0,0.0278
PHIL,prameya,0.0278,0.0,0.0,0.0278
PHIL,aho,0.0408,0.013,0.0,0.0278
PHIL,Cad,0.0278,0.0,0.0,0.0278
PHIL,BAgin,0.0526,0.025,0.0,0.0276
PHIL,jaWara,0.1429,0.1154,0.0,0.0275
VERB,gras,0.0886,0.0612,0.0,0.0274
VERB,rad,0.08,0.0526,0.0,0.0274
PHIL,gras,0.0886,0.0612,0.0,0.0274
PHIL,pOruzeya,0.1143,0.087,0.0,0.0273
PHIL,kAmam,0.0667,0.0394,0.0,0.0273
VERB,naw,0.0938,0.0667,0.0,0.0271
PHIL,kApAlika,0.027,0.0,0.0,0.027
PHIL,kubera,0.027,0.0,0.0,0.027
PHIL,sAmanta,0.027,0.0,0.0,0.027
PHIL,viBu,0.0795,0.0526,0.0,0.0269
PHIL,udvega,0.0513,0.0244,0.0,0.0269
PHIL,prAkfta,0.0652,0.0385,0.0,0.0268
PHIL,drava,0.098,0.0714,0.0,0.0266
VERB,As,0.0474,0.021,0.0,0.0264
PHIL,As,0.0474,0.021,0.0,0.0264
VERB,vaj,0.0263,0.0,0.0,0.0263
VERB,hary,0.0263,0.0,0.0,0.0263
VERB,BfS,0.0263,0.0,0.0222,0.0263
VERB,sUrkz,0.0256,0.0,0.0,0.0256
PHIL,niHSreyasa,0.1923,0.1667,0.0,0.0256
VERB,raMh,0.025,0.0,0.0,0.025
VERB,svar,0.0769,0.0519,0.0,0.025
VERB,rup,0.025,0.0,0.0,0.025
VERB,kzu,0.025,0.0,0.0,0.025
PHIL,uddeSya,0.125,0.1,0.0,0.025
PHIL,svar,0.0769,0.0519,0.0,0.025
VERB,mArg,0.1186,0.0938,0.0,0.0249
PHIL,nanu,0.0462,0.0213,0.0,0.0249
PHIL,pariplava,0.0833,0.0588,0.0,0.0245
VERB,sap,0.0244,0.0,0.0,0.0244
PHIL,vivekin,0.0244,0.0,0.0,0.0244
VERB,waNk,0.0909,0.0667,0.0,0.0242
VERB,lih,0.0241,0.0,0.0,0.0241
VERB,cint,0.093,0.069,0.0,0.0241
PHIL,cint,0.093,0.069,0.0,0.0241
PHIL,lih,0.0241,0.0,0.0,0.0241
VERB,vyaT,0.0517,0.0278,0.0,0.0239
PHIL,tAra,0.1176,0.0938,0.0,0.0239
VERB,GaMz,0.1667,0.1429,0.0,0.0238
PHIL,prajA,0.1429,0.119,0.0,0.0238
PHIL,rOdra,0.1449,0.1212,0.0,0.0237
VERB,riS,0.0233,0.0,0.0,0.0233
PHIL,AhArya,0.0426,0.0196,0.0,0.0229
VERB,aYc,0.0227,0.0,0.0,0.0227
PHIL,prasTa,0.0227,0.0,0.0,0.0227
PHIL,praRayin,0.12,0.0976,0.0,0.0224
PHIL,pratipuruzam,0.2222,0.2,0.1667,0.0222
PHIL,jaqa,0.0986,0.0769,0.0,0.0217
PHIL,aye,0.0769,0.0556,0.0,0.0214
PHIL,uBayatra,0.3846,0.3636,0.0,0.021
VERB,niS,0.0625,0.0417,0.0,0.0208
VERB,miT,0.0208,0.0,0.0,0.0208
PHIL,sukft,0.1316,0.1111,0.0,0.0205
VERB,cyut,0.0204,0.0,0.0,0.0204
PHIL,upAnah,0.1111,0.0909,0.0,0.0202
PHIL,viPala,0.1111,0.0909,0.0,0.0202
PHIL,jawin,0.1111,0.0909,0.0213,0.0202
PHIL,samavAyin,0.1034,0.0833,0.0,0.0201
PHIL,pratIpa,0.1,0.08,0.0,0.02
PHIL,kfttikA,0.0192,0.0,0.0,0.0192
PHIL,Urva,0.0625,0.0435,0.0,0.019
PHIL,udBU,0.0189,0.0,0.0,0.0189
VERB,sac,0.0885,0.0698,0.0,0.0187
PHIL,e,0.0185,0.0,0.0,0.0185
PHIL,saMyat,0.0741,0.0556,0.0,0.0185
PHIL,durdina,0.2,0.1818,0.0,0.0182
PHIL,sarvatra,0.2,0.1818,0.0,0.0182
PHIL,vyAkula,0.0476,0.0294,0.0,0.0182
PHIL,pakzas,0.3182,0.3,0.0,0.0182
PHIL,dIkzita,0.0682,0.05,0.0,0.0182
PHIL,karmin,0.0526,0.0345,0.0,0.0181
PHIL,budDa,0.0526,0.0345,0.0,0.0181
VERB,Siz,0.0179,0.0,0.0,0.0179
PHIL,Siz,0.0179,0.0,0.0,0.0179
PHIL,prakriyA,0.0946,0.0769,0.0,0.0177
PHIL,tAmasa,0.0652,0.0476,0.0,0.0176
PHIL,pratyanIka,0.1176,0.1,0.0,0.0176
VERB,viD,0.0469,0.0294,0.0,0.0175
PHIL,sPurita,0.0175,0.0,0.0,0.0175
VERB,dah,0.087,0.0698,0.0,0.0172
PHIL,sTAvara,0.0972,0.08,0.0,0.0172
PHIL,dah,0.087,0.0698,0.0,0.0172
VERB,raB,0.0312,0.0143,0.0,0.017
PHIL,raB,0.0312,0.0143,0.0,0.017
VERB,vas,0.0393,0.0225,0.0,0.0168
PHIL,kAraka,0.0476,0.0308,0.0,0.0168
PHIL,rahasya,0.0882,0.0714,0.0,0.0168
PHIL,vas,0.0393,0.0225,0.0,0.0168
PHIL,pravaRa,0.0833,0.0667,0.0,0.0167
PHIL,prabala,0.0857,0.069,0.0,0.0167
VERB,las,0.0164,0.0,0.0,0.0164
PHIL,praRI,0.0164,0.0,0.0,0.0164
VERB,mah,0.0481,0.0317,0.0,0.0163
PHIL,udBawa,0.0714,0.0556,0.0,0.0159
PHIL,svArTa,0.1228,0.1071,0.0,0.0157
PHIL,vyavasTita,0.0154,0.0,0.0,0.0154
PHIL,SradDA,0.082,0.0667,0.0,0.0153
VERB,ruj,0.0706,0.0556,0.0,0.015
PHIL,kuRWa,0.1579,0.1429,0.0,0.015
VERB,yat,0.0149,0.0,0.0,0.0149
VERB,prez,0.0149,0.0,0.0,0.0149
PHIL,purastAt,0.2,0.1852,0.0,0.0148
VERB,hi,0.0147,0.0,0.0,0.0147
PHIL,hi,0.0147,0.0,0.0,0.0147
VERB,gu,0.0145,0.0,0.0,0.0145
PHIL,rUpa,0.0145,0.0,0.0,0.0145
VERB,pan,0.0769,0.0625,0.0,0.0144
PHIL,sADaka,0.0429,0.0286,0.0,0.0143
PHIL,DArin,0.1026,0.0882,0.0,0.0143
PHIL,SoBana,0.0595,0.0455,0.0,0.0141
PHIL,nirvARa,0.101,0.087,0.0,0.0141
PHIL,sattA,0.125,0.1111,0.0,0.0139
PHIL,adya,0.125,0.1111,0.0,0.0139
VERB,lal,0.0408,0.027,0.0,0.0138
VERB,ric,0.0486,0.0349,0.0,0.0137
PHIL,ric,0.0486,0.0349,0.0,0.0137
PHIL,pUrva,0.1258,0.1121,0.013,0.0137
VERB,kan,0.0741,0.0606,0.0,0.0135
VERB,sUd,0.0702,0.0571,0.0,0.013
VERB,Guz,0.0408,0.0278,0.0,0.013
PHIL,sUd,0.0702,0.0571,0.0,0.013
PHIL,Siras,0.1215,0.1087,0.0,0.0128
PHIL,kArmuka,0.0652,0.0526,0.0,0.0126
VERB,sfj,0.0125,0.0,0.0,0.0125
VERB,kzi,0.0469,0.0345,0.0,0.0124
PHIL,ISa,0.0426,0.0303,0.0,0.0123
PHIL,vara,0.0629,0.0506,0.0,0.0123
VERB,ac,0.0408,0.0286,0.0,0.0122
VERB,prI,0.0122,0.0,0.0,0.0122
PHIL,prI,0.0122,0.0,0.0,0.0122
PHIL,viparyaya,0.0122,0.0,0.0,0.0122
PHIL,apUrva,0.0667,0.0545,0.0,0.0121
VERB,snu,0.037,0.025,0.0,0.012
VERB,sev,0.0119,0.0,0.0,0.0119
PHIL,kazaRa,0.0833,0.0714,0.0,0.0119
PHIL,rasasidDa,0.0952,0.0833,0.0,0.0119
VERB,kuc,0.0938,0.082,0.0,0.0118
PHIL,kuc,0.0938,0.082,0.0208,0.0118
VERB,puw,0.05,0.0385,0.0,0.0115
VERB,banD,0.069,0.0576,0.0,0.0114
PHIL,ucCiKa,0.1364,0.125,0.0,0.0114
PHIL,ced,0.0114,0.0,0.0,0.0114
VERB,svid,0.0284,0.0172,0.0,0.0111
VERB,div,0.0731,0.062,0.0,0.011
PHIL,div,0.0731,0.062,0.0,0.011
PHIL,sujana,0.1538,0.1429,0.0,0.011
PHIL,janana,0.122,0.1111,0.0,0.0108
PHIL,vyApin,0.0541,0.0435,0.0,0.0106
PHIL,kva,0.1462,0.1356,0.0,0.0106
PHIL,sAvitra,0.04,0.0294,0.0,0.0106
PHIL,prakASaka,0.0962,0.0857,0.0,0.0104
VERB,vlI,0.0517,0.0417,0.0,0.0101
VERB,muz,0.0408,0.0308,0.0,0.01
VERB,uz,0.0625,0.0526,0.0,0.0099
VERB,tyaj,0.0094,0.0,0.0,0.0094
VERB,gup,0.0417,0.0323,0.0,0.0094
PHIL,gup,0.0417,0.0323,0.0,0.0094
PHIL,tyaj,0.0094,0.0,0.0,0.0094
PHIL,sarvAtman,0.24,0.2308,0.0,0.0092
PHIL,pUrvApara,0.1628,0.1538,0.0,0.0089
VERB,tul,0.1558,0.1471,0.0,0.0088
PHIL,jYAnin,0.1667,0.1579,0.0,0.0088
PHIL,tul,0.1558,0.1471,0.0,0.0088
VERB,carv,0.08,0.0714,0.0,0.0086
PHIL,amA,0.08,0.0714,0.0,0.0086
PHIL,velA,0.1532,0.1447,0.0,0.0085
PHIL,parisaMKyA,0.0323,0.0238,0.0,0.0084
PHIL,tucCa,0.05,0.0417,0.0,0.0083
PHIL,BAvika,0.05,0.0417,0.0,0.0083
PHIL,samrAj,0.0417,0.0333,0.0,0.0083
PHIL,kalyARa,0.0761,0.0682,0.0,0.0079
PHIL,praTamagarBa,0.2222,0.2143,0.0,0.0079
VERB,f,0.0078,0.0,0.0,0.0078
PHIL,SiKaRqin,0.04,0.0323,0.0,0.0077
PHIL,manas,0.1067,0.0992,0.0,0.0076
PHIL,gORa,0.0789,0.0714,0.0,0.0075
PHIL,vizayaka,0.125,0.1176,0.0,0.0074
PHIL,yukta,0.0072,0.0,0.0,0.0072
PHIL,yAjya,0.1071,0.1,0.0,0.0071
PHIL,sTita,0.0066,0.0,0.0,0.0066
PHIL,drazwavya,0.1429,0.1364,0.0,0.0065
PHIL,mudrA,0.1092,0.1031,0.0,0.0062
PHIL,tfzRA,0.16,0.1538,0.0,0.0062
PHIL,gaBIra,0.0484,0.0426,0.0,0.0058
PHIL,vAjin,0.1327,0.1273,0.0,0.0054
PHIL,Aruh,0.0167,0.0114,0.0,0.0053
PHIL,sAkANkza,0.1053,0.1,0.0196,0.0053
VERB,Dvan,0.0658,0.0606,0.0,0.0052
PHIL,Dvan,0.0658,0.0606,0.0,0.0052
VERB,sAD,0.0255,0.0204,0.0,0.0051
PHIL,sAD,0.0255,0.0204,0.0,0.0051
VERB,ru,0.0726,0.0678,0.0,0.0048
PHIL,sva,0.0547,0.05,0.0,0.0047
PHIL,pratipad,0.0368,0.0325,0.0,0.0043
VERB,SaMs,0.0426,0.0385,0.0,0.0041
PHIL,pAtana,0.0476,0.0435,0.0,0.0041
PHIL,SaMs,0.0426,0.0385,0.0,0.0041
PHIL,paScima,0.1579,0.1538,0.0,0.004
PHIL,jyotis,0.1527,0.1486,0.0,0.004
PHIL,vartman,0.098,0.0943,0.0,0.0037
PHIL,icCA,0.087,0.0833,0.0,0.0036
PHIL,rudra,0.038,0.0345,0.0,0.0035
PHIL,prAjApatya,0.0588,0.0556,0.0476,0.0033
PHIL,sakft,0.1143,0.1111,0.0,0.0032
PHIL,kavi,0.0508,0.0476,0.0,0.0032
VERB,mad,0.014,0.0109,0.0,0.0031
PHIL,AsTA,0.1139,0.1111,0.0,0.0028
VERB,ram,0.0472,0.0444,0.0,0.0027
PHIL,ram,0.0472,0.0444,0.0,0.0027
PHIL,buDa,0.0652,0.0625,0.0,0.0027
VERB,duz,0.0488,0.0462,0.0,0.0026
PHIL,advaya,0.0741,0.0714,0.0,0.0026
PHIL,vArtta,0.0526,0.05,0.0,0.0026
PHIL,surUpa,0.0741,0.0714,0.0,0.0026
PHIL,duz,0.0488,0.0462,0.0,0.0026
PHIL,SEla,0.1455,0.1429,0.0,0.0026
VERB,hA,0.0141,0.0118,0.0,0.0023
PHIL,hA,0.0141,0.0118,0.0,0.0023
PHIL,anukUla,0.0588,0.0566,0.0,0.0022
VERB,Sap,0.0656,0.0641,0.0,0.0015
VERB,gA,0.04,0.0385,0.0,0.0015
PHIL,Sap,0.0656,0.0641,0.0,0.0015
PHIL,jAta,0.0563,0.0548,0.0,0.0015
PHIL,rUkza,0.0423,0.0408,0.0,0.0014
VERB,kft,0.0722,0.0714,0.0,0.0007
VERB,gam,0.0719,0.0714,0.0,0.0005
PHIL,gam,0.0719,0.0714,0.0,0.0005
VERB,snA,0.0367,0.0364,0.0,0.0003
VERB,gaRq,0.0,0.0,0.0,0.0
VERB,tuqq,0.0,0.0,0.0,0.0
VERB,Kel,0.0,0.0,0.0,0.0
VERB,peR,0.0,0.0,0.0,0.0
VERB,piz,0.0,0.0,0.0,0.0
VERB,vyay,0.0,0.0,0.0,0.0
VERB,valh,0.0,0.0,0.0,0.0
VERB,toq,0.0,0.0,0.0,0.0
VERB,sas,0.0,0.0,0.0,0.0
VERB,nft,0.0,0.0,0.0,0.0
VERB,BAm,0.0,0.0,0.0,0.0
VERB,rE,0.0,0.0,0.0,0.0
VERB,drAq,0.0,0.0,0.0,0.0
VERB,tfp,0.0,0.0,0.0,0.0
VERB,klav,0.0,0.0,0.0,0.0
VERB,muj,0.0,0.0,0.0,0.0
VERB,gah,0.0,0.0,0.0,0.0
VERB,klu,0.0,0.0,0.0,0.0
VERB,garv,0.0,0.0,0.0,0.0
VERB,bAq,0.0,0.0,0.0,0.0
VERB,maR,0.0,0.0,0.0,0.0
VERB,pinv,0.0,0.0,0.0,0.0
VERB,gaYj,0.0,0.0,0.0,0.0
VERB,yut,0.0,0.0,0.0,0.0
VERB,klind,0.0,0.0,0.0,0.0
VERB,caYc,0.0,0.0,0.0,0.0
VERB,maz,0.0,0.0,0.0,0.0
VERB,cah,0.0,0.0,0.0,0.0
VERB,caz,0.0,0.0,0.0,0.0
VERB,KaYj,0.0,0.0,0.0,0.0
VERB,jaz,0.0,0.0,0.0,0.0
VERB,aq,0.0,0.0,0.0,0.0
VERB,ciw,0.0,0.0,0.0,0.0
VERB,gaD,0.0,0.0,0.0,0.0
VERB,Bez,0.0,0.0,0.0,0.0
VERB,puMs,0.0,0.0,0.0,0.0
VERB,yez,0.0,0.0,0.0,0.0
VERB,BUz,0.0,0.0,0.0,0.0
VERB,bus,0.0,0.0,0.0,0.0
VERB,BrAS,0.0,0.0,0.0,0.0
VERB,mAh,0.0,0.0,0.1111,0.0
VERB,hikk,0.0,0.0,0.0,0.0
VERB,DvaR,0.0,0.0,0.0,0.0
VERB,luw,0.0,0.0,0.0,0.0
VERB,mAn,0.0,0.0,0.0,0.0
VERB,olaRq,0.0,0.0,0.0,0.0
VERB,mIv,0.0,0.0,0.0,0.0
VERB,Bal,0.0,0.0,0.0,0.0
VERB,KaRq,0.0,0.0,0.0,0.0
VERB,mreq,0.0,0.0,0.0,0.0
VERB,jaw,0.0,0.0,0.0,0.0
VERB,mArj,0.0,0.0,0.0,0.0
VERB,galB,0.0,0.0,0.0,0.0
VERB,GaR,0.0,0.0,0.0,0.0
VERB,maT,0.0,0.0,0.0,0.0
VERB,tuR,0.0,0.0,0.0,0.0
VERB,kzad,0.0,0.0,0.0,0.0
VERB,aNG,0.0,0.0,0.0,0.0
VERB,svap,0.0,0.0,0.0,0.0
VERB,INK,0.0,0.0,0.0,0.0
VERB,ez,0.0,0.0,0.0,0.0
VERB,mac,0.0,0.0,0.0,0.0
VERB,kziv,0.0,0.0,0.0,0.0
VERB,pez,0.0,0.0,0.0,0.0
VERB,tip,0.0,0.0,0.0,0.0
VERB,pust,0.0,0.0,0.0,0.0
VERB,SuD,0.0,0.0,0.0,0.0
VERB,Tuq,0.25,0.25,0.0,0.0
VERB,makz,0.0,0.0,0.0,0.0
VERB,GiRR,0.0,0.0,0.0,0.0
VERB,Kow,0.0,0.0,0.0,0.0
VERB,rah,0.0,0.0,0.0,0.0
VERB,bil,0.0,0.0,0.0,0.0
VERB,cur,0.0,0.0,0.0,0.0
VERB,Ij,0.0,0.0,0.0,0.0
VERB,cuq,0.0,0.0,0.0,0.0
VERB,mavy,0.0,0.0,0.0,0.0
VERB,kand,0.0,0.0,0.0,0.0
VERB,tUq,0.0,0.0,0.0,0.0
VERB,vIj,0.0,0.0,0.0,0.0
VERB,jam,0.0,0.0,0.0,0.0
VERB,al,0.0,0.0,0.0,0.0
VERB,tuq,0.0,0.0,0.0,0.0
VERB,sPur,0.0,0.0,0.0,0.0
VERB,nAs,0.0,0.0,0.0,0.0
VERB,liK,0.0,0.0,0.0,0.0
VERB,sKal,0.0,0.0,0.0,0.0
VERB,pUy,0.0,0.0,0.0,0.0
VERB,qip,0.0,0.0,0.0,0.0
VERB,Scut,0.0,0.0,0.0,0.0
VERB,qamb,0.0,0.0,0.0,0.0
VERB,vruq,0.0,0.0,0.0,0.0
VERB,vfD,0.0,0.0,0.0,0.0
VERB,ard,0.0,0.0,0.0,0.0
VERB,wip,0.0,0.0,0.0,0.0
VERB,kuw,0.0,0.0,0.0,0.0
VERB,raRv,0.0,0.0,0.0,0.0
VERB,tuS,0.0,0.0,0.0,0.0
VERB,BraR,0.0,0.0,0.0,0.0
VERB,Draj,0.0,0.0,0.0,0.0
VERB,dinv,0.0,0.0,0.0,0.0
VERB,DaR,0.0,0.0,0.0,0.0
VERB,gep,0.0,0.0,0.0,0.0
VERB,kIl,0.0,0.0,0.0,0.0
VERB,kuT,0.0,0.0,0.0,0.0
VERB,si,0.0,0.0,0.0,0.0
VERB,kzud,0.0,0.0,0.0,0.0
VERB,kUrd,0.0,0.0,0.0,0.0
VERB,kaRW,0.0,0.0,0.0,0.0
VERB,kak,0.0,0.0,0.0,0.0
VERB,Kaw,0.0,0.0,0.0,0.0
VERB,katr,0.0,0.0,0.0,0.0
VERB,nuq,0.0,0.0,0.0,0.0
VERB,jul,0.0,0.0,0.0,0.0
VERB,vyac,0.0,0.0,0.0,0.0
VERB,drek,0.0,0.0,0.0,0.0
VERB,qap,0.0,0.0,0.0,0.0
VERB,Kaz,0.0,0.0,0.0,0.0
VERB,Karj,0.0,0.0,0.0,0.0
VERB,kUl,0.0,0.0,0.0,0.0
VERB,purv,0.1429,0.1429,0.0,0.0
VERB,iK,0.0,0.0,0.0,0.0
VERB,Dras,0.0,0.0,0.0,0.0
VERB,durv,0.0,0.0,0.0,0.0
VERB,Pal,0.0,0.0,0.0,0.0
VERB,DIkz,0.0,0.0,0.0,0.0
VERB,aBr,0.0,0.0,0.0,0.0
VERB,riNg,0.0,0.0,0.0,0.0
VERB,nikz,0.0,0.0,0.0,0.0
VERB,iw,0.0,0.0,0.0,0.0
VERB,sraMs,0.0,0.0,0.0,0.0
VERB,Jam,0.0,0.0,0.0,0.0
VERB,Turv,0.0,0.0,0.0,0.0
VERB,hrez,0.0,0.0,0.0,0.0
VERB,cam,0.0,0.0,0.0303,0.0
VERB,tuz,0.0,0.0,0.0,0.0
VERB,kzRu,0.0,0.0,0.0,0.0
VERB,cel,0.0,0.0,0.0,0.0
VERB,kaS,0.0,0.0,0.0,0.0
VERB,dad,0.0,0.0,0.0,0.0
VERB,caRq,0.0,0.0,0.0,0.0
VERB,ciri,0.0,0.0,0.0,0.0
VERB,vAh,0.0,0.0,0.0,0.0
VERB,az,0.4,0.4,0.0,0.0
VERB,riB,0.0,0.0,0.0,0.0
VERB,glas,0.0,0.0,0.0,0.0
VERB,rakz,0.0,0.0,0.0,0.0
VERB,puT,0.0,0.0,0.0,0.0
VERB,cuqq,0.0,0.0,0.0,0.0
VERB,ant,0.0,0.0,0.0,0.0
VERB,sPaw,0.0,0.0,0.0,0.0
VERB,mruc,0.0,0.0,0.0,0.0
VERB,sPul,0.0,0.0,0.0,0.0
VERB,druq,0.0,0.0,0.0,0.0
VERB,ned,0.0,0.0,0.0,0.0
VERB,Suc,0.0,0.0,0.0,0.0
VERB,pfc,0.0,0.0,0.0,0.0
VERB,trOk,0.0,0.0,0.0,0.0
VERB,taw,0.0,0.0,0.0,0.0
VERB,loc,0.0,0.0,0.0,0.0
VERB,raP,0.0,0.0,0.0,0.0
VERB,kumb,0.0,0.0,0.0,0.0
VERB,kard,0.0,0.0,0.0,0.0
VERB,tuh,0.0,0.0,0.0,0.0
VERB,Diz,0.0,0.0,0.0,0.0
VERB,tvaNg,0.0,0.0,0.0,0.0
VERB,SIk,0.0,0.0,0.0,0.0
VERB,gluc,0.0,0.0,0.0,0.0
VERB,bad,0.0,0.0,0.0,0.0
VERB,DUrv,0.0,0.0,0.0,0.0
VERB,SiNG,0.0,0.0,0.0,0.0
VERB,had,0.0,0.0,0.0,0.0
VERB,tep,0.0,0.0,0.0,0.0
VERB,KuRq,0.0,0.0,0.0,0.0
VERB,liNg,0.0,0.0,0.0,0.0
VERB,tay,0.0,0.0,0.0,0.0
VERB,Jaw,0.0,0.0,0.0,0.0
VERB,rez,0.0,0.0,0.0,0.0
VERB,qam,0.0,0.0,0.0,0.0
VERB,hez,0.0,0.0,0.0,0.0
VERB,Nu,0.0,0.0,0.0,0.0
VERB,daMs,0.0,0.0,0.0,0.0
VERB,DUS,0.0,0.0,0.0,0.0
VERB,varD,0.0,0.0,0.0,0.0
VERB,vand,0.0,0.0,0.0,0.0
VERB,Pull,0.0,0.0,0.0,0.0
VERB,kac,0.0,0.0,0.0,0.0
VERB,cikk,0.0,0.0,0.0,0.0
VERB,at,0.0,0.0,0.0,0.0
VERB,bunD,0.0,0.0,0.0,0.0
VERB,hrAd,0.0,0.0,0.0,0.0
VERB,miS,0.0,0.0,0.0,0.0
VERB,guq,0.0,0.0,0.0,0.0
VERB,kzmAy,0.0,0.0,0.0,0.0
VERB,Gamb,0.0,0.0,0.0,0.0
VERB,kaW,0.0,0.0,0.0,0.0
VERB,Sri,0.0,0.0,0.0,0.0
VERB,luRw,0.0,0.0,0.0,0.0
VERB,kab,0.0,0.0,0.0,0.0
VERB,sarj,0.0,0.0,0.0,0.0
VERB,rUz,0.0,0.0,0.0,0.0
VERB,kIw,0.0,0.0,0.0,0.0
VERB,kuww,0.0,0.0,0.0625,0.0
VERB,jaYj,0.0,0.0,0.0,0.0
VERB,kzvel,0.0,0.0,0.0,0.0
VERB,tuw,0.0,0.0,0.0,0.0
VERB,kmar,0.0,0.0,0.0,0.0
VERB,jyut,0.0,0.0,0.0,0.0
VERB,guP,0.0,0.0,0.0,0.0
VERB,maYj,0.0,0.0,0.0,0.0
VERB,lap,0.0,0.0,0.0,0.0
VERB,dih,0.0,0.0,0.0,0.0
VERB,DrA,0.0,0.0,0.0,0.0
VERB,SAs,0.0,0.0,0.0,0.0
VERB,pUR,0.0,0.0,0.0,0.0
VERB,cuR,0.0,0.0,0.0,0.0
VERB,tuRq,0.0,0.0,0.0,0.0
VERB,cUR,0.0,0.0,0.0,0.0
VERB,vfR,0.0,0.0,0.0,0.0
VERB,trand,0.0,0.0,0.0,0.0
VERB,amb,0.0,0.0,0.0,0.0
VERB,GUrR,0.0,0.0,0.0,0.0
VERB,vell,0.0,0.0,0.0,0.0
VERB,Kuj,0.0,0.0,0.0,0.0
VERB,pru,0.0,0.0,0.037,0.0
VERB,tvaYc,0.0,0.0,0.0,0.0
VERB,knUy,0.0,0.0,0.0,0.0
VERB,jUz,0.0,0.0,0.0,0.0
VERB,dimp,0.0,0.0,0.0,0.0
VERB,trup,0.0,0.0,0.0,0.0
VERB,GuR,0.0,0.0,0.0,0.0
VERB,taRq,0.0,0.0,0.0,0.0
VERB,mrad,0.0,0.0,0.0,0.0
VERB,pUl,0.0,0.0,0.0,0.0
VERB,skand,0.0,0.0,0.0,0.0
VERB,Koq,0.0,0.0,0.0,0.0
VERB,lozw,0.0,0.0,0.0,0.0
VERB,vij,0.0,0.0,0.0,0.0
VERB,culump,0.0,0.0,0.0,0.0
VERB,mnA,0.0,0.0,0.0,0.0
VERB,buw,0.0,0.0,0.0,0.0
VERB,Dukz,0.0,0.0,0.0,0.0
VERB,jvar,0.0,0.0,0.0,0.0
VERB,gurv,0.0,0.0,0.0,0.0
VERB,vft,0.0,0.0,0.0,0.0
VERB,BaRq,0.0,0.0,0.0,0.0
VERB,oK,0.0,0.0,0.0,0.0
VERB,Sliz,0.0,0.0,0.0,0.0
VERB,raNG,0.0,0.0,0.0,0.0
VERB,vezw,0.0,0.0,0.0,0.0
VERB,has,0.0,0.0,0.0,0.0
VERB,cand,0.0,0.0,0.0,0.0
VERB,Ku,0.0,0.0,0.0,0.0
VERB,uYC,0.0,0.0,0.0,0.0
VERB,Sal,0.0,0.0,0.0,0.0
VERB,das,0.0,0.0,0.0,0.0
VERB,marc,0.0,0.0,0.0,0.0
VERB,Garb,0.0,0.0,0.0,0.0
VERB,Su,0.0,0.0,0.0,0.0
VERB,and,0.0,0.0,0.0,0.0
VERB,Jarc,0.0,0.0,0.0,0.0
VERB,cul,0.0,0.0,0.0,0.0
VERB,puq,0.0,0.0,0.0,0.0
VERB,jut,0.0,0.0,0.0,0.0
VERB,Kaj,0.0,0.0,0.0,0.0
VERB,rap,0.0,0.0,0.0,0.0
VERB,gev,0.0,0.0,0.0,0.0
VERB,vfkz,0.0,0.0,0.0,0.0
VERB,taYc,0.0,0.0,0.0,0.0
VERB,kleS,0.0,0.0,0.0,0.0
VERB,cill,0.0,0.0,0.0,0.0
VERB,SaS,0.0,0.0,0.0,0.0
VERB,maS,0.0,0.0,0.0,0.0
VERB,biw,0.0,0.0,0.0,0.0
VERB,vaRw,0.0,0.0,0.0,0.0
