stratum,headword,sim_mw,sim_ap,sim_random,mw_minus_ap
PHIL,anupadam,0.1,0.1667,0.0,-0.0667
PHIL,upAMSu,0.1429,0.2105,0.0,-0.0677
VERB,BI,0.019,0.087,0.0,-0.0679
PHIL,BI,0.019,0.087,0.0,-0.0679
VERB,laz,0.0217,0.0909,0.0,-0.0692
VERB,bal,0.0556,0.125,0.0,-0.0694
PHIL,sarvajYa,0.0556,0.125,0.0,-0.0694
VERB,garj,0.0328,0.1026,0.0,-0.0698
PHIL,gariman,0.0833,0.1538,0.0,-0.0705
PHIL,prastAvanA,0.0682,0.1389,0.0,-0.0707
VERB,pU,0.0959,0.1667,0.0,-0.0708
VERB,saYj,0.0244,0.0952,0.0,-0.0708
PHIL,pU,0.0959,0.1667,0.0,-0.0708
PHIL,yaTAyaTam,0.0625,0.1333,0.0,-0.0708
VERB,mas,0.0714,0.1429,0.0,-0.0714
PHIL,vAcin,0.0714,0.1429,0.0,-0.0714
PHIL,nivartaka,0.0,0.0714,0.0,-0.0714
PHIL,pfTak,0.0682,0.1395,0.0,-0.0714
VERB,gAh,0.0615,0.1333,0.0,-0.0718
PHIL,gAh,0.0615,0.1333,0.0,-0.0718
VERB,nij,0.0278,0.1,0.0,-0.0722
VERB,kaR,0.0857,0.1579,0.0,-0.0722
VERB,tur,0.0455,0.1176,0.0,-0.0722
PHIL,nij,0.0278,0.1,0.0,-0.0722
VERB,rA,0.0476,0.12,0.0,-0.0724
PHIL,rA,0.0476,0.12,0.0,-0.0724
VERB,pat,0.0335,0.1064,0.0,-0.0729
VERB,jval,0.0769,0.15,0.0,-0.0731
PHIL,vEyAGra,0.1765,0.25,0.0,-0.0735
PHIL,aDiraTa,0.1765,0.25,0.0,-0.0735
VERB,Bikz,0.0213,0.0952,0.0,-0.074
VERB,stan,0.037,0.1111,0.0,-0.0741
VERB,zWiv,0.0167,0.0909,0.0,-0.0742
PHIL,zWiv,0.0167,0.0909,0.0,-0.0742
PHIL,CawA,0.0435,0.1176,0.0,-0.0742
PHIL,ekadevata,0.125,0.2,0.0,-0.075
PHIL,navaDA,0.125,0.2,0.0,-0.075
PHIL,vispazwa,0.125,0.2,0.0,-0.075
PHIL,saMgamaka,0.0909,0.1667,0.0,-0.0758
PHIL,drAk,0.0909,0.1667,0.0,-0.0758
PHIL,zAwkOSika,0.0909,0.1667,0.0,-0.0758
VERB,sPAy,0.0571,0.1333,0.0,-0.0762
PHIL,palAy,0.0345,0.1111,0.0,-0.0766
VERB,raD,0.0658,0.1429,0.0,-0.0771
VERB,tard,0.0606,0.1379,0.0,-0.0773
PHIL,mADyama,0.0476,0.125,0.0,-0.0774
VERB,puz,0.0588,0.1364,0.0,-0.0775
PHIL,puz,0.0588,0.1364,0.0,-0.0775
VERB,taq,0.0758,0.1538,0.0,-0.0781
PHIL,taq,0.0758,0.1538,0.0244,-0.0781
VERB,svan,0.0385,0.1176,0.0,-0.0792
VERB,tfz,0.1081,0.1875,0.0,-0.0794
VERB,Kan,0.0241,0.1034,0.0,-0.0794
VERB,lok,0.0455,0.125,0.0,-0.0795
PHIL,lok,0.0455,0.125,0.0,-0.0795
PHIL,anukUlatA,0.0,0.08,0.0,-0.08
PHIL,vAcaka,0.0625,0.1429,0.0,-0.0804
PHIL,svatas,0.0444,0.125,0.0,-0.0806
VERB,cal,0.0442,0.125,0.0,-0.0808
VERB,jan,0.0699,0.1509,0.0,-0.081
VERB,jas,0.0488,0.1304,0.0,-0.0817
VERB,luB,0.0515,0.1333,0.0,-0.0818
PHIL,pArSvavartin,0.1,0.1818,0.0,-0.0818
VERB,pluz,0.0606,0.1429,0.0,-0.0823
VERB,jur,0.0714,0.1538,0.0,-0.0824
PHIL,yaSasvin,0.1176,0.2,0.0,-0.0824
PHIL,grIvA,0.0714,0.1538,0.0,-0.0824
PHIL,tadvid,0.1176,0.2,0.0,-0.0824
PHIL,nAndImuKa,0.0286,0.1111,0.0,-0.0825
PHIL,rEvata,0.0175,0.1,0.0,-0.0825
PHIL,SrAdDa,0.0171,0.1,0.0,-0.0829
VERB,Guq,0.25,0.3333,0.0,-0.0833
VERB,klid,0.0278,0.1111,0.0,-0.0833
VERB,ramB,0.0833,0.1667,0.0,-0.0833
VERB,yakz,0.0,0.0833,0.0,-0.0833
VERB,cuww,0.1667,0.25,0.0,-0.0833
PHIL,udGAwana,0.0417,0.125,0.0,-0.0833
PHIL,avidyAmaya,0.1667,0.25,0.0,-0.0833
PHIL,paNgutA,0.25,0.3333,0.0,-0.0833
PHIL,kAraRatA,0.1667,0.25,0.0,-0.0833
VERB,pruz,0.0217,0.1053,0.0,-0.0835
VERB,Baz,0.0588,0.1429,0.0,-0.084
VERB,uB,0.0588,0.1429,0.0,-0.084
PHIL,uB,0.0588,0.1429,0.0,-0.084
PHIL,lipsA,0.0588,0.1429,0.0,-0.084
PHIL,anAdara,0.0588,0.1429,0.0,-0.084
PHIL,nibanDin,0.1875,0.2727,0.0,-0.0852
VERB,Guw,0.0476,0.1333,0.0,-0.0857
PHIL,paYcaka,0.0962,0.1818,0.0,-0.0857
PHIL,usra,0.0476,0.1333,0.0,-0.0857
VERB,Si,0.025,0.1111,0.0,-0.0861
PHIL,Eqa,0.08,0.1667,0.0,-0.0867
PHIL,maDyasTa,0.2093,0.2963,0.0,-0.087
PHIL,mAtsya,0.0556,0.1429,0.0,-0.0873
PHIL,vAYCA,0.0556,0.1429,0.0,-0.0873
PHIL,uqqAmara,0.1111,0.2,0.0,-0.0889
PHIL,sajjIBU,0.1111,0.2,0.0,-0.0889
PHIL,bahirmanas,0.1111,0.2,0.0,-0.0889
PHIL,triguRa,0.1282,0.2174,0.0,-0.0892
VERB,kzIj,0.0769,0.1667,0.0,-0.0897
VERB,kzap,0.0682,0.1579,0.0,-0.0897
VERB,maRq,0.0,0.0909,0.0,-0.0909
VERB,baMh,0.0,0.0909,0.0,-0.0909
PHIL,pratyAyaka,0.0,0.0909,0.0,-0.0909
PHIL,nirASraya,0.0,0.0909,0.0,-0.0909
PHIL,maRq,0.0,0.0909,0.0,-0.0909
PHIL,pativratA,0.0,0.0909,0.0,-0.0909
PHIL,ftviya,0.0323,0.125,0.0,-0.0927
PHIL,pratyagra,0.1379,0.2308,0.0,-0.0928
VERB,carc,0.027,0.12,0.0,-0.093
PHIL,vyoman,0.1404,0.2353,0.0,-0.0949
PHIL,SozaRa,0.0857,0.1818,0.0,-0.0961
VERB,dAn,0.1538,0.25,0.0,-0.0962
PHIL,unmATa,0.1538,0.25,0.0,-0.0962
VERB,Kad,0.125,0.2222,0.0,-0.0972
VERB,klam,0.0323,0.1304,0.0,-0.0982
PHIL,urvarA,0.0833,0.1818,0.0,-0.0985
PHIL,saras,0.1739,0.2727,0.0,-0.0988
VERB,piW,0.0,0.1,0.0,-0.1
VERB,buq,0.1,0.2,0.0,-0.1
VERB,QOk,0.0,0.1,0.0,-0.1
PHIL,avadAta,0.15,0.25,0.0,-0.1
PHIL,kAlIna,0.1,0.2,0.0,-0.1
PHIL,jIvin,0.1,0.2,0.0,-0.1
PHIL,upasaMhArin,0.1,0.2,0.0,-0.1
PHIL,tUzRIm,0.0,0.1,0.0,-0.1
PHIL,saptan,0.0429,0.1429,0.0,-0.1
PHIL,bahuviDa,0.1,0.2,0.0,-0.1
PHIL,jara,0.0606,0.1613,0.0,-0.1007
PHIL,nirjantu,0.1818,0.2857,0.0,-0.1039
PHIL,sAparADa,0.0625,0.1667,0.0,-0.1042
PHIL,gnA,0.1176,0.2222,0.0,-0.1046
VERB,kaRq,0.0769,0.1818,0.0,-0.1049
PHIL,aByanujYA,0.0769,0.1818,0.0,-0.1049
PHIL,aBinna,0.08,0.1852,0.0,-0.1052
VERB,mfD,0.037,0.1429,0.0,-0.1058
VERB,Bas,0.0698,0.1765,0.0,-0.1067
VERB,jaB,0.0182,0.125,0.0,-0.1068
VERB,kaqq,0.1429,0.25,0.0,-0.1071
PHIL,unmuKara,0.1429,0.25,0.0,-0.1071
PHIL,vijigIzu,0.0357,0.1429,0.0,-0.1071
PHIL,pAwaliman,0.1429,0.25,0.0,-0.1071
PHIL,asattva,0.1429,0.25,0.0,-0.1071
PHIL,kUwasTa,0.0851,0.1923,0.0,-0.1072
VERB,kaw,0.0588,0.1667,0.0,-0.1078
VERB,mIl,0.0308,0.1395,0.0,-0.1088
PHIL,mIl,0.0308,0.1395,0.0,-0.1088
VERB,bukk,0.0909,0.2,0.0,-0.1091
PHIL,vAsanAmaya,0.0909,0.2,0.0,-0.1091
PHIL,pratyakzapramA,0.0714,0.1818,0.0,-0.1104
VERB,gUrd,0.0,0.1111,0.0,-0.1111
PHIL,nAvanIta,0.1111,0.2222,0.0,-0.1111
PHIL,SArIraka,0.0,0.1111,0.0,-0.1111
VERB,kruS,0.0408,0.1538,0.0,-0.113
PHIL,kruS,0.0408,0.1538,0.0,-0.113
PHIL,vAr,0.087,0.2,0.0,-0.113
VERB,kraT,0.1364,0.25,0.0,-0.1136
PHIL,grAmakAma,0.25,0.3636,0.0,-0.1136
PHIL,pOrRamAsa,0.1081,0.2222,0.0,-0.1141
PHIL,rAkA,0.1463,0.2609,0.0,-0.1145
PHIL,janaka,0.0851,0.2,0.0,-0.1149
PHIL,SayyA,0.0667,0.1818,0.0,-0.1152
PHIL,paYcatA,0.2414,0.3571,0.0,-0.1158
VERB,dakz,0.1111,0.2273,0.0,-0.1162
VERB,DUr,0.0833,0.2,0.0,-0.1167
PHIL,prARaBft,0.1333,0.25,0.0,-0.1167
PHIL,daSaviDa,0.0833,0.2,0.0,-0.1167
PHIL,saMvat,0.0244,0.1429,0.0,-0.1185
PHIL,BUyizWa,0.1136,0.2326,0.0,-0.1189
PHIL,Ehika,0.1667,0.2857,0.0,-0.119
VERB,guD,0.0625,0.1818,0.0,-0.1193
PHIL,sukftin,0.1154,0.2353,0.0,-0.1199
PHIL,dESika,0.1515,0.2727,0.0,-0.1212
PHIL,daSA,0.1096,0.2308,0.0,-0.1212
PHIL,avataraRikA,0.2308,0.3529,0.0,-0.1222
VERB,il,0.0652,0.1875,0.0,-0.1223
VERB,drA,0.0435,0.1667,0.0,-0.1232
PHIL,pratyAsanna,0.0435,0.1667,0.0,-0.1232
PHIL,azwaka,0.0909,0.2143,0.0,-0.1234
PHIL,aSeza,0.1111,0.2353,0.0,-0.1242
VERB,kzmIl,0.125,0.25,0.0,-0.125
VERB,aNg,0.0,0.125,0.0,-0.125
VERB,til,0.0,0.125,0.0,-0.125
VERB,trap,0.0,0.125,0.0,-0.125
VERB,must,0.125,0.25,0.0,-0.125
VERB,mANkz,0.125,0.25,0.0,-0.125
VERB,jarts,0.0,0.125,0.0,-0.125
VERB,tUl,0.0,0.125,0.0,-0.125
VERB,gavez,0.0417,0.1667,0.0,-0.125
PHIL,kzetravid,0.0417,0.1667,0.0,-0.125
PHIL,sadApuzpa,0.0,0.125,0.0,-0.125
PHIL,guRatA,0.0,0.125,0.0,-0.125
PHIL,rudrARI,0.125,0.25,0.0,-0.125
PHIL,nEsargika,0.0,0.125,0.0,-0.125
PHIL,paYcAvayava,0.0,0.125,0.0,-0.125
PHIL,dviDA,0.125,0.25,0.0,-0.125
PHIL,niranumAna,0.125,0.25,0.0,-0.125
PHIL,paricCedya,0.0,0.125,0.0,-0.125
PHIL,ADikArika,0.04,0.1667,0.0,-0.1267
PHIL,prAyaSas,0.2353,0.3636,0.0,-0.1283
PHIL,vimala,0.0806,0.2105,0.0667,-0.1299
PHIL,viparyasta,0.05,0.1818,0.0,-0.1318
PHIL,OraBra,0.1176,0.25,0.0,-0.1324
VERB,maNg,0.2,0.3333,0.0,-0.1333
VERB,arb,0.2,0.3333,0.0,-0.1333
VERB,krap,0.0,0.1333,0.0,-0.1333
PHIL,nASaka,0.0667,0.2,0.0,-0.1333
PHIL,puRyajita,0.2,0.3333,0.0,-0.1333
PHIL,IrzyA,0.2,0.3333,0.0,-0.1333
PHIL,kOmAra,0.1159,0.25,0.0,-0.1341
PHIL,roman,0.1143,0.25,0.0,-0.1357
VERB,pur,0.1136,0.25,0.0,-0.1364
VERB,kruq,0.0625,0.2,0.0,-0.1375
VERB,nakz,0.0833,0.2222,0.0,-0.1389
PHIL,OzaDa,0.0833,0.2222,0.0,-0.1389
PHIL,prAgudaYc,0.1111,0.25,0.0,-0.1389
PHIL,sakartfka,0.1111,0.25,0.0,-0.1389
PHIL,asuramAyA,0.1111,0.25,0.0,-0.1389
PHIL,svavaSa,0.1111,0.25,0.0,-0.1389
PHIL,roha,0.0909,0.2308,0.0,-0.1399
PHIL,bAQa,0.0588,0.2,0.0,-0.1412
VERB,pis,0.1304,0.2727,0.0,-0.1423
VERB,caR,0.0,0.1429,0.0,-0.1429
VERB,cuw,0.1429,0.2857,0.0,-0.1429
PHIL,mfdula,0.2857,0.4286,0.0,-0.1429
PHIL,durvaca,0.0,0.1429,0.0,-0.1429
PHIL,vAcya,0.0556,0.2,0.0,-0.1444
PHIL,tApaka,0.1875,0.3333,0.0,-0.1458
VERB,dram,0.0526,0.2,0.0,-0.1474
PHIL,virUpAkza,0.0189,0.1667,0.0,-0.1478
VERB,arj,0.0377,0.1857,0.0,-0.148
PHIL,marut,0.1019,0.25,0.0,-0.1481
PHIL,purAvid,0.1,0.25,0.0,-0.15
VERB,kvaT,0.0476,0.2,0.0,-0.1524
PHIL,BAsaka,0.0476,0.2,0.0,-0.1524
PHIL,patnISAlA,0.0,0.1538,0.0,-0.1538
VERB,ej,0.0455,0.2,0.0,-0.1545
PHIL,parovaram,0.2727,0.4286,0.0,-0.1558
VERB,jakz,0.0238,0.1818,0.0,-0.158
VERB,maMh,0.0909,0.25,0.0,-0.1591
PHIL,mamatA,0.0385,0.2,0.0,-0.1615
PHIL,viBA,0.0667,0.2308,0.0,-0.1641
VERB,GagG,0.1667,0.3333,0.0,-0.1667
VERB,kuk,0.1667,0.3333,0.0,-0.1667
VERB,Bruq,0.1667,0.3333,0.0,-0.1667
VERB,Kaww,0.1667,0.3333,0.0,-0.1667
VERB,arv,0.3333,0.5,0.0,-0.1667
PHIL,annAda,0.1667,0.3333,0.0,-0.1667
PHIL,citrin,0.1,0.2667,0.0,-0.1667
PHIL,pUzan,0.0333,0.2,0.0,-0.1667
PHIL,sOrya,0.0333,0.2,0.0,-0.1667
PHIL,nirmiTya,0.1667,0.3333,0.0,-0.1667
PHIL,sarvadA,0.1667,0.3333,0.0,-0.1667
PHIL,vidvezin,0.0,0.1667,0.0,-0.1667
VERB,BaR,0.0625,0.2308,0.0,-0.1683
VERB,mid,0.0182,0.1875,0.0,-0.1693
PHIL,sanAtana,0.0286,0.2,0.0,-0.1714
VERB,aR,0.0769,0.25,0.0,-0.1731
PHIL,pORqarIka,0.125,0.3,0.0,-0.175
PHIL,jAtakarman,0.1579,0.3333,0.0,-0.1754
VERB,cIv,0.0714,0.25,0.0,-0.1786
PHIL,svABAvika,0.1538,0.3333,0.0,-0.1795
VERB,cUz,0.1053,0.2857,0.0,-0.1805
PHIL,kOSa,0.1053,0.2857,0.0,-0.1805
PHIL,azwANga,0.069,0.25,0.0,-0.181
VERB,bis,0.1176,0.3,0.0,-0.1824
VERB,tik,0.0667,0.25,0.0,-0.1833
VERB,SraR,0.0667,0.25,0.0,-0.1833
PHIL,mahAhavis,0.1,0.2857,0.0,-0.1857
PHIL,tarhi,0.1,0.2857,0.0,-0.1857
PHIL,nava,0.0769,0.2667,0.0,-0.1897
VERB,gez,0.1429,0.3333,0.0,-0.1905
VERB,puRw,0.1429,0.3333,0.0,-0.1905
VERB,karv,0.1429,0.3333,0.0,-0.1905
VERB,mIm,0.1429,0.3333,0.0,-0.1905
PHIL,piDAyaka,0.1429,0.3333,0.0,-0.1905
PHIL,AcCAdaka,0.1429,0.3333,0.0,-0.1905
PHIL,Avaraka,0.1429,0.3333,0.0,-0.1905
VERB,Svit,0.0588,0.25,0.0,-0.1912
PHIL,nirAbADa,0.0455,0.24,0.0,-0.1945
PHIL,ozWya,0.1765,0.375,0.0,-0.1985
VERB,Kal,0.0,0.2,0.0,-0.2
VERB,tev,0.0,0.2,0.0,-0.2
VERB,daD,0.2,0.4,0.0,-0.2
VERB,Kiw,0.0,0.2,0.0,-0.2
VERB,cIk,0.0,0.2,0.0,-0.2
VERB,daNG,0.0,0.2,0.0,-0.2
PHIL,zoqaSaka,0.1333,0.3333,0.0,-0.2
PHIL,BEkza,0.1333,0.3333,0.0,-0.2
PHIL,jina,0.093,0.3,0.0,-0.207
PHIL,mahi,0.1923,0.4,0.0,-0.2077
VERB,piMs,0.125,0.3333,0.0,-0.2083
VERB,GaRw,0.125,0.3333,0.0,-0.2083
VERB,kuMS,0.125,0.3333,0.0,-0.2083
VERB,traMs,0.125,0.3333,0.0,-0.2083
PHIL,brahmayoni,0.0385,0.25,0.0,-0.2115
PHIL,ekatra,0.12,0.3333,0.0,-0.2133
VERB,BrI,0.0323,0.25,0.0,-0.2177
PHIL,mOYja,0.1818,0.4,0.0,-0.2182
VERB,kaK,0.1111,0.3333,0.0,-0.2222
VERB,kaMs,0.1111,0.3333,0.0,-0.2222
VERB,plus,0.1111,0.3333,0.0,-0.2222
PHIL,KAqga,0.1111,0.3333,0.0,-0.2222
PHIL,paYcavft,0.1111,0.3333,0.0,-0.2222
PHIL,DAnvana,0.1111,0.3333,0.0,-0.2222
PHIL,kzmA,0.1111,0.3333,0.0,-0.2222
PHIL,mahartvij,0.0588,0.2857,0.0,-0.2269
PHIL,sutAra,0.2273,0.4545,0.0,-0.2273
VERB,prA,0.0217,0.25,0.0,-0.2283
VERB,dyu,0.0476,0.2778,0.0,-0.2302
VERB,naj,0.1,0.3333,0.0,-0.2333
PHIL,grAvan,0.2667,0.5,0.0,-0.2333
VERB,kzal,0.0952,0.3333,0.0,-0.2381
VERB,kaYc,0.0833,0.3333,0.0,-0.25
PHIL,jijYAsA,0.0,0.25,0.0,-0.25
PHIL,pratigrAhaka,0.0,0.25,0.0,-0.25
PHIL,trayastriMSat,0.0,0.25,0.0,-0.25
PHIL,tadarTa,0.0833,0.3333,0.0,-0.25
PHIL,dvitra,0.0,0.25,0.0,-0.25
PHIL,dAkziRa,0.0833,0.3333,0.0,-0.25
PHIL,paYcaDA,0.0,0.25,0.0,-0.25
VERB,taMs,0.0465,0.3,0.0,-0.2535
VERB,mU,0.0769,0.3333,0.0,-0.2564
PHIL,devatA,0.2692,0.5333,0.0,-0.2641
PHIL,yAmuna,0.0645,0.3333,0.0,-0.2688
VERB,marv,0.125,0.4,0.0,-0.275
VERB,kev,0.125,0.4,0.0,-0.275
VERB,jaMs,0.125,0.4,0.0,-0.275
VERB,plev,0.2222,0.5,0.0,-0.2778
VERB,Irzy,0.0476,0.3333,0.0,-0.2857
PHIL,apramARa,0.0769,0.3636,0.0,-0.2867
VERB,guh,0.0426,0.3333,0.0,-0.2908
VERB,Byas,0.0345,0.3333,0.0,-0.2989
VERB,maK,0.2,0.5,0.0,-0.3
VERB,Kur,0.2,0.5,0.0,-0.3
PHIL,sahasrAkza,0.0909,0.4,0.0,-0.3091
VERB,Cuq,0.0,0.3333,0.0,-0.3333
VERB,pel,0.0,0.3333,0.0,-0.3333
VERB,kUp,0.1667,0.5,0.0,-0.3333
VERB,glez,0.0,0.3333,0.0,-0.3333
VERB,valB,0.1667,0.5,0.0,-0.3333
VERB,mav,0.0,0.3333,0.0,-0.3333
PHIL,janmavartman,0.0,0.3333,0.0,-0.3333
PHIL,patkAzin,0.1667,0.5,0.0,-0.3333
VERB,vakz,0.0488,0.4,0.0,-0.3512
VERB,plakz,0.1429,0.5,0.0,-0.3571
VERB,parv,0.1429,0.5,0.0,-0.3571
VERB,gud,0.1429,0.5,0.0,-0.3571
VERB,klaT,0.1429,0.5,0.0,-0.3571
VERB,nIv,0.1429,0.5,0.0,-0.3571
VERB,mall,0.1429,0.5,0.0,-0.3571
VERB,Kew,0.1429,0.5,0.0,-0.3571
PHIL,kaTAvaSeza,0.1429,0.5,0.0,-0.3571
VERB,pi,0.125,0.5,0.0,-0.375
PHIL,Syeta,0.125,0.5,0.0,-0.375
PHIL,maDunAqI,0.125,0.5,0.0,-0.375
VERB,psA,0.1143,0.5,0.0,-0.3857
PHIL,triviDa,0.1111,0.5,0.0,-0.3889
VERB,kzuD,0.1053,0.5,0.0,-0.3947
VERB,mal,0.1,0.5,0.0,-0.4
VERB,tup,0.1,0.5,0.0,-0.4
PHIL,svacCatA,0.0,0.4,0.0,-0.4
PHIL,samakAlam,0.0,0.4,0.0,-0.4
VERB,Caz,0.25,0.6667,0.0,-0.4167
VERB,tUR,0.0833,0.5,0.0,-0.4167
PHIL,vidviz,0.0385,0.5,0.0,-0.4615
VERB,pal,0.0,0.5,0.0,-0.5
VERB,wal,0.0,0.5,0.0,-0.5
PHIL,piNgAkza,0.0,0.5,0.0,-0.5
VERB,knaT,0.125,0.6667,0.0,-0.5417
PHIL,kAmadeva,0.087,0.6667,0.0,-0.5797
PHIL,apaBaya,0.1667,0.75,0.0,-0.5833
PHIL,dvitIyin,0.0769,0.6667,0.0,-0.5897
PHIL,pratigfham,0.4,1.0,0.0,-0.6
VERB,maNk,0.0556,0.6667,0.0,-0.6111
VERB,may,0.3333,1.0,0.0,-0.6667
PHIL,triRava,0.0625,0.75,0.0,-0.6875
VERB,maBr,0.25,1.0,0.0,-0.75
VERB,jez,0.25,1.0,0.0,-0.75
VERB,Pel,0.25,1.0,0.0,-0.75
VERB,jaj,0.25,1.0,0.0,-0.75
VERB,jim,0.25,1.0,0.0,-0.75
VERB,plI,0.2,1.0,0.0,-0.8
VERB,marb,0.2,1.0,0.0,-0.8
VERB,narb,0.2,1.0,0.0,-0.8
VERB,pay,0.2,1.0,0.0,-0.8
PHIL,kiMvid,0.2,1.0,0.0,-0.8
VERB,makk,0.1667,1.0,0.0,-0.8333
VERB,uK,0.1667,1.0,0.0,-0.8333
VERB,cUr,0.1667,1.0,0.0,-0.8333
VERB,mask,0.1667,1.0,0.0,-0.8333
VERB,paMS,0.125,1.0,0.0,-0.875
VERB,jiri,0.125,1.0,0.0,-0.875
VERB,plih,0.1111,1.0,0.0,-0.8889
VERB,nez,0.1,1.0,0.0,-0.9
VERB,Cup,0.0909,1.0,0.0,-0.9091
PHIL,dvyaNgula,0.0909,1.0,0.0,-0.9091
VERB,Dvaj,0.0769,1.0,0.0,-0.9231
PHIL,navaka,0.0667,1.0,0.0,-0.9333
VERB,parp,0.0,1.0,0.0,-1.0
VERB,wik,0.0,1.0,0.0,-1.0
VERB,Jyu,0.0,1.0,0.0,-1.0
VERB,tIk,0.0,1.0,0.0,-1.0
VERB,bamb,0.0,1.0,0.0,-1.0
VERB,pes,0.0,1.0,0.0,-1.0
PHIL,zawcatvAriMSat,0.0,1.0,0.0,-1.0
