L,headword_slp1,parvan,verse,marker,confidence,printed_slp1,corrected_slp1,edition_ref,quote
105747,samiti,13,3187,zu schreiben,high,˚SoBana,˚SAlin,,"SUŚR. 1,333,13. ŚĀK. 48, v. l. {#˚SoBana#} MBH. 13,3187. R. 4,18,12 (zusammen zu schreiben). {#˚SAlin#} (so zu schreiben) BHĀG. P. 2,7,35. — 4〉 {%Vereinigung%}"
105747,samiti,13,3187,zu schreiben,high,˚SoBana,˚SAlin,,"SUŚR. 1,333,13. ŚĀK. 48, v. l. {#˚SoBana#} MBH. 13,3187. R. 4,18,12 (zusammen zu schreiben). {#˚SAlin#} (so zu schreiben) BHĀG. P. 2,7,35. — 4〉 {%Vereinigung%} überh.: {#guRAnAm#} <"
18992,kfsara,13,3259,zu lesen,high,kfzara,dAlimamiSrA,,"utr. MBH. 13,7583. MĀRK. P. 14,61. {#kfzara#} MBH. 13,3259. {#kfSarA#} f. HĀR. 169. {#taRqulA dAlisaMmiSrA#} (wohl {#dAlimamiSrA#} zu lesen) {#lavaRArdrakahiNguBiH . saMyuktAH salilEH sidDAH kfSarA kaTitA buDEH ..#} BHĀVAPR.<"
51596,PARita,13,3264,zu lesen,high,BakzyAnPARitasaMyuktAn,praBUtamaDuPA˚,,"MjAtamavatArya#} 65,21. {#BakzyAnPARitasaMyuktAn#} MBH. 13,3264. HARIV. 7829. {#udamanTaM sasarpizkaM praBUtamaDiPARitam#} (wohl {#praBUtamaDuPA˚#} zu lesen) MBH. 13,3277. 4718 ({#PAlitA rasasaMyuktEH#} gedr.</a"
84146,rAjamAsa,13,3282,fehlerhaft,high,rAjamAsa,rAjamAza,,"{#rAjamAsa#}¦ MBH. 13,3282 fehlerhaft für {#rAjamAza#}."
44637,pAramaka,13,3350,fehlerhaft,high,pAramaka,para˚,,"{#pAramaka#}¦ MBH. 13,3350 und {#pAramikA#} R. 1,22,10 fehlerhaft für {#para˚#}."
38979,nipAta,13,3439,fehlerhaft,high,nipAta,nipAna,,"fgg. 8,1,30. HALĀY. 5,86. — {#nipAta#} MBH. 13,3439 fehlerhaft für {#nipAna#}."
38986,nipAna,13,3439,lies,high,,nipAne,,nodvejayeta gAH . tfzitA hyaBivIkzantyo naraM hanyuH sabAnDavam ..#
93196,viS,13,3453,fehlerhaft,high,nirviSantyAM,nivi˚,Bomb,"14,80. Spr. (II) 1087. — 5〉 {#nirviSantyAM#} MBH. 13,3453 fehlerhaft für {#nivi˚#}, wie die ed. Bomb. liest. — Vgl. {#nirveSa#} <"
114658,syad,13,3495,fehlerhaft,high,praspandamAna;prAsyandat,prAspandat,Bomb,"en). RAGH. 5,68 fehlerhaft für {#praspandamAna; prAsyandat#} MBH. 13,3495 in der ed. Bomb. fehlerhaft für {#prAspandat#} (so ed. Calc.). Vgl. {#prasyanda#} fgg. — <"
101531,SrAdDin,13,3532,fehlerhaft,high,SradDin,SradDin,Bomb,"hat%} P. 5,2,85. — 2〉 fehlerhaft für {#SradDin#} MBH. 13,3532 (ed. Bomb. {#SradDin#})."
44628,pAradArin,13,3567,fehlerhaft,high,pAradArika,paradArin,,"{#pAradArin#}¦ = {#pAradArika#} 1. MBH. 13,3567. Wohl nur fehlerhaft für {#paradArin#}."
104143,satyavant,13,3655,fehlerhaft,high,satyavAc,sattvavant,Calc,">6,1,56. SĀV. 1,4 ({#satyavAc#} MBH. 3,16622). MBH. 13,3655. R. 1,39,6 (40,6 GORR.). 5,90,39. fehlerhaft für {#sattvavant#} RAGH. 5,56 ({#sattvavant#} ed. Calc., {%validus%} <l"
101849,Sruti,13,3670,zu lesen,high,imAMSrutimudAharet,AptaSrutI,,"12,109. BHAG. 2,53. {#imAM SrutimudAharet#} MBH. 13,3670. SĀṂKHYAK. 5 (nach dem Comm. wohl {#AptaSrutI#} zu lesen). Verz. d. Oxf. H. 65,a,9. 10. <ls n=""Verz."
50219,prasnava,13,3683,fehlerhaft,high,prasnava,prasrava,Calc,"{#prasnava#}¦ MBH. 1,5359. 13,3533. 3683. HARIV. 3426. VIKR. 150 (v. l. {#prasrava#}). RAGH. ed. Calc. 1,85 (STENZLER {#prasrava#}) fehlerhaft für {#prasrava#}."
114658,syad,13,3719,fehlerhaft,high,punaH,avispandita,,"andate#} [Page7-1396] {#punaH#} so v. a. {%fliessen lassen%} MBH. 13,3719. — {#avisyandita#} KUMĀRAS. 3,47 fehlerhaft für {#avispandita#}. Vgl. {#vizyanda#} fgg. — caus. {%ausgiess"
94085,vizyanda,13,3727,zu lesen,high,somasya,visyandAt,Bomb,"#}¦ (von {#syand#} mit {#vi#}) m. {%Tropfen%}: {#somasya#} MBH. 13,3727. ({#vispanda#} ed. Calc.). {#Sukrasya vizyandAn#} (so ist zu lesen; {#visyandAt#} ed. Calc. {#vispandAn#} ed. Bomb.). R. GORR. 2,94,13"
48211,pratiGAta,13,3750,zu lesen,high,mUtra˚,suhfddidfkzA˚,,"H. 5,2650. {#mUtra˚#} {%Urinverhaltung%} SUŚR. 1,262,9. MBH. 13,3750 (wo {#˚purIzARAM#} zu lesen ist). {#suhfddidfkzA˚#} {%Behinderung%} BHĀG. P. 4,4,2. {#pratiGAtotTitArcizA (h"
86456,lIlANga,13,3778,fehlerhaft,high,lIlANga,nIlANga,,"{#lIlANga#}¦ adj. als Beiw. eines Stiers MBH. 13,3778 fehlerhaft für {#nIlANga#}. NĪLAK.: {#lIlANga#} = {#vilasitANga#}."
86437,lih,13,3872,fehlerhaft,high,aNge'Talekzyate,aNgezvAlakzyate,Bomb,"itat: {#sfkkiRyorlihati ca jihvayA kadAcit#}. — {#aNge 'Ta lekzyate#} MBH. 13,3872 fehlerhaft für {#aNgezvAlakzyate#}, wie die ed. Bomb. liest. — caus. {#"
83542,raB,13,3943,zu lesen,high,karmARyahamaTAraBam,ArabDavAnkriyAm,,"Anyo nAraBati varDate#} MBH. 5,1480. {#karmARyahamaTAraBam#} 13,3943. {#nAramBAnAraBetkvacit#} BHĀG. P. 7,13,8. {#vedAdimAraBet#} {%den%} Veda {%beginnen%} nämlich {%zu lesen%} ĀŚV. GṚHY. 3,5,12. {#ArabDavAnkriyAm#} HARIV. 6495. {#mohAdAraB"
103442,saMkalpa,13,4033,zu lesen,high,saMsidDa˚,saMsidDa˚,,"dDa#} st. {#sidDi#} zu lesen). {#saMsidDa˚#} adj. MBH. 13,4033. {#˚saMpatti#} KATHĀS. 11,41</l"
111066,sura,13,4108,fehlerhaft,high,,svara,Bomb,"die Sonne%} ŚABDĀRTHAK._bei_WILSON. — 5〉 MBH. 13,4108 fehlerhaft für {#svara#} (so ed. Bomb.). — Vgl. {#BU˚, mahI˚#}."
113729,stoBa,13,4108,zu lesen,high,,a˚,Bomb,". 12,7268. 7340. 13,625. 4108 (nach der Lesart der ed. Bomb.). BHĀG. P. 6,8,27 (wohl {#stotrastoBacCa˚#} zu lesen). {%Geträll%} überh. BHĀG. P. 6,2,14. {#a˚#} adj. so v."
23691,grahapati,13,4133,fehlerhaft,high,mamasattramidaMdivyamahaMgrahapatistviha,mamasattramidaMdivyamahaMgrahapatistviha,,"nur fehlerhaft: {#mama sattramidaM divyamahaM grahapatistviha#} MBH. 13,4133."
113928,sTA,13,4215,zu lesen,high,rAjye,sTApayatA,,"s>Spr. (II) 3024. {#rAjye#} MBH. 3,234 (med.). 13,4215. R. GORR. 1,3,36. 2,6,22 ({#sTApayatA#} zu lesen). 3,54,19. 4,54,20. BHĀG. P. 3,3,16."
43192,pariSrita,13,4291,zu lesen,high,,,,a nAvekzerankaTaM ca na . tasmAtparisfte dadyAttilA
25554,cint,13,4341,fehlerhaft,high,aBi,vyaci˚,,"=""MBH."">12,12393. — {#aBi#} {%über Etwas nachsinnen%} MBH. 13,4341. — {#vyA#}, {#vyAcintayat#} PAÑCAT. 104,16 fehlerhaft für {#vyaci˚#}. — {#nis#} s. {#aniScintya#}. — {#pari#} 1〉"
44895,pArzRikzema,13,4355,zu lesen,high,˚kzemaHsa˚,,,"en Wesens: {#˚kzemAsamUhaSca#} (es ist wohl {#˚kzemaH sa˚#} zu lesen) MBH. 13,4355."
116915,hiNgu,13,4363,zu lesen,high,˚dravyezu,˚hiNgvArdraka˚,,"x>m.). RĀJAN. 6,75. BHĀVAPR. 5. {#˚dravyezu#} MBH. 13,4363. HARIV. 8443 (mit der neueren Ausg. zu lesen {#˚hiNgvArdraka˚#}). SUŚR. 1,139,4. 140,13. <ls n=""SUŚR. 1"
118050,ajAjI,13,4365,lies,high,kfzRAjAjI,,,"{#ajAjI#}¦, {#kfzRAjAjI#} {%schwarzer Kümmel%} MBH. 13,4365. Z. 3 lies 453 st. 553."
72931,gfzwyA,13,4427,zu lesen,high,gfzwyA,gfzwyo,Bomb,"{#gfzwyA#}¦ zu streichen, da MBH. 13,4427 {#gfzwyo#} mit der ed. Bomb. zu lesen ist."
68449,upADi,13,4450,lies,high,upa,upA,,"Di#}¦ Z. 1 lies {#upA#} st. {#upa#}. 1〉 MBH. 13,4450 ({#upADiM SaNkamAnAH#}"
20532,kzuD,13,4463,zu lesen,high,kzutpara,kzutpipAsA˚,,"kzutpipAsApariSrAnta#} SUND. 1,8. {#kzutpara#} (so zu lesen) MBH. 13,4463. {#kzutpipAsA˚#} SUŚR. 1,4,11. {#kzuttfwSrama˚#} <ls n=""S"
42197,padmin,13,4471,zu lesen,high,SucivAriprasannodAMdadfSuHpadminIMSuBAm,padminIrvimalodakAH,,"MBH. 1,4869. {#SucivAriprasannodAM dadfSuH padminIM SuBAm#} 13,4471. R. 2,27,18 (mit GORR. {#padminIrvimalodakAH#} zu lesen). 48,8. 52,97. — b〉 Bez. {%einer"
55847,Bogya,13,4529,zu lesen,high,yonidUzitA,duHKAnAm,,"s>RĀJA-TAR. 6,317. {#aBogyA#} (= {#yonidUzitA#} Schol.) MBH. 13,4529. {#avaSyaBogyAnAM#} (so ist zu lesen) {#duHKAnAm#} {%zu leiden, zu ertragen%} Spr. 3546. {#varzaBogyena SApena#}"
85042,ruD,13,4530,fehlerhaft,high,niruDyatu,viruDyatu,,"zya#} (wie schon WESTERGAARD vermuthet hatte), {#niruDyatu#} 13,4530 fehlerhaft für {#viruDyatu#}; die Bomb. Ausg. hat an beiden Stellen die richtige Lesart. {#"
66428,ADAna,13,4633,lies,high,avaSyaMvinayADAnaMkAryamadyamayAtava,,,>— 5〉 {#avaSyaM vinayADAnaM kAryamadya mayA ta
55166,BU,13,4640,zu lesen,high,BAsitaH,,,"ettvadraSmiBAvitaH#} {%erleuchtet%} (vielleicht {#BAsitaH#} zu lesen) MBH. 13,4640. — 6〉 med. {%erlangen%} ({#prAptO#}) DHĀTU"
49080,praT,13,4679,zu lesen,high,,praTita,,"kanyakA sApi papraTe#} KATHĀS. 15,65. MBH. 9,3009. 13,4679. RAGH. 15,101. ŚATR. 7,1 (wo wohl {#yannAmnA#} zu lesen ist). 10,312. {#praTita#} {%allgemein bekannt, berühmt%} AK. 3,1,9"
51609,PAlitA,13,4718,druckfehler,high,PAlitA,PARita,,"{#PAlitA#}¦ MBH. 13,4718 wohl Druckfehler für {#PARita#}."
97001,SaMs,13,4734,zu lesen,high,arikzayam,grahAn,,"SaMsi^zam#} ṚV. 10,44,5. {#arikzayam#} MBH. 2,1904. 13,4734 (wohl {#grahAn#} zu lesen). R. GORR. 2,17,7. 26,3. {#hataM lavaRamASaMsuH#} (ohne"
80914,yajYaka,13,4818,fehlerhaft,high,yajYaka,yAjaka,Bomb,"{#yajYaka#}¦ MBH. 13,4818 fehlerhaft für {#yAjaka#}, wie die ed. Bomb. liest."
40058,nizkakaRWa,13,4939,zu lesen,high,,nizkakaRWam,,". — 2〉 {%ein goldener Halsschmuck%} MBH. 13,4928. 4939; an der letzten Stelle ist, wie schon das Metrum zeigt, {#nizkakaRWam#} zu lesen."
64535,aBilaNGin,13,4964,fehlerhaft,high,guruSAstrABi˚,atilaNGin,,"¦ adj. {%übertretend, zuwiderhandelnd%}: {#guruSAstrABi˚#} MBH. 13,4964. Wohl fehlerhaft für {#atilaNGin#}."
113603,stamBa,13,4990,zu lesen,high,,dvezaHstamBo'Bi˚,Bomb,"12,5943. 8034. 13,1008. 4990 (zu lesen {#dvezaH stamBo 'Bi˚#} mit der ed. Bomb.). 14,998. R. 5,85"
99227,SikzA,13,4991,fehlerhaft,high,SikzArTam,SizwArTam,Bomb,". 42. {#yasya SikzAmupAsate#} MBH. 8,327. {#SikzArTam#} MBH. 13,4991 (nach der Lesart der ed. Bomb., fehlerhaft {#SizwArTam#} ed. Calc.). R. 4,54,7. RĀJA-TAR. 2,118. BHĀG"
30476,tejas,13,5018,lies,high,,pfTivyAH,,"ich nicht enge an das Vorangehende anschlösse, zu 1. gestellt werden) 5018. {#tatremaM#} (sic) {#SfRu me pArTa caturRAM tejasAM matam . pfTivyAM#} (lies: {#pfTivyAH#}) {#kASyapasyAgnermArkaRqeyasya cEva hi ..#} 1540. {#n"
55954,Brajj,13,5025,fehlerhaft,high,,Bfzwa,,(u. d
106569,sarj,13,5025,zu lesen,high,nacASnIyAt,pracura,Bomb,"D. ṭ. 30. {#tilasfzwaM#} (so ed. Bomb.) {#na cASnIyAt#} MBH. 13,5025 ({#tilaBfzwaM#} ed. Calc.). {%voll —, erfüllt von%}; = {#bahula#} AK. 3,4,9,41. ({#sfzwaM#} oder {#sfzwo#} st. {#sfzwir#} zu lesen). = {#pracura#} H. an. = {#prAjya#} MED."
21814,gam,13,5027,zu lesen,high,svADyAyaMcADigacCati,samastatattvaHsacivaH,,"DĀNTAS._in_BENF. Chr. 202,10. {#svADyAyaM cADigacCati#} MBH. 13,5027. {#aDigatamaDyayanam#} SUŚR. 1,13,14. {#sarvaSAstrADigataH#} (act. ! ist viell. {#˚gatasamasta˚#} zu lesen?) {#samastatattvaH sacivaH#} PAÑCAT. 223,4. — Vgl. {#aDigant"
67940,uddIpaka,13,5069,fehlerhaft,high,,praBAtedI˚,,age5-1176] — 2〉
25031,carya,13,5101,zu lesen,high,raTa˚,vana˚,,"2099. {#raTa˚#} {%das Fahren zu Wagen%} 9,470. 13,5101. R. 1,19,19 (wo {#raTacaryAsu#} zu lesen ist). {#vana˚#} R. GORR. 2,29,15. {#tIrTa˚#} BHĀG. P. 9,16,1. <div n=""2"
83368,raTacaryA,13,5101,zu lesen,high,,raTacaryAsu,,">MBH. 1,5340. 6,2077. 9,470. 13,5101. R. 1,19,19 ({#raTacaryAsu#} zu lesen). 2,52,47 (51,13 GORR.)."
94798,vfttitva,13,5115,fehlerhaft,high,dIrGa˚,dIrGadarSitva,Bomb,"vfttitvaM kimapyetatprajApateH#} KAṬHĀS. 21,48. — {#dIrGa˚#} MBH. 13,5115 fehlerhaft für {#dIrGadarSitva#}, wie die ed. Bomb. liest."
91581,vid,13,5186,fehlerhaft,high,vedayanti,ramayanti,Bomb,"asparSarasAnaham#} R. 2,64,67. — 6〉 {#vedayanti#} MBH. 13,5186 fehlerhaft für {#ramayanti#}, wie die ed. Bomb. liest; {#avedito#} KATHĀS. 1,23,158</ls"
91581,vid,13,5186,fehlerhaft,high,vedayanti,avidito,Bomb,"asparSarasAnaham#} R. 2,64,67. — 6〉 {#vedayanti#} MBH. 13,5186 fehlerhaft für {#ramayanti#}, wie die ed. Bomb. liest; {#avedito#} KATHĀS. 1,23,158 fehlerhaft für {#avidito#}, wie auch das Metrum zeigt. — desid. {#vividizati#} <"
116374,hartar,13,5466,fehlerhaft,high,viSvAsa˚,˚hantar,,"kartar#}) MBH. 3,8756. HARIV. 14480. — {#viSvAsa˚#} MBH. 13,5466 wohl fehlerhaft für {#˚hantar#}; vgl. [Page7-1560] {#viSvAsaGAta, ˚Gna#} u. s. w. <div"
90487,vAlukA,13,5491,zu lesen,high,,karamBa˚,Bomb,"91. Scheinbar N. einer Hölle MBH. 13,5491, wo aber mit der ed. Bomb. {#GoravAlukaM#} zu lesen ist. — Vgl. {#karamBa˚#} unter {#karamBa#} 1〉a〉 (MBH."
89136,vastu,13,5519,fehlerhaft,high,vastusama,baBrusama,Bomb,"{%Statut%} WASSILJEW 85. — 6〉 {#vastusama#} MBH. 13,5519 fehlerhaft für {#baBrusama#}, wie die ed. Bomb. liest. BHĀG. P. 9,4,27 liest die <"
26013,cOrikAka,13,5521,zu lesen,high,lavaRaMcorayitvAtucOrikAkaHprajAyate,cOri,,"%eine diebische Krähe%}: {#lavaRaM corayitvA tu cOrikAkaH prajAyate#} MBH. 13,5521. — Viell. ist {#cOrakAka#} zu lesen; oder ist etwa {#cOri#} = {#cOrI#} = {#cOrya#}?"
105540,samADi,13,5535,zu lesen,high,manaHsamADisaMyukta,hiMsantyaSvasAriRaH..,,"7〉 {%Aufmerksamkeit%} MBH. 3,11915. {#manaHsamADisaMyukta#} 13,5535. {#samADiM SravaRe kuru#} R. 7,20,6. 37,2,7. {#samADiM kartumarhasi . yAvattvatprARinaH sarvAnna#} (so ist zu lesen) {#hiMsantyaSvasAriRaH ..#} {%du musst darauf achten, da"
65070,arj,13,5551,fehlerhaft,high,samArjita,samarjita,,"5,24. — {#samA#}, {#samArjita#} {%erworben, erlangt%} MBH. 13,5551 wohl fehlerhaft für {#samarjita#}. — {#upa#} 2〉 {#arTamupArjayasva#} Spr. 2165. <div"
94317,vihiMsaka,13,5552,zu schreiben,high,,BUtAnAm,,"en ein Leid zufügend%} MBH. 3,539. 5,1347. 13,5552 ({#arjayitvAvi˚#} zu schreiben). {#BUtAnAm#} 12,2966. 13,4967. {#brahmasvasya#} {%an"
84882,rucitA,13,5628,fehlerhaft,high,aDarmerucitA,aDarmarucitA,Bomb,"1,310. {#saMviBAga˚#} SUŚR. 1,312,18. {#aDarme rucitA#} MBH. 13,5628 fehlerhaft für {#aDarmarucitA#}, wie die ed. Bomb. liest. — Vgl. {#ruci"
116015,hantavya,13,5634,fehlerhaft,high,,hAtavya,Bomb,"hanyantam#} ed. Bomb.) {%wer zustimmt, dass getödtet wird%}, MBH. 13,5634. {%zu verletzen%}: {#Darma#} Spr. (II) 3089. RĀJA-TAR. 4,384 wohl fehlerhaft für {#hAtavya#}; vgl. Spr. (II) 1856."
22838,gfDna,13,5640,druckfehler,high,mAMsa˚,gfDnu,,"{#gfDna#}¦ wohl nur Druckfehler für {#gfDnu#} {%gierig%}: {#mAMsa˚#} MBH. 13,5640."
27574,jIvaka,13,5741,zu lesen,high,vfdDi˚,para˚,,"BH. 12,5576. {#aDyayana˚#} 13,6455. {#vfdDi˚#} 5741. {#mAlya˚#} HARIV. 4484 (wo {#jIvaka#} st. {#jIvaja#} zu lesen ist). {#para˚#} ŚATR. 10,144. Vgl. {#akzara˚#}. — c〉 {%leben"
113928,sTA,13,5785,zu lesen,high,vyati,aDi,Bomb,">. 7,1,14. — {#vyati#} scheinbar MBH. 13,5785. fg., wo mit der ed. Bomb. {#vyaTizWAH#} st. {#vyatizWAH#} zu lesen ist. — {#aDi#}, Uebergang von {#sTa#} in {#zWa#} P. 8,3,63. fg. nebst"
109682,su,13,5850,fehlerhaft,high,˚sUyate,˚RUyate,Bomb,"} MBH. 13,2582. {#˚sUyate#} M. 10,33. — {#˚sUyate#} MBH. 13,5850 fehlerhaft für {#˚RUyate#}, wie die ed. Bomb. liest. — 2〉 {%geboren werden%}: {#"
49829,pravAsa,13,5873,zu lesen,high,pravAsaMyadimeyAtiBartA,gataH,,"ing auf Reisen%} MBH. 1,748. {#pravAsaM yadi me yAti BartA#} 13,5873. {#pravAsaM tApaso#} (so ist mit der Bomb. Ausg. zu lesen) {#gataH#} R. 2,47,5. {#apravAsagamana#} Spr. 755. {#pravAsAdupAvfttaH#"
113579,staB,13,5891,zu lesen,high,,DanESvaryADikAH,Bomb,"HĀND. UP. 6,1,2. BHAG. 16,17. 18,28. MBH. 13,5891 ({#DanESvaryADikAH#} mit der ed. Bomb. zu lesen). HARIV. 5921. Spr. (II) 639. fg. 790. fg. <ls n"
103843,saYj,13,5904,fehlerhaft,high,kasmiMScit,Asajya,Bomb,"t): {#AsaYjayitvA tvAM kftye#} (so ed. Bomb.) {#kasmiMScit#} MBH. 13,5904. — {#AsAjya#} R. GORR. 2,31,11 fehlerhaft für {#Asajya#}. — desid. {#AsisaNkzati#} {%sich an Jmd machen wollen%} ŚAT."
60618,mih,13,5979,fehlerhaft,high,ati,prati,,"yati#} {%seichen lassen%} ṚV. 10,102,5. — {#ati#} MBH. 13,5979 fehlerhaft für {#prati#}. — {#aBi#} {%beharnen%}: {#puruzaM vABimehataH#} (gen."
42749,paricArika,13,6028,fehlerhaft,high,paricArakaHrAjapOruzikevipreGARwikeparicArike,˚cArikA,,"icArika#}¦ 1〉 = {#paricArakaH rAjapOruzike vipre GARwike paricArike#} MBH. 13,6028. — 2〉 {#˚kAH#} pl. = {#lAjAH#} {%geröstetes Korn%} H. ś. 97. — Vielleicht fehlerhaft. — Das f. {#˚cArikA#} s. u. {#paricAraka#}."
47940,prajas,13,6062,zu lesen,high,vivarDate,prajAta˚,,"u˚#}. Für {#prajAstasya#} ({%dessen Nachkommenschaft%}) {#vivarDate#} MBH. 13,6062 ist wohl {#prajA ta˚#} zu lesen."
48616,pratiSraya,13,6063,zu lesen,high,,pratiSrayaM,,">12,6296. 13,3337. 4861. 6063 (wo wohl {#pratiSrayaM#} zu lesen ist). 6685. 14,1269. R. GORR. 2,116,13."
115664,svApa,13,6063,fehlerhaft,high,"indriya˚,divA˚","indriya˚,divA˚",,"b>Vgl. {#indriya˚, divA˚#} ({%Schlaf am Tage%} auch [Pag"
118958,ucCizwaka,13,6146,zu lesen,high,ucCizwa,tataucCizwakAHsarve,Bomb,"{#ucCizwaka#}¦ adj. = {#ucCizwa#} 1〉b〉 MBH. 13,6146, wo mit der ed. Bomb. {#tata ucCizwakAH sarve#} zu lesen ist."
89462,vAcA,13,6149,fehlerhaft,high,˚sidDi,vacA,Bomb,"0. {#˚sidDi#} Verz. d. Oxf. H. 99,a,10. — 2〉 MBH. 13,6149 fehlerhaft für {#vacA#}, wie die ed. Bomb. liest."
36858,DUma,13,6151,fehlerhaft,high,ajoDUmoviqAlaScaCAgaHkfzRo'TapiNgalaH,DUmro,,"ls>. — In der Stelle: {#ajo DUmo viqAlaSca CAgaH kfzRo 'Ta piNgalaH#} MBH. 13,6151 ohne Zweifel fehlerhaft für {#DUmro#}. — 2〉 f. {#A#} {%eine best. Pflanze%}, = {#D"
85270,revant,13,6236,zu lesen,high,revatyaM,rEvatIM,Bomb,"#} st. {#revatyaM#} zu lesen). MBH. 13,6242 ist wie 6236 mit der ed. Bomb. {#rEvatIM#} zu lesen. — e〉 N. {%der Unholdin einer best. Krankheit%} HARIV. 3"
85270,revant,13,6242,zu lesen,high,revatyaM,,Bomb,"UP. 2,18,"">2 ({#revatyaH#} st. {#revatyaM#} zu lesen). MBH. 13,6242 ist wie 6236 mit der ed. Bomb. {#r"
90986,vikzit,13,6260,zu lesen,high,vikzit,'vikzitaH,Bomb,"{#vikzit#}¦ scheinbar MBH. 13,6260, wo aber mit der ed. Bomb. {#'vikzitaH#} zu lesen ist."
54756,BAz,13,6338,fehlerhaft,high,SaMkarasyomayAsArDaMsaMvAdaMpratyaBAzata,pratyaBAsanta,,"zählen, mittheilen%}: {#SaMkarasyomayA sArDaM saMvAdaM pratyaBAzata#} MBH. 13,6338. {%nennen%}: {#tAmupagItiM pratiBAzante#} ŚRUT. 6. — {#pratyaBAzanta#} RĀJA-TAR. 6,327 fehlerhaft für {#pratyaBAsanta#}. Vgl. {#pratiBAzA#}. — {#saMprati#} {"
92774,virama,13,6415,fehlerhaft,high,adattAdAna˚,viramenna,,"— 2〉 {%das Abstehen von, Sichenthalten%}: {#adattAdAna˚#} MBH. 13,6415. — {#virame 'tra#} RĀJA-TAR. 4,427 fehlerhaft für {#viramenna#}; vgl. Spr. 2691. Vgl. {#virAma#}."
106569,sarj,13,6460,fehlerhaft,high,susaMsfzwaniveSana,susaMmfzwa˚,Bomb,". 12,"">10520). {#susaMsfzwaniveSana#} 13,5876. 6460 fehlerhaft für {#susaMmfzwa˚#} (so ed. Bomb. an der ersten Stelle). Vgl. {#saMsarg"
111845,susaMsfzwa,13,6460,fehlerhaft,high,susaMsfzwa,susaMmfzwa,,"{#susaMsfzwa#}¦ MBH. 13,5876. 6460 fehlerhaft für {#susaMmfzwa#}."
17594,kuqI,13,6471,fehlerhaft,high,kuwI,kuwI,,"{#kuqI#}¦ f. wohl nur fehlerhaft für {#kuwI#} {%Hütte%} MBH. 13,6471."
103843,saYj,13,6476,fehlerhaft,high,ekatra,samAsakta,Bomb,"} {%mit den Gedanken —, mit dem Herzen an Etwas hängend%}: {#ekatra#} MBH. 13,6476. wohl fehlerhaft für {#samAsakta#}, wie die ed. Bomb. liest. — {#pratyA#} s."
94587,vIrAsana,13,6515,zu lesen,high,˚gata,˚rata,Bomb,"174,5. {#˚gata#} R. 7,23,3,48. MBH. 12,11271. 13,6515. {#˚gati#} (wohl {#˚gata#} zu lesen; {#˚rata#} ed. Bomb.) 6560. — 2〉 = {#UrDvAvasTA"
92225,vipAka,13,6666,zu lesen,high,,vipAkaMkarmaRAM,Bomb,"ls>YĀJÑ. 3,181. MBH. 8,2163. 13,6661. 6666 (mit der ed. Bomb. {#vipAkaM karmaRAM#} zu lesen). Spr. (II) 318. 2122. (I) 5009. <"
81526,yam,13,6699,zu lesen,high,,AsanArhasya,Bomb,"3,"">12018. 12277. 5,623. 13,6699 (mit der ed. Bomb. {#AsanArhasya#} zu lesen). BHAG. 9,26. R. 2,20,29. 30,43. 32,8<"
45337,pinAkin,13,6806,druckfehler,high,,pinIkI,,">ʼs AK. 1,1,1,27. HALĀY. 1,12. VYUTP. 107. MBH. 13,6806. HARIV. 1967 ({#piRA˚#} gedr.). R. GORR. 2,105,28 (= 96,29 SCHL., wo {#pinIkI#} ein Druckfehler ist). 3,30,36. ŚĀK. 6. KATHĀS. 50,182. {#pinAkidi"
101745,SrIvatsa,13,6808,zu lesen,high,,˚lakzaRaH,,">3590 (bei andern göttlichen Wesen). 12,13294. 13,6808. HARIV. 4446. R. 6,102,26 ({#˚lakzaRaH#} als comp. zu lesen). 7,37,3,12. RAGH. 10,10. 17,29 (zugleich {%F"
50491,prAcetasa,13,6830,zu lesen,high,,prAcetasastaTA,,">Dakṣaʼs 1,3130. fg. 12,666. 13,6830 (wo {#prAcetasastaTA#} zu lesen ist). HARIV. 11821. BHĀG. P. 6,4,17. 43. {#˚"
120956,pUj,13,6852,lies,high,prati,saMpratipUjitaH,,"{#pUj#}¦ mit {#prati#} {%eine Ehre erwiedern%} MBH. 13,6852. — {#saMprati#} Z. 2 lies {#saMpratipUjitaH#} st. {#prati˚#} und vgl. {#saMpratipUjA#}."
113924,sTavira,13,6955,zu lesen,high,,vajra,,". 10,103,5. Viṣṇu 7,100,3. MBH. 13,6955. HARIV. 14119. Kühe so v. a. Milch ṚV. 9,86,4. penis TBR. 2,4,12,7. {%dicht%}: {#vraja#} (so zu lesen st. {#vajra#}) ṚV. 4,20,6. {#ulba#} 10,51,1. übert"
29372,tAraRa,13,6986,lies,high,,tAraRaM,,"ab>Beiw. Śivaʼs MBH. 13,1232. Viṣṇuʼs 6986. {#(aditiH) mahendrasuratAraRI#} HARIV. 7022. {#vrata#} 7941 (lies: {#tAraRaM#}). — 2〉 m. {%Floss, Boot%} ŚABDAR._im_ŚKDR"
57466,mantra,13,7082,zu lesen,high,,marmARi,Bomb,"250,b, ult. neutr. MBH. 3,10409; dagegen ist 13,7082 mit der ed. Bomb. {#imaM#} (st. {#idaM#}) {#mantraM#} zu lesen und KĀM. NĪTIS. 5,43 mit der v. l. {#marmARi#} st. {#mantrARi#"
