parvan,cited_verse,pratika_folded_len,outcome,found_address,found_calibrated_N,delta,coverage
3,11095,33,retrieved,3.146.26,11142,-47,0.9
14,482,38,retrieved,14.17.28,482,0,1.0
1,5743,41,retrieved,1.138.34,5519,224,0.816
12,4090,43,retrieved,12.111.8,4050,40,1.0
3,1504,41,retrieved,3.37.48,1504,0,1.0
12,5814,28,retrieved,12.154.14,5751,63,0.88
13,2070,18,probe-too-short,,,,
5,3109,25,retrieved,5.89.9,3070,39,0.909
2,1420,35,retrieved,2.40.3,1423,-3,1.0
7,544,21,probe-too-short,,,,
4,1959,36,retrieved,4.61.9,1958,1,1.0
3,11249,22,probe-too-short,,,,
2,2548,20,probe-too-short,,,,
1,7774,19,probe-too-short,,,,
1,1336,20,probe-too-short,,,,
14,559,27,not-retrieved,,,,0.0
3,15141,19,probe-too-short,,,,
1,1184,19,probe-too-short,,,,
12,2226,22,probe-too-short,,,,
7,1614,37,retrieved,7.37.29,1616,-2,1.0
10,627,39,retrieved,10.12.22,627,0,0.889
12,7182,17,probe-too-short,,,,
13,5160,15,probe-too-short,,,,
12,3708,35,retrieved,12.100.27,3708,0,1.0
3,1319,42,retrieved,3.33.56,1319,0,1.0
5,2758,35,retrieved,5.75.19,2758,0,0.935
3,10296,40,retrieved,3.121.6,10360,-64,1.0
12,2646,88,retrieved,12.69.51,2646,0,0.951
12,1007,54,retrieved,12.29.114,1007,0,0.918
1,3905,57,retrieved,1.98.10,3891,14,0.962
3,8227,40,retrieved,3.85.85,8227,0,1.0
5,2307,21,probe-too-short,,,,
5,4101,39,retrieved,5.123.5,4046,55,1.0
13,2566,30,retrieved,13.48.5,2567,-1,0.852
7,372,22,probe-too-short,,,,
13,1163,10,probe-too-short,,,,
14,759,9,probe-too-short,,,,
6,3545,39,retrieved,6.81.15,3545,0,0.677
13,2161,17,probe-too-short,,,,
2,536,23,probe-too-short,,,,
1,7719,14,probe-too-short,,,,
11,798,61,retrieved,11.26.43,798,0,0.684
3,860,13,probe-too-short,,,,
14,401,28,retrieved,14.15.30,401,0,0.72
3,1378,35,retrieved,3.35.3,1378,0,1.0
3,13151,18,probe-too-short,,,,
1,3993,26,retrieved,1.100.27,3993,0,1.0
13,1393,18,probe-too-short,,,,
12,5952,34,retrieved,12.160.27,5887,65,1.0
2,2304,36,retrieved,2.68.55,2305,-1,0.848
7,7242,39,retrieved,7.162.19,7242,0,1.0
3,11026,30,retrieved,3.145.13,11075,-49,1.0
14,538,17,probe-too-short,,,,
13,6275,13,probe-too-short,,,,
3,12171,75,retrieved,3.172.10,12171,0,1.0
12,8501,38,retrieved,12.231.24,8386,115,1.0
3,11034,15,probe-too-short,,,,
13,4460,24,retrieved,13.93.64,4459,1,1.0
3,11969,28,retrieved,3.167.35,11969,0,1.0
3,859,29,retrieved,3.22.11,859,0,0.923
1,7627,18,probe-too-short,,,,
3,10517,35,retrieved,3.129.5,10575,-58,1.0
5,7214,26,retrieved,5.181.14,7214,0,0.955
3,650,24,retrieved,3.15.15,650,0,0.762
1,7720,20,probe-too-short,,,,
5,1865,80,retrieved,5.48.57,1864,1,1.0
14,509,40,retrieved,14.18.13,509,0,0.909
12,1702,18,probe-too-short,,,,
5,1111,74,retrieved,5.34.18,1111,0,1.0
13,3079,19,probe-too-short,,,,
13,6447,18,probe-too-short,,,,
6,3327,24,not-retrieved,,,,0.0
9,3620,21,probe-too-short,,,,
3,10676,26,retrieved,3.134.26,10729,-53,1.0
9,6,21,probe-too-short,,,,
1,4136,19,probe-too-short,,,,
3,2818,21,probe-too-short,,,,
3,10323,37,retrieved,3.122.8,10386,-63,0.941
5,6088,22,probe-too-short,,,,
3,2660,18,probe-too-short,,,,
2,1398,28,retrieved,2.38.31,1399,-1,1.0
12,418,22,probe-too-short,,,,
6,3855,35,not-retrieved,,,,0.0
12,9890,42,retrieved,12.275.17,9740,150,1.0
1,3616,49,retrieved,1.90.17,3616,0,0.935
18,74,36,retrieved,18.2.48,74,0,1.0
3,14877,27,retrieved,3.240.28,14876,1,1.0
12,12544,18,probe-too-short,,,,
3,13340,38,retrieved,3.199.10,13364,-24,0.914
3,14668,18,probe-too-short,,,,
13,2605,50,retrieved,13.48.43,2605,0,1.0
13,7692,19,probe-too-short,,,,
4,1360,18,probe-too-short,,,,
6,1662,16,probe-too-short,,,,
12,988,21,probe-too-short,,,,
1,1053,19,probe-too-short,,,,
1,7690,38,retrieved,1.211.12,7758,-68,1.0
3,2399,39,retrieved,3.63.38,2399,0,1.0
3,9916,19,probe-too-short,,,,
3,1714,30,retrieved,3.42.1,1714,0,0.926
2,1490,40,retrieved,2.42.17,1492,-2,1.0
3,2642,21,probe-too-short,,,,
4,1534,38,retrieved,4.49.5,1535,-1,1.0
14,568,41,retrieved,14.19.36,567,1,1.0
3,12231,15,probe-too-short,,,,
3,8820,20,probe-too-short,,,,
8,4230,28,retrieved,8.83.15,4222,8,1.0
1,4885,24,retrieved,1.125.20,4885,0,0.9
2,1696,19,probe-too-short,,,,
3,1445,21,probe-too-short,,,,
1,4296,41,retrieved,1.106.23,4297,-1,1.0
4,908,14,probe-too-short,,,,
1,7687,21,probe-too-short,,,,
14,59,20,probe-too-short,,,,
7,5551,21,probe-too-short,,,,
1,548,40,retrieved,1.2.277,506,42,1.0
12,1126,65,retrieved,12.31.39,1126,0,0.967
2,242,41,retrieved,2.5.107,241,1,1.0
13,2405,41,retrieved,13.44.2,2405,0,1.0
13,1373,27,retrieved,13.18.76,1373,0,1.0
12,9549,40,retrieved,12.266.69,9404,145,0.912
12,9484,25,retrieved,12.266.4,9339,145,1.0
13,4617,33,retrieved,13.95.17,4617,0,0.867
13,4556,28,retrieved,13.94.10,4556,0,1.0
13,392,16,probe-too-short,,,,
1,4247,19,probe-too-short,,,,
1,6412,13,probe-too-short,,,,
12,9547,36,retrieved,12.266.67,9402,145,1.0
1,3217,16,probe-too-short,,,,
7,1320,13,probe-too-short,,,,
3,12445,35,retrieved,3.179.50,12477,-32,1.0
3,12628,38,retrieved,3.183.72,12628,0,1.0
13,826,45,retrieved,13.14.234,825,1,1.0
16,38,23,probe-too-short,,,,
9,3052,16,probe-too-short,,,,
1,3638,51,retrieved,1.91.12,3638,0,0.854
6,4102,41,retrieved,6.92.7,4102,0,0.892
13,35,27,retrieved,13.1.35,35,0,1.0
3,1818,21,probe-too-short,,,,
13,366,62,retrieved,13.7.23,366,0,1.0
13,2740,30,retrieved,13.52.25,2740,0,1.0
13,2439,37,retrieved,13.44.36,2439,0,1.0
8,1637,20,probe-too-short,,,,
3,11396,30,retrieved,3.155.2,11438,-42,0.889
1,2913,37,retrieved,1.71.19,2895,18,1.0
14,2387,36,retrieved,14.80.47,2387,0,1.0
7,5202,29,retrieved,7.127.59,5202,0,0.846
1,8102,47,not-retrieved,,,,0.442
1,575,19,probe-too-short,,,,
7,559,44,retrieved,7.14.65,559,0,0.805
3,12238,20,probe-too-short,,,,
5,513,56,retrieved,5.16.29,510,3,0.922
3,12292,34,retrieved,3.175.2,12324,-32,0.903
8,4954,60,retrieved,8.94.59,4962,-8,1.0
13,4560,25,retrieved,13.94.14,4560,0,1.0
14,1016,36,retrieved,14.36.30,1016,0,1.0
1,8047,14,probe-too-short,,,,
6,5764,13,probe-too-short,,,,
3,14663,40,retrieved,3.233.15,14663,0,1.0
3,12133,28,not-retrieved,,,,0.0
1,6290,31,retrieved,1.163.24,6347,-57,1.0
8,456,13,probe-too-short,,,,
1,4773,41,retrieved,1.123.16,4772,1,1.0
7,1394,39,retrieved,7.32.22,1394,0,1.0
1,3225,15,probe-too-short,,,,
6,5424,19,probe-too-short,,,,
12,6999,45,retrieved,12.191.16,6913,86,0.9
3,13916,37,retrieved,3.210.19,13931,-15,1.0
3,10754,16,probe-too-short,,,,
14,529,39,retrieved,14.18.33,529,0,1.0
12,2449,37,retrieved,12.65.33,2449,0,1.0
7,6935,10,probe-too-short,,,,
7,2095,24,not-retrieved,,,,0.0
1,2403,43,retrieved,1.104.37,4206,-1803,0.875
9,1806,39,retrieved,9.31.64,1806,0,1.0
12,986,11,probe-too-short,,,,
13,5809,116,retrieved,13.120.17,5810,-1,0.66
5,2714,49,retrieved,5.73.41,2715,-1,0.696
8,4380,25,not-retrieved,,,,0.0
5,1679,36,retrieved,5.43.59,1679,0,1.0
3,2542,36,retrieved,3.65.11,2542,0,1.0
3,13981,50,retrieved,3.213.22,13981,0,1.0
13,4676,30,retrieved,13.97.25,4675,1,0.815
7,6018,19,probe-too-short,,,,
12,6839,27,retrieved,12.184.19,6755,84,0.625
7,3168,80,retrieved,7.89.19,3168,0,0.984
8,816,60,retrieved,8.20.47,816,0,0.947
3,517,48,retrieved,3.12.58,518,-1,1.0
13,4815,37,retrieved,13.101.3,4815,0,1.0
5,1855,57,retrieved,5.48.47,1854,1,0.852
3,2923,40,retrieved,3.75.3,2924,-1,0.889
12,6363,18,probe-too-short,,,,
12,4919,22,probe-too-short,,,,
12,6837,39,retrieved,12.184.17,6753,84,1.0
2,69,78,not-retrieved,,,,0.543
12,2637,43,retrieved,12.69.42,2637,0,0.923
7,76,32,retrieved,7.2.25,76,0,0.759
1,3740,17,probe-too-short,,,,
1,4994,19,probe-too-short,,,,
3,12725,29,retrieved,3.186.11,12725,0,0.84
12,2708,39,retrieved,12.70.8,2686,22,1.0
13,71,37,retrieved,13.1.71,71,0,1.0
13,41,14,probe-too-short,,,,
5,72,41,retrieved,5.4.9,72,0,1.0
5,4600,17,probe-too-short,,,,
5,1653,43,retrieved,5.43.34,1654,-1,1.0
1,6659,42,retrieved,1.175.11,6721,-62,0.909
12,4315,51,retrieved,12.118.13,4270,45,0.878
12,7049,42,retrieved,12.193.18,6960,89,0.897
3,12240,29,retrieved,3.173.43,12273,-33,0.8
13,5521,36,retrieved,13.111.123,5521,0,0.848
8,1506,19,probe-too-short,,,,
2,2357,24,retrieved,2.69.18,2358,-1,1.0
3,12716,51,retrieved,3.186.2,12716,0,0.921
15,463,20,probe-too-short,,,,
3,16699,14,probe-too-short,,,,
14,455,40,retrieved,14.17.2,456,-1,1.0
1,5190,41,retrieved,1.131.58,5190,0,1.0
5,1089,57,retrieved,5.33.119,1089,0,1.0
13,2183,29,retrieved,13.36.19,2183,0,0.885
1,7730,23,probe-too-short,,,,
3,14141,38,retrieved,3.219.12,14141,0,1.0
1,2915,18,probe-too-short,,,,
3,15920,40,retrieved,3.275.32,15920,0,1.0
13,324,68,retrieved,13.6.30,324,0,1.0
7,5220,32,retrieved,7.128.2,5210,10,1.0
3,14456,21,probe-too-short,,,,
3,11614,26,retrieved,3.158.91,11614,0,0.739
7,6449,42,not-retrieved,,,,0.0
3,11254,22,probe-too-short,,,,
3,2314,17,probe-too-short,,,,
3,8640,34,retrieved,3.99.25,8641,-1,0.774
3,9943,44,retrieved,3.108.24,9950,-7,0.829
14,517,39,retrieved,14.18.21,517,0,1.0
3,10827,34,retrieved,3.139.8,10879,-52,1.0
7,1717,53,retrieved,7.41.4,1720,-3,0.938
7,7515,46,retrieved,7.168.4,7526,-11,0.93
1,4169,22,probe-too-short,,,,
5,3544,44,retrieved,5.98.23,3498,46,0.838
1,6348,40,retrieved,1.166.21,6405,-57,0.757
1,5478,18,probe-too-short,,,,
6,2430,30,retrieved,6.57.6,2430,0,1.0
13,7588,42,retrieved,13.162.55,7586,2,0.923
12,255,22,probe-too-short,,,,
6,94,40,retrieved,6.3.26,94,0,1.0
2,2293,14,probe-too-short,,,,
4,1853,40,retrieved,4.58.29,1852,1,0.946
3,12179,38,retrieved,3.172.18,12179,0,0.857
1,5005,29,retrieved,1.128.42,5005,0,1.0
1,5006,33,retrieved,1.128.43,5006,0,1.0
4,1029,22,probe-too-short,,,,
2,2626,21,probe-too-short,,,,
4,1699,80,retrieved,4.55.4,1700,-1,0.947
1,5599,40,retrieved,1.140.58,5647,-48,1.0
3,2802,41,retrieved,3.71.31,2802,0,1.0
13,2586,28,retrieved,13.48.24,2586,0,0.76
8,4125,26,retrieved,8.81.3,4125,0,0.87
7,6129,34,retrieved,7.145.75,6129,0,0.839
3,5056,27,retrieved,3.82.114,5056,0,0.917
4,1263,37,retrieved,4.38.33,1264,-1,0.941
3,2403,24,retrieved,3.64.3,2403,0,0.81
12,7379,28,retrieved,12.201.13,7282,97,1.0
12,6316,43,retrieved,12.168.52,6242,74,1.0
9,3017,17,probe-too-short,,,,
12,7275,15,probe-too-short,,,,
12,7378,58,retrieved,12.201.12,7281,97,0.922
3,13507,33,retrieved,3.201.27,13528,-21,0.867
3,1152,44,retrieved,3.30.36,1152,0,1.0
15,1068,42,retrieved,15.38.12,1067,1,1.0
1,1792,25,retrieved,1.43.27,1792,0,1.0
2,843,15,probe-too-short,,,,
3,14827,18,probe-too-short,,,,
2,1088,42,retrieved,2.30.14,1088,0,0.806
13,214,35,retrieved,13.4.15,214,0,0.938
13,7793,13,probe-too-short,,,,
12,7376,27,retrieved,12.201.12,7281,95,1.0
5,1224,31,retrieved,5.35.42,1223,1,1.0
13,5440,25,retrieved,13.111.42,5440,0,1.0
3,10664,32,retrieved,3.134.14,10717,-53,0.793
1,2887,22,probe-too-short,,,,
3,15560,42,retrieved,3.263.40,15560,0,0.921
3,12387,21,probe-too-short,,,,
1,3685,30,not-retrieved,,,,0.556
12,10374,23,probe-too-short,,,,
4,1858,38,retrieved,4.58.34,1857,1,1.0
3,13827,34,retrieved,3.208.26,13843,-16,0.774
3,12163,21,probe-too-short,,,,
1,4327,19,probe-too-short,,,,
8,3121,20,probe-too-short,,,,
1,1173,24,retrieved,1.19.16,1173,0,1.0
12,3571,82,retrieved,12.96.15,3536,35,0.907
1,6890,33,retrieved,1.182.3,6954,-64,0.793
7,5954,19,probe-too-short,,,,
12,9377,21,probe-too-short,,,,
3,14710,57,retrieved,3.234.1,14710,0,1.0
4,2147,30,retrieved,4.67.12,2148,-1,1.0
7,139,40,not-retrieved,,,,0.0
1,6811,21,probe-too-short,,,,
1,4891,40,retrieved,1.125.26,4891,0,1.0
1,930,22,probe-too-short,,,,
12,3923,83,not-retrieved,,,,0.553
1,6188,40,retrieved,1.159.8,6244,-56,1.0
5,2727,22,probe-too-short,,,,
3,2593,22,probe-too-short,,,,
5,4513,28,retrieved,5.133.20,4448,65,1.0
6,3709,30,retrieved,6.84.14,3709,0,0.889
12,9770,84,retrieved,12.271.16,9620,150,0.896
12,686,29,retrieved,12.23.36,686,0,0.962
7,4848,33,retrieved,7.121.43,4848,0,1.0
5,2909,16,probe-too-short,,,,
7,4656,14,probe-too-short,,,,
3,4097,34,retrieved,3.82.55,4997,-900,0.968
1,3069,71,retrieved,1.74.82,3069,0,0.922
12,9137,38,retrieved,12.255.7,9012,125,0.943
6,384,82,retrieved,6.9.76,384,0,0.899
12,5487,28,not-retrieved,,,,0.0
13,1637,21,probe-too-short,,,,
2,1953,47,retrieved,2.55.9,1953,0,1.0
1,93,25,retrieved,1.1.93,47,46,0.909
5,5733,20,probe-too-short,,,,
14,2285,13,probe-too-short,,,,
3,2538,12,probe-too-short,,,,
11,479,21,probe-too-short,,,,
12,12465,40,retrieved,12.329.44,12465,0,1.0
3,8218,81,not-retrieved,,,,0.514
3,1366,29,retrieved,3.34.13,1366,0,1.0
2,177,46,not-retrieved,,,,0.0
14,1137,39,retrieved,14.42.36,1137,0,1.0
13,7462,20,probe-too-short,,,,
1,1524,23,probe-too-short,,,,
3,10052,55,retrieved,3.112.2,10089,-37,1.0
7,3383,25,not-retrieved,,,,0.0
3,437,18,probe-too-short,,,,
2,783,42,retrieved,2.20.16,783,0,1.0
3,1389,16,probe-too-short,,,,
1,2770,19,probe-too-short,,,,
1,2213,16,probe-too-short,,,,
1,3104,18,probe-too-short,,,,
2,2694,31,retrieved,2.81.23,2694,0,0.889
3,12875,37,retrieved,3.188.70,12874,1,1.0
4,1236,16,probe-too-short,,,,
12,7751,19,probe-too-short,,,,
3,16748,35,retrieved,3.297.2,16749,-1,1.0
1,2425,29,retrieved,1.63.96,2428,-3,0.885
3,4083,36,retrieved,3.82.42,4984,-901,1.0
1,5073,70,retrieved,1.130.3,5070,3,1.0
3,321,35,retrieved,3.8.11,321,0,1.0
13,2581,41,retrieved,13.48.19,2581,0,0.895
12,2856,21,probe-too-short,,,,
5,4342,43,retrieved,5.129.33,4247,95,1.0
3,10608,27,retrieved,3.132.12,10662,-54,0.958
8,2927,40,retrieved,8.59.19,2927,0,1.0
3,5087,37,retrieved,3.83.17,6437,-1350,0.853
1,3514,39,retrieved,1.85.15,3514,0,1.0
4,1608,37,retrieved,4.52.3,1608,0,1.0
9,3482,37,retrieved,9.62.23,3483,-1,0.882
13,6722,18,probe-too-short,,,,
1,4251,33,retrieved,1.105.31,4250,1,1.0
1,4869,20,probe-too-short,,,,
13,5509,18,probe-too-short,,,,
1,943,33,retrieved,1.8.6,943,0,1.0
1,3958,27,retrieved,1.99.40,3959,-1,1.0
1,1927,17,probe-too-short,,,,
1,4526,12,probe-too-short,,,,
5,3047,18,probe-too-short,,,,
13,5459,18,probe-too-short,,,,
6,2651,13,probe-too-short,,,,
1,2616,43,retrieved,1.66.52,2616,0,1.0
5,7368,74,retrieved,5.186.41,7368,0,1.0
1,2695,36,retrieved,1.67.59,2695,0,1.0
3,16748,23,probe-too-short,,,,
1,3135,33,retrieved,1.75.10,3135,0,1.0
1,4995,28,retrieved,1.128.32,4995,0,0.96
5,118,25,retrieved,5.6.10,118,0,0.864
7,3563,23,probe-too-short,,,,
9,2222,35,retrieved,9.38.37,2222,0,1.0
5,2580,52,retrieved,5.71.7,2580,0,0.959
12,7261,55,retrieved,12.199.61,7168,93,1.0
14,1136,41,retrieved,14.42.35,1136,0,0.895
3,2564,38,retrieved,3.65.33,2564,0,1.0
1,7203,54,retrieved,1.194.1,7271,-68,1.0
5,3195,19,probe-too-short,,,,
13,750,22,probe-too-short,,,,
4,2216,39,retrieved,4.68.54,2215,1,1.0
4,111,41,retrieved,4.4.29,111,0,0.737
13,1907,76,retrieved,13.28.12,1908,-1,0.945
5,2474,39,retrieved,5.64.20,2474,0,1.0
5,2470,45,retrieved,5.64.16,2470,0,0.786
2,1111,77,retrieved,2.31.7,1111,0,1.0
3,13860,19,probe-too-short,,,,
1,5608,17,probe-too-short,,,,
1,3513,23,probe-too-short,,,,
1,5139,26,retrieved,1.131.6,5138,1,1.0
3,678,18,probe-too-short,,,,
7,8652,75,retrieved,7.189.25,8652,0,0.82
3,1939,76,retrieved,3.49.8,1939,0,1.0
1,1331,19,probe-too-short,,,,
3,12646,30,retrieved,3.183.90,12646,0,0.704
7,5967,39,retrieved,7.143.16,5968,-1,1.0
1,2240,27,not-retrieved,,,,0.417
12,6838,46,retrieved,12.184.18,6754,84,0.814
4,332,18,probe-too-short,,,,
1,3161,23,probe-too-short,,,,
3,434,38,retrieved,3.11.49,434,0,1.0
3,450,15,probe-too-short,,,,
3,16049,47,retrieved,3.279.5,16047,2,0.837
12,2037,40,retrieved,12.56.52,2037,0,1.0
2,94,32,retrieved,2.3.36,93,1,1.0
2,1813,18,probe-too-short,,,,
12,3694,39,retrieved,12.100.13,3694,0,1.0
7,4115,26,retrieved,7.109.19,4115,0,0.609
1,1365,20,probe-too-short,,,,
2,1078,37,retrieved,2.30.4,1078,0,1.0
13,2650,40,retrieved,13.50.10,2650,0,1.0
2,859,19,probe-too-short,,,,
1,5663,24,retrieved,1.141.29,5711,-48,0.81
4,864,17,probe-too-short,,,,
13,4873,29,retrieved,13.102.31,4873,0,1.0
12,3189,77,retrieved,12.84.7,3158,31,1.0
7,3033,29,retrieved,7.85.24,3033,0,1.0
4,711,37,retrieved,4.22.18,711,0,0.912
5,1125,38,retrieved,5.34.32,1125,0,1.0
13,3686,31,retrieved,13.76.22,3686,0,1.0
2,2423,72,retrieved,2.72.8,2423,0,0.882
1,5973,32,retrieved,1.153.12,6023,-50,0.931
1,6064,21,probe-too-short,,,,
1,5066,41,retrieved,1.129.34,5096,-30,0.919
3,14537,13,probe-too-short,,,,
4,1414,39,retrieved,4.45.21,1414,0,0.833
5,2127,18,probe-too-short,,,,
12,6487,38,retrieved,12.174.30,6408,79,1.0
15,215,20,probe-too-short,,,,
13,2741,19,probe-too-short,,,,
12,1500,39,not-retrieved,,,,0.0
1,949,14,probe-too-short,,,,
2,1146,40,retrieved,2.31.42,1146,0,1.0
13,1051,19,probe-too-short,,,,
14,2549,22,probe-too-short,,,,
4,45,31,retrieved,4.2.18,45,0,1.0
1,69,15,probe-too-short,,,,
5,7071,53,retrieved,5.178.45,7072,-1,0.82
1,4047,18,probe-too-short,,,,
13,1031,24,retrieved,13.15.7,1031,0,1.0
1,2675,73,not-retrieved,,,,0.544
12,3165,78,retrieved,12.83.41,3165,0,1.0
1,2828,13,probe-too-short,,,,
11,71,35,retrieved,11.2.26,71,0,1.0
13,6232,21,probe-too-short,,,,
13,2474,74,retrieved,13.45.14,2474,0,1.0
13,2489,37,retrieved,13.46.6,2489,0,0.909
13,2490,68,retrieved,13.46.7,2490,0,0.984
12,8868,79,not-retrieved,,,,0.526
6,279,75,retrieved,6.7.26,279,0,0.873
7,2388,30,retrieved,7.68.12,2388,0,1.0
5,3843,28,retrieved,5.111.23,3794,49,0.8
3,489,45,retrieved,3.12.30,490,-1,0.833
3,16601,40,retrieved,3.291.70,16600,1,1.0
6,725,36,retrieved,6.19.30,724,1,1.0
4,1853,17,probe-too-short,,,,
2,355,26,retrieved,2.9.3,356,-1,1.0
12,13339,27,not-retrieved,,,,0.522
5,4518,38,retrieved,5.133.25,4453,65,0.886
7,9023,38,retrieved,7.195.45,9023,0,0.829
12,10417,19,probe-too-short,,,,
4,1604,10,probe-too-short,,,,
7,3860,13,probe-too-short,,,,
2,2201,29,retrieved,2.67.4,2190,11,1.0
2,1024,32,retrieved,2.27.15,1024,0,0.897
3,10255,26,retrieved,3.119.19,10319,-64,1.0
3,15193,12,probe-too-short,,,,
1,7506,18,probe-too-short,,,,
2,2576,22,probe-too-short,,,,
10,555,17,probe-too-short,,,,
3,299,14,probe-too-short,,,,
13,5341,13,probe-too-short,,,,
3,2483,39,retrieved,3.64.83,2483,0,0.853
1,7008,23,probe-too-short,,,,
12,3124,21,probe-too-short,,,,
5,1274,24,retrieved,5.36.15,1274,0,0.85
12,8465,40,retrieved,12.230.12,8350,115,1.0
1,7765,44,retrieved,1.213.24,7833,-68,0.878
4,1537,19,probe-too-short,,,,
13,124,26,retrieved,13.2.41,126,-2,1.0
4,1118,18,probe-too-short,,,,
1,3685,27,retrieved,1.93.23,3686,-1,1.0
2,1025,21,probe-too-short,,,,
3,2589,14,probe-too-short,,,,
3,2970,39,retrieved,3.76.20,2975,-5,0.889
14,2220,19,probe-too-short,,,,
4,2251,34,retrieved,4.69.11,2250,1,1.0
3,1883,18,probe-too-short,,,,
3,466,22,probe-too-short,,,,
2,2141,59,retrieved,2.65.1,2140,1,0.941
4,1604,18,probe-too-short,,,,
1,6378,24,retrieved,1.167.23,6435,-57,1.0
7,3004,22,probe-too-short,,,,
3,223,30,retrieved,3.4.5,223,0,1.0
5,712,56,retrieved,5.23.28,712,0,1.0
7,70,16,probe-too-short,,,,
7,4376,40,retrieved,7.113.5,4375,1,1.0
1,3642,18,probe-too-short,,,,
1,4125,18,probe-too-short,,,,
2,1025,40,retrieved,2.27.17,1026,-1,1.0
4,1345,39,retrieved,4.43.3,1319,26,1.0
2,1024,18,probe-too-short,,,,
5,1150,15,probe-too-short,,,,
3,10254,15,probe-too-short,,,,
5,1150,43,retrieved,5.129.28,4242,-3092,1.0
3,13360,50,retrieved,3.200.11,13360,0,0.956
5,7142,63,retrieved,5.179.19,7142,0,0.932
1,493,35,retrieved,1.2.218,447,46,1.0
1,6845,41,retrieved,1.180.4,6909,-64,1.0
4,429,24,retrieved,4.14.51,423,6,1.0
2,1952,23,probe-too-short,,,,
8,1790,42,retrieved,8.39.10,1790,0,1.0
2,1158,18,probe-too-short,,,,
1,8277,11,probe-too-short,,,,
3,17428,19,probe-too-short,,,,
14,2386,19,probe-too-short,,,,
7,8980,36,retrieved,7.195.2,8980,0,1.0
14,296,42,retrieved,14.11.4,297,-1,0.892
2,2040,25,retrieved,2.59.11,2040,0,0.818
1,5934,26,retrieved,1.152.8,5983,-49,0.95
1,797,35,retrieved,1.3.134,799,-2,1.0
3,269,25,retrieved,3.6.8,269,0,0.864
13,1344,19,probe-too-short,,,,
3,13852,17,probe-too-short,,,,
3,13830,29,retrieved,3.208.28,13845,-15,1.0
1,3190,18,probe-too-short,,,,
3,16230,20,probe-too-short,,,,
9,1812,38,retrieved,9.31.70,1812,0,1.0
1,6152,39,retrieved,1.158.10,6208,-56,0.971
4,615,39,retrieved,4.20.11,620,-5,1.0
5,702,42,retrieved,5.23.18,702,0,1.0
8,3388,55,retrieved,8.68.9,3384,4,0.923
7,428,56,retrieved,7.11.46,427,1,0.769
5,4536,51,retrieved,5.133.43,4471,65,0.875
12,5675,40,retrieved,12.153.1,5616,59,0.919
5,4538,77,retrieved,5.133.45,4473,65,1.0
1,308,77,retrieved,1.2.38,267,41,0.932
3,12840,39,retrieved,3.188.36,12840,0,1.0
4,200,34,not-retrieved,,,,0.0
1,2002,33,retrieved,1.50.42,2002,0,0.867
3,3054,18,probe-too-short,,,,
12,2917,19,probe-too-short,,,,
3,15027,20,probe-too-short,,,,
12,10634,17,probe-too-short,,,,
3,13826,48,not-retrieved,,,,0.545
12,6837,39,retrieved,12.184.17,6753,84,1.0
3,1185,17,probe-too-short,,,,
7,2544,37,retrieved,7.72.67,2542,2,0.879
8,4930,24,not-retrieved,,,,0.0
5,1809,21,probe-too-short,,,,
1,2466,11,probe-too-short,,,,
3,12596,28,retrieved,3.183.40,12596,0,1.0
13,1859,60,retrieved,13.26.101,1859,0,1.0
3,12732,33,retrieved,3.186.18,12732,0,1.0
3,11081,71,retrieved,3.146.12,11128,-47,1.0
2,277,21,probe-too-short,,,,
14,1289,37,retrieved,14.46.31,1289,0,0.882
5,1040,13,probe-too-short,,,,
6,3432,16,probe-too-short,,,,
3,14548,63,retrieved,3.231.34,14547,1,0.614
7,2989,19,probe-too-short,,,,
12,12028,23,probe-too-short,,,,
2,842,12,probe-too-short,,,,
2,2397,13,probe-too-short,,,,
3,2815,19,probe-too-short,,,,
1,999,26,retrieved,1.11.5,999,0,0.957
3,15591,24,retrieved,3.265.4,15591,0,1.0
3,2711,36,retrieved,3.69.18,2711,0,1.0
3,2903,20,probe-too-short,,,,
1,5879,36,retrieved,1.150.24,5928,-49,1.0
1,914,22,probe-too-short,,,,
3,2902,35,retrieved,3.74.13,2902,0,1.0
2,1720,17,probe-too-short,,,,
4,1924,20,probe-too-short,,,,
7,6536,33,retrieved,7.151.8,6548,-12,0.967
3,15586,25,retrieved,3.264.16,15586,0,1.0
12,6409,19,probe-too-short,,,,
3,2476,26,retrieved,3.64.77,2477,-1,1.0
1,5996,41,retrieved,1.153.35,6046,-50,0.811
3,2154,15,probe-too-short,,,,
2,558,34,retrieved,2.13.45,558,0,0.806
14,415,48,retrieved,14.16.9,416,-1,1.0
3,8660,24,retrieved,3.99.44,8660,0,1.0
3,8630,39,retrieved,3.99.16,8632,-2,1.0
1,448,15,probe-too-short,,,,
1,136,19,probe-too-short,,,,
1,7772,57,retrieved,1.213.31,7840,-68,1.0
1,8477,29,retrieved,1.234.17,8575,-98,1.0
2,2699,42,retrieved,2.81.28,2699,0,1.0
3,2712,37,retrieved,3.69.19,2712,0,1.0
3,11631,68,retrieved,3.159.4,11670,-39,0.985
1,5636,69,retrieved,1.141.2,5684,-48,0.954
3,8274,47,retrieved,3.85.131,8273,1,0.907
3,14826,37,retrieved,3.239.7,14826,0,1.0
2,1225,20,probe-too-short,,,,
14,1641,39,retrieved,14.56.16,1641,0,1.0
