dict,parvan,verse,form,edition,L,headword_slp1
MW,,,bare,,36816,upAvft
MW,,,bare,,36816,upAvft
MW,,,bare,,36816,upAvft
MW,7,,book-only,,36816,upAvft
MW,,,bare,,36820,upAvftta
MW,,,bare,,36821,upAvftta
MW,6,,book-only,,36823,upAvftta
MW,,,bare,,36830,upAS
MW,,,bare,,36831,upAS
MW,,,bare,,36837,upASraya
MW,,,bare,,36840,upASrita
MW,,,bare,,36842,upASrita
MW,1,1125,book+verse,,36845,upASlizwa
MW,,,bare,,36848,upAsana
MW,,,bare,,36849,upAs
MW,,,bare,,36849,upAs
MW,,,bare,,36849,upAs
MW,14,,book-only,,36849,upAs
MW,,,bare,,36849,upAs
MW,3,,book-only,,36849,upAs
MW,,,bare,,36870,upAsitavya
MW,,,bare,,36880,upAsya
MW,,,bare,,36885,upAsaNga
MW,10,1,book+verse,,36891,upAstamanavelA
MW,,,bare,,36894,upAstra
MW,,,bare,,36895,upAsTA
MW,,,bare,,36902,upAhf
MW,,,bare,,36902,upAhf
MW,,,bare,,36902,upAhf
MW,,,bare,,36905,upAhve
MW,,,bare,,36910,upe
MW,,,bare,,36910,upe
MW,,,bare,,36913,upAya
MW,,,bare,,36930,upAyana
MW,,,bare,,36938,upeta
MW,,,bare,,36939,upeta
MW,,,bare,,36942,upeta
MW,,,bare,,36953,upe
MW,,,bare,,36954,upekz
MW,,,bare,,36954,upekz
MW,5,,book-only,,36954,upekz
MW,,,bare,,36956,upekzA
MW,,,bare,,36962,upekzaRa
MW,,,bare,,36976,upendra
MW,,,bare,,36978,upendrA
MW,3,,book-only,,37036,upopayAta
MW,,,bare,,37037,upopaviS
MW,,,bare,,37042,upoh
MW,,,bare,,37116.1,uBayatas
MW,,,bare,,37135.1,uBayatra
MW,13,,book-only,,37170,umAkAnta
MW,,,bare,,37175,umApati
MW,,,bare,,37197,umlocA
MW,,,bare,,37203,uragA
MW,,,bare,,37221,uraRa
MW,,,bare,,37244,uras
MW,,,bare,,37295,uru
MW,,,bare,,37353,uruvikrama
MW,,,bare,,37416,urvarA
MW,12,,book-only,,37425,urvaSI
MW,,,bare,,37426,urvaSItIrTa
MW,,,bare,,37441,ulapa
MW,,,bare,,37459,ulUka
MW,,,bare,,37464,ulUka
MW,3,10520,book+verse,,37478,ulUKala
MW,,,bare,,37493,ulUta
MW,,,bare,,37497,ulUpI
MW,,,bare,,37501,ulkA
MW,,,bare,,37522,ulmuka
MW,,,bare,,37527,ulbaRa
MW,,,bare,,37527,ulbaRa
MW,,,bare,,37569,ullApika
MW,,,bare,,37616,ulliK
MW,,,bare,,37656,ullola
MW,2,,book-only,,37660,uSaMgava
MW,,,bare,,37664.1,uSanas
MW,,,bare,,37675,uSInara
MW,,,bare,,37676,uSInara
MW,,,bare,,37682,uSIrabIja
MW,13,7667,book+verse,,37696,uzaMgu
MW,,,bare,,37697,uzaMgu
MW,13,1219,book+verse,,37698,uzaMgu
MW,,,bare,,37707,uzatI
MW,,,bare,,37760,uzRa
MW,,,bare,,37785,uzRaBAs
MW,,,bare,,37786,uzRaBft
MW,,,bare,,37787,uzRamahas
MW,,,bare,,37788,uzRaraSmi
MW,,,bare,,37789,uzRaruci
MW,3,10698,book+verse,,37826,uzRIgaNga
MW,,,bare,,37827,uzRInABa
MW,,,bare,,37828,uzRIza
MW,13,,book-only,,37835,uzRIzin
MW,,,bare,,37843,uzmatA
MW,,,bare,,37852,uzman
MW,,,bare,,37867,uzwra
MW,,,bare,,37873,uzwrakarRika
MW,,,bare,,37878,uzwrajihva
MW,13,,book-only,,37914,usrA
MW,,,bare,,37975,UDas
MW,,,bare,,38004,Uru
MW,,,bare,,38010,Uruja
MW,,,bare,,38033,Urva
MW,,,bare,,38044,Urja
MW,,,bare,,38052,Urjayoni
MW,,,bare,,38058,UrjAvat
MW,,,bare,,38064,Urjaskara
MW,,,bare,,38068,Urjasvin
MW,,,bare,,38072,Urjita
MW,,,bare,,38076,Urjitacitta
MW,,,bare,,38084,UrRanABa
MW,,,bare,,38094.8,UrRAyu
MW,,,bare,,38114,UrDvam
MW,1,3606,book+verse,,38117,UrDvam
MW,,,bare,,38142,UrDvaga
MW,,,bare,,38146,UrDvagAtman
MW,,,bare,,38149,UrDvagati
MW,,,bare,,38178,UrDvadaMzwrakeSa
MW,12,2147,book+verse,,38205.1,UrDvapravarzin
MW,3,,book-only,,38218,UrDvaBAj
MW,,,bare,,38221,UrDvaBAsin
MW,,,bare,,38235,UrDvaretas
MW,13,,book-only,,38235,UrDvaretas
MW,,,bare,,38237,UrDvaroman
MW,,,bare,,38242,UrDvaliNgin
MW,,,bare,,38252,UrDvaveRIDara
MW,3,,book-only,,38254,UrDvaSAyin
MW,13,,book-only,,38259,UrDvasaMhanana
MW,,,bare,,38263,UrDvasasya
MW,,,bare,,38274,UrDvasrotas
MW,,,bare,,38279,UrDvANguli
MW,,,bare,,38296,Urmi
MW,,,bare,,38306,Urmimat
MW,1,,book-only,,38307,Urmimat
MW,,,bare,,38313,UrmimAlin
MW,,,bare,,38320,Urmin
MW,,,bare,,38323,UrmilA
MW,,,bare,,38349,Uzara
MW,,,bare,,38360,Uzmapa
MW,13,,book-only,,38373,UzmA
MW,,,bare,,38392,Uh
MW,,,bare,,38392,Uh
MW,,,bare,,38396,Uha
MW,,,bare,,38398,Uhavat
MW,,,bare,,38410,f
MW,,,bare,,38410,f
MW,,,bare,,38414,fta
MW,,,bare,,38417,fta
MW,,,bare,,38422,fta
MW,1,,book-only,,38434,ftena
MW,,,bare,,38479,ftavAdin
MW,,,bare,,38548,ftu
MW,,,bare,,38550,ftu
MW,,,bare,,38551,ftu
MW,3,14763,book+verse,,38557,ftukAla
MW,,,bare,,38558,ftukAla
MW,,,bare,,38571,ftuparRa
MW,,,bare,,38583,ftumatI
MW,,,bare,,38610,ftusnAtA
MW,,,bare,,38623.1,ftvan
MW,,,bare,,38650,fkza
MW,,,bare,,38651,fkza
MW,1,,book-only,,38654,fkzA
MW,9,,book-only,,38655,fkzA
MW,,,bare,,38656,fkzI
MW,,,bare,,38657,fkza
MW,,,bare,,38676.1,fkzavarRa
MW,,,bare,,38763,fcIka
MW,,,bare,,38768,fceyu
MW,,,bare,,38793,fju
MW,,,bare,,38821.1,fjuyoDin
MW,,,bare,,38857,fRa
MW,,,bare,,38857,fRa
MW,,,bare,,38858,fRa
MW,,,bare,,38859,fRa
MW,13,,book-only,,38864,fRakartf
MW,,,bare,,38909,fRin
MW,,,bare,,38914,fte
MW,,,bare,,38930,fD
MW,,,bare,,38935,fdDi
MW,,,bare,,38943,fdDimat
MW,18,105,book+verse,,38945,fdDita
MW,,,bare,,39004,fzaBa
MW,3,,book-only,,39021,fzaBakUwa
MW,,,bare,,39040,fzadgu
MW,12,,book-only,,39052,fzi
MW,,,bare,,39054,fzi
MW,,,bare,,39055,fzi
MW,,,bare,,39061,fzi
MW,,,bare,,39070,fzikulyA
MW,,,bare,,39075,fzigiri
MW,,,bare,,39085,fzitva
MW,,,bare,,39092,fziputra
MW,,,bare,,39103,fziloka
MW,,,bare,,39121,fzika
MW,,,bare,,39123,fzikA
MW,,,bare,,39163,e
MW,,,bare,,39171,eka
MW,,,bare,,39191,ekakArya
MW,,,bare,,39212,ekacakra
MW,,,bare,,39213,ekacakrA
MW,,,bare,,39219,ekacandrA
MW,,,bare,,39220,ekacara
MW,,,bare,,39229,ekacArin
MW,,,bare,,39242,ekacintana
MW,4,1858,book+verse,,39250,ekacCAya
MW,4,,book-only,,39250,ekacCAya
MW,,,bare,,39254,ekajawa
MW,,,bare,,39271,ekatama
MW,,,bare,,39272,ekatara
MW,,,bare,,39275,ekatA
MW,,,bare,,39296,ekatva
MW,,,bare,,39307,ekaduHKa
MW,,,bare,,39321,ekadeSa
MW,,,bare,,39341.1,ekadvAra
MW,1,7625,book+verse,,39368,ekaniScaya
MW,1,7624,book+verse,,39369,ekaniScaya
MW,,,bare,,39390,ekapatnitA
MW,,,bare,,39391,ekapatnI
MW,3,,book-only,,39393.3,ekapad
MW,1,,book-only,,39393.5,ekapad
MW,,,bare,,39393.6,ekapadI
MW,,,bare,,39403,ekapada
MW,,,bare,,39417,ekaparvataka
MW,,,bare,,39428.1,ekapAtin
MW,,,bare,,39430,ekapAda
MW,12,,book-only,,39431,ekapAda
MW,,,bare,,39433,ekapAda
MW,2,,book-only,,39434,ekapAda
MW,5,3350,book+verse,,39454,ekapuzkala
MW,,,bare,,39472,ekaBakta
MW,,,bare,,39479,ekaBAva
MW,,,bare,,39485,ekaBojana
MW,13,6238,book+verse,,39486,ekaBojana
MW,,,bare,,39489,ekamati
MW,,,bare,,39490,ekamanas
MW,3,,book-only,,39514,ekaraTa
MW,,,bare,,39522,ekarAja
MW,13,,book-only,,39525,ekarAtra
MW,,,bare,,39529,ekarAtrika
MW,,,bare,,39546,ekalavya
MW,,,bare,,39553,ekavaktrA
MW,,,bare,,39559,ekavarRa
MW,3,,book-only,,39560,ekavarRa
MW,,,bare,,39568,ekavastratA
MW,,,bare,,39583,ekavAsas
MW,,,bare,,39606,ekavIra
MW,3,101,book+verse,,39636,ekaSata
MW,13,355,book+verse,,39654,ekaSAyin
MW,,,bare,,39663,ekaSIla
MW,2,,book-only,,39670,ekaSfNga
MW,,,bare,,39674.1,ekaSeza
MW,12,,book-only,,39698,ekasahasra
MW,,,bare,,39700,ekasArTaprayAta
MW,,,bare,,39705,ekastamBa
MW,,,bare,,39707,ekasTa
MW,3,,book-only,,39714,ekahaMsa
MW,,,bare,,39722,ekAMSa
MW,,,bare,,39733,ekAkzara
MW,,,bare,,39745,ekAgra
MW,,,bare,,39749,ekAgram
MW,,,bare,,39757,ekAgramanas
MW,,,bare,,39760,ekANga
MW,,,bare,,39775,ekAtman
MW,,,bare,,39783,ekAdaSa
MW,,,bare,,39784,ekAdaSI
MW,,,bare,,39789,ekAdaSaka
MW,3,14129,book+verse,,39801,ekAnaMSA
MW,,,bare,,39804,ekAnarTa
MW,,,bare,,39809,ekAnta
MW,,,bare,,39812,ekAnta
MW,,,bare,,39813,ekAntam
MW,,,bare,,39813.1,ekAntena
MW,,,bare,,39813.2,ekAntAt
MW,,,bare,,39823,ekAntaBAva
MW,,,bare,,39829,ekAntaSIla
MW,,,bare,,39835,ekAntin
MW,,,bare,,39853,ekAyana
MW,,,bare,,39856,ekAyana
MW,,,bare,,39857,ekAyana
MW,1,,book-only,,39859,ekAyanagata
MW,,,bare,,39866,ekArTa
MW,1,,book-only,,39869,ekArTa
MW,,,bare,,39869,ekArTa
MW,17,67,book+verse,,39912.2,ekAhan
MW,,,bare,,39915,ekAhAra
MW,,,bare,,39916,ekAhArya
MW,,,bare,,39922,ekEka
MW,,,bare,,39927,ekEkaSya
MW,,,bare,,39950,ekata
MW,,,bare,,39952.1,ekatas
MW,13,2230,book+verse,,39952.3,ekatas
MW,,,bare,,39955,ekatra
MW,,,bare,,39955.1,ekatra
MW,,,bare,,39956.1,ekadA
MW,,,bare,,39957.1,ekaDA
MW,,,bare,,39962,ekAkin
MW,,,bare,,39970,ekIBU
MW,2,2389,book+verse,,39974,ekzya
MW,,,bare,,39989,eqI
MW,,,bare,,39995,eqaka
MW,,,bare,,40000,eqUka
MW,,,bare,,40003,eRa
MW,3,8384,book+verse,,40029.5,etA
MW,,,bare,,40043,etad
MW,,,bare,,40046,etad
MW,,,bare,,40081,etAvat
MW,,,bare,,40089,etAvanmAtra
MW,,,bare,,40096,eD
MW,,,bare,,40101,eDas
MW,,,bare,,40103,eDita
MW,1,2154,book+verse,,40132,eraka
MW,,,bare,,40133,erakA
MW,,,bare,,40164,elApattra
MW,3,2825,book+verse,,40181.2,eva
MW,,,bare,,40181.2,eva
MW,,,bare,,40194.1,evam
MW,,,bare,,40196,evaMrUpa
MW,,,bare,,40199,evaMviDa
MW,,,bare,,40207.1,evaMSIla
MW,3,,book-only,,40208,evaMsaMsTitika
MW,,,bare,,40215,evaMgata
MW,3,15109,book+verse,,40216,evaMgate
MW,,,bare,,40217,evaMguRa
MW,,,bare,,40218,evaMguRajAtIya
MW,,,bare,,40218.1,evaMguRasaMpanna
MW,,,bare,,40218.2,evaMguRopeta
MW,,,bare,,40234,evamprakAra
MW,,,bare,,40237,evamBUta
MW,,,bare,,40246,ezwavya
MW,,,bare,,40265,ezaRa
MW,,,bare,,40275,ezin
MW,,,bare,,40298,EkaguRya
MW,,,bare,,40308,Ekamatya
MW,,,bare,,40315,EkavarRika
MW,,,bare,,40326,EkAgrya
MW,,,bare,,40329,EkAtmya
MW,,,bare,,40345,Ekya
MW,,,bare,,40355,EkzvAka
MW,8,,book-only,,40375,Eqa
MW,,,bare,,40406,Etihya
MW,,,bare,,40414,Ena
MW,1,,book-only,,40442,Endradyumna
MW,3,,book-only,,40443,Endradyumni
MW,,,bare,,40455,EndrAgna
MW,,,bare,,40458,EndrAgnya
MW,,,bare,,40478,Endri
MW,3,149,book+verse,,40487,EnDana
MW,,,bare,,40500,ErAvaRa
MW,2,,book-only,,40501,ErAvaRa
MW,,,bare,,40503,ErAvata
MW,,,bare,,40504,ErAvata
MW,,,bare,,40509,ErAvata
MW,,,bare,,40510,ErAvata
MW,,,bare,,40512,ErAvatI
MW,,,bare,,40517,ErAvata
MW,,,bare,,40524,Ela
MW,13,,book-only,,40526,Ela
MW,,,bare,,40533.1,ElavaMSa
MW,7,2263,book+verse,,40539,Elavila
MW,,,bare,,40539.1,Elavila
MW,,,bare,,40553,ESvara
MW,,,bare,,40558,ESvarya
MW,,,bare,,40561,ESvaryavat
MW,,,bare,,40570.1,EzIka
MW,,,bare,,40583,EhalOkika
MW,,,bare,,40595,okas
MW,,,bare,,40610,oGa
MW,,,bare,,40611,oGa
MW,13,,book-only,,40616,oGaraTa
MW,3,,book-only,,40617,oGavat
MW,13,,book-only,,40618,oGavat
MW,,,bare,,40619,oGavatI
MW,,,bare,,40625,ojas
MW,,,bare,,40636,ojasvin
MW,,,bare,,40678,odana
MW,,,bare,,40735,ozaDi
MW,,,bare,,40753,ozaDIpati
MW,,,bare,,40768,ozWapuwa
MW,,,bare,,40848,OtaTya
MW,14,,book-only,,40858,OttaNka
MW,,,bare,,40862,Ottara
MW,,,bare,,40873,OttAnapAda
MW,,,bare,,40879,OtpAtika
MW,,,bare,,40895,Otsukya
MW,,,bare,,40899,Odaka
MW,,,bare,,40936,Odarika
MW,,,bare,,40955,OdArya
MW,,,bare,,40961,OdIcya
MW,,,bare,,40963,Odumbara
MW,,,bare,,40963.25,Odumbara
MW,3,,book-only,,40980,OddAlaka
MW,,,bare,,40982,OddAlaki
MW,,,bare,,40996,OdBida
MW,,,bare,,41058,Opapattika
MW,,,bare,,41071,Opamya
MW,,,bare,,41073,Opayika
MW,13,,book-only,,41138,OpahArika
MW,5,7019,book+verse,,41147,OpAyika
MW,,,bare,,41166,Oraga
MW,,,bare,,41168,OraBra
MW,,,bare,,41179,Orasa
MW,,,bare,,41197,OrRa
MW,,,bare,,41214,OrDvadehika
MW,,,bare,,41226,Orva
MW,1,6802,book+verse,,41227,Orva
MW,1,387,book+verse,,41231,Orva
MW,,,bare,,41265,OSanasa
MW,1,3376,book+verse,,41266,OSanasa
MW,3,7005,book+verse,,41269,OSanasa
MW,,,bare,,41274,OSInara
MW,,,bare,,41276,OSInari
MW,12,2299,book+verse,,41277,OSIra
MW,1,3664,book+verse,,41289,OzadaSvi
MW,,,bare,,41293,OzaDa
MW,8,2095,book+verse,,41325,Ozwrika
MW,,,bare,,41329,OzRIka
MW,1,32,book+verse,,41338,ka
MW,,,bare,,41374,kaMsa
MW,3,623,book+verse,,41379,kaMsakeSInizUdana
MW,3,15528,book+verse,,41381,kaMsanizUdana
MW,4,180,book+verse,,41389,kaMsavidrAvaRakarI
MW,,,bare,,41437,kakudmin
MW,,,bare,,41447,kakutsTa
MW,,,bare,,41450,kakuda
MW,,,bare,,41482,kakuBa
MW,,,bare,,41527,kakza
MW,,,bare,,41532,kakzA
MW,12,7269,book+verse,,41535,kakzA
MW,,,bare,,41540,kakza
MW,,,bare,,41548,kakzasena
MW,3,14757,book+verse,,41550,kakzAgni
MW,,,bare,,41565,kakzaka
MW,,,bare,,41578,kakzeyu
MW,,,bare,,41581,kakzyA
MW,,,bare,,41582,kakzyA
MW,1,2633,book+verse,,41603,kaNka
MW,,,bare,,41603,kaNka
MW,,,bare,,41606,kaNka
MW,4,,book-only,,41607,kaNka
MW,,,bare,,41611,kaNka
MW,,,bare,,41620,kaNkapattra
MW,,,bare,,41622,kaNkapattrin
MW,,,bare,,41630.1,kaNkavAjita
MW,,,bare,,41643,kaNkaRa
MW,,,bare,,41645,kaNkaRa
MW,3,15757,book+verse,,41646,kaNkaRa
MW,9,2634,book+verse,,41650,kaNkaRA
MW,,,bare,,41676,kaNkAla
MW,,,bare,,41715,kaca
MW,,,bare,,41719,kacagraha
MW,,,bare,,41729.1,kacarUpin
MW,,,bare,,41731,kacAkaci
MW,,,bare,,41754,kacCa
MW,,,bare,,41764,kacCA
MW,,,bare,,41769,kacCapa
MW,,,bare,,41775,kacCapa
MW,5,934,book+verse,,41842,kaYcideka
MW,5,2595,book+verse,,41843,kaYcidevA
MW,,,bare,,41896,kawa
MW,12,10364,book+verse,,41916,kawakawa
MW,,,bare,,41927,kawaMkawa
MW,,,bare,,41961,kawAkza
MW,,,bare,,41971,kawAgni
MW,,,bare,,42007,kawAha
MW,,,bare,,42018,kawi
MW,,,bare,,42039.1,kawikA
MW,,,bare,,42055,kawu
MW,14,,book-only,,42056,kawu
MW,,,bare,,42078,kawuja
MW,,,bare,,42129,kawuka
MW,2,,book-only,,42133,kawuka
MW,,,bare,,42148,kawukodaya
MW,,,bare,,42164,kawakawA
MW,,,bare,,42194,kaWina
MW,,,bare,,42237,kaWa
MW,,,bare,,42267.1,kaqaNgara
MW,,,bare,,42308,kaRapa
MW,8,744,book+verse,,42309,kaRapAyin
MW,1,,book-only,,42329,kaRika
MW,12,,book-only,,42340,kaRIkA
MW,,,bare,,42385,kaRwaka
MW,1,3559,book+verse,,42393,kaRwaka
MW,,,bare,,42440,kaRwakita
MW,,,bare,,42442,kaRwakin
MW,,,bare,,42449,kaRwakinI
MW,,,bare,,42458,kaRWa
MW,,,bare,,42478.21,kaRWatrARa
MW,,,bare,,42516.1,kaRWasUtra
MW,9,,book-only,,42592,kaRqUti
MW,,,bare,,42618,kaRva
MW,,,bare,,42681,katT
MW,4,1252,book+verse,,42681,katT
MW,,,bare,,42681,katT
MW,,,bare,,42683,katTana
MW,,,bare,,42684,katTana
MW,1,5995,book+verse,,42686,katTita
MW,,,bare,,42692,kaT
MW,,,bare,,42692,kaT
MW,3,10668,book+verse,,42692,kaT
MW,,,bare,,42694,kaTaka
MW,,,bare,,42701,kaTanIya
MW,3,2906,book+verse,,42703,kaTayAna
MW,,,bare,,42706,kaTA
MW,,,bare,,42706.3,kaTA
MW,,,bare,,42712.1,kaTAtrayI
MW,15,988,book+verse,,42729,kaTAmAtrAvaSezita
MW,,,bare,,42733,kaTAyoga
MW,,,bare,,42756,kaTita
MW,,,bare,,42780,kadana
MW,,,bare,,42783,kadamba
MW,7,6276,book+verse,,42809,kadambakIkf
MW,,,bare,,42810.5,kad
MW,,,bare,,42826,kadarTIkf
MW,,,bare,,42833,kadaryatA
MW,,,bare,,42833.1,kadaryatva
MW,,,bare,,42879,kadalI
MW,,,bare,,42894,kadA
MW,3,,book-only,,42894.15,kadA
MW,13,,book-only,,42894.30,kadA
MW,,,bare,,42900,kadrU
MW,,,bare,,42918,kanaka
MW,,,bare,,42945,kanakaDvaja
MW,12,,book-only,,42948,kanakaparvata
MW,,,bare,,42990,kanakAkza
MW,,,bare,,42993,kanakANgada
MW,,,bare,,43001,kanakApIqa
MW,,,bare,,43003,kanakAyu
MW,,,bare,,43011.1,kanakojjvala
MW,,,bare,,43012,kanakAvatI
MW,,,bare,,43017,kanaKala
MW,3,,book-only,,43018,kanaKala
MW,3,810,book+verse,,43020,kanapa
MW,,,bare,,43063,kanIyas
MW,,,bare,,43068,kanIyasa
MW,13,2560,book+verse,,43069,kanIyasa
MW,,,bare,,43073,kanyakubja
MW,,,bare,,43077,kanyakA
MW,,,bare,,43089,kanyasa
MW,,,bare,,43092,kanyA
MW,3,8115,book+verse,,43095,kanyA
MW,,,bare,,43103,kanyAkUpa
MW,12,49,book+verse,,43106,kanyAgarBa
MW,,,bare,,43111,kanyAtIrTa
MW,,,bare,,43112,kanyAtva
MW,3,,book-only,,43132,kanyABartf
MW,,,bare,,43134,kanyABAva
MW,,,bare,,43135,kanyABEkza
MW,,,bare,,43141,kanyArTin
MW,,,bare,,43147,kanyASrama
MW,3,,book-only,,43148,kanyAsaMvedya
MW,,,bare,,43153,kanyAhrada
MW,,,bare,,43194,kanda
MW,12,10403,book+verse,,43205,kandada
MW,,,bare,,43240,kandarA
MW,,,bare,,43247,kandarpa
MW,,,bare,,43300,kanduka
MW,,,bare,,43324,kapa
MW,,,bare,,43325,kapawa
MW,1,2534,book+verse,,43326,kapawa
MW,,,bare,,43358,kapardin
MW,,,bare,,43369,kapAwa
MW,,,bare,,43378,kapAwaka
MW,,,bare,,43405,kapAlamAlin
MW,3,7007,book+verse,,43406,kapAlamocana
MW,,,bare,,43418,kapAlikA
MW,1,,book-only,,43425,kapAlin
MW,2,,book-only,,43426,kapAlin
MW,13,7045,book+verse,,43438,kapi
MW,,,bare,,43446,kapiketana
MW,,,bare,,43458,kapiDvaja
MW,,,bare,,43493,kapiskanDa
MW,13,7002,book+verse,,43499,kapIndra
MW,13,629,book+verse,,43500,kapIndra
MW,,,bare,,43510,kapitTa
MW,,,bare,,43529,kapila
MW,3,8010,book+verse,,43532,kapila
MW,3,14197,book+verse,,43535,kapila
MW,3,154,book+verse,,43536,kapila
MW,,,bare,,43539,kapilA
MW,,,bare,,43548,kapilA
MW,3,14233,book+verse,,43550,kapilA
MW,3,6017,book+verse,,43580,kapilAtIrTa
MW,,,bare,,43583,kapilAvawa
MW,,,bare,,43586,kapilASva
MW,,,bare,,43588,kapilAhrada
MW,,,bare,,43594,kapilIkf
MW,,,bare,,43595,kapiSa
MW,,,bare,,43638,kapota
MW,,,bare,,43655,kapotaroman
MW,,,bare,,43671,kapotaka
MW,,,bare,,43738,kabanDa
MW,,,bare,,43768,kam
MW,,,bare,,43768,kam
MW,,,bare,,43774,kamaWa
MW,,,bare,,43805,kamalA
MW,,,bare,,43860,kamalAkzI
MW,,,bare,,43876,kamalAsana
MW,,,bare,,43881,kamalekzaRa
MW,3,,book-only,,43883,kamalotpalamAlin
MW,,,bare,,43889,kamalinI
MW,,,bare,,43901,kamaRqalu
MW,,,bare,,43913,kamp
MW,,,bare,,43913,kamp
MW,,,bare,,43914,kampa
MW,,,bare,,43924,kampana
MW,1,2836,book+verse,,43925,kampana
MW,2,117,book+verse,,43928,kampana
MW,,,bare,,43930,kampanA
MW,5,7239,book+verse,,43932,kampana
MW,,,bare,,43939,kampita
MW,4,1290,book+verse,,43940,kampita
MW,,,bare,,43962,kambala
MW,,,bare,,43968,kambala
MW,6,454,book+verse,,43970,kambala
MW,4,255,book+verse,,43992,kambu
MW,,,bare,,43993,kambu
MW,,,bare,,44004,kambugrIva
MW,,,bare,,44037.3,kara
MW,,,bare,,44037.5,kara
MW,13,1625,book+verse,,44048,karakftAtman
MW,2,900,book+verse,,44052,karagrahaRa
MW,,,bare,,44061,karaja
MW,,,bare,,44086,karatoyA
MW,13,4887,book+verse,,44087,karatoyinI
MW,,,bare,,44095,karaMDama
MW,14,1928,book+verse,,44120,karapuwa
MW,,,bare,,44130,karaBaYjaka
MW,,,bare,,44138,karamarda
MW,,,bare,,44158,karavAla
MW,,,bare,,44166,karavIra
MW,1,1557,book+verse,,44172,karavIra
MW,,,bare,,44185,karavIrapura
MW,13,1243,book+verse,,44208,karasTAlin
MW,,,bare,,44234,karaka
MW,,,bare,,44234.6,karaka
MW,1,2446,book+verse,,44240.06,karaRa
MW,1,,book-only,,44240.06,karaRa
MW,,,bare,,44240.24,karaRa
MW,,,bare,,44271,karaRIya
MW,,,bare,,44284,karaBa
MW,,,bare,,44284.10,karaBa
MW,2,577,book+verse,,44284.40,karaBa
MW,,,bare,,44345,karin
MW,,,bare,,44354,kareRu
MW,,,bare,,44356,kareRu
MW,,,bare,,44361,kareRumatI
MW,,,bare,,44366.2,kara
MW,,,bare,,44371,karada
MW,1,4462,book+verse,,44373,karadIkfta
MW,2,1052,book+verse,,44374,karapaRya
MW,3,14774,book+verse,,44377,karaprada
MW,1,6982,book+verse,,44393,karakAyu
MW,3,,book-only,,44403,karaYja
MW,,,bare,,44408,karaYjaka
MW,,,bare,,44410,karawa
MW,6,370,book+verse,,44419,karawa
MW,,,bare,,44425,karawAmuKa
MW,1,3775,book+verse,,44457,karamBA
MW,,,bare,,44461,karamBavAlukA
MW,2,1173,book+verse,,44483,karahAwaka
MW,,,bare,,44491,karAla
MW,,,bare,,44508,karAlajanaka
MW,,,bare,,44517,karAlAkza
MW,,,bare,,44535,karIra
MW,,,bare,,44555,karIziRI
MW,,,bare,,44557,karuRa
MW,,,bare,,44559,karuRam
MW,,,bare,,44572.2,karuRaveditf
MW,,,bare,,44592,karuRAya
MW,,,bare,,44601,karUza
MW,2,577,book+verse,,44602,karUza
MW,3,10039,book+verse,,44606,karUzaka
MW,1,1553,book+verse,,44616,karowaka
MW,,,bare,,44623,karka
MW,,,bare,,44635,karkaKaRqa
MW,,,bare,,44656,karkawI
MW,1,1561,book+verse,,44708,karkara
MW,,,bare,,44741,karkaSatva
MW,,,bare,,44761,karkowaka
MW,8,2066,book+verse,,44762,karkowaka
MW,,,bare,,44787,karRa
MW,8,4798,book+verse,,44825,karRajit
MW,,,bare,,44832.1,karRadArin
MW,,,bare,,44843.1,karRanirvAka
MW,,,bare,,44868,karRapUra
MW,,,bare,,44886,karRaprAvaraRa
MW,9,2643,book+verse,,44887,karRaprAvaraRA
MW,1,2696,book+verse,,44925,karRavezwa
MW,3,,book-only,,44939,karRaSravas
MW,6,,book-only,,44951,karRasrotas
MW,,,bare,,45006,karRikA
MW,,,bare,,45015,karRikA
MW,,,bare,,45029,karRika
MW,,,bare,,45034,karRikAra
MW,13,,book-only,,45044,karRin
MW,,,bare,,45046,karRin
MW,,,bare,,45092,karttavya
MW,8,,book-only,,45101,karttf
MW,,,bare,,45104,kartavya
MW,,,bare,,45113,kartf
MW,,,bare,,45121,kartf
MW,,,bare,,45129,kartftva
MW,,,bare,,45154,kardama
MW,,,bare,,45157,kardama
MW,1,1561,book+verse,,45161,kardama
MW,3,10692,book+verse,,45179,kardamila
MW,,,bare,,45268,karman
MW,,,bare,,45281,karmakara
MW,,,bare,,45305.1,karmakoSa
MW,,,bare,,45321,karmacezwA
MW,,,bare,,45354,karmapaTa
MW,11,,book-only,,45374,karmabudDi
MW,,,bare,,45380,karmamaya
MW,1,6487,book+verse,,45398,karmavajra
MW,,,bare,,45399,karmavat
MW,13,,book-only,,45401,karmavaSa
MW,,,bare,,45407,karmavipAka
MW,,,bare,,45416,karmaSAlA
MW,,,bare,,45463,karmAnta
MW,,,bare,,45465,karmAntara
MW,,,bare,,45478,karmendriya
MW,,,bare,,45513,karmin
MW,2,1098,book+verse,,45525.2,karvawa
MW,13,6307,book+verse,,45531,karSana
MW,,,bare,,45547,karzaka
MW,,,bare,,45548,karzaRa
MW,,,bare,,45552,karzaRa
MW,,,bare,,45555,karzaRa
MW,3,10082,book+verse,,45556,karzaRa
MW,,,bare,,45578.1,karhi
MW,,,bare,,45580,kal
MW,3,14853,book+verse,,45580,kal
MW,,,bare,,45581,kal
MW,,,bare,,45585,kalanA
MW,,,bare,,45602,kala
MW,,,bare,,45609,kala
