ref_id,L_id,page,headword_iast,headword_slp1,raw_tag,edition_cited,verse_num,quoted_iast,quoted_slp1,boesp2_verse_iast,boesp2_verse_slp1,evidence_tier,verdict,edition_swap_candidate,cascade_tier
H611-015337,118936,7-1714,iha,iha,Spr. (II) 6359,II,6359,iha,iha,śataṃ vārānuktaḥ priyasakhi vacobhiḥ sa paruṣaiḥ sahasraṃ nirdhūtaḥ padanipatitaḥ pārṣṇihatibhiḥ  kiyatkṛtvo baddhāḥ punariha na vedmi bhrukuṭaya- stathāpi kliśyanmāṃ kṣaṇamapi na dhṛṣṭo viramati ,SataM vArAnuktaH priyasaKi vacoBiH sa paruzEH sahasraM nirDUtaH padanipatitaH pArzRihatiBiH  kiyatkftvo badDAH punariha na vedmi Brukuwaya- staTApi kliSyanmAM kzaRamapi na Dfzwo viramati ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015338,118938,7-1714,īkṣ,Ikz,Spr. (II) 7513,II,7513,īkṣ,Ikz,kṣaṇādvaimukhyamāyānti sāṃmukhyaṃ yānti ca kṣaṇāt  na hetuṃ kaṃcidīkṣante paśuprāyāḥ pṛthagjanāḥ ,kzaRAdvEmuKyamAyAnti sAMmuKyaM yAnti ca kzaRAt  na hetuM kaMcidIkzante paSuprAyAH pfTagjanAH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015339,118938,7-1714,īkṣ,Ikz,Spr. (II)5253,II,5253,,,yadṛcchayāpyupanataṃ sakṛtsajjanasaṃgatam  bhavatyajaramatyantaṃ nābhyāsakramamīkṣate ,yadfcCayApyupanataM sakftsajjanasaMgatam  BavatyajaramatyantaM nAByAsakramamIkzate ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-015340,118940,7-1714,īdṛśa,IdfSa,Spr. (II) 3221,II,3221,nedṛśā rājasatkārāḥ,nedfSA rAjasatkArAH,na gṛhāṇi na vastrāṇi na prākārastiraskriyā  nedṛśā rājasatkārā vṛttamāvaraṇaṃ striyāḥ ,na gfhARi na vastrARi na prAkArastiraskriyA  nedfSA rAjasatkArA vfttamAvaraRaM striyAH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015341,118941,7-1714,īr,Ir,Spr. (II) 6088,II,6088,kālaḥ preritaḥ,kAlaH preritaH,vidyā nādhigatā kalaṅkarahitā vittaṃ ca nopārjitaṃ śuśrūṣāpi samāhitena manasā pitrorna saṃpāditā  ālolāyatalocanā yuvatayaḥ svapne 'pi nāliṅgitāḥ kālo 'yaṃ parapiṇḍalolupatayā kākairiva preritaḥ ,vidyA nADigatA kalaNkarahitA vittaM ca nopArjitaM SuSrUzApi samAhitena manasA pitrorna saMpAditA  AlolAyatalocanA yuvatayaH svapne 'pi nAliNgitAH kAlo 'yaM parapiRqalolupatayA kAkEriva preritaH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015342,118941,7-1714,īr,Ir,Spr. (II) 3179,II,3179,asamīrita,asamIrita,dhruvaṃ pravāsyatyasamīrito 'pi dhruvaṃ prajāsyatyuta garbhiṇī yā  dhruvaṃ dinādau rajanīpraṇāśastathā kṣapādau ca dinapraṇāśaḥ ,DruvaM pravAsyatyasamIrito 'pi DruvaM prajAsyatyuta garBiRI yA  DruvaM dinAdO rajanIpraRASastaTA kzapAdO ca dinapraRASaH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015343,118947,7-1714,īh,Ih,Spr. (II) 6855,II,6855,"sam, samīhita","sam, samIhita",samīhitaṃ yanna labhāmahe vayaṃ prabho na doṣastava karmaṇo mama  divā hyulūko yadi nāvalokate tadāparādhaḥ kathamaṃśumālinaḥ ,samIhitaM yanna laBAmahe vayaM praBo na dozastava karmaRo mama  divA hyulUko yadi nAvalokate tadAparADaH kaTamaMSumAlinaH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015344,118965,7-1715,utkarṣa,utkarza,Spr. (II) 6736,II,6736,ātmotkarṣa,Atmotkarza,satyaṃ mṛdu priyaṃ vākyaṃ dhīro hitakaraṃ vadet  ātmotkarṣaṃ tathā nindāṃ pareṣāṃ parivarjayet ,satyaM mfdu priyaM vAkyaM DIro hitakaraM vadet  AtmotkarzaM taTA nindAM parezAM parivarjayet ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015345,118979,7-1715,uttāna,uttAna,Spr. (II) 2086,II,2086,kāvya,kAvya,gambhīrārtheṣu kāvyeṣu prāyeṇa spṛhayālavaḥ  uttānārtheṣu cāvajñāṃ kavayo hi vitanvate ,gamBIrArTezu kAvyezu prAyeRa spfhayAlavaH  uttAnArTezu cAvajYAM kavayo hi vitanvate ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015346,118980,7-1715,uttāraṇa,uttAraRa,Spr. (II) 2751,II,2751,bhavārṇavottāraṇayānapātra,BavArRavottAraRayAnapAtra,dānaṃ supātre suvidhaṃ ca śīlaṃ tapo vicitraṃ śubhabhāvanā ca  bhavārṇavottāraṇayānapātraṃ dharmaṃ caturdhā munayo vadanti ,dAnaM supAtre suviDaM ca SIlaM tapo vicitraM SuBaBAvanA ca  BavArRavottAraRayAnapAtraM DarmaM caturDA munayo vadanti ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015347,118984,7-1715,utpādaka,utpAdaka,Spr. (II) 6788,II,6788,utpādaka,utpAdaka,santi śvāna ivāsaṃkhyā jātibhājo gṛhe gṛhe  utpādakā na bahavaḥ kavayaḥ śarabhā iva ,santi SvAna ivAsaMKyA jAtiBAjo gfhe gfhe  utpAdakA na bahavaH kavayaH SaraBA iva ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015348,118998,7-1716,udadhīy,udaDIy,Spr. (II) 3899,II,3899,svalpaṃ vāri,svalpaM vAri,patnīyatyapi mātaraṃ madavaśātpatnīṃ ca mātrīyati śvabhrīyatyapi mandiraṃ ślathaśilaṃ kūpaṃ ca gehīyati  svalpaṃ vāryudadhīyatīśvaramapāṃ mohātsthalīyatyapi mitrīyatyapi pārthivaṃ kimaparaṃ kuryānna yanmadyapaḥ ,patnIyatyapi mAtaraM madavaSAtpatnIM ca mAtrIyati SvaBrIyatyapi mandiraM SlaTaSilaM kUpaM ca gehIyati  svalpaM vAryudaDIyatISvaramapAM mohAtsTalIyatyapi mitrIyatyapi pArTivaM kimaparaM kuryAnna yanmadyapaH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015349,119004,7-1716,udātta,udAtta,Spr. (II) 4258,II,4258,parijana,parijana,prabhurvītakṣāntiḥ suhṛdatiśaṭhaḥ strī paruṣavā- ksuto garvonnaddhaḥ parijana udāttaprativacāḥ  iyānsoḍhuṃ śakyo nanu hṛdayadāhī parikaro na tu śrotāvajñālulitanayanāntaṃ paribhavan ,praBurvItakzAntiH suhfdatiSaWaH strI paruzavA- ksuto garvonnadDaH parijana udAttaprativacAH  iyAnsoQuM Sakyo nanu hfdayadAhI parikaro na tu SrotAvajYAlulitanayanAntaM pariBavan ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015350,119012,7-1716,udgrāha,udgrAha,Spr. (II) 6066,II,6066,prabhavati śucirbimbodgrāhe maṇirna mṛdāṃ cayaḥ,praBavati SucirbimbodgrAhe maRirna mfdAM cayaH,vitarati guruḥ prājñe vidyāṃ yathaiva tathā jaḍe na tu khalu tayorjñāne śaktiṃ karotyapahanti vā  bhavati ca punarbhūyānbhedaḥ phalaṃ prati tadyathā prabhavati śucirbimbodgrāhe maṇirna mṛdāṃ cayaḥ ,vitarati guruH prAjYe vidyAM yaTEva taTA jaqe na tu Kalu tayorjYAne SaktiM karotyapahanti vA  Bavati ca punarBUyAnBedaH PalaM prati tadyaTA praBavati SucirbimbodgrAhe maRirna mfdAM cayaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015351,119013,7-1716,udghāṭa,udGAwa,Spr. (II) 2221,II,2221,dantodghāṭena hasanti,dantodGAwena hasanti,cakṣurbhyāṃ hasate vidvāndantodghāṭena madhyamāḥ  adhamā aṭṭahāsena na hasanti munīśvarāḥ ,cakzurByAM hasate vidvAndantodGAwena maDyamAH  aDamA awwahAsena na hasanti munISvarAH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015352,119019,7-1716,uddyota,uddyota,Spr. (II) 7239,II,7239,rūpoddyotakara,rUpoddyotakara,snānaṃ nāma manaḥprasādajananaṃ duḥsvapnavidhvaṃsanaṃ śaucasyāyatanaṃ malapramathanaṃ saṃvardhanaṃ tejasaḥ  rūpoddyotakaraṃ vapuḥpraśamanaṃ kāsasya cāpohanaṃ nārīṇāṃ ca manoharaṃ śramaharaṃ snāne daśaite guṇāḥ ,snAnaM nAma manaHprasAdajananaM duHsvapnaviDvaMsanaM SOcasyAyatanaM malapramaTanaM saMvarDanaM tejasaH  rUpoddyotakaraM vapuHpraSamanaM kAsasya cApohanaM nArIRAM ca manoharaM SramaharaM snAne daSEte guRAH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015353,119023,7-1716,uddhāra,udDAra,Spr. (II) 7487,II,7487,ṛṇoddhāra,fRodDAra,ṛṇapāpasamuddhārādṛṇoddhāro varaḥ smṛtaḥ  paraloke dahetpāpamṛṇāgniriha tatra ca ,fRapApasamudDArAdfRodDAro varaH smftaH  paraloke dahetpApamfRAgniriha tatra ca ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015354,119040,7-1717,unnati,unnati,Spr. (II) 6098,II,6098,atyunnati,atyunnati,vidyā vivādāya dhanaṃ madāya prajñāprakarṣaḥ paravañcanāya  atyunnatirlokaparābhavāya yeṣāṃ prakāśastimirāya teṣām ,vidyA vivAdAya DanaM madAya prajYAprakarzaH paravaYcanAya  atyunnatirlokaparABavAya yezAM prakASastimirAya tezAm ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015355,119043,7-1717,unnāma,unnAma,Spr. (II) 6361,II,6361,kṛtonnāma,kftonnAma,śatabuddhiḥ śiraḥstho 'yaṃ lambate ca sahasradhīḥ  ekabuddhirahaṃ bhadre krīḍāmi vimale jale ,SatabudDiH SiraHsTo 'yaM lambate ca sahasraDIH  ekabudDirahaM Badre krIqAmi vimale jale ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015356,119046,7-1717,unmoṭana,unmowana,Spr. (II) 7500,II,7500,ud,ud,kiṃ jāto 'si catuṣpathe ghanataraṃ channo 'si kiṃ chāyayā channaścetphalito 'si kiṃ phalabharairāḍhyo 'si kiṃ saṃnataḥ  he sadvṛkṣa sahasva saṃprati sakhe śākhāśikhākarṣaṇa- kṣobhonmoṭanabhañjanāni janataḥ svaireva duśceṣṭitaiḥ ,kiM jAto 'si catuzpaTe GanataraM Canno 'si kiM CAyayA CannaScetPalito 'si kiM PalaBarErAQyo 'si kiM saMnataH  he sadvfkza sahasva saMprati saKe SAKASiKAkarzaRa- kzoBonmowanaBaYjanAni janataH svEreva duScezwitEH ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015357,119049,7-1717,upakartar,upakartar,Spr. (II) 5623,II,5623,apakartar,apakartar,yo 'pakartṝṃśca hantṝṃśca tejasaivopagacchati  tasmādudvijate lokaḥ sarpādveśmagatādiva ,yo 'pakartFMSca hantFMSca tejasEvopagacCati  tasmAdudvijate lokaH sarpAdveSmagatAdiva ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015358,119054,7-1717,upacaya,upacaya,Spr. (II) 4405,II,4405,upacayaṃ kar,upacayaM kar,balinā vigṛhītasya dviṣatā kṛcchravartinaḥ  kurvītopacayaṃ śatrorātmocchittiviśaṅkayā  yasminnucchidyamāne tu ripuranyaḥ pravartate  na tasyocchittimanvicchetkurvītainaṃ svagocaram ,balinA vigfhItasya dvizatA kfcCravartinaH  kurvItopacayaM SatrorAtmocCittiviSaNkayA  yasminnucCidyamAne tu ripuranyaH pravartate  na tasyocCittimanvicCetkurvItEnaM svagocaram ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015359,119057,7-1717,upadātar,upadAtar,Spr. (II) 1285,II,1285,upadeśopadātar,upadeSopadAtar,upadeśapradātṝṇāṃ narāṇāṃ hitamicchatām  iha loke paratra ca vyasanaṃ nopapadyate ,upadeSapradAtFRAM narARAM hitamicCatAm  iha loke paratra ca vyasanaM nopapadyate ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015360,119060,7-1718,upadrava,upadrava,Spr. (II) 2250,II,2250,sarvaṃ ratnamupadraveṇa sahitam,sarvaM ratnamupadraveRa sahitam,candre lāñchanatā himaṃ himagirau kṣāraṃ jalaṃ sāgare ruddhāścandanapādapā viṣadharairambhoruhe kaṇṭakam  strīratneṣu jarā kuceṣu patanaṃ vidvatsu dāridryatā sarvaṃ ratnamupadraveṇa sahitaṃ nirvairamekaṃ yaśaḥ ,candre lAYCanatA himaM himagirO kzAraM jalaM sAgare rudDAScandanapAdapA vizaDarEramBoruhe kaRwakam  strIratnezu jarA kucezu patanaM vidvatsu dAridryatA sarvaM ratnamupadraveRa sahitaM nirvEramekaM yaSaH ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015361,119069,7-1718,upanyāsa,upanyAsa,Spr. (II) 4566,II,4566,upanyāsa,upanyAsa,bhavyāmekārthasaṃsiddhiṃ samuddiśya kriyeta yaḥ  sa upanyāsakuśalairupanyāsa udāhṛtaḥ ,BavyAmekArTasaMsidDiM samuddiSya kriyeta yaH  sa upanyAsakuSalErupanyAsa udAhftaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015362,119079,7-1718,uparama,uparama,Spr. (II) 1356,II,1356,uparamaṃ pra-yā,uparamaM pra-yA,ekaḥ prayātyuparamaṃ draviṇaṃ tadīyaṃ kṛtvāparaḥ prasabhamudvahati pramodam  no vetti tatsvanidhane parakośagāmi dhigvāsanāmasamamohakṛtāndhakāram ,ekaH prayAtyuparamaM draviRaM tadIyaM kftvAparaH prasaBamudvahati pramodam  no vetti tatsvaniDane parakoSagAmi DigvAsanAmasamamohakftAnDakAram ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015363,119081,7-1718,upariyāna,upariyAna,Spr. (II) 4459,II,4459,upariyāna,upariyAna,bibhratyupariyānāya janā janitamajjanāḥ  vigrahāyāgrataḥ paścādgatvarorabhravibhramam ,biBratyupariyAnAya janA janitamajjanAH  vigrahAyAgrataH paScAdgatvaroraBraviBramam ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015364,119083,7-1718,upaladhipriya,upalaDipriya,Spr. (II) 5825,II,5825,vāla˚,vAla˚,lajjā tiraścāṃ yadi cetasi syādasaṃśayaṃ parvatarājaputryāḥ  taṃ keśapāśaṃ prasamīkṣya kuryurvālapriyatvaṃ śithilaṃ camaryaḥ ,lajjA tiraScAM yadi cetasi syAdasaMSayaM parvatarAjaputryAH  taM keSapASaM prasamIkzya kuryurvAlapriyatvaM SiTilaM camaryaH ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015365,119085,7-1718,upalambha,upalamBa,Spr. (II) 3106,II,3106,upalambha,upalamBa,dharmasiddhau dhruvaṃ siddhirdyumnapradyumnayorapi  dugdhopalambhe sulabhā saṃpattirdadhisarpiṣoḥ ,DarmasidDO DruvaM sidDirdyumnapradyumnayorapi  dugDopalamBe sulaBA saMpattirdaDisarpizoH ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015366,119089,7-1718,upaśamavant,upaSamavant,Spr. (II) 4143,II,4143,upaśama,upaSama,purā vidvattāsīdamalinadhiyāṃ kleśahataye gatā kālenāsau viṣayasukhasiddhyai viṣayiṇām  idānīṃ saṃprekṣya kṣitilavabhujaḥ śāstravimukhā- naho kaṣṭaṃ sāpi pratidinamadho 'dhaḥ praviśati ,purA vidvattAsIdamalinaDiyAM kleSahataye gatA kAlenAsO vizayasuKasidDyE vizayiRAm  idAnIM saMprekzya kzitilavaBujaH SAstravimuKA- naho kazwaM sApi pratidinamaDo 'DaH praviSati ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015367,119130,7-1720,upodakī,upodakI,Spr. (II) 7484,II,7484,upodakī,upodakI,upodakī samāyāti tintiḍīmantriṇā saha  palāyadhvaṃ palāyadhvaṃ re re śākaviḍambakāḥ ,upodakI samAyAti tintiqImantriRA saha  palAyaDvaM palAyaDvaM re re SAkaviqambakAH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015368,119142,7-1720,ulbaṇa,ulbaRa,Spr. (II) 3001,II,3001,dāholbaṇa,dAholbaRa,drumodbhavaṃ hanti viṣaṃ nahi drumaṃ na vā bhujaṃgaprabhavaṃ bhujaṃgamam  adaḥ samutpattipadaṃ dahatyaho dāholbaṇaṃ krodhahalāhalaṃ mahat ,drumodBavaM hanti vizaM nahi drumaM na vA BujaMgapraBavaM BujaMgamam  adaH samutpattipadaM dahatyaho dAholbaRaM kroDahalAhalaM mahat ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015369,119150,7-1720,uṣas,uzas,Spr. (II) 7485,II,7485,uṣas,uzas,uṣaḥ śaśaṃsa gārgyastu śakunaṃ tu bṛhaspatiḥ  manojayaṃ tu māṇḍavyo vipravākyaṃ janārdanaḥ ,uzaH SaSaMsa gArgyastu SakunaM tu bfhaspatiH  manojayaM tu mARqavyo vipravAkyaM janArdanaH ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015370,119154,7-1720,uṣṇa,uzRa,Spr. (II) 4622,II,4622,lajjā,lajjA,bhṛtyāparādhajo daṇḍaḥ svāmino jāyate yataḥ  tena lajjāpi tasyoṣṇā na bhṛtyasya tathā punaḥ ,BftyAparADajo daRqaH svAmino jAyate yataH  tena lajjApi tasyozRA na Bftyasya taTA punaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015371,119156,7-1720,uṣṇīkar,uzRIkar,Spr. (II) 7396,II,7396,˚kṛtaṃ payaḥ,˚kftaM payaH,hitāya nāhitāya syānmahānsaṃtāpito 'pi hi  paśya rogāpahārāya bhaveduṣṇīkṛtaṃ payaḥ ,hitAya nAhitAya syAnmahAnsaMtApito 'pi hi  paSya rogApahArAya BaveduzRIkftaM payaH ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015372,119165,7-1721,ūrjay,Urjay,Spr. (II) 3485,II,3485,vibhūtaya ūrjitāḥ,viBUtaya UrjitAH,na sāhasaikāntarasānuvartinā na cāpyapāyopahatāntarātmanā  vibhūtayaḥ śakyamavāptumūrjitā naye ca śaurye ca vasanti saṃpadaḥ ,na sAhasEkAntarasAnuvartinA na cApyapAyopahatAntarAtmanA  viBUtayaH SakyamavAptumUrjitA naye ca SOrye ca vasanti saMpadaH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015373,119171,7-1721,ūrmi,Urmi,Spr. (II) 6470,II,6470,ūrmi,Urmi,śītātapau śarīrasya lobhamohau tu cetasaḥ  prāṇasya kṣutpipāseti ṣaḍūrmirahitaḥ śivaḥ ,SItAtapO SarIrasya loBamohO tu cetasaH  prARasya kzutpipAseti zaqUrmirahitaH SivaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015374,119174,7-1721,ūṣarāy,UzarAy,Spr. (II) 2342,II,2342,ā janmanaḥ smarotpattau mānasenoṣarāyitam,A janmanaH smarotpattO mAnasenozarAyitam,jayanti te jinā yeṣāṃ kevalajñānaśālinām  ā janmanaḥ smarotpattau mānasenoṣarāyitam ,jayanti te jinA yezAM kevalajYAnaSAlinAm  A janmanaH smarotpattO mAnasenozarAyitam ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015375,119183,7-1721,ṛṇa,fRa,Spr. (II) 7488,II,7488,ṛṇaṃ dā,fRaM dA,ṛṇaṃ mitrānna kartavyaṃ na deyaṃ cāpi mitrake  prīticchedakarī jñeyā yasmādvai ṛṇakartarī ,fRaM mitrAnna kartavyaM na deyaM cApi mitrake  prIticCedakarI jYeyA yasmAdvE fRakartarI ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015376,119184,7-1721,ṛṇaccheda,fRacCeda,Spr. (II) 3115,II,3115,ṛṇaccheda,fRacCeda,dharmārambha ṛṇacchede kanyādāne dhanāgame  śatruvidyāgnirogeṣu kālakṣepaṃ na kārayet ,DarmAramBa fRacCede kanyAdAne DanAgame  SatruvidyAgnirogezu kAlakzepaM na kArayet ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015377,119202,7-1722,ekacchattra,ekacCattra,Spr. (II) 1358,II,1358,ekacchattra,ekacCattra,ekacchattraṃ kṣititalamidaṃ bhuñjate yannarendrāḥ svargāsthāne muditamanaso yadramante munīndrāḥ  yannirvāṇe nirupamasukhaṃ martyamukhyā labhante dānasyāyaṃ sphurati mahimā kevalasyāmalasya ,ekacCattraM kzititalamidaM BuYjate yannarendrAH svargAsTAne muditamanaso yadramante munIndrAH  yannirvARe nirupamasuKaM martyamuKyA laBante dAnasyAyaM sPurati mahimA kevalasyAmalasya ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015378,119207,7-1722,ekabhojin,ekaBojin,Spr. (II) 1745,II,1745,ekabhojin,ekaBojin,kiṃ copavāsī yadi caikabhojī kiṃ brahmacārī nijadārasevī  dānena kiṃ te yadi vā tvahiṃsā maunena kiṃ vā yadi satyavādī ,kiM copavAsI yadi cEkaBojI kiM brahmacArI nijadArasevI  dAnena kiM te yadi vA tvahiMsA mOnena kiM vA yadi satyavAdI ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015379,119251,7-1723,oḍra,oqra,Spr. (II) 7562,II,7562,oḍra,oqra,na doṣo magadhe madye nānnayonau kaliṅgake  oḍre bhrātṛvadhūbhoge gauḍe matsyasya bhojane  duhiturmātulasyāpi vivāhe drāviḍe tathā  yasmindeśe ya ācāraḥ pāraṃparyādvidhīyate ,na dozo magaDe madye nAnnayonO kaliNgake  oqre BrAtfvaDUBoge gOqe matsyasya Bojane  duhiturmAtulasyApi vivAhe drAviqe taTA  yasmindeSe ya AcAraH pAraMparyAdviDIyate ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015380,119252,7-1723,oṣadhi,ozaDi,Spr. (II) 3225,II,3225,oṣadhi,ozaDi,na candreṇa na cauṣadhyā na sūryeṇa na vahninā  sāmnaiva vilayaṃ yāti vidveṣiprabhavaṃ tamaḥ ,na candreRa na cOzaDyA na sUryeRa na vahninA  sAmnEva vilayaM yAti vidvezipraBavaM tamaH ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-015381,119254,7-1723,aucitya,Ocitya,Spr. (II) 1492,II,1492,aucitya,Ocitya,aucityamekamekatra guṇānāṃ rāśirekataḥ  viṣāyate guṇagrāma aucityaparivarjitaḥ ,Ocityamekamekatra guRAnAM rASirekataH  vizAyate guRagrAma OcityaparivarjitaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015382,119261,7-1723,autsukya,Otsukya,Spr. (II) 3662,II,3662,autsukya,Otsukya,nāśnāti svecchayautsukyādvinidro na prabudhyate  na niḥśaṅkaṃ vaco brūte sevako 'pyatra jīvati ,nASnAti svecCayOtsukyAdvinidro na prabuDyate  na niHSaNkaM vaco brUte sevako 'pyatra jIvati ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015383,119264,7-1723,audārya,OdArya,Spr. (II) 1722,II,1722,audārya,OdArya,kiṃ śocyaṃ kārpaṇyaṃ sati vibhave kiṃ praśasyamaudāryam  na tu gatavittasya tathā prabhaviṣṇoryatsahiṣṇutvam ,kiM SocyaM kArpaRyaM sati viBave kiM praSasyamOdAryam  na tu gatavittasya taTA praBavizRoryatsahizRutvam ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015384,119265,7-1723,audumbara,Odumbara,Spr. (II) 7490,II,7490,puṣpāṇi,puzpARi,audumbarāṇi puṣpāṇi śvetavarṇaṃ ca vāyasam  matsyapādaṃ jale paśyenna nārīhṛdayasthitam ,OdumbarARi puzpARi SvetavarRaM ca vAyasam  matsyapAdaM jale paSyenna nArIhfdayasTitam ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015385,119266,7-1723,auddhatya,OdDatya,Spr. (II) 1239,II,1239,auddhatya,OdDatya,uddhatā alamuddhartumauddhatyaṃ duritātmanām  kṣārāṇameva sāmarthyaṃ malanāśāya vāsasām ,udDatA alamudDartumOdDatyaM duritAtmanAm  kzArARameva sAmarTyaM malanASAya vAsasAm ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015386,119296,7-1724,kaṭuka,kawuka,Spr. (II) 6286,II,6286,kaṭuka,kawuka,vaidyastarkavihīno nirlajjā kulavadhūrvratī pīnaḥ  kaṭukaśca prāghuṇako mastakaśūlāni catvāri ,vEdyastarkavihIno nirlajjA kulavaDUrvratI pInaH  kawukaSca prAGuRako mastakaSUlAni catvAri ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015387,119297,7-1724,kaṭutva,kawutva,Spr. (II) 7174,II,7174,kaṭu,kawu,saiva bhūmistadevāmbhaḥ paśya pātraviśeṣataḥ  āmre madhuratāmeti kaṭutvaṃ nimbapādape ,sEva BUmistadevAmBaH paSya pAtraviSezataH  Amre maDuratAmeti kawutvaM nimbapAdape ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015388,119303,7-1724,kaṇṭha,kaRWa,Spr. (II) 793,II,793,ākaṇṭhaṃ pā,AkaRWaM pA,asti jalaṃ jalarāśau kṣāraṃ tatkiṃ vidhīyate tena  laghurapi varaṃ sa kūpo yatrākaṇṭhaṃ janaḥ pibati ,asti jalaM jalarASO kzAraM tatkiM viDIyate tena  laGurapi varaM sa kUpo yatrAkaRWaM janaH pibati ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-015389,119303,7-1724,kaṇṭha,kaRWa,Spr. (II)4913,II,4913,a˚,a˚,mūrkhasya kāvyakaraṇaṃ gītamakaṇṭhasya lalitamadhanasya  vṛddhasya viṣayavāñchā parahāsyakarāṇi catvāri ,mUrKasya kAvyakaraRaM gItamakaRWasya lalitamaDanasya  vfdDasya vizayavAYCA parahAsyakarARi catvAri ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-015390,119313,7-1724,kadā,kadA,Spr. (II) 5931,II,5931,kadā,kadA,vane 'pi siṃho gajamāṃsabhakṣī bubhukṣito naiva yathā tṛṇādaḥ  tathā kulīno vyasanābhibhūto na nīcakarmāṇi kadā karoti ,vane 'pi siMho gajamAMsaBakzI buBukzito nEva yaTA tfRAdaH  taTA kulIno vyasanABiBUto na nIcakarmARi kadA karoti ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
